player_name,season,cii,tii,cii_archetype,tii_archetype,archetype_2d,career_leverage_mean,career_positive_seasons,career_negative_seasons,career_pattern,has_creation_tools,reasoning,cii_components,tii_components,confidence
Aaron Gordon,2020-21,25.32,44.32,Role Player,Limited Scaling,Role Player,-0.059333333333333266,0,6,Hides,False,"Low CII 25.3, low TII 44.3, no creation tools","{'self_created': np.float64(28.94), 'pressure_appetite': np.float64(15.0), 'difficulty_embrace': np.float64(26.11), 'defensive_survival': np.float64(33.33), 'force_multiplication': np.float64(26.7)}","{'scaling_efficiency': np.float64(40.66681846932323), 'pressure_appetite': np.float64(10.400000000000041), 'creation_tools': np.float64(64.04072214251553), 'opportunity_response': np.float64(54.74285714285714), 'age_trajectory': np.float64(85.0)}",High
Aaron Holiday,2020-21,22.12,36.12,Role Player,Limited Scaling,Role Player,-0.035,0,1,Hides,False,"Low CII 22.1, low TII 36.1","{'self_created': np.float64(13.26), 'pressure_appetite': np.float64(22.89), 'difficulty_embrace': np.float64(16.0), 'defensive_survival': np.float64(51.58), 'force_multiplication': np.float64(14.86)}","{'scaling_efficiency': np.float64(18.489058378162984), 'pressure_appetite': np.float64(25.999999999999996), 'creation_tools': np.float64(40.65463715748269), 'opportunity_response': np.float64(46.25714285714285), 'age_trajectory': np.float64(90.0)}",Medium
Al Horford,2020-21,24.25,36.53,Role Player,Limited Scaling,Luxury Amplifier,-0.032600000000000004,0,5,Hides,True,"Negative career leverage (-0.033, 0+/5-) BUT has creation tools: Thrives as #2","{'self_created': np.float64(11.35), 'pressure_appetite': np.float64(38.59), 'difficulty_embrace': np.float64(17.47), 'defensive_survival': np.float64(33.97), 'force_multiplication': np.float64(26.07)}","{'scaling_efficiency': np.float64(18.993696576453516), 'pressure_appetite': np.float64(47.77828054298642), 'creation_tools': np.float64(43.2439999264246), 'opportunity_response': np.float64(54.91428571428571), 'age_trajectory': np.int64(20)}",High
Alec Burks,2020-21,50.66,70.38,Fragile Star,High Scaling,Strong Creator,0.03783333333333334,5,1,Steps Up,True,"Positive career leverage (+0.038, 5+/1-), CII 50.7, TII 70.4: Can be #1 (Age 29 > 28, reclassified from Latent Engine)","{'self_created': np.float64(38.5), 'pressure_appetite': np.float64(71.33), 'difficulty_embrace': np.float64(34.81), 'defensive_survival': np.float64(74.43), 'force_multiplication': np.float64(31.47)}","{'scaling_efficiency': np.float64(55.97732867774131), 'pressure_appetite': np.float64(90.69230769230768), 'creation_tools': np.float64(74.53333333333333), 'opportunity_response': np.float64(68.94285714285714), 'age_trajectory': np.float64(56.67)}",High
Aleksej Pokusevski,2020-21,37.08,58.8,Role Player,Moderate Scaling,Developing Prospect,0.0859999999999999,1,0,Steps Up,True,"Low CII 37.1, moderate TII 58.8","{'self_created': np.float64(6.96), 'pressure_appetite': np.float64(70.5), 'difficulty_embrace': np.float64(25.99), 'defensive_survival': np.float64(65.04), 'force_multiplication': np.float64(24.16)}","{'scaling_efficiency': np.float64(20.76739988719684), 'pressure_appetite': np.float64(91.6), 'creation_tools': np.float64(59.54988444554496), 'opportunity_response': np.float64(51.74285714285714), 'age_trajectory': np.int64(100)}",Medium
Alex Caruso,2020-21,26.67,46.81,Role Player,Limited Scaling,Role Player,-0.028333333333333335,1,2,Hides,False,"Low CII 26.7, low TII 46.8","{'self_created': np.float64(14.55), 'pressure_appetite': np.float64(38.75), 'difficulty_embrace': np.float64(10.16), 'defensive_survival': np.float64(58.17), 'force_multiplication': np.float64(18.61)}","{'scaling_efficiency': np.float64(18.7861550387597), 'pressure_appetite': np.float64(72.78333333333335), 'creation_tools': np.float64(42.29182475158085), 'opportunity_response': np.float64(49.0), 'age_trajectory': np.float64(71.66)}",Medium
Andre Drummond,2020-21,17.29,24.23,Role Player,Low Scaling,Fragile Star,-0.0443333333333333,0,6,Hides,False,"Fragile Star: high usage (26.9%), low CII (17.3), no creation tools","{'self_created': np.float64(13.89), 'pressure_appetite': np.float64(25.5), 'difficulty_embrace': np.float64(0.8), 'defensive_survival': np.float64(19.49), 'force_multiplication': np.float64(36.61)}","{'scaling_efficiency': np.float64(11.341326006141912), 'pressure_appetite': np.float64(9.600000000000005), 'creation_tools': np.float64(15.692507631396017), 'opportunity_response': np.float64(54.142857142857146), 'age_trajectory': np.float64(71.66)}",High
Andrew Wiggins,2020-21,30.24,49.91,Role Player,Limited Scaling,Luxury Amplifier,-0.0030000000000000152,3,3,Mixed,True,"Negative career leverage (-0.003, 3+/3-) BUT has creation tools: Thrives as #2","{'self_created': np.float64(37.0), 'pressure_appetite': np.float64(19.17), 'difficulty_embrace': np.float64(34.81), 'defensive_survival': np.float64(31.72), 'force_multiplication': np.float64(26.24)}","{'scaling_efficiency': np.float64(44.774655739666194), 'pressure_appetite': np.float64(10.400000000000006), 'creation_tools': np.float64(75.83333333333334), 'opportunity_response': np.float64(72.54285714285714), 'age_trajectory': np.float64(78.33)}",High
Anthony Davis,2020-21,41.67,58.51,Fragile Star,Moderate Scaling,Strong Creator,0.015500000000000016,3,3,Steps Up,True,"Positive career leverage (+0.016), CII 41.7 still developing (Age 28 > 25, reclassified from Developing Engine)","{'self_created': np.float64(32.12), 'pressure_appetite': np.float64(50.91), 'difficulty_embrace': np.float64(38.76), 'defensive_survival': np.float64(45.98), 'force_multiplication': np.float64(46.61)}","{'scaling_efficiency': np.float64(48.94991481299931), 'pressure_appetite': np.float64(48.45528455284557), 'creation_tools': np.float64(74.56954193932184), 'opportunity_response': np.float64(68.68571428571428), 'age_trajectory': np.float64(64.99000000000001)}",High
Anthony Edwards,2020-21,38.23,46.94,Role Player,Limited Scaling,Role Player,-0.057,0,1,Hides,False,"Low CII 38.2, low TII 46.9","{'self_created': np.float64(41.8), 'pressure_appetite': np.float64(29.88), 'difficulty_embrace': np.float64(39.1), 'defensive_survival': np.float64(42.88), 'force_multiplication': np.float64(39.71)}","{'scaling_efficiency': np.float64(35.7023666594688), 'pressure_appetite': np.float64(17.200000000000003), 'creation_tools': np.float64(65.75), 'opportunity_response': np.float64(58.51428571428571), 'age_trajectory': np.int64(100)}",Medium
Austin Rivers,2020-21,32.62,51.63,Role Player,Moderate Scaling,Role Player,-0.02999999999999996,1,4,Hides,False,"Low CII 32.6, low TII 51.6, no creation tools","{'self_created': np.float64(27.02), 'pressure_appetite': np.float64(45.23), 'difficulty_embrace': np.float64(13.33), 'defensive_survival': np.float64(62.1), 'force_multiplication': np.float64(12.25)}","{'scaling_efficiency': np.float64(28.24670588235295), 'pressure_appetite': np.float64(77.0), 'creation_tools': np.float64(44.19850948509485), 'opportunity_response': np.float64(57.14285714285714), 'age_trajectory': np.float64(64.99000000000001)}",High
Bam Adebayo,2020-21,38.16,70.69,Role Player,High Scaling,Developing Star,-0.028666666666666663,0,3,Hides,True,"Low CII 38.2 but high TII 70.7, has tools","{'self_created': np.float64(28.03), 'pressure_appetite': np.float64(42.5), 'difficulty_embrace': np.float64(25.69), 'defensive_survival': np.float64(54.55), 'force_multiplication': np.float64(58.09)}","{'scaling_efficiency': np.float64(65.49901370089138), 'pressure_appetite': np.float64(61.48354792560801), 'creation_tools': np.float64(64.10615338986008), 'opportunity_response': np.float64(89.0), 'age_trajectory': np.float64(95.0)}",Medium
Ben Simmons,2020-21,33.39,44.48,Role Player,Limited Scaling,Role Player,-0.05749999999999997,0,4,Hides,False,"Low CII 33.4, low TII 44.5, no creation tools","{'self_created': np.float64(44.92), 'pressure_appetite': np.float64(21.13), 'difficulty_embrace': np.float64(12.39), 'defensive_survival': np.float64(47.47), 'force_multiplication': np.float64(50.29)}","{'scaling_efficiency': np.float64(30.70473748473748), 'pressure_appetite': np.float64(22.400000000000002), 'creation_tools': np.float64(39.984146341463415), 'opportunity_response': np.float64(84.5), 'age_trajectory': np.float64(90.0)}",High
Bismack Biyombo,2020-21,8.57,24.99,Role Player,Low Scaling,Role Player,-0.04059999999999998,0,5,Hides,False,"Low CII 8.6, low TII 25.0, no creation tools","{'self_created': np.float64(0.4), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(0.4), 'defensive_survival': np.float64(33.26), 'force_multiplication': np.float64(8.82)}","{'scaling_efficiency': np.float64(12.044844500632106), 'pressure_appetite': np.float64(19.200000000000003), 'creation_tools': np.float64(9.51453341967048), 'opportunity_response': np.float64(54.48571428571428), 'age_trajectory': np.float64(64.99000000000001)}",High
Blake Griffin,2020-21,22.5,39.26,Role Player,Limited Scaling,Role Player,-0.01133333333333335,1,5,Mixed,False,"Low CII 22.5, low TII 39.3, no creation tools","{'self_created': np.float64(24.96), 'pressure_appetite': np.float64(20.45), 'difficulty_embrace': np.float64(16.63), 'defensive_survival': np.float64(31.15), 'force_multiplication': np.float64(19.0)}","{'scaling_efficiency': np.float64(42.5656697042163), 'pressure_appetite': np.float64(23.6), 'creation_tools': np.float64(45.60993274592431), 'opportunity_response': np.float64(53.114285714285714), 'age_trajectory': np.float64(35.0)}",High
