player_name,season,cii,tii,cii_archetype,tii_archetype,archetype_2d,career_leverage_mean,career_positive_seasons,career_negative_seasons,career_pattern,has_creation_tools,reasoning,cii_components,tii_components,confidence
Aaron Gordon,2016-17,25.32,42.3,Role Player,Limited Scaling,Role Player,-0.0595,0,2,Hides,True,"Low CII 25.3, low TII 42.3","{'self_created': np.float64(24.94), 'pressure_appetite': np.float64(14.33), 'difficulty_embrace': np.float64(27.79), 'defensive_survival': np.float64(41.87), 'force_multiplication': np.float64(24.18)}","{'scaling_efficiency': np.float64(29.030105592323675), 'pressure_appetite': np.float64(11.600000000000005), 'creation_tools': np.float64(61.74987619165532), 'opportunity_response': np.float64(55.599999999999994), 'age_trajectory': np.int64(100)}",Medium
Al Horford,2016-17,22.05,36.24,Role Player,Limited Scaling,Role Player,-0.031,0,2,Hides,True,"Low CII 22.1, low TII 36.2","{'self_created': np.float64(13.34), 'pressure_appetite': np.float64(17.83), 'difficulty_embrace': np.float64(24.3), 'defensive_survival': np.float64(39.03), 'force_multiplication': np.float64(28.79)}","{'scaling_efficiency': np.float64(24.073565645150573), 'pressure_appetite': np.float64(20.4), 'creation_tools': np.float64(51.087282229965155), 'opportunity_response': np.float64(64.68571428571428), 'age_trajectory': np.float64(40.01)}",Medium
Al-Farouq Aminu,2016-17,12.76,29.84,Role Player,Low Scaling,Role Player,-0.031499999999999945,0,2,Hides,False,"Low CII 12.8, low TII 29.8","{'self_created': np.float64(8.27), 'pressure_appetite': np.float64(12.5), 'difficulty_embrace': np.float64(7.19), 'defensive_survival': np.float64(26.33), 'force_multiplication': np.float64(17.63)}","{'scaling_efficiency': np.float64(7.6745864174718), 'pressure_appetite': np.float64(24.00000000000004), 'creation_tools': np.float64(26.56195908733281), 'opportunity_response': np.float64(55.94285714285715), 'age_trajectory': np.float64(78.33)}",Medium
Alan Williams,2016-17,17.08,33.93,Role Player,Low Scaling,Role Player,-0.024,0,1,Hides,False,"Low CII 17.1, low TII 33.9","{'self_created': np.float64(5.6), 'pressure_appetite': np.float64(31.07), 'difficulty_embrace': np.float64(4.4), 'defensive_survival': np.float64(33.1), 'force_multiplication': np.float64(17.87)}","{'scaling_efficiency': np.float64(8.94759442889039), 'pressure_appetite': np.float64(51.87192118226601), 'creation_tools': np.float64(13.454723857583403), 'opportunity_response': np.float64(43.94285714285714), 'age_trajectory': np.float64(90.0)}",Medium
Alec Burks,2016-17,39.95,50.9,Role Player,Moderate Scaling,Role Player,0.034,2,0,Steps Up,True,"Low CII 40.0, low TII 50.9","{'self_created': np.float64(22.68), 'pressure_appetite': np.float64(60.75), 'difficulty_embrace': np.float64(26.73), 'defensive_survival': np.float64(64.21), 'force_multiplication': np.float64(29.84)}","{'scaling_efficiency': np.float64(15.86974550428451), 'pressure_appetite': np.float64(81.18490566037735), 'creation_tools': np.float64(53.501902132228864), 'opportunity_response': np.float64(44.285714285714285), 'age_trajectory': np.float64(85.0)}",Medium
Alex Len,2016-17,12.28,26.47,Role Player,Low Scaling,Role Player,-0.108,0,2,Hides,False,"Low CII 12.3, low TII 26.5","{'self_created': np.float64(12.5), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(9.9), 'defensive_survival': np.float64(16.66), 'force_multiplication': np.float64(15.5)}","{'scaling_efficiency': np.float64(15.854098586281703), 'pressure_appetite': np.float64(0.0), 'creation_tools': np.float64(22.749911223250162), 'opportunity_response': np.float64(54.400000000000006), 'age_trajectory': np.float64(90.0)}",Medium
Andre Drummond,2016-17,18.87,29.61,Role Player,Low Scaling,Role Player,-0.035,0,2,Hides,False,"Low CII 18.9, low TII 29.6","{'self_created': np.float64(12.28), 'pressure_appetite': np.float64(19.17), 'difficulty_embrace': np.float64(10.4), 'defensive_survival': np.float64(36.55), 'force_multiplication': np.float64(28.35)}","{'scaling_efficiency': np.float64(8.929913834626706), 'pressure_appetite': np.float64(13.2), 'creation_tools': np.float64(28.303325276496007), 'opportunity_response': np.float64(56.457142857142856), 'age_trajectory': np.float64(95.0)}",Medium
Andre Iguodala,2016-17,12.57,39.09,Role Player,Limited Scaling,Role Player,-0.03900000000000005,1,1,Hides,True,"Low CII 12.6, low TII 39.1","{'self_created': np.float64(7.5), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(15.16), 'defensive_survival': np.float64(22.39), 'force_multiplication': np.float64(14.28)}","{'scaling_efficiency': np.float64(38.250339874120705), 'pressure_appetite': np.float64(7.200000000000002), 'creation_tools': np.float64(48.956650552992016), 'opportunity_response': np.float64(86.79714285714286), 'age_trajectory': np.float64(30.0)}",Medium
Andre Roberson,2016-17,8.97,27.02,Role Player,Low Scaling,Role Player,-0.0345,0,2,Hides,False,"Low CII 9.0, low TII 27.0","{'self_created': np.float64(0.79), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(1.49), 'defensive_survival': np.float64(36.44), 'force_multiplication': np.float64(4.71)}","{'scaling_efficiency': np.float64(3.591111111111111), 'pressure_appetite': np.float64(25.600000000000005), 'creation_tools': np.float64(12.616083600229942), 'opportunity_response': np.float64(56.8), 'age_trajectory': np.float64(85.0)}",Medium
Andrew Bogut,2016-17,9.32,26.53,Role Player,Low Scaling,Role Player,-0.01799999999999995,0,2,Mixed,False,"Low CII 9.3, low TII 26.5","{'self_created': np.float64(8.5), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(5.9), 'defensive_survival': np.float64(16.99), 'force_multiplication': np.float64(5.37)}","{'scaling_efficiency': np.float64(5.461234399818472), 'pressure_appetite': np.float64(39.3141025641026), 'creation_tools': np.float64(20.677736085053155), 'opportunity_response': np.float64(49.51428571428572), 'age_trajectory': np.float64(35.0)}",Medium
Andrew Wiggins,2016-17,63.37,64.57,Luxury Amplifier,Moderate Scaling,Strong Creator,0.04799999999999995,2,0,Steps Up,True,"CII 63.4, TII 64.6","{'self_created': np.float64(50.73), 'pressure_appetite': np.float64(77.46), 'difficulty_embrace': np.float64(61.01), 'defensive_survival': np.float64(64.84), 'force_multiplication': np.float64(68.6)}","{'scaling_efficiency': np.float64(36.303027625116414), 'pressure_appetite': np.float64(72.68601398601399), 'creation_tools': np.float64(81.8), 'opportunity_response': np.float64(61.0), 'age_trajectory': np.int64(100)}",Medium
Anthony Davis,2016-17,50.72,69.38,Fragile Star,High Scaling,Strong Creator,0.0,1,1,Mixed,True,"CII 50.7, TII 69.4","{'self_created': np.float64(29.15), 'pressure_appetite': np.float64(73.5), 'difficulty_embrace': np.float64(42.19), 'defensive_survival': np.float64(50.53), 'force_multiplication': np.float64(75.79)}","{'scaling_efficiency': np.float64(55.796241797574055), 'pressure_appetite': np.float64(66.65607476635512), 'creation_tools': np.float64(70.36717574652383), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(90.0)}",Medium
Anthony Tolliver,2016-17,8.21,24.97,Role Player,Low Scaling,Role Player,-0.079,0,1,Hides,False,"Low CII 8.2, low TII 25.0","{'self_created': np.float64(0.59), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(5.1), 'defensive_survival': np.float64(29.37), 'force_multiplication': np.float64(1.05)}","{'scaling_efficiency': np.float64(14.498857269756668), 'pressure_appetite': np.float64(8.400000000000002), 'creation_tools': np.float64(18.156525459991443), 'opportunity_response': np.float64(75.90285714285714), 'age_trajectory': np.float64(35.0)}",Medium
Aron Baynes,2016-17,11.58,32.54,Role Player,Low Scaling,Role Player,-0.03,0,1,Hides,True,"Low CII 11.6, low TII 32.5","{'self_created': np.float64(6.02), 'pressure_appetite': np.float64(13.55), 'difficulty_embrace': np.float64(14.1), 'defensive_survival': np.float64(19.77), 'force_multiplication': np.float64(6.05)}","{'scaling_efficiency': np.float64(16.186841704883815), 'pressure_appetite': np.float64(40.115107913669064), 'creation_tools': np.float64(26.404380885535478), 'opportunity_response': np.float64(50.285714285714285), 'age_trajectory': np.float64(48.34)}",Medium
