player_name,season,cii,tii,cii_archetype,tii_archetype,archetype_2d,career_leverage_mean,career_positive_seasons,career_negative_seasons,career_pattern,has_creation_tools,reasoning,cii_components,tii_components,confidence
Andrew Harrison,2017-18,36.76,59.86,Role Player,Moderate Scaling,Developing Prospect,-0.019,0,1,Mixed,True,"Low CII 36.8, moderate TII 59.9","{'self_created': np.float64(43.08), 'pressure_appetite': np.float64(31.82), 'difficulty_embrace': np.float64(31.87), 'defensive_survival': np.float64(36.71), 'force_multiplication': np.float64(40.03)}","{'scaling_efficiency': np.float64(52.782111371774306), 'pressure_appetite': np.float64(45.91282051282051), 'creation_tools': np.float64(76.75766103814884), 'opportunity_response': np.float64(51.31428571428572), 'age_trajectory': np.float64(95.0)}",Medium
Andrew Wiggins,2017-18,36.64,46.87,Role Player,Limited Scaling,Role Player,0.019333333333333303,2,1,Steps Up,True,"Low CII 36.6, low TII 46.9","{'self_created': np.float64(31.41), 'pressure_appetite': np.float64(30.0), 'difficulty_embrace': np.float64(42.27), 'defensive_survival': np.float64(51.92), 'force_multiplication': np.float64(34.76)}","{'scaling_efficiency': np.float64(25.654164537557484), 'pressure_appetite': np.float64(24.800000000000004), 'creation_tools': np.float64(71.6), 'opportunity_response': np.float64(61.0), 'age_trajectory': np.float64(95.0)}",Medium
Anthony Davis,2017-18,43.34,69.48,Fragile Star,High Scaling,Developing Prospect,-0.002,1,2,Mixed,True,"Low CII 43.3, moderate TII 69.5","{'self_created': np.float64(26.66), 'pressure_appetite': np.float64(54.6), 'difficulty_embrace': np.float64(33.87), 'defensive_survival': np.float64(53.27), 'force_multiplication': np.float64(69.3)}","{'scaling_efficiency': np.float64(60.68173755547353), 'pressure_appetite': np.float64(59.628865979381445), 'creation_tools': np.float64(74.82094543625848), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(85.0)}",Medium
Anthony Tolliver,2017-18,17.22,40.46,Role Player,Limited Scaling,Role Player,-0.028,1,1,Hides,False,"Low CII 17.2, low TII 40.5","{'self_created': np.float64(0.77), 'pressure_appetite': np.float64(45.75), 'difficulty_embrace': np.float64(2.49), 'defensive_survival': np.float64(27.52), 'force_multiplication': np.float64(9.22)}","{'scaling_efficiency': np.float64(18.3817803030303), 'pressure_appetite': np.float64(65.79444444444445), 'creation_tools': np.float64(15.27836495031617), 'opportunity_response': np.float64(82.93142857142857), 'age_trajectory': np.float64(30.0)}",Medium
Aron Baynes,2017-18,10.29,19.56,Role Player,Low Scaling,Role Player,-0.085,0,2,Hides,True,"Low CII 10.3, low TII 19.6","{'self_created': np.float64(2.46), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(26.5), 'defensive_survival': np.float64(7.59), 'force_multiplication': np.float64(6.17)}","{'scaling_efficiency': np.float64(4.680895934041664), 'pressure_appetite': np.float64(0.0), 'creation_tools': np.float64(35.74267802918993), 'opportunity_response': np.float64(46.68571428571428), 'age_trajectory': np.float64(40.01)}",Medium
Austin Rivers,2017-18,44.01,63.77,Fragile Star,Moderate Scaling,Developing Prospect,-0.03949999999999995,0,2,Hides,False,"Low CII 44.0, moderate TII 63.8","{'self_created': np.float64(46.9), 'pressure_appetite': np.float64(41.29), 'difficulty_embrace': np.float64(34.46), 'defensive_survival': np.float64(60.28), 'force_multiplication': np.float64(36.81)}","{'scaling_efficiency': np.float64(50.88540826368773), 'pressure_appetite': np.float64(64.73786407766994), 'creation_tools': np.float64(74.16666666666666), 'opportunity_response': np.float64(59.885714285714286), 'age_trajectory': np.float64(85.0)}",Medium
Avery Bradley,2017-18,24.85,38.31,Role Player,Limited Scaling,Role Player,-0.048999999999999946,0,2,Hides,True,"Low CII 24.9, low TII 38.3","{'self_created': np.float64(12.99), 'pressure_appetite': np.float64(25.07), 'difficulty_embrace': np.float64(35.7), 'defensive_survival': np.float64(41.1), 'force_multiplication': np.float64(13.82)}","{'scaling_efficiency': np.float64(14.95855195919744), 'pressure_appetite': np.float64(20.0), 'creation_tools': np.float64(64.97440622004473), 'opportunity_response': np.float64(57.74285714285714), 'age_trajectory': np.float64(71.66)}",Medium
Ben McLemore,2017-18,10.32,28.28,Role Player,Low Scaling,Role Player,-0.07966666666666664,0,3,Hides,True,"Low CII 10.3, low TII 28.3","{'self_created': np.float64(5.53), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(20.01), 'defensive_survival': np.float64(12.45), 'force_multiplication': np.float64(2.88)}","{'scaling_efficiency': np.float64(12.129149898156767), 'pressure_appetite': np.float64(0.0), 'creation_tools': np.float64(44.91172607879925), 'opportunity_response': np.float64(47.714285714285715), 'age_trajectory': np.float64(85.0)}",Medium
Ben Simmons,2017-18,39.12,49.29,Role Player,Limited Scaling,Role Player,-0.034,0,1,Hides,True,"Low CII 39.1, low TII 49.3","{'self_created': np.float64(46.83), 'pressure_appetite': np.float64(29.85), 'difficulty_embrace': np.float64(24.3), 'defensive_survival': np.float64(53.49), 'force_multiplication': np.float64(47.23)}","{'scaling_efficiency': np.float64(30.53279118966526), 'pressure_appetite': np.float64(26.4), 'creation_tools': np.float64(60.713765452723024), 'opportunity_response': np.float64(75.88571428571429), 'age_trajectory': np.int64(100)}",Medium
Bismack Biyombo,2017-18,11.38,29.03,Role Player,Low Scaling,Role Player,-0.04566666666666663,0,3,Hides,False,"Low CII 11.4, low TII 29.0","{'self_created': np.float64(0.58), 'pressure_appetite': np.float64(11.5), 'difficulty_embrace': np.float64(6.0), 'defensive_survival': np.float64(43.76), 'force_multiplication': np.float64(5.7)}","{'scaling_efficiency': np.float64(9.449178529601417), 'pressure_appetite': np.float64(25.20000000000004), 'creation_tools': np.float64(17.52586034079519), 'opportunity_response': np.float64(52.6), 'age_trajectory': np.float64(85.0)}",Medium
Blake Griffin,2017-18,48.45,59.79,Fragile Star,Moderate Scaling,Strong Creator,-0.006000000000000001,0,3,Mixed,False,"CII 48.5, TII 59.8","{'self_created': np.float64(42.65), 'pressure_appetite': np.float64(55.46), 'difficulty_embrace': np.float64(35.67), 'defensive_survival': np.float64(54.72), 'force_multiplication': np.float64(64.51)}","{'scaling_efficiency': np.float64(47.89691809140688), 'pressure_appetite': np.float64(61.603508771929825), 'creation_tools': np.float64(69.16309370988446), 'opportunity_response': np.float64(70.14285714285714), 'age_trajectory': np.float64(56.67)}",Medium
Bobby Portis,2017-18,26.22,37.37,Role Player,Limited Scaling,Role Player,-0.056499999999999995,0,2,Hides,True,"Low CII 26.2, low TII 37.4","{'self_created': np.float64(15.38), 'pressure_appetite': np.float64(35.36), 'difficulty_embrace': np.float64(21.89), 'defensive_survival': np.float64(32.53), 'force_multiplication': np.float64(35.05)}","{'scaling_efficiency': np.float64(17.37939331619538), 'pressure_appetite': np.float64(25.600000000000005), 'creation_tools': np.float64(43.576829268292684), 'opportunity_response': np.float64(50.28571428571429), 'age_trajectory': np.float64(95.0)}",Medium
Bogdan Bogdanović,2017-18,41.0,67.08,Fragile Star,High Scaling,Developing Prospect,0.0119999999999999,1,0,Steps Up,True,"Low CII 41.0, moderate TII 67.1","{'self_created': np.float64(37.9), 'pressure_appetite': np.float64(46.08), 'difficulty_embrace': np.float64(39.4), 'defensive_survival': np.float64(52.94), 'force_multiplication': np.float64(22.84)}","{'scaling_efficiency': np.float64(57.83987630208334), 'pressure_appetite': np.float64(64.14999999999998), 'creation_tools': np.float64(80.24532520325204), 'opportunity_response': np.float64(60.91428571428571), 'age_trajectory': np.float64(85.0)}",Medium
Bojan Bogdanovic,2017-18,21.08,48.66,Role Player,Limited Scaling,Role Player,-0.055999999999999966,0,3,Hides,False,"Low CII 21.1, low TII 48.7","{'self_created': np.float64(20.35), 'pressure_appetite': np.float64(12.67), 'difficulty_embrace': np.float64(19.31), 'defensive_survival': np.float64(41.97), 'force_multiplication': np.float64(16.45)}","{'scaling_efficiency': np.float64(49.192406692406685), 'pressure_appetite': np.float64(12.400000000000041), 'creation_tools': np.float64(57.40997582948802), 'opportunity_response': np.float64(91.04), 'age_trajectory': np.float64(56.67)}",Medium
Bradley Beal,2017-18,65.06,73.43,Luxury Amplifier,High Scaling,Latent Engine,0.0366666666666666,2,1,Steps Up,True,"CII 65.1, TII 73.4: High potential (limited career data)","{'self_created': np.float64(60.13), 'pressure_appetite': np.float64(82.5), 'difficulty_embrace': np.float64(62.86), 'defensive_survival': np.float64(57.52), 'force_multiplication': np.float64(51.91)}","{'scaling_efficiency': np.float64(59.601422723898935), 'pressure_appetite': np.float64(78.19253731343281), 'creation_tools': np.float64(84.25), 'opportunity_response': np.float64(71.0), 'age_trajectory': np.float64(85.0)}",Medium
Brandon Ingram,2017-18,39.65,61.6,Role Player,Moderate Scaling,Developing Prospect,-0.04599999999999995,0,2,Hides,True,"Low CII 39.6, moderate TII 61.6","{'self_created': np.float64(39.51), 'pressure_appetite': np.float64(33.18), 'difficulty_embrace': np.float64(38.77), 'defensive_survival': np.float64(48.42), 'force_multiplication': np.float64(44.84)}","{'scaling_efficiency': np.float64(44.918292126678075), 'pressure_appetite': np.float64(47.18654434250767), 'creation_tools': np.float64(86.87187290221526), 'opportunity_response': np.float64(59.714285714285715), 'age_trajectory': np.int64(100)}",Medium
Brook Lopez,2017-18,19.39,27.82,Role Player,Low Scaling,Fragile Star,-0.05699999999999997,0,3,Hides,False,"Fragile Star: high usage (23.0%), low CII (19.4), extreme hiding (-0.057), no creation tools","{'self_created': np.float64(12.87), 'pressure_appetite': np.float64(20.17), 'difficulty_embrace': np.float64(11.49), 'defensive_survival': np.float64(38.74), 'force_multiplication': np.float64(23.79)}","{'scaling_efficiency': np.float64(13.17150347945043), 'pressure_appetite': np.float64(12.399999999999999), 'creation_tools': np.float64(31.616737363025806), 'opportunity_response': np.float64(64.05714285714285), 'age_trajectory': np.float64(48.34)}",Medium
Buddy Hield,2017-18,43.64,62.47,Fragile Star,Moderate Scaling,Developing Prospect,-0.0264999999999999,0,2,Hides,True,"Low CII 43.6, moderate TII 62.5","{'self_created': np.float64(37.32), 'pressure_appetite': np.float64(43.46), 'difficulty_embrace': np.float64(45.5), 'defensive_survival': np.float64(67.03), 'force_multiplication': np.float64(24.27)}","{'scaling_efficiency': np.float64(42.576408893841034), 'pressure_appetite': np.float64(61.90395480225992), 'creation_tools': np.float64(79.35), 'opportunity_response': np.float64(65.68571428571428), 'age_trajectory': np.float64(85.0)}",Medium
CJ McCollum,2017-18,61.35,65.3,Luxury Amplifier,High Scaling,Strong Creator,-0.004666666666666667,1,2,Mixed,True,"CII 61.4, TII 65.3","{'self_created': np.float64(64.15), 'pressure_appetite': np.float64(56.28), 'difficulty_embrace': np.float64(71.77), 'defensive_survival': np.float64(63.83), 'force_multiplication': np.float64(41.04)}","{'scaling_efficiency': np.float64(47.815935236191294), 'pressure_appetite': np.float64(63.17992277992279), 'creation_tools': np.float64(90.9), 'opportunity_response': np.float64(61.0), 'age_trajectory': np.float64(78.33)}",Medium
CJ Miles,2017-18,14.72,25.8,Role Player,Low Scaling,Role Player,-0.0704999999999999,0,2,Hides,False,"Low CII 14.7, low TII 25.8","{'self_created': np.float64(4.32), 'pressure_appetite': np.float64(19.33), 'difficulty_embrace': np.float64(10.89), 'defensive_survival': np.float64(35.96), 'force_multiplication': np.float64(10.21)}","{'scaling_efficiency': np.float64(13.233473707915781), 'pressure_appetite': np.float64(16.80000000000004), 'creation_tools': np.float64(32.61206975153864), 'opportunity_response': np.float64(47.37142857142857), 'age_trajectory': np.float64(40.01)}",Medium
Caris LeVert,2017-18,35.57,57.13,Role Player,Moderate Scaling,Developing Prospect,-0.01399999999999995,0,2,Mixed,False,"Low CII 35.6, moderate TII 57.1","{'self_created': np.float64(35.28), 'pressure_appetite': np.float64(42.11), 'difficulty_embrace': np.float64(23.81), 'defensive_survival': np.float64(38.71), 'force_multiplication': np.float64(38.89)}","{'scaling_efficiency': np.float64(47.476419915316114), 'pressure_appetite': np.float64(51.916666666666664), 'creation_tools': np.float64(61.94927732610659), 'opportunity_response': np.float64(53.457142857142856), 'age_trajectory': np.float64(95.0)}",Medium
Carmelo Anthony,2017-18,33.11,38.98,Role Player,Limited Scaling,Role Player,0.02533333333333333,2,1,Steps Up,True,"Low CII 33.1, low TII 39.0","{'self_created': np.float64(28.17), 'pressure_appetite': np.float64(28.51), 'difficulty_embrace': np.float64(53.16), 'defensive_survival': np.float64(30.3), 'force_multiplication': np.float64(23.51)}","{'scaling_efficiency': np.float64(20.51815741113319), 'pressure_appetite': np.float64(24.400000000000006), 'creation_tools': np.float64(77.25), 'opportunity_response': np.float64(58.51428571428571), 'age_trajectory': np.float64(25.0)}",Medium
Chandler Parsons,2017-18,33.91,59.42,Role Player,Moderate Scaling,Role Player,-0.01750000000000005,1,1,Mixed,True,"Low CII 33.9, moderate TII 59.4 (Age 29 > 25, reclassified from Developing Prospect)","{'self_created': np.float64(30.19), 'pressure_appetite': np.float64(51.33), 'difficulty_embrace': np.float64(24.46), 'defensive_survival': np.float64(37.79), 'force_multiplication': np.float64(14.61)}","{'scaling_efficiency': np.float64(49.12078431372547), 'pressure_appetite': np.float64(66.08888888888886), 'creation_tools': np.float64(64.8821138211382), 'opportunity_response': np.float64(63.457142857142856), 'age_trajectory': np.float64(56.67)}",Medium
Channing Frye,2017-18,27.09,46.33,Role Player,Limited Scaling,Role Player,-0.0015000000000000013,1,1,Mixed,True,"Low CII 27.1, low TII 46.3","{'self_created': np.float64(0.91), 'pressure_appetite': np.float64(64.0), 'difficulty_embrace': np.float64(17.79), 'defensive_survival': np.float64(35.75), 'force_multiplication': np.float64(18.92)}","{'scaling_efficiency': np.float64(24.2664593935169), 'pressure_appetite': np.float64(80.3), 'creation_tools': np.float64(34.73025897808647), 'opportunity_response': np.float64(66.85142857142857), 'age_trajectory': np.int64(20)}",Medium
Chris Paul,2017-18,84.26,83.73,Franchise Engine,Elite Scaling,Franchise Engine,0.05466666666666664,3,0,Steps Up,True,CII 84.3 >= 74: Already elite creator,"{'self_created': np.float64(100.0), 'pressure_appetite': np.float64(77.33), 'difficulty_embrace': np.float64(81.34), 'defensive_survival': np.float64(91.65), 'force_multiplication': np.float64(49.08)}","{'scaling_efficiency': np.float64(87.70105543881826), 'pressure_appetite': np.float64(90.18796680497925), 'creation_tools': np.float64(92.65), 'opportunity_response': np.float64(88.98285714285714), 'age_trajectory': np.float64(30.0)}",Medium
Clint Capela,2017-18,9.5,34.93,Role Player,Low Scaling,Role Player,-0.08699999999999995,0,2,Hides,False,"Low CII 9.5, low TII 34.9","{'self_created': np.float64(0.95), 'pressure_appetite': np.float64(15.5), 'difficulty_embrace': np.float64(0.6), 'defensive_survival': np.float64(20.96), 'force_multiplication': np.float64(20.72)}","{'scaling_efficiency': np.float64(20.269199084668195), 'pressure_appetite': np.float64(17.200000000000042), 'creation_tools': np.float64(11.8), 'opportunity_response': np.float64(87.92857142857143), 'age_trajectory': np.float64(90.0)}",Medium
Cory Joseph,2017-18,27.8,50.69,Role Player,Moderate Scaling,Role Player,-0.07099999999999994,0,3,Hides,True,"Low CII 27.8, low TII 50.7","{'self_created': np.float64(28.52), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(44.94), 'defensive_survival': np.float64(42.4), 'force_multiplication': np.float64(14.01)}","{'scaling_efficiency': np.float64(43.626666666666665), 'pressure_appetite': np.float64(19.20000000000004), 'creation_tools': np.float64(84.25), 'opportunity_response': np.float64(54.142857142857146), 'age_trajectory': np.float64(78.33)}",Medium
Courtney Lee,2017-18,26.43,46.92,Role Player,Limited Scaling,Role Player,-0.0426666666666666,0,3,Hides,True,"Low CII 26.4, low TII 46.9","{'self_created': np.float64(33.11), 'pressure_appetite': np.float64(11.17), 'difficulty_embrace': np.float64(38.09), 'defensive_survival': np.float64(34.76), 'force_multiplication': np.float64(8.7)}","{'scaling_efficiency': np.float64(47.18737463126842), 'pressure_appetite': np.float64(16.8), 'creation_tools': np.float64(78.05), 'opportunity_response': np.float64(63.05714285714286), 'age_trajectory': np.float64(35.0)}",Medium
D'Angelo Russell,2017-18,56.18,64.64,Luxury Amplifier,Moderate Scaling,Strong Creator,0.02466666666666667,2,1,Steps Up,True,"CII 56.2, TII 64.6","{'self_created': np.float64(46.85), 'pressure_appetite': np.float64(73.04), 'difficulty_embrace': np.float64(51.44), 'defensive_survival': np.float64(60.38), 'force_multiplication': np.float64(45.19)}","{'scaling_efficiency': np.float64(43.05082665048333), 'pressure_appetite': np.float64(69.24745762711865), 'creation_tools': np.float64(82.29441918147995), 'opportunity_response': np.float64(53.028571428571425), 'age_trajectory': np.int64(100)}",Medium
D.J. Augustin,2017-18,39.55,68.48,Role Player,High Scaling,Role Player,-0.050999999999999934,0,3,Hides,False,"Low CII 39.5, moderate TII 68.5 (Age 30 > 25, reclassified from Developing Prospect)","{'self_created': np.float64(55.05), 'pressure_appetite': np.float64(25.76), 'difficulty_embrace': np.float64(23.59), 'defensive_survival': np.float64(57.39), 'force_multiplication': np.float64(32.72)}","{'scaling_efficiency': np.float64(78.02844294547499), 'pressure_appetite': np.float64(54.761904761904795), 'creation_tools': np.float64(69.61719824890557), 'opportunity_response': np.float64(84.15714285714286), 'age_trajectory': np.float64(48.34)}",Medium
Damian Lillard,2017-18,76.28,79.33,Strong Creator,High Scaling,Franchise Engine,0.04999999999999997,3,0,Steps Up,True,CII 76.3 >= 74: Already elite creator,"{'self_created': np.float64(91.81), 'pressure_appetite': np.float64(67.86), 'difficulty_embrace': np.float64(72.23), 'defensive_survival': np.float64(74.84), 'force_multiplication': np.float64(60.97)}","{'scaling_efficiency': np.float64(78.6399100963936), 'pressure_appetite': np.float64(73.2949152542373), 'creation_tools': np.float64(86.71666666666667), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(71.66)}",Medium
Damion Lee,2017-18,14.67,38.38,Role Player,Limited Scaling,Role Player,-0.0689999999999999,0,1,Hides,True,"Low CII 14.7, low TII 38.4","{'self_created': np.float64(10.65), 'pressure_appetite': np.float64(12.17), 'difficulty_embrace': np.float64(22.8), 'defensive_survival': np.float64(21.66), 'force_multiplication': np.float64(6.2)}","{'scaling_efficiency': np.float64(23.81638201156273), 'pressure_appetite': np.float64(12.400000000000041), 'creation_tools': np.float64(57.54974984365228), 'opportunity_response': np.float64(54.142857142857146), 'age_trajectory': np.float64(85.0)}",Medium
Daniel Theis,2017-18,9.92,32.29,Role Player,Low Scaling,Role Player,-0.107,0,1,Hides,True,"Low CII 9.9, low TII 32.3","{'self_created': np.float64(1.14), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(11.7), 'defensive_survival': np.float64(30.88), 'force_multiplication': np.float64(1.09)}","{'scaling_efficiency': np.float64(26.780780487804876), 'pressure_appetite': np.float64(0.0), 'creation_tools': np.float64(25.068563685636857), 'opportunity_response': np.float64(76.04857142857142), 'age_trajectory': np.float64(78.33)}",Medium
Danilo Gallinari,2017-18,29.9,53.32,Role Player,Moderate Scaling,Role Player,-0.016999999999999967,0,3,Mixed,True,"Low CII 29.9, low TII 53.3","{'self_created': np.float64(19.75), 'pressure_appetite': np.float64(32.85), 'difficulty_embrace': np.float64(32.46), 'defensive_survival': np.float64(49.94), 'force_multiplication': np.float64(17.8)}","{'scaling_efficiency': np.float64(31.452647463829642), 'pressure_appetite': np.float64(57.15609756097564), 'creation_tools': np.float64(75.80898274836407), 'opportunity_response': np.float64(58.42857142857143), 'age_trajectory': np.float64(56.67)}",Medium
Danny Green,2017-18,22.88,39.97,Role Player,Limited Scaling,Role Player,0.009000000000000001,2,1,Mixed,False,"Low CII 22.9, low TII 40.0","{'self_created': np.float64(6.62), 'pressure_appetite': np.float64(40.85), 'difficulty_embrace': np.float64(19.2), 'defensive_survival': np.float64(38.11), 'force_multiplication': np.float64(11.3)}","{'scaling_efficiency': np.float64(10.21788606485539), 'pressure_appetite': np.float64(59.68098159509199), 'creation_tools': np.float64(50.22174422664473), 'opportunity_response': np.float64(52.942857142857136), 'age_trajectory': np.float64(40.01)}",Medium
Dante Cunningham,2017-18,6.48,19.16,Role Player,Low Scaling,Role Player,-0.04633333333333337,1,2,Hides,False,"Low CII 6.5, low TII 19.2","{'self_created': np.float64(0.4), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(6.6), 'defensive_survival': np.float64(16.2), 'force_multiplication': np.float64(1.15)}","{'scaling_efficiency': np.float64(6.348546422235368), 'pressure_appetite': np.float64(9.200000000000003), 'creation_tools': np.float64(17.763528740550562), 'opportunity_response': np.float64(49.34285714285714), 'age_trajectory': np.float64(40.01)}",Medium
Dario Šarić,2017-18,16.94,38.12,Role Player,Limited Scaling,Role Player,-0.0344999999999999,0,2,Hides,False,"Low CII 16.9, low TII 38.1","{'self_created': np.float64(3.29), 'pressure_appetite': np.float64(22.52), 'difficulty_embrace': np.float64(10.89), 'defensive_survival': np.float64(43.97), 'force_multiplication': np.float64(15.47)}","{'scaling_efficiency': np.float64(15.504627450980387), 'pressure_appetite': np.float64(22.80000000000004), 'creation_tools': np.float64(32.043814761677034), 'opportunity_response': np.float64(82.40857142857143), 'age_trajectory': np.float64(90.0)}",Medium
Darius Miller,2017-18,13.51,50.37,Role Player,Moderate Scaling,Role Player,-0.0269999999999999,0,1,Hides,True,"Low CII 13.5, low TII 50.4","{'self_created': np.float64(4.6), 'pressure_appetite': np.float64(11.94), 'difficulty_embrace': np.float64(20.24), 'defensive_survival': np.float64(31.56), 'force_multiplication': np.float64(3.65)}","{'scaling_efficiency': np.float64(29.369708274894805), 'pressure_appetite': np.float64(41.080645161290356), 'creation_tools': np.float64(60.70154733805403), 'opportunity_response': np.float64(84.34571428571428), 'age_trajectory': np.float64(64.99000000000001)}",Medium
