player_name,season,cii,tii,cii_archetype,tii_archetype,archetype_2d,career_leverage_mean,career_positive_seasons,career_negative_seasons,career_pattern,has_creation_tools,reasoning,cii_components,tii_components,confidence
Ausar Thompson,2023-24,16.79,39.16,Role Player,Limited Scaling,Role Player,-0.014,0,1,Mixed,False,"Low CII 16.8, low TII 39.2","{'self_created': np.float64(8.74), 'pressure_appetite': np.float64(27.62), 'difficulty_embrace': np.float64(9.17), 'defensive_survival': np.float64(21.96), 'force_multiplication': np.float64(21.34)}","{'scaling_efficiency': np.float64(11.302265190386176), 'pressure_appetite': np.float64(47.768115942028984), 'creation_tools': np.float64(29.761417462000708), 'opportunity_response': np.float64(52.51428571428572), 'age_trajectory': np.int64(100)}",Medium
Austin Reaves,2023-24,47.79,78.03,Fragile Star,High Scaling,Latent Engine,0.0013333333333333333,2,1,Mixed,True,"Medium CII 47.8, high TII 78.0, has tools","{'self_created': np.float64(55.4), 'pressure_appetite': np.float64(45.09), 'difficulty_embrace': np.float64(35.21), 'defensive_survival': np.float64(63.52), 'force_multiplication': np.float64(33.3)}","{'scaling_efficiency': np.float64(78.13556689002233), 'pressure_appetite': np.float64(70.02424242424239), 'creation_tools': np.float64(77.26666666666667), 'opportunity_response': np.float64(92.0), 'age_trajectory': np.float64(78.33)}",Medium
Ayo Dosunmu,2023-24,21.13,48.16,Role Player,Limited Scaling,Role Player,-0.03649999999999995,0,2,Hides,False,"Low CII 21.1, low TII 48.2","{'self_created': np.float64(23.13), 'pressure_appetite': np.float64(14.86), 'difficulty_embrace': np.float64(14.11), 'defensive_survival': np.float64(39.85), 'force_multiplication': np.float64(16.75)}","{'scaling_efficiency': np.float64(37.85645011503869), 'pressure_appetite': np.float64(23.6), 'creation_tools': np.float64(48.041869918699184), 'opportunity_response': np.float64(81.93714285714286), 'age_trajectory': np.float64(90.0)}",Medium
Bam Adebayo,2023-24,29.76,51.23,Role Player,Moderate Scaling,Fragile Star,-0.05433333333333334,0,6,Hides,True,"Fragile Star: high usage (24.7%), high minutes (34.0), low CII (29.8), extreme hiding (-0.054)","{'self_created': np.float64(31.98), 'pressure_appetite': np.float64(22.5), 'difficulty_embrace': np.float64(25.59), 'defensive_survival': np.float64(29.03), 'force_multiplication': np.float64(50.7)}","{'scaling_efficiency': np.float64(53.20701378568133), 'pressure_appetite': np.float64(11.200000000000006), 'creation_tools': np.float64(62.66743194759883), 'opportunity_response': np.float64(80.64285714285714), 'age_trajectory': np.float64(78.33)}",High
Ben Sheppard,2023-24,10.05,30.7,Role Player,Low Scaling,Role Player,-0.034,0,1,Hides,False,"Low CII 10.1, low TII 30.7","{'self_created': np.float64(1.35), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(4.97), 'defensive_survival': np.float64(38.83), 'force_multiplication': np.float64(3.3)}","{'scaling_efficiency': np.float64(8.225532934131737), 'pressure_appetite': np.float64(26.4), 'creation_tools': np.float64(25.73008130081301), 'opportunity_response': np.float64(43.25714285714286), 'age_trajectory': np.int64(100)}",Medium
Ben Simmons,2023-24,16.33,32.83,Role Player,Low Scaling,Role Player,-0.05949999999999996,0,6,Hides,False,"Low CII 16.3, low TII 32.8, no creation tools","{'self_created': np.float64(22.22), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(3.8), 'defensive_survival': np.float64(40.02), 'force_multiplication': np.float64(4.02)}","{'scaling_efficiency': np.float64(25.047671592775036), 'pressure_appetite': np.float64(17.600000000000044), 'creation_tools': np.float64(25.613369467028004), 'opportunity_response': np.float64(57.48571428571428), 'age_trajectory': np.float64(71.66)}",High
Bennedict Mathurin,2023-24,30.54,54.1,Role Player,Moderate Scaling,Role Player,-0.03199999999999995,0,2,Hides,False,"Low CII 30.5, low TII 54.1","{'self_created': np.float64(29.33), 'pressure_appetite': np.float64(28.71), 'difficulty_embrace': np.float64(27.91), 'defensive_survival': np.float64(33.53), 'force_multiplication': np.float64(39.54)}","{'scaling_efficiency': np.float64(52.88762944831481), 'pressure_appetite': np.float64(24.000000000000004), 'creation_tools': np.float64(61.40370889992086), 'opportunity_response': np.float64(66.37142857142857), 'age_trajectory': np.int64(100)}",Medium
Bilal Coulibaly,2023-24,10.27,31.4,Role Player,Low Scaling,Role Player,-0.065,0,1,Hides,False,"Low CII 10.3, low TII 31.4","{'self_created': np.float64(7.56), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(5.96), 'defensive_survival': np.float64(16.9), 'force_multiplication': np.float64(17.72)}","{'scaling_efficiency': np.float64(13.316582056492216), 'pressure_appetite': np.float64(14.0), 'creation_tools': np.float64(28.780666198748314), 'opportunity_response': np.float64(54.31428571428572), 'age_trajectory': np.int64(100)}",Medium
Bismack Biyombo,2023-24,13.38,30.82,Role Player,Low Scaling,Role Player,-0.03383333333333332,0,5,Hides,False,"Low CII 13.4, low TII 30.8, no creation tools","{'self_created': np.float64(4.13), 'pressure_appetite': np.float64(26.0), 'difficulty_embrace': np.float64(0.0), 'defensive_survival': np.float64(33.3), 'force_multiplication': np.float64(6.45)}","{'scaling_efficiency': np.float64(12.078009879342462), 'pressure_appetite': np.float64(54.0), 'creation_tools': np.float64(8.0), 'opportunity_response': np.float64(53.971428571428575), 'age_trajectory': np.float64(40.01)}",High
Bobby Portis,2023-24,22.36,42.69,Role Player,Limited Scaling,Fragile Star,-0.07228571428571427,0,7,Hides,True,"Fragile Star: high usage (22.4%), low CII (22.4), extreme hiding (-0.072)","{'self_created': np.float64(23.88), 'pressure_appetite': np.float64(14.83), 'difficulty_embrace': np.float64(30.29), 'defensive_survival': np.float64(23.76), 'force_multiplication': np.float64(18.67)}","{'scaling_efficiency': np.float64(43.24536433969052), 'pressure_appetite': np.float64(2.0000000000000018), 'creation_tools': np.float64(61.820731707317066), 'opportunity_response': np.float64(74.6), 'age_trajectory': np.float64(56.67)}",High
Bogdan Bogdanović,2023-24,26.56,46.86,Role Player,Limited Scaling,Role Player,-0.009285714285714302,3,4,Mixed,False,"Low CII 26.6, low TII 46.9, no creation tools","{'self_created': np.float64(21.5), 'pressure_appetite': np.float64(27.87), 'difficulty_embrace': np.float64(26.64), 'defensive_survival': np.float64(42.36), 'force_multiplication': np.float64(14.64)}","{'scaling_efficiency': np.float64(43.19165162612802), 'pressure_appetite': np.float64(24.800000000000004), 'creation_tools': np.float64(63.70552696352651), 'opportunity_response': np.float64(73.05714285714285), 'age_trajectory': np.float64(40.01)}",High
Bradley Beal,2023-24,43.39,69.74,Fragile Star,High Scaling,Strong Creator,0.047333333333333276,7,2,Steps Up,True,"Positive career leverage (+0.047), CII 43.4 still developing (Age 31 > 25, reclassified from Developing Engine)","{'self_created': np.float64(47.48), 'pressure_appetite': np.float64(40.89), 'difficulty_embrace': np.float64(38.64), 'defensive_survival': np.float64(53.16), 'force_multiplication': np.float64(32.21)}","{'scaling_efficiency': np.float64(74.02678286625654), 'pressure_appetite': np.float64(53.44940476190476), 'creation_tools': np.float64(84.08719512195123), 'opportunity_response': np.float64(89.0), 'age_trajectory': np.float64(40.01)}",High
Brandin Podziemski,2023-24,28.01,53.82,Role Player,Moderate Scaling,Role Player,0.0229999999999999,1,0,Steps Up,False,"Low CII 28.0, low TII 53.8","{'self_created': np.float64(19.93), 'pressure_appetite': np.float64(46.26), 'difficulty_embrace': np.float64(13.07), 'defensive_survival': np.float64(41.98), 'force_multiplication': np.float64(15.56)}","{'scaling_efficiency': np.float64(27.518086534342434), 'pressure_appetite': np.float64(65.68724832214762), 'creation_tools': np.float64(55.339275386042445), 'opportunity_response': np.float64(53.8), 'age_trajectory': np.int64(100)}",Medium
Brandon Ingram,2023-24,62.96,74.49,Luxury Amplifier,High Scaling,Latent Engine,0.014124999999999985,5,3,Steps Up,True,"Positive career leverage (+0.014, 5+/3-), CII 63.0, TII 74.5: Can be #1","{'self_created': np.float64(60.5), 'pressure_appetite': np.float64(67.59), 'difficulty_embrace': np.float64(66.31), 'defensive_survival': np.float64(61.51), 'force_multiplication': np.float64(54.29)}","{'scaling_efficiency': np.float64(67.72789126074679), 'pressure_appetite': np.float64(68.15092936802971), 'creation_tools': np.float64(89.0), 'opportunity_response': np.float64(76.7), 'age_trajectory': np.float64(78.33)}",High
Brandon Miller,2023-24,27.81,47.07,Role Player,Limited Scaling,Role Player,-0.1159999999999999,0,1,Hides,True,"Low CII 27.8, low TII 47.1","{'self_created': np.float64(30.14), 'pressure_appetite': np.float64(13.17), 'difficulty_embrace': np.float64(39.3), 'defensive_survival': np.float64(42.26), 'force_multiplication': np.float64(12.73)}","{'scaling_efficiency': np.float64(40.080439753411625), 'pressure_appetite': np.float64(0.0), 'creation_tools': np.float64(79.05), 'opportunity_response': np.float64(61.599999999999994), 'age_trajectory': np.int64(100)}",Medium
Brook Lopez,2023-24,13.85,31.61,Role Player,Low Scaling,Role Player,-0.03687499999999999,2,6,Hides,False,"Low CII 13.8, low TII 31.6, no creation tools","{'self_created': np.float64(2.54), 'pressure_appetite': np.float64(17.24), 'difficulty_embrace': np.float64(7.14), 'defensive_survival': np.float64(42.7), 'force_multiplication': np.float64(9.41)}","{'scaling_efficiency': np.float64(17.017399822257328), 'pressure_appetite': np.float64(27.599999999999998), 'creation_tools': np.float64(25.583208255159473), 'opportunity_response': np.float64(83.25714285714285), 'age_trajectory': np.int64(20)}",High
Bruce Brown,2023-24,28.78,52.99,Role Player,Moderate Scaling,Role Player,-0.025599999999999956,1,4,Hides,False,"Low CII 28.8, low TII 53.0, no creation tools","{'self_created': np.float64(18.21), 'pressure_appetite': np.float64(40.56), 'difficulty_embrace': np.float64(15.16), 'defensive_survival': np.float64(51.31), 'force_multiplication': np.float64(24.51)}","{'scaling_efficiency': np.float64(30.286174550582945), 'pressure_appetite': np.float64(67.72670807453417), 'creation_tools': np.float64(53.40068928950159), 'opportunity_response': np.float64(60.82857142857143), 'age_trajectory': np.float64(71.66)}",High
CJ McCollum,2023-24,46.69,60.19,Fragile Star,Moderate Scaling,Luxury Amplifier,-0.029111111111111088,1,8,Hides,True,"Negative career leverage (-0.029, 1+/8-) BUT has creation tools: Thrives as #2","{'self_created': np.float64(55.58), 'pressure_appetite': np.float64(35.8), 'difficulty_embrace': np.float64(51.49), 'defensive_survival': np.float64(54.62), 'force_multiplication': np.float64(25.72)}","{'scaling_efficiency': np.float64(67.65422377497087), 'pressure_appetite': np.float64(27.199999999999996), 'creation_tools': np.float64(81.23333333333333), 'opportunity_response': np.float64(89.0), 'age_trajectory': np.float64(35.0)}",High
Cade Cunningham,2023-24,60.22,71.01,Luxury Amplifier,High Scaling,Latent Engine,0.039,2,1,Steps Up,True,"Medium CII 60.2, high TII 71.0, has tools","{'self_created': np.float64(61.67), 'pressure_appetite': np.float64(57.63), 'difficulty_embrace': np.float64(61.31), 'defensive_survival': np.float64(66.53), 'force_multiplication': np.float64(50.74)}","{'scaling_efficiency': np.float64(57.6088171494917), 'pressure_appetite': np.float64(61.6062639821029), 'creation_tools': np.float64(89.35), 'opportunity_response': np.float64(69.71428571428572), 'age_trajectory': np.int64(100)}",Medium
Caleb Martin,2023-24,15.86,35.03,Role Player,Limited Scaling,Role Player,-0.08024999999999997,0,4,Hides,False,"Low CII 15.9, low TII 35.0, no creation tools","{'self_created': np.float64(13.41), 'pressure_appetite': np.float64(11.5), 'difficulty_embrace': np.float64(16.11), 'defensive_survival': np.float64(31.07), 'force_multiplication': np.float64(10.77)}","{'scaling_efficiency': np.float64(20.303713012099344), 'pressure_appetite': np.float64(16.400000000000002), 'creation_tools': np.float64(50.83021680216802), 'opportunity_response': np.float64(54.48571428571428), 'age_trajectory': np.float64(64.99000000000001)}",High
Cam Reddish,2023-24,9.41,29.77,Role Player,Low Scaling,Role Player,-0.06219999999999999,0,5,Hides,False,"Low CII 9.4, low TII 29.8, no creation tools","{'self_created': np.float64(1.71), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(3.39), 'defensive_survival': np.float64(34.99), 'force_multiplication': np.float64(4.75)}","{'scaling_efficiency': np.float64(7.003067661089834), 'pressure_appetite': np.float64(24.80000000000004), 'creation_tools': np.float64(25.903000859276887), 'opportunity_response': np.float64(48.57142857142857), 'age_trajectory': np.float64(90.0)}",High
Cam Thomas,2023-24,57.55,67.32,Luxury Amplifier,High Scaling,Strong Creator,0.03649999999999995,2,0,Steps Up,True,"CII 57.5, TII 67.3","{'self_created': np.float64(57.17), 'pressure_appetite': np.float64(58.41), 'difficulty_embrace': np.float64(62.84), 'defensive_survival': np.float64(55.22), 'force_multiplication': np.float64(49.46)}","{'scaling_efficiency': np.float64(56.625132666913494), 'pressure_appetite': np.float64(54.80540540540541), 'creation_tools': np.float64(82.2), 'opportunity_response': np.float64(67.91428571428571), 'age_trajectory': np.int64(100)}",Medium
Cam Whitmore,2023-24,20.29,39.87,Role Player,Limited Scaling,Role Player,-0.072,0,1,Hides,False,"Low CII 20.3, low TII 39.9","{'self_created': np.float64(17.51), 'pressure_appetite': np.float64(23.83), 'difficulty_embrace': np.float64(17.56), 'defensive_survival': np.float64(24.69), 'force_multiplication': np.float64(18.62)}","{'scaling_efficiency': np.float64(35.933793103448295), 'pressure_appetite': np.float64(11.200000000000006), 'creation_tools': np.float64(36.44910728519049), 'opportunity_response': np.float64(60.028571428571425), 'age_trajectory': np.int64(100)}",Medium
Cameron Johnson,2023-24,24.26,56.36,Role Player,Moderate Scaling,Role Player,-0.050999999999999976,1,4,Hides,False,"Low CII 24.3, low TII 56.4, no creation tools","{'self_created': np.float64(11.85), 'pressure_appetite': np.float64(41.45), 'difficulty_embrace': np.float64(18.44), 'defensive_survival': np.float64(32.55), 'force_multiplication': np.float64(17.73)}","{'scaling_efficiency': np.float64(46.88527863777089), 'pressure_appetite': np.float64(55.54736842105264), 'creation_tools': np.float64(49.13305519897304), 'opportunity_response': np.float64(80.52285714285715), 'age_trajectory': np.float64(64.99000000000001)}",High
Caris LeVert,2023-24,38.3,55.1,Role Player,Moderate Scaling,Fragile Star,0.0010000000000000373,2,6,Mixed,False,"Fragile Star: high usage (22.4%), low CII (38.3), no creation tools","{'self_created': np.float64(31.89), 'pressure_appetite': np.float64(44.8), 'difficulty_embrace': np.float64(29.61), 'defensive_survival': np.float64(51.82), 'force_multiplication': np.float64(38.33)}","{'scaling_efficiency': np.float64(45.73890747276355), 'pressure_appetite': np.float64(57.17261904761905), 'creation_tools': np.float64(65.33170731707317), 'opportunity_response': np.float64(55.68571428571428), 'age_trajectory': np.float64(56.67)}",High
Cason Wallace,2023-24,16.02,49.55,Role Player,Limited Scaling,Role Player,-0.02,0,1,Hides,False,"Low CII 16.0, low TII 49.5","{'self_created': np.float64(4.18), 'pressure_appetite': np.float64(16.72), 'difficulty_embrace': np.float64(10.86), 'defensive_survival': np.float64(52.23), 'force_multiplication': np.float64(5.83)}","{'scaling_efficiency': np.float64(22.853028496437943), 'pressure_appetite': np.float64(56.498687664041995), 'creation_tools': np.float64(37.4154631585686), 'opportunity_response': np.float64(73.92285714285714), 'age_trajectory': np.int64(100)}",Medium
Cedi Osman,2023-24,7.41,31.0,Role Player,Low Scaling,Role Player,-0.025599999999999946,1,4,Hides,False,"Low CII 7.4, low TII 31.0, no creation tools","{'self_created': np.float64(2.51), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(5.76), 'defensive_survival': np.float64(18.91), 'force_multiplication': np.float64(1.7)}","{'scaling_efficiency': np.float64(20.92088337832883), 'pressure_appetite': np.float64(13.600000000000039), 'creation_tools': np.float64(24.938495378104466), 'opportunity_response': np.float64(71.09428571428572), 'age_trajectory': np.float64(56.67)}",High
Chet Holmgren,2023-24,25.56,51.35,Role Player,Moderate Scaling,Role Player,-0.0169999999999999,0,1,Mixed,False,"Low CII 25.6, low TII 51.4","{'self_created': np.float64(14.06), 'pressure_appetite': np.float64(35.64), 'difficulty_embrace': np.float64(11.86), 'defensive_survival': np.float64(45.34), 'force_multiplication': np.float64(32.54)}","{'scaling_efficiency': np.float64(21.75852167732765), 'pressure_appetite': np.float64(54.87619047619051), 'creation_tools': np.float64(38.22750677506775), 'opportunity_response': np.float64(89.72), 'age_trajectory': np.int64(100)}",Medium
Chris Boucher,2023-24,15.63,29.27,Role Player,Low Scaling,Role Player,-0.050749999999999955,0,4,Hides,False,"Low CII 15.6, low TII 29.3, no creation tools","{'self_created': np.float64(10.94), 'pressure_appetite': np.float64(19.86), 'difficulty_embrace': np.float64(1.6), 'defensive_survival': np.float64(43.09), 'force_multiplication': np.float64(6.02)}","{'scaling_efficiency': np.float64(17.271230182686395), 'pressure_appetite': np.float64(27.599999999999998), 'creation_tools': np.float64(9.463127403729127), 'opportunity_response': np.float64(75.2942857142857), 'age_trajectory': np.float64(40.01)}",High
Chris Paul,2023-24,38.21,53.36,Role Player,Moderate Scaling,Strong Creator,0.039666666666666635,7,2,Steps Up,True,"Positive career leverage (+0.040), CII 38.2 still developing (Age 39 > 25, reclassified from Developing Engine)","{'self_created': np.float64(50.97), 'pressure_appetite': np.float64(11.17), 'difficulty_embrace': np.float64(56.77), 'defensive_survival': np.float64(49.22), 'force_multiplication': np.float64(13.92)}","{'scaling_efficiency': np.float64(66.88000000000001), 'pressure_appetite': np.float64(21.200000000000003), 'creation_tools': np.float64(89.75), 'opportunity_response': np.float64(53.62857142857142), 'age_trajectory': np.int64(20)}",High
Christian Braun,2023-24,11.39,32.94,Role Player,Low Scaling,Role Player,-0.05399999999999995,0,2,Hides,False,"Low CII 11.4, low TII 32.9","{'self_created': np.float64(7.35), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(7.33), 'defensive_survival': np.float64(24.0), 'force_multiplication': np.float64(16.18)}","{'scaling_efficiency': np.float64(25.574167838952224), 'pressure_appetite': np.float64(2.0000000000000018), 'creation_tools': np.float64(35.58117244330338), 'opportunity_response': np.float64(54.31428571428572), 'age_trajectory': np.float64(95.0)}",Medium
Christian Wood,2023-24,5.02,22.79,Role Player,Low Scaling,Role Player,-0.057599999999999985,0,5,Hides,False,"Low CII 5.0, low TII 22.8, no creation tools","{'self_created': np.float64(1.05), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(4.39), 'defensive_survival': np.float64(6.76), 'force_multiplication': np.float64(3.16)}","{'scaling_efficiency': np.float64(12.312984528510649), 'pressure_appetite': np.float64(0.0), 'creation_tools': np.float64(16.56422059307298), 'opportunity_response': np.float64(61.91428571428571), 'age_trajectory': np.float64(64.99000000000001)}",High
