PLAYER_NAME,SEASON,PORTABILITY_CLASS,PORTABILITY_SCORE,vol_ratio,eff_ratio,assisted_fgm_pct,open_shot_frequency,leverage_usg_delta,leverage_ts_delta,creation_volume_ratio,rim_appetite
Andrew Wiggins,2021-22,low,0.7369711069973758,1.0211779967960606,0.964690802158622,0.6068376068376069,0.2025862068965517,-0.061,-0.108,0.3931623931623931,0.0
Andrew Wiggins,2021-22,low,0.6108329782475402,0.8353143085842853,0.9774885525455076,0.6068376068376069,0.2025862068965517,-0.061,-0.108,0.3931623931623931,0.0
Anthony Davis,2017-18,low,0.5492462949864095,0.965744283821318,0.8729774177953403,0.839300582847627,0.1525423728813559,-0.006,-0.008,0.160699417152373,0.0
Anthony Davis,2017-18,low,0.7334307359991182,1.058986799884159,1.0630815454607792,0.839300582847627,0.1525423728813559,-0.006,-0.008,0.160699417152373,0.0
Anthony Davis,2019-20,low,0.7886858870350464,1.0391937221529426,1.1028152016934734,0.7793880837359098,0.1979638009049773,0.059,-0.045,0.2206119162640901,0.0
Anthony Davis,2019-20,low,0.6540246561523408,0.8730681003228539,1.0885319721886413,0.7793880837359098,0.1979638009049773,0.059,-0.045,0.2206119162640901,0.0
Anthony Davis,2019-20,low,0.638348889971308,0.8437346522880104,1.0993789329460897,0.7793880837359098,0.1979638009049773,0.059,-0.045,0.2206119162640901,0.0
Anthony Davis,2019-20,medium,0.8219727064692272,1.1089533289747842,1.0770585609459729,0.7793880837359098,0.1979638009049773,0.059,-0.045,0.2206119162640901,0.0
Anthony Davis,2022-23,low,0.5192892745937726,0.9249604081451696,0.964088306300496,0.7959542656112577,0.1063084112149532,-0.02,-0.156,0.2040457343887423,0.0
Anthony Davis,2022-23,low,0.448519903512992,0.7491178961341208,1.0281634327161484,0.7959542656112577,0.1063084112149532,-0.02,-0.156,0.2040457343887423,0.0
Anthony Davis,2022-23,low,0.4402444345681041,0.8542849891799719,0.8849560552292017,0.7959542656112577,0.1063084112149532,-0.02,-0.156,0.2040457343887423,0.0
Anthony Davis,2023-24,low,0.6759804558772411,0.9346849194376048,1.071838701724408,0.7978723404255319,0.1031793641271745,-0.039,0.038,0.2021276595744681,0.0
Anthony Edwards,2021-22,medium,0.9369892386525344,0.9767640185801216,1.0788113229097165,0.3194029850746268,0.1574074074074074,-0.05,-0.064,0.6805970149253732,0.0
Anthony Edwards,2022-23,high,1.2,1.1787978142977311,1.0690895747017857,0.242403314917127,0.113624678663239,0.042,-0.0439999999999999,0.7575966850828729,0.0
Anthony Edwards,2023-24,low,0.7914086760561397,0.8850450093558774,0.9373182539381698,0.2142857142857143,0.133367139959432,0.0549999999999999,-0.0459999999999999,0.7857142857142857,0.0
Anthony Edwards,2023-24,medium,0.9361785558225066,0.9260854029348798,1.0596422725098271,0.2142857142857143,0.133367139959432,0.0549999999999999,-0.0459999999999999,0.7857142857142857,0.0
Anthony Edwards,2023-24,high,1.0344272208080094,0.9620064238931672,1.1271289213572775,0.2142857142857143,0.133367139959432,0.0549999999999999,-0.0459999999999999,0.7857142857142857,0.0
Austin Reaves,2022-23,medium,1.0757608805035168,1.167476002258611,1.0788461538461538,0.5134680134680134,0.3481675392670157,-0.0399999999999999,0.1669999999999999,0.4865319865319865,0.0
Austin Reaves,2022-23,medium,0.8344529496611595,1.1642059884559888,0.8391966815885663,0.5134680134680134,0.3481675392670157,-0.0399999999999999,0.1669999999999999,0.4865319865319865,0.0
Austin Reaves,2022-23,medium,0.856979702122306,1.2334828635702,0.8361438930755011,0.5134680134680134,0.3481675392670157,-0.0399999999999999,0.1669999999999999,0.4865319865319865,0.0
Austin Reaves,2023-24,medium,0.9474458231565906,1.0669428598250883,0.9588797698620865,0.4103410341034103,0.3239187996469549,0.0079999999999999,0.043,0.5896589658965897,0.0
Avery Bradley,2016-17,low,0.756784392172826,0.8862814966276489,1.0727225657296642,0.6638655462184875,0.2308238636363636,-0.0479999999999999,0.0659999999999999,0.3361344537815126,0.0
Avery Bradley,2016-17,medium,0.836645210004719,1.2688705941350655,0.875884851344974,0.6638655462184875,0.2308238636363636,-0.0479999999999999,0.0659999999999999,0.3361344537815126,0.0
Avery Bradley,2016-17,low,0.738513418006739,0.957959321577914,0.968496944483674,0.6638655462184875,0.2308238636363636,-0.0479999999999999,0.0659999999999999,0.3361344537815126,0.0
Bam Adebayo,2019-20,medium,0.8464298241826185,1.0696946424202167,1.1117638071957834,0.7633053221288516,0.0706422018348623,-0.03,-0.004,0.2366946778711484,0.0
Bam Adebayo,2019-20,low,0.7301798887056419,0.8928891897454209,1.1489832485539402,0.7633053221288516,0.0706422018348623,-0.03,-0.004,0.2366946778711484,0.0
Bam Adebayo,2021-22,low,0.5023085618056442,0.7017643197779806,0.9851279723793622,0.6926829268292682,0.0629800307219662,-0.1,0.071,0.3073170731707317,0.0
Bam Adebayo,2021-22,low,0.518098221901696,0.715201424515985,0.9970044219285032,0.6926829268292682,0.0629800307219662,-0.1,0.071,0.3073170731707317,0.0
Bam Adebayo,2021-22,low,0.6612838779090263,0.7868181692030185,1.1567164401481582,0.6926829268292682,0.0629800307219662,-0.1,0.071,0.3073170731707317,0.0
Bam Adebayo,2022-23,low,0.5482019583794725,0.7810190901672769,0.911358914426698,0.6736318407960199,0.0505050505050505,-0.068,0.0959999999999999,0.3263681592039801,0.0
Bam Adebayo,2022-23,low,0.7178390740731013,1.092913687071971,0.8528089358433691,0.6736318407960199,0.0505050505050505,-0.068,0.0959999999999999,0.3263681592039801,0.0
Bam Adebayo,2022-23,low,0.6837934626798897,1.048870954108278,0.846473561851211,0.6736318407960199,0.0505050505050505,-0.068,0.0959999999999999,0.3263681592039801,0.0
Bam Adebayo,2022-23,low,0.6646652612054658,0.8814883421654861,0.9790320752578489,0.6736318407960199,0.0505050505050505,-0.068,0.0959999999999999,0.3263681592039801,0.0
Bam Adebayo,2023-24,medium,0.8007449194348907,1.1819749201477106,0.9214448467444908,0.6118143459915613,0.0862552594670406,-0.072,-0.1079999999999999,0.3881856540084388,0.0
Ben Simmons,2017-18,medium,0.8546989200949369,0.948569808607147,0.932753164556962,0.2311062431544358,0.0559157212317666,-0.034,0.0929999999999999,0.7688937568455642,0.0
Ben Simmons,2017-18,high,0.9963157002276263,1.0303028379248471,1.0010481137063416,0.2311062431544358,0.0559157212317666,-0.034,0.0929999999999999,0.7688937568455642,0.0
Ben Simmons,2018-19,high,0.9611446477592397,0.9244220906587968,1.1143889394629043,0.3501805054151624,0.0403292181069958,-0.067,0.007,0.6498194945848376,0.0
Ben Simmons,2018-19,low,0.660013300923525,0.6788414864143864,1.042083857027863,0.3501805054151624,0.0403292181069958,-0.067,0.007,0.6498194945848376,0.0
Ben Simmons,2020-21,low,0.6181061415297031,0.7084649461200838,0.9126133126133128,0.3660968660968662,0.0686567164179104,-0.044,0.133,0.6339031339031338,0.0
Ben Simmons,2020-21,high,0.9650714577729961,0.9919381401887928,1.0176934746896236,0.3660968660968662,0.0686567164179104,-0.044,0.133,0.6339031339031338,0.0
Bismack Biyombo,2015-16,low,0.5310039037133892,0.9436949388983624,1.1307911328045557,0.972318339100346,0.0598290598290598,-0.057,0.016,0.0276816608996539,0.0
Bobby Portis,2021-22,low,0.4184636884068123,0.8862485187818463,0.843726363559963,0.8754134509371555,0.1839270919635459,-0.104,0.056,0.1245865490628445,0.0
Bobby Portis,2023-24,low,0.5789508677933277,1.1587028899020426,0.8796795770849066,0.7065491183879093,0.1689008042895442,-0.095,-0.2089999999999999,0.2934508816120906,0.0
Bogdan Bogdanović,2022-23,low,0.6916924409811386,0.851525540946748,1.1929122034237662,0.6112920738327905,0.2146643109540636,-0.035,-0.2059999999999999,0.3887079261672095,0.0
Bojan Bogdanovic,2017-18,low,0.572901416908645,0.9786660396383572,0.8437693454086896,0.7321428571428572,0.279508970727101,-0.0689999999999999,0.082,0.2678571428571428,0.0
Bojan Bogdanovic,2020-21,low,0.6539806114263184,0.843200819022255,1.070890677025527,0.6008273009307135,0.2730109204368174,-0.038,-0.1429999999999999,0.3991726990692865,0.0
Bojan Bogdanovic,2020-21,low,0.7264409989815765,0.9023002853047996,1.111630711510117,0.6008273009307135,0.2730109204368174,-0.038,-0.1429999999999999,0.3991726990692865,0.0
Bojan Bogdanovic,2021-22,low,0.687834746231096,0.9449848460234014,0.982223412959892,0.6585858585858586,0.2786032689450223,-0.072,-0.023,0.3414141414141414,0.0
Bradley Beal,2016-17,medium,0.9241655851607921,1.1275955607122194,0.9022044097929426,0.5512118842845972,0.2769679300291545,0.0269999999999999,-0.016,0.4487881157154027,0.0
Bradley Beal,2016-17,medium,0.8727840829877159,0.9907846966911767,0.9696969696969696,0.5512118842845972,0.2769679300291545,0.0269999999999999,-0.016,0.4487881157154027,0.0
Bradley Beal,2017-18,medium,0.8779916342960485,0.9867660215148472,1.0455543934621758,0.4091580502215657,0.2350332594235033,0.0869999999999999,-0.1489999999999999,0.5908419497784343,0.0
Bradley Beal,2020-21,medium,0.8869106599252515,0.9737356777201472,0.9108330733057012,0.375,0.1159357359965262,0.0439999999999999,0.007,0.625,0.0
Bradley Beal,2023-24,low,0.7822406306688761,0.9227245602605864,0.8888170652876535,0.4277511961722487,0.2516507703595011,-0.011,-0.034,0.5722488038277512,0.0
Brandon Ingram,2021-22,high,1.0020038457589784,0.9958102149323886,1.0547376205354704,0.4435797665369649,0.0925925925925926,0.033,-0.046,0.556420233463035,0.0
Brook Lopez,2018-19,low,0.38862802989918915,1.1585989751354906,1.0211841688654355,0.8984168865435356,0.4245867768595042,-0.055,-0.304,0.1015831134564643,0.0
Brook Lopez,2019-20,low,0.6354307568974774,1.0443132389576495,1.186178276722318,0.9168900804289544,0.37029501525941,0.017,0.01,0.0831099195710455,0.0
Brook Lopez,2019-20,low,0.5054392804324813,0.8658216920141261,1.138028257064266,0.9168900804289544,0.37029501525941,0.017,0.01,0.0831099195710455,0.0
Brook Lopez,2020-21,low,0.49011570827557016,0.9748039542772696,1.1771063054760105,0.940928270042194,0.3468271334792122,-0.058,-0.1019999999999999,0.0590717299578059,0.0
Brook Lopez,2020-21,low,0.34876053182797484,0.8327300755356869,0.980522191928868,0.940928270042194,0.3468271334792122,-0.058,-0.1019999999999999,0.0590717299578059,0.0
Brook Lopez,2022-23,low,0.5355328043732536,0.967141764893278,1.0316298925490033,0.9603004291845494,0.2534722222222222,0.003,-0.002,0.0396995708154506,0.0
Brook Lopez,2023-24,low,0.603432181832716,1.2893853105870372,1.0753803921568628,0.9525032092426188,0.368586387434555,-0.031,0.0799999999999999,0.0474967907573812,0.0
Bruce Brown,2020-21,low,0.5371355414539989,1.018168643686399,0.908461865237566,0.8867924528301887,0.1307692307692307,-0.053,0.252,0.1132075471698113,0.0
Bruce Brown,2022-23,medium,1.0929362344043332,1.147226178445978,1.0981736316307866,0.5963431786216596,0.1468682505399568,-0.0399999999999999,0.06,0.4036568213783403,0.0
Bryn Forbes,2018-19,low,0.6963935083076795,0.8450391831208175,1.0642688345902918,0.5679758308157099,0.2842323651452282,-0.071,-0.0739999999999999,0.43202416918429,0.0
CJ McCollum,2015-16,medium,0.8182232549331182,0.9017161737579102,0.9119664851456918,0.3082811412665274,0.1895681435782389,-0.005,0.014,0.6917188587334726,0.0
CJ McCollum,2015-16,medium,0.8824643413161497,0.8932945063555673,0.9928403557657124,0.3082811412665274,0.1895681435782389,-0.005,0.014,0.6917188587334726,0.0
CJ McCollum,2017-18,high,1.026452095636718,0.9386913520000624,1.1390548455322764,0.2645803698435277,0.1588330632090761,0.012,-0.04,0.7354196301564723,0.0
CJ McCollum,2018-19,high,1.0138403187370464,1.1358217748105974,0.95760956088412,0.3151515151515152,0.1871113623516111,-0.0259999999999999,-0.043,0.6848484848484848,0.0
CJ McCollum,2018-19,medium,0.8410483868493978,1.0373699011867992,0.8697940741666146,0.3151515151515152,0.1871113623516111,-0.0259999999999999,-0.043,0.6848484848484848,0.0
CJ McCollum,2018-19,high,1.0002884619728682,1.0553202757188138,1.0168808821463688,0.3151515151515152,0.1871113623516111,-0.0259999999999999,-0.043,0.6848484848484848,0.0
CJ McCollum,2019-20,medium,0.8873722592209433,0.976512100045431,0.9877348824717244,0.2710576314122862,0.1394032921810699,-0.08,0.0969999999999999,0.7289423685877138,0.0
CJ McCollum,2021-22,medium,0.8100178219593511,1.0535985273669604,0.8816312940168287,0.2713602187286398,0.1735889243876464,-0.048,-0.084,0.7286397812713602,0.0
Caleb Martin,2022-23,medium,0.9073627596190342,1.3331717949818327,1.2913161057692308,0.747870528109029,0.2914507772020726,-0.0499999999999999,-0.0799999999999999,0.252129471890971,0.0
Caleb Martin,2022-23,low,0.7671987290589578,1.1762463046286744,1.0351210585585586,0.747870528109029,0.2914507772020726,-0.0499999999999999,-0.0799999999999999,0.252129471890971,0.0
Caleb Martin,2023-24,low,0.7630055762732326,0.8284241506144493,1.1501694915254237,0.6404160475482912,0.2233676975945017,-0.059,-0.01,0.3595839524517087,0.0
Cameron Johnson,2021-22,low,0.5413950309437685,1.0185783781990037,1.0427082152974505,0.8879668049792531,0.3778751369112815,-0.045,0.238,0.1120331950207468,0.0
Cameron Johnson,2021-22,low,0.45096479202791134,0.9533060553516928,0.9280113074204946,0.8879668049792531,0.3778751369112815,-0.045,0.238,0.1120331950207468,0.0
Caris LeVert,2022-23,high,1.0774166666835965,1.1596494332252711,0.9972195229894458,0.420125786163522,0.2574850299401198,-0.0469999999999999,-0.015,0.579874213836478,0.0
Caris LeVert,2023-24,low,0.6814917761741495,0.8055486764601517,0.8757152896295552,0.3770139634801288,0.2487562189054726,-0.002,-0.032,0.6229860365198712,0.0
Carmelo Anthony,2017-18,low,0.48095557236264397,0.7970686442493038,0.8977319134231773,0.6771507863089732,0.2043010752688172,-0.039,-0.15,0.3228492136910268,0.0
Carmelo Anthony,2019-20,low,0.7144415288227274,0.9174477544326898,0.9803583687078832,0.6318807339449541,0.1811432813659985,-0.0849999999999999,0.0429999999999999,0.3681192660550459,0.0
Chet Holmgren,2023-24,low,0.5550055183553517,0.8841359144721116,0.9382928337632168,0.8059701492537313,0.2693631669535284,-0.0169999999999999,0.018,0.1940298507462686,0.0
Chris Paul,2016-17,high,1.0123251633957946,1.304764653362324,0.9674361270984276,0.1689879294336119,0.1989121989121989,0.061,-0.128,0.831012070566388,0.0
Chris Paul,2017-18,medium,0.927158064516129,1.0673169596690797,0.8686810943242139,0.1316010058675608,0.192,0.083,0.193,0.8683989941324392,0.0
Chris Paul,2017-18,high,1.0140924763865735,1.0543404616791818,0.9618263864895142,0.1316010058675608,0.192,0.083,0.193,0.8683989941324392,0.0
Chris Paul,2017-18,high,1.1878657744931589,1.2432593240762837,0.9898881454109658,0.1316010058675608,0.192,0.083,0.193,0.8683989941324392,0.0
Chris Paul,2018-19,low,0.7909272437252671,0.8906054842913808,1.0182198536802,0.1339031339031339,0.1770412287793047,-0.0529999999999999,-0.079,0.8660968660968661,0.0
Chris Paul,2018-19,high,0.957277853133484,1.1299989872563083,0.9712931995540692,0.1339031339031339,0.1770412287793047,-0.0529999999999999,-0.079,0.8660968660968661,0.0
Chris Paul,2019-20,high,1.0017311630385999,1.0101019372453202,0.9917129411418134,0.123236124176858,0.1523283346487766,0.0849999999999999,0.06,0.876763875823142,0.0
Chris Paul,2020-21,low,0.6510474085365855,0.8805697096980567,0.7400880367185175,0.1181395348837208,0.1584875301689461,0.087,-0.001,0.8818604651162791,0.0
Chris Paul,2020-21,high,1.120119940942278,1.0752373027878015,1.0427848617391948,0.1181395348837208,0.1584875301689461,0.087,-0.001,0.8818604651162791,0.0
Chris Paul,2021-22,medium,1.0155832047325102,0.8813853796827594,1.1522578297112815,0.1010309278350516,0.1666666666666666,0.1059999999999999,0.1079999999999999,0.8989690721649484,0.0
Chris Paul,2021-22,high,1.2,1.2695854594983722,1.1429756853236348,0.1010309278350516,0.1666666666666666,0.1059999999999999,0.1079999999999999,0.8989690721649484,0.0
Chris Paul,2022-23,low,0.7755626666666664,0.9362664958360024,0.8513430058628682,0.1901709401709401,0.1899293286219081,0.0149999999999999,-0.027,0.8098290598290598,0.0
Clint Capela,2016-17,low,0.42308221421934816,0.9478465805148224,0.9648711943793912,0.9760900140646976,0.0393974507531865,-0.117,0.362,0.0239099859353023,0.0
Clint Capela,2017-18,low,0.3229697834915891,0.6987648060869084,1.0206235011990408,0.9652173913043478,0.0471491228070175,-0.0569999999999999,-0.1019999999999999,0.0347826086956521,0.0
Clint Capela,2017-18,low,0.4663961497088219,1.0204871427560838,1.0092113225307606,0.9652173913043478,0.0471491228070175,-0.0569999999999999,-0.1019999999999999,0.0347826086956521,0.0
Clint Capela,2017-18,low,0.3572388496078138,0.860583533486494,0.9166432513532284,0.9652173913043478,0.0471491228070175,-0.0569999999999999,-0.1019999999999999,0.0347826086956521,0.0
Clint Capela,2018-19,low,0.3025195985888948,0.7790786937222576,0.8049560351718624,0.9681456200227532,0.0439560439560439,-0.093,0.029,0.0318543799772468,0.0
Clint Capela,2018-19,low,0.3339926639015195,0.7989898129261384,0.866554054054054,0.9681456200227532,0.0439560439560439,-0.093,0.029,0.0318543799772468,0.0
Clint Capela,2020-21,low,0.34708063939688444,0.7159009563261763,0.9575892857142856,0.9844311377245508,0.0226654578422484,-0.018,0.155,0.0155688622754491,0.0
Clint Capela,2020-21,low,0.305352162111294,0.5449156832750582,1.1068111455108358,0.9844311377245508,0.0226654578422484,-0.018,0.155,0.0155688622754491,0.0
Clint Capela,2020-21,low,0.32280085708908235,0.6918639156632138,0.9215434796377224,0.9844311377245508,0.0226654578422484,-0.018,0.155,0.0155688622754491,0.0
Clint Capela,2022-23,low,0.322805676965769,0.7881915483765704,0.9309383202099736,0.982274741506647,0.0218446601941747,-0.0419999999999999,-0.1129999999999999,0.017725258493353,0.0
Cory Joseph,2015-16,high,1.2,1.093117989959314,1.3420335021425789,0.239870340356564,0.1526822558459422,-0.066,0.046,0.7601296596434359,0.0
Cory Joseph,2015-16,medium,0.8789262670401494,1.1514360970964743,0.8172703196687681,0.239870340356564,0.1526822558459422,-0.066,0.046,0.7601296596434359,0.0
D'Angelo Russell,2021-22,low,0.644483228097869,0.770131015384263,0.8368488156217146,0.3983673469387755,0.2074716477651768,0.094,0.0679999999999999,0.6016326530612245,0.0
D'Angelo Russell,2022-23,low,0.798327070173477,0.9610127296037924,0.877206288667613,0.428169014084507,0.1904047976011994,0.007,-0.0529999999999999,0.571830985915493,0.0
D'Angelo Russell,2022-23,medium,0.9256099509971671,1.072243123758552,0.911558963993421,0.428169014084507,0.1904047976011994,0.007,-0.0529999999999999,0.571830985915493,0.0
D'Angelo Russell,2023-24,low,0.740329032934912,0.9081212790656924,0.8168651867893881,0.4259567387687187,0.2181947405828002,-0.002,0.029,0.5740432612312812,0.0
Damian Lillard,2015-16,high,1.0474840791595523,1.0877684427911825,0.967805073982001,0.2630005977286312,0.1425661914460285,0.0579999999999999,-0.005,0.7369994022713687,0.0
Damian Lillard,2015-16,medium,0.828288890012305,0.9141234161941204,0.9106550942616192,0.2630005977286312,0.1425661914460285,0.0579999999999999,-0.005,0.7369994022713687,0.0
Damian Lillard,2016-17,medium,0.8821272352132435,0.9769267258672242,0.9366820682068208,0.2740324594257177,0.1346444780635401,0.064,-0.0359999999999999,0.7259675405742823,0.0
Damian Lillard,2017-18,low,0.6119607190778911,0.7705837828139106,0.7941520866728056,0.2642079806529624,0.1672708441222164,0.028,0.017,0.7357920193470375,0.0
Damian Lillard,2018-19,medium,0.8119581357084333,0.986284468122012,0.9016970861351262,0.2326607818411097,0.1863874345549738,0.0559999999999999,-0.0869999999999999,0.7673392181588903,0.0
Damian Lillard,2018-19,low,0.6972783304330459,0.8189632974476516,0.9325474787164372,0.2326607818411097,0.1863874345549738,0.0559999999999999,-0.0869999999999999,0.7673392181588903,0.0
Damian Lillard,2018-19,high,1.0305070089106148,1.059442882306293,1.065375302663438,0.2326607818411097,0.1863874345549738,0.0559999999999999,-0.0869999999999999,0.7673392181588903,0.0
Damian Lillard,2020-21,high,1.0776899824875175,1.018905177205072,1.0576940883190882,0.1882845188284518,0.1400602409638554,0.06,0.0929999999999999,0.8117154811715481,0.0
Damian Lillard,2023-24,high,1.2,1.1571146799628944,1.083342176942941,0.2168840082361015,0.1883228391528334,0.0579999999999999,0.036,0.7831159917638985,0.0
Daniel Theis,2019-20,low,0.44219814806394697,0.955804280961272,0.9610336341263328,0.989492119089317,0.2580152671755725,-0.0209999999999999,-0.029,0.010507880910683,0.0
Danilo Gallinari,2018-19,low,0.7261455154600904,1.1746977980590687,0.7488685452356582,0.6695652173913043,0.221879815100154,-0.0059999999999999,0.03,0.3304347826086957,0.0
Danilo Gallinari,2019-20,low,0.5363643187645287,0.8060183819634511,0.9324996810003828,0.7574206755373593,0.2291350531107739,-0.0389999999999999,0.043,0.2425793244626407,0.0
Danilo Gallinari,2020-21,low,0.49571857567297917,0.92785769460459,1.0599406731839742,0.8097345132743363,0.1969696969696969,-0.0779999999999999,-0.2079999999999999,0.1902654867256637,0.0
Danny Green,2015-16,low,0.5026810154287997,0.8915122872781756,1.413164459796584,0.9090909090909092,0.4169014084507041,-0.0159999999999999,-0.0299999999999999,0.0909090909090909,0.0
