PLAYER_ID,SEASON,RS_MEDIAN_SHOT_DISTANCE,PO_MEDIAN_SHOT_DISTANCE,SHOT_DISTANCE_DELTA,RS_SPATIAL_VARIANCE,PO_SPATIAL_VARIANCE,SPATIAL_VARIANCE_DELTA,PO_EFG_BEYOND_RS_MEDIAN,RS_SHOTS,PO_SHOTS
201143,2016-17,13.0,8.0,-5.0,135.0568400709034,127.76060005854032,-7.296240012363086,0.6948051948051948,801,190
202329,2016-17,17.0,18.0,1.0,158.73599747726917,155.63413823767902,-3.1018592395901408,0.6578947368421053,466,37
203459,2016-17,21.0,23.0,2.0,164.04696193802025,178.51595856888568,14.468996630865433,0.34615384615384615,647,24
101161,2016-17,2.0,1.0,-1.0,104.0698677991146,83.31130513452776,-20.758562664586847,0.35714285714285715,370,30
2738,2016-17,18.0,16.0,-2.0,164.52182795123935,158.3930941588923,-6.128733792347049,0.29545454545454547,415,101
203460,2016-17,2.0,2.0,0.0,148.13512017244292,142.36267389268298,-5.772446279759947,0.4772727272727273,463,46
1626150,2016-17,18.0,21.0,3.0,158.3579471167828,151.07581367589094,-7.282133440891869,0.6176470588235294,360,29
203085,2016-17,11.0,20.5,9.5,147.2193463650942,152.45644018488085,5.237093819786651,0.4666666666666667,731,26
202340,2016-17,18.0,20.0,2.0,151.1284503508843,161.77353116404197,10.645080813157676,0.4966442953020134,775,272
201933,2016-17,6.0,3.0,-3.0,113.43205225537201,100.89607155336604,-12.535980702005972,0.4444444444444444,971,51
202711,2016-17,18.0,23.0,5.0,159.62423669956652,170.82048647426632,11.196249774699794,0.5102040816326531,845,87
203078,2016-17,18.0,17.0,-1.0,153.06651835563017,145.38094468515916,-7.685573670471001,0.44583333333333336,1322,259
201943,2016-17,19.0,18.0,-1.0,158.29175020399998,142.389090785085,-15.902659418914993,0.375,535,36
203468,2016-17,16.0,12.0,-4.0,141.41566866774403,132.92022864690048,-8.495440020843546,0.6290322580645161,1441,80
101139,2016-17,23.0,23.5,0.5,181.61761939848705,182.5612365001502,0.9436171016631363,0.5,647,24
101108,2016-17,18.0,15.0,-3.0,143.45927974657099,133.1096856686553,-10.349594077915697,0.5119047619047619,785,135
203991,2016-17,1.0,1.0,0.0,27.927880651813517,83.51991488185874,55.59203423004522,0.24242424242424243,563,82
202709,2016-17,11.0,17.0,6.0,130.00139772989732,158.14942886746903,28.148031137571706,0.532608695652174,661,71
203081,2016-17,17.0,14.5,-2.5,144.40799707191758,139.88491836869417,-4.523078703223405,0.4027777777777778,1488,90
201980,2016-17,24.0,23.0,-1.0,188.87648305992522,197.37391563137865,8.49743257145343,0.43548387096774194,449,111
201599,2016-17,0.0,0.0,0.0,23.20124472082084,79.77652187594389,56.57527715512305,0.4166666666666667,577,61
201942,2016-17,13.0,12.0,-1.0,123.64873961979771,124.29492233220867,0.6461827124109618,0.3148148148148148,1545,175
201960,2016-17,23.0,23.0,0.0,178.6272901037225,179.34917375367561,0.7218836499531278,0.4166666666666667,550,37
203471,2016-17,9.0,15.0,6.0,127.71388740063205,135.44991441893475,7.736027018302707,0.5298507462686567,1214,110
101114,2016-17,18.0,20.0,2.0,145.60205009617565,161.3395161890818,15.737466092906146,0.5714285714285714,600,64
202324,2016-17,6.0,2.0,-4.0,97.7046111474587,76.00210481652144,-21.70250633093727,0.2222222222222222,417,62
203926,2016-17,19.0,24.0,5.0,156.0762057148016,155.74015773725844,-0.33604797754315996,0.8076923076923077,497,18
203110,2016-17,7.0,12.0,5.0,138.411582595227,156.08911020979957,17.67752761457257,0.5764705882352941,650,161
2730,2016-17,1.0,1.0,0.0,51.20606886968777,49.03630012713776,-2.169768742550012,0.25,613,36
2548,2016-17,13.0,10.5,-2.5,128.43485400343346,121.67789159220989,-6.756962411223569,0.42857142857142855,955,86
202683,2016-17,2.0,2.0,0.0,87.3804096283311,79.33121414967465,-8.049195478656443,0.16666666666666666,737,26
201569,2016-17,24.0,24.0,0.0,166.73929264600426,160.01820015287416,-6.721092493130101,0.4090909090909091,1016,121
101141,2016-17,19.0,2.0,-17.0,159.8103112670302,127.06376974192,-32.74654152511019,0.3,890,23
202323,2016-17,13.0,15.0,2.0,132.86286118165265,164.41736549330054,31.55450431164789,0.4722222222222222,552,33
203507,2016-17,3.0,2.0,-1.0,117.864223097664,103.67180536267192,-14.192417734992077,0.4166666666666667,1259,112
202330,2016-17,16.0,17.0,1.0,139.12962868147744,141.01627123422026,1.8866425527428135,0.5478723404255319,1156,188
202328,2016-17,2.0,2.0,0.0,67.85995710214115,52.89228417728049,-14.967672924860665,0.38095238095238093,726,51
202697,2016-17,22.0,19.0,-3.0,181.01576552043898,179.94156929843066,-1.074196222008311,0.6,489,60
202738,2016-17,16.0,15.0,-1.0,146.41662919316505,137.36197777552053,-9.054651417644521,0.4959349593495935,1473,261
200755,2016-17,23.0,22.5,-0.5,164.72576531223535,161.0169467567223,-3.708818555513062,0.45652173913043476,890,50
203210,2016-17,7.0,20.0,13.0,145.02423900560808,167.07931297858758,22.0550739729795,0.5192307692307693,500,36
203109,2016-17,23.0,20.0,-3.0,170.13490242618263,155.43789619286645,-14.697006233316188,0.5652173913043478,720,200
2037,2016-17,18.0,16.0,-2.0,145.67982960961714,144.06753462098092,-1.6122949886362221,0.3870967741935484,870,83
203516,2016-17,12.5,21.5,9.0,161.74587514060445,166.76395572021482,5.01808057961037,0.42857142857142855,321,38
201935,2016-17,19.0,24.0,5.0,143.8124653204382,147.280537679854,3.4680723594157996,0.41379310344827586,1533,218
201952,2016-17,8.0,14.0,6.0,128.37212511652734,138.85041729803473,10.478292181507385,0.6730769230769231,909,45
202710,2016-17,13.0,11.0,-2.0,135.37389650973145,130.21408471202375,-5.159811797707704,0.375,1252,108
204060,2016-17,23.0,23.5,0.5,179.05224346025324,173.8093658686724,-5.24287759158085,0.3387096774193548,451,62
2207,2016-17,17.0,12.0,-5.0,159.3374443296214,146.9203401583465,-12.4171041712749,0.47115384615384615,626,133
202322,2016-17,12.0,13.0,1.0,125.17403635611453,131.39299995514995,6.218963599035419,0.450354609929078,1435,281
202685,2016-17,3.0,4.0,1.0,82.82126748392211,67.43323630098655,-15.388031182935563,0.48936170212765956,702,81
202695,2016-17,16.0,13.0,-3.0,140.3705395217256,133.46725525834324,-6.903284263382346,0.6428571428571429,1312,202
203482,2016-17,12.0,7.0,-5.0,140.35975897921796,137.6584201753067,-2.7013388039112556,0.4824561403508772,508,125
