usage_level,total_players,avg_star_potential,median_star_potential,max_star_potential,players_over_50pct,players_over_70pct
0.2,2097,0.016393446032221794,0.018621563445776597,0.0587710384279488,0,0
0.25,2097,0.07440712584429543,0.0751157505437731,0.2609839066863059,0,0
0.3,2097,0.28119361516253455,0.252385439351201,0.8135720323771238,208,9
0.35,2097,0.3256485927154958,0.3320158272981643,0.7419432513415813,261,5
