PLAYER_ID,PLAYER_NAME,SEASON,RS_FGA,RS_RIM_FGA,RS_RIM_FGM,RS_RIM_APPETITE,RS_RIM_PCT,PO_FGA,PO_RIM_FGA,PO_RIM_FGM,PO_RIM_APPETITE,PO_RIM_PCT,RIM_PRESSURE_RESILIENCE
203083,Andre Drummond,2016-17,911,488,320,0.535675082327113,0.6557377049180327,,,,,,
203083,Andre Drummond,2017-18,881,629,396,0.713961407491487,0.629570747217806,,,,,,
203083,Andre Drummond,2018-19,1052,745,459,0.7081749049429658,0.6161073825503356,54.0,38.0,19.0,0.7037037037037037,0.5,0.9936863037534179
203083,Andre Drummond,2019-20,784,532,339,0.6785714285714286,0.6372180451127819,,,,,,
203083,Andre Drummond,2020-21,572,383,211,0.6695804195804196,0.5509138381201044,32.0,27.0,17.0,0.84375,0.6296296296296297,1.260117493472585
203083,Andre Drummond,2021-22,433,338,207,0.7806004618937644,0.6124260355029586,11.0,9.0,5.0,0.8181818181818182,0.5555555555555556,1.048144163528779
203083,Andre Drummond,2022-23,274,226,148,0.8248175182481752,0.6548672566371682,,,,,,
203083,Andre Drummond,2023-24,480,373,225,0.7770833333333333,0.6032171581769437,,,,,,
203083,Andre Drummond,2024-25,234,152,90,0.6495726495726496,0.5921052631578947,,,,,,
203084,Harrison Barnes,2015-16,633,161,98,0.25434439178515006,0.6086956521739131,213.0,46.0,28.0,0.215962441314554,0.6086956521739131,0.8490945674044267
203084,Harrison Barnes,2016-17,1280,257,171,0.20078125,0.6653696498054474,,,,,,
203084,Harrison Barnes,2017-18,1208,293,177,0.24254966887417218,0.6040955631399317,,,,,,
203084,Harrison Barnes,2018-19,1027,247,150,0.24050632911392406,0.6072874493927125,,,,,,
203084,Harrison Barnes,2019-20,793,291,182,0.3669609079445145,0.6254295532646048,,,,,,
203084,Harrison Barnes,2020-21,642,234,158,0.3644859813084112,0.6752136752136753,,,,,,
203084,Harrison Barnes,2021-22,834,259,162,0.3105515587529976,0.6254826254826255,,,,,,
203084,Harrison Barnes,2022-23,791,251,169,0.3173198482932996,0.6733067729083665,60.0,19.0,12.0,0.31666666666666665,0.631578947368421,0.997941567065073
203084,Harrison Barnes,2023-24,732,155,107,0.21174863387978143,0.6903225806451613,,,,,,
203084,Harrison Barnes,2024-25,683,208,137,0.30453879941434847,0.6586538461538461,,,,,,
203085,Austin Rivers,2015-16,516,173,104,0.33527131782945735,0.6011560693641619,61.0,18.0,14.0,0.29508196721311475,0.7777777777777778,0.8801288733061688
203085,Austin Rivers,2016-17,731,255,142,0.3488372093023256,0.5568627450980392,26.0,7.0,4.0,0.2692307692307692,0.5714285714285714,0.7717948717948717
203085,Austin Rivers,2017-18,805,271,149,0.33664596273291925,0.5498154981549815,,,,,,
203085,Austin Rivers,2018-19,572,149,89,0.26048951048951047,0.5973154362416108,62.0,14.0,8.0,0.22580645161290322,0.5714285714285714,0.8668542974669843
203085,Austin Rivers,2019-20,501,159,91,0.31736526946107785,0.5723270440251572,61.0,16.0,8.0,0.26229508196721313,0.5,0.8264769563872565
203085,Austin Rivers,2020-21,245,54,35,0.22040816326530613,0.6481481481481481,69.0,12.0,9.0,0.17391304347826086,0.75,0.789049919484702
203085,Austin Rivers,2021-22,350,73,50,0.20857142857142857,0.684931506849315,18.0,0.0,0.0,0.0,0.0,0.0
203085,Austin Rivers,2022-23,209,57,36,0.2727272727272727,0.631578947368421,8.0,0.0,0.0,0.0,0.0,0.0
203086,Meyers Leonard,2015-16,435,50,26,0.11494252873563218,0.52,,,,,,
203086,Meyers Leonard,2016-17,378,40,25,0.10582010582010581,0.625,5.0,0.0,0.0,0.0,0.0,0.0
203086,Meyers Leonard,2018-19,242,85,63,0.3512396694214876,0.7411764705882353,65.0,16.0,12.0,0.24615384615384617,0.75,0.7008144796380091
203086,Meyers Leonard,2019-20,234,63,50,0.2692307692307692,0.7936507936507936,8.0,2.0,1.0,0.25,0.5,0.9285714285714286
203087,Jeremy Lamb,2015-16,510,155,97,0.30392156862745096,0.6258064516129033,9.0,3.0,2.0,0.3333333333333333,0.6666666666666666,1.0967741935483872
203087,Jeremy Lamb,2016-17,491,123,84,0.2505091649694501,0.6829268292682927,,,,,,
203087,Jeremy Lamb,2017-18,832,194,118,0.23317307692307693,0.6082474226804123,,,,,,
203087,Jeremy Lamb,2018-19,979,277,151,0.28294177732379977,0.5451263537906137,,,,,,
203087,Jeremy Lamb,2019-20,479,108,64,0.2254697286012526,0.5925925925925926,,,,,,
203087,Jeremy Lamb,2020-21,276,54,29,0.1956521739130435,0.5370370370370371,,,,,,
203087,Jeremy Lamb,2021-22,347,38,23,0.10951008645533142,0.6052631578947368,,,,,,
203088,Kendall Marshall,2015-16,118,21,11,0.17796610169491525,0.5238095238095238,,,,,,
203089,John Henson,2015-16,291,180,115,0.6185567010309279,0.6388888888888888,,,,,,
203089,John Henson,2016-17,309,176,107,0.56957928802589,0.6079545454545454,4.0,3.0,1.0,0.75,0.3333333333333333,1.3167613636363635
203089,John Henson,2017-18,502,312,210,0.6215139442231076,0.6730769230769231,13.0,7.0,6.0,0.5384615384615384,0.8571428571428571,0.8663708086785009
203089,John Henson,2019-20,171,88,65,0.5146198830409356,0.7386363636363636,,,,,,
203090,Maurice Harkless,2015-16,411,224,141,0.5450121654501217,0.6294642857142857,110.0,50.0,29.0,0.45454545454545453,0.58,0.8340097402597403
203090,Maurice Harkless,2016-17,624,348,212,0.5576923076923077,0.6091954022988506,34.0,19.0,7.0,0.5588235294117647,0.3684210526315789,1.002028397565923
203090,Maurice Harkless,2017-18,297,145,86,0.4882154882154882,0.593103448275862,13.0,5.0,4.0,0.38461538461538464,0.8,0.7877984084880637
203090,Maurice Harkless,2018-19,388,219,141,0.5644329896907216,0.6438356164383562,109.0,63.0,38.0,0.5779816513761468,0.6031746031746031,1.024004021616187
203090,Maurice Harkless,2019-20,283,163,102,0.5759717314487632,0.6257668711656442,,,,,,
203090,Maurice Harkless,2020-21,165,59,36,0.3575757575757576,0.6101694915254238,,,,,,
203090,Maurice Harkless,2021-22,181,61,43,0.3370165745856354,0.7049180327868853,,,,,,
203092,Tyler Zeller,2015-16,290,139,88,0.4793103448275862,0.6330935251798561,15.0,7.0,4.0,0.4666666666666667,0.5714285714285714,0.9736211031175059
203092,Tyler Zeller,2016-17,158,88,51,0.5569620253164557,0.5795454545454546,25.0,15.0,11.0,0.6,0.7333333333333333,1.0772727272727274
203092,Tyler Zeller,2017-18,334,205,137,0.6137724550898204,0.6682926829268293,5.0,3.0,3.0,0.6,1.0,0.9775609756097561
203093,Terrence Jones,2015-16,367,190,109,0.5177111716621253,0.5736842105263158,,,,,,
203093,Terrence Jones,2016-17,492,226,144,0.45934959349593496,0.6371681415929203,,,,,,
203093,Terrence Jones,2018-19,423,236,150,0.557919621749409,0.635593220338983,,,,,,
203094,Andrew Nicholson,2015-16,310,72,48,0.23225806451612904,0.6666666666666666,,,,,,
203094,Andrew Nicholson,2016-17,111,28,20,0.25225225225225223,0.7142857142857143,,,,,,
203095,Evan Fournier,2015-16,929,305,188,0.32831001076426264,0.6163934426229508,,,,,,
203095,Evan Fournier,2016-17,930,291,170,0.31290322580645163,0.584192439862543,,,,,,
203095,Evan Fournier,2017-18,802,201,125,0.2506234413965087,0.6218905472636815,,,,,,
203095,Evan Fournier,2018-19,1069,269,169,0.2516370439663237,0.6282527881040892,69.0,9.0,4.0,0.13043478260869565,0.4444444444444444,0.5183449167609503
203095,Evan Fournier,2019-20,929,197,132,0.21205597416576966,0.6700507614213198,57.0,6.0,2.0,0.10526315789473684,0.3333333333333333,0.4963932674325407
203095,Evan Fournier,2020-21,541,94,54,0.17375231053604437,0.574468085106383,63.0,11.0,7.0,0.1746031746031746,0.6363636363636364,1.0048969942586963
203095,Evan Fournier,2021-22,965,103,57,0.10673575129533679,0.5533980582524272,,,,,,
203095,Evan Fournier,2022-23,166,14,6,0.08433734939759036,0.42857142857142855,,,,,,
203095,Evan Fournier,2023-24,221,18,10,0.08144796380090498,0.5555555555555556,,,,,,
203096,Jared Sullinger,2015-16,806,266,152,0.33002481389578164,0.5714285714285714,42.0,20.0,5.0,0.47619047619047616,0.25,1.442892946652345
203098,John Jenkins,2015-16,160,32,20,0.2,0.625,,,,,,
203098,John Jenkins,2016-17,270,60,39,0.2222222222222222,0.65,,,,,,
203098,John Jenkins,2018-19,540,53,39,0.09814814814814815,0.7358490566037735,,,,,,
203099,Jared Cunningham,2015-16,148,56,26,0.3783783783783784,0.4642857142857143,,,,,,
203101,Miles Plumlee,2015-16,233,164,104,0.703862660944206,0.6341463414634146,,,,,,
203101,Miles Plumlee,2017-18,187,131,87,0.7005347593582888,0.6641221374045801,,,,,,
203104,Marquis Teague,2017-18,710,289,146,0.4070422535211268,0.5051903114186851,,,,,,
203105,Festus Ezeli,2015-16,228,157,106,0.6885964912280702,0.6751592356687898,69.0,47.0,29.0,0.6811594202898551,0.6170212765957447,0.9891996676820826
203107,Tomas Satoransky,2016-17,147,50,23,0.3401360544217687,0.46,6.0,4.0,2.0,0.6666666666666666,0.5,1.96
203107,Tomas Satoransky,2017-18,384,122,81,0.3177083333333333,0.6639344262295082,13.0,5.0,1.0,0.38461538461538464,0.2,1.2105926860025222
203107,Tomas Satoransky,2018-19,530,192,125,0.3622641509433962,0.6510416666666666,,,,,,
203107,Tomas Satoransky,2019-20,551,184,104,0.3339382940108893,0.5652173913043478,,,,,,
203107,Tomas Satoransky,2020-21,329,96,74,0.2917933130699088,0.7708333333333334,,,,,,
203107,Tomas Satoransky,2021-22,191,55,35,0.2879581151832461,0.6363636363636364,,,,,,
203109,Jae Crowder,2015-16,813,235,159,0.2890528905289053,0.676595744680851,72.0,18.0,10.0,0.25,0.5555555555555556,0.8648936170212765
203109,Jae Crowder,2016-17,720,158,115,0.21944444444444444,0.7278481012658228,200.0,73.0,46.0,0.365,0.6301369863013698,1.6632911392405063
203109,Jae Crowder,2017-18,671,192,120,0.28614008941877794,0.625,108.0,17.0,5.0,0.1574074074074074,0.29411764705882354,0.5501060956790124
203109,Jae Crowder,2018-19,797,182,111,0.22835633626097868,0.6098901098901099,46.0,11.0,8.0,0.2391304347826087,0.7272727272727273,1.0471810797897754
203109,Jae Crowder,2019-20,563,113,73,0.20071047957371227,0.6460176991150443,201.0,29.0,23.0,0.14427860696517414,0.7931034482758621,0.7188394311627703
203109,Jae Crowder,2020-21,492,44,28,0.08943089430894309,0.6363636363636364,184.0,17.0,12.0,0.09239130434782608,0.7058823529411765,1.033102766798419
203109,Jae Crowder,2021-22,544,42,25,0.07720588235294118,0.5952380952380952,105.0,11.0,8.0,0.10476190476190476,0.7272727272727273,1.3569160997732426
203109,Jae Crowder,2023-24,270,39,26,0.14444444444444443,0.6666666666666666,12.0,4.0,2.0,0.3333333333333333,0.5,2.307692307692308
203110,Draymond Green,2015-16,819,426,255,0.5201465201465202,0.5985915492957746,276.0,123.0,63.0,0.44565217391304346,0.5121951219512195,0.8567819963257807
203110,Draymond Green,2016-17,650,282,168,0.4338461538461538,0.5957446808510638,161.0,63.0,37.0,0.391304347826087,0.5873015873015873,0.9019426456984274
203110,Draymond Green,2017-18,619,238,160,0.38449111470113084,0.6722689075630253,192.0,78.0,54.0,0.40625,0.6923076923076923,1.056591386554622
203110,Draymond Green,2018-19,422,165,111,0.3909952606635071,0.6727272727272727,229.0,109.0,80.0,0.4759825327510917,0.7339449541284404,1.2173613867937012
203110,Draymond Green,2019-20,316,91,55,0.2879746835443038,0.6043956043956044,,,,,,
203110,Draymond Green,2020-21,380,162,104,0.4263157894736842,0.6419753086419753,,,,,,
203110,Draymond Green,2021-22,257,103,75,0.40077821011673154,0.7281553398058253,144.0,41.0,30.0,0.2847222222222222,0.7317073170731707,0.7104234088457388
203110,Draymond Green,2022-23,474,194,134,0.4092827004219409,0.6907216494845361,91.0,30.0,20.0,0.32967032967032966,0.6666666666666666,0.8054831766171973
203110,Draymond Green,2023-24,372,140,94,0.3763440860215054,0.6714285714285714,,,,,,
203110,Draymond Green,2024-25,509,127,74,0.24950884086444008,0.5826771653543307,108.0,24.0,16.0,0.2222222222222222,0.6666666666666666,0.8906386701662291
203111,Orlando Johnson,2015-16,380,123,60,0.3236842105263158,0.4878048780487805,9.0,4.0,1.0,0.4444444444444444,0.25,1.3730803974706414
203112,Quincy Acy,2015-16,214,107,75,0.5,0.7009345794392523,,,,,,
203112,Quincy Acy,2016-17,306,95,57,0.3104575163398693,0.6,,,,,,
203112,Quincy Acy,2017-18,365,46,21,0.12602739726027398,0.45652173913043476,,,,,,
203114,Khris Middleton,2015-16,1142,186,113,0.1628721541155867,0.6075268817204301,,,,,,
203114,Khris Middleton,2016-17,333,50,29,0.15015015015015015,0.58,78.0,10.0,6.0,0.1282051282051282,0.6,0.8538461538461538
203114,Khris Middleton,2017-18,1272,203,117,0.15959119496855345,0.5763546798029556,112.0,18.0,14.0,0.16071428571428573,0.7777777777777778,1.0070372976776918
203114,Khris Middleton,2018-19,1148,232,131,0.20209059233449478,0.5646551724137931,201.0,23.0,13.0,0.11442786069651742,0.5652173913043478,0.5662206210327673
203114,Khris Middleton,2019-20,947,138,89,0.1457233368532207,0.644927536231884,180.0,13.0,5.0,0.07222222222222222,0.38461538461538464,0.4956119162640901
203114,Khris Middleton,2020-21,1074,192,117,0.1787709497206704,0.609375,452.0,56.0,39.0,0.12389380530973451,0.6964285714285714,0.6930309734513274
203114,Khris Middleton,2021-22,1021,130,86,0.12732615083251714,0.6615384615384615,24.0,3.0,2.0,0.125,0.6666666666666666,0.9817307692307693
203114,Khris Middleton,2022-23,406,63,42,0.15517241379310345,0.6666666666666666,86.0,17.0,9.0,0.19767441860465115,0.5294117647058824,1.2739018087855296
203114,Khris Middleton,2023-24,643,78,52,0.12130637636080871,0.6666666666666666,114.0,14.0,9.0,0.12280701754385964,0.6428571428571429,1.012370670265407
203114,Khris Middleton,2024-25,337,32,20,0.09495548961424333,0.625,,,,,,
203115,Will Barton,2015-16,983,329,192,0.3346897253306205,0.5835866261398176,,,,,,
203115,Will Barton,2016-17,666,232,129,0.3483483483483483,0.5560344827586207,,,,,,
203115,Will Barton,2017-18,1028,357,229,0.3472762645914397,0.6414565826330533,,,,,,
203115,Will Barton,2018-19,460,117,64,0.2543478260869565,0.5470085470085471,135.0,38.0,17.0,0.2814814814814815,0.4473684210526316,1.1066793289015513
203115,Will Barton,2019-20,738,241,142,0.3265582655826558,0.5892116182572614,,,,,,
203115,Will Barton,2020-21,608,172,97,0.28289473684210525,0.563953488372093,43.0,11.0,8.0,0.2558139534883721,0.7272727272727273,0.9042725797728502
203115,Will Barton,2021-22,896,216,139,0.24107142857142858,0.6435185185185185,66.0,3.0,3.0,0.045454545454545456,1.0,0.18855218855218855
203115,Will Barton,2022-23,364,63,33,0.17307692307692307,0.5238095238095238,,,,,,
203118,Mike Scott,2015-16,376,101,65,0.26861702127659576,0.6435643564356436,40.0,13.0,10.0,0.325,0.7692307692307693,1.2099009900990099
203118,Mike Scott,2016-17,146,28,16,0.1917808219178082,0.5714285714285714,,,,,,
203118,Mike Scott,2017-18,524,104,70,0.1984732824427481,0.6730769230769231,41.0,9.0,7.0,0.21951219512195122,0.7777777777777778,1.1060037523452158
203118,Mike Scott,2018-19,420,62,31,0.14761904761904762,0.5,47.0,5.0,5.0,0.10638297872340426,1.0,0.7206588881262869
203118,Mike Scott,2019-20,350,73,43,0.20857142857142857,0.589041095890411,5.0,1.0,1.0,0.2,1.0,0.9589041095890412
203118,Mike Scott,2020-21,211,18,9,0.08530805687203792,0.5,9.0,1.0,0.0,0.1111111111111111,0.0,1.302469135802469
203120,Justin Hamilton,2016-17,379,108,78,0.2849604221635884,0.7222222222222222,,,,,,
203121,Darius Miller,2017-18,487,15,9,0.030800821355236138,0.6,34.0,1.0,0.0,0.029411764705882353,0.0,0.9549019607843138
203121,Darius Miller,2018-19,484,18,12,0.0371900826446281,0.6666666666666666,,,,,,
203124,Kyle O'Quinn,2015-16,271,92,55,0.33948339483394835,0.5978260869565217,,,,,,
203124,Kyle O'Quinn,2016-17,413,205,135,0.4963680387409201,0.6585365853658537,,,,,,
203124,Kyle O'Quinn,2017-18,384,199,137,0.5182291666666666,0.6884422110552764,,,,,,
203124,Kyle O'Quinn,2018-19,136,40,26,0.29411764705882354,0.65,,,,,,
203138,Hollis Thompson,2015-16,680,117,65,0.17205882352941176,0.5555555555555556,,,,,,
203138,Hollis Thompson,2016-17,377,108,62,0.2864721485411141,0.5740740740740741,,,,,,
203141,Mirza Teletovic,2015-16,777,114,75,0.14671814671814673,0.6578947368421053,,,,,,
203141,Mirza Teletovic,2016-17,418,52,26,0.12440191387559808,0.5,6.0,0.0,0.0,0.0,0.0,0.0
203143,Pablo Prigioni,2015-16,147,30,18,0.20408163265306123,0.6,5.0,0.0,0.0,0.0,0.0,0.0
203145,Kent Bazemore,2015-16,725,304,174,0.4193103448275862,0.5723684210526315,121.0,45.0,23.0,0.371900826446281,0.5111111111111111,0.8869345367551108
203145,Kent Bazemore,2016-17,721,212,116,0.29403606102635227,0.5471698113207547,53.0,15.0,8.0,0.2830188679245283,0.5333333333333333,0.9625311498754006
203145,Kent Bazemore,2017-18,676,182,102,0.2692307692307692,0.5604395604395604,,,,,,
203145,Kent Bazemore,2018-19,691,216,124,0.3125904486251809,0.5740740740740741,,,,,,
203145,Kent Bazemore,2019-20,534,172,80,0.32209737827715357,0.46511627906976744,,,,,,
203145,Kent Bazemore,2020-21,392,105,65,0.26785714285714285,0.6190476190476191,,,,,,
203145,Kent Bazemore,2021-22,139,26,9,0.18705035971223022,0.34615384615384615,,,,,,
203148,Brian Roberts,2015-16,165,36,23,0.21818181818181817,0.6388888888888888,9.0,0.0,0.0,0.0,0.0,0.0
203148,Brian Roberts,2016-17,122,22,9,0.18032786885245902,0.4090909090909091,,,,,,
203156,Henry Sims,2015-16,519,265,170,0.5105973025048169,0.6415094339622641,,,,,,
203159,Scott Machado,2018-19,627,226,135,0.36044657097288674,0.5973451327433629,,,,,,
203186,Willie Reed,2015-16,133,91,63,0.6842105263157895,0.6923076923076923,,,,,,
203186,Willie Reed,2016-17,285,183,127,0.6421052631578947,0.6939890710382514,,,,,,
203186,Willie Reed,2017-18,121,80,57,0.6611570247933884,0.7125,,,,,,
203187,Chris Johnson,2015-16,194,52,33,0.26804123711340205,0.6346153846153846,,,,,,
203200,Justin Holiday,2015-16,228,68,31,0.2982456140350877,0.45588235294117646,,,,,,
203200,Justin Holiday,2016-17,538,113,70,0.2100371747211896,0.6194690265486725,,,,,,
203200,Justin Holiday,2017-18,782,118,58,0.15089514066496162,0.4915254237288136,,,,,,
203200,Justin Holiday,2018-19,777,129,81,0.16602316602316602,0.627906976744186,,,,,,
203200,Justin Holiday,2019-20,486,89,50,0.1831275720164609,0.5617977528089888,21.0,2.0,1.0,0.09523809523809523,0.5,0.5200642054574639
203200,Justin Holiday,2020-21,625,110,64,0.176,0.5818181818181818,,,,,,
203200,Justin Holiday,2021-22,662,88,49,0.13293051359516617,0.5568181818181818,,,,,,
203200,Justin Holiday,2022-23,204,32,23,0.1568627450980392,0.71875,,,,,,
203200,Justin Holiday,2023-24,194,31,20,0.15979381443298968,0.6451612903225806,35.0,1.0,0.0,0.02857142857142857,0.0,0.17880184331797236
203210,JaMychal Green,2015-16,495,256,141,0.5171717171717172,0.55078125,22.0,10.0,9.0,0.45454545454545453,0.9,0.87890625
203210,JaMychal Green,2016-17,500,228,137,0.456,0.6008771929824561,36.0,8.0,6.0,0.2222222222222222,0.75,0.4873294346978557
203210,JaMychal Green,2017-18,488,231,137,0.4733606557377049,0.5930735930735931,,,,,,
203210,JaMychal Green,2018-19,476,186,116,0.3907563025210084,0.6236559139784946,43.0,14.0,8.0,0.32558139534883723,0.5714285714285714,0.833208302075519
203210,JaMychal Green,2019-20,352,79,44,0.22443181818181818,0.5569620253164557,55.0,26.0,18.0,0.4727272727272727,0.6923076923076923,2.1063291139240508
203210,JaMychal Green,2020-21,374,112,71,0.2994652406417112,0.6339285714285714,45.0,23.0,13.0,0.5111111111111111,0.5652173913043478,1.7067460317460317
203210,JaMychal Green,2021-22,327,151,101,0.4617737003058104,0.6688741721854304,16.0,6.0,5.0,0.375,0.8333333333333334,0.8120860927152318
203210,JaMychal Green,2022-23,252,104,74,0.4126984126984127,0.7115384615384616,23.0,4.0,3.0,0.17391304347826086,0.75,0.4214046822742475
203268,Jorge Gutierrez,2015-16,227,77,47,0.3392070484581498,0.6103896103896104,3.0,1.0,0.0,0.3333333333333333,0.0,0.9826839826839826
203382,Aron Baynes,2015-16,384,198,115,0.515625,0.5808080808080808,9.0,5.0,4.0,0.5555555555555556,0.8,1.0774410774410774
203382,Aron Baynes,2016-17,279,150,83,0.5376344086021505,0.5533333333333333,,,,,,
203382,Aron Baynes,2017-18,446,190,104,0.4260089686098655,0.5473684210526316,89.0,43.0,28.0,0.48314606741573035,0.6511627906976745,1.1341218214074513
203382,Aron Baynes,2018-19,223,115,63,0.515695067264574,0.5478260869565217,14.0,6.0,5.0,0.42857142857142855,0.8333333333333334,0.8310559006211179
203382,Aron Baynes,2019-20,381,137,87,0.35958005249343833,0.635036496350365,,,,,,
203382,Aron Baynes,2020-21,304,131,78,0.4309210526315789,0.5954198473282443,,,,,,
203457,Nerlens Noel,2015-16,587,343,239,0.5843270868824532,0.6967930029154519,,,,,,
203457,Nerlens Noel,2016-17,309,204,145,0.6601941747572816,0.7107843137254902,,,,,,
203457,Nerlens Noel,2017-18,105,69,39,0.6571428571428571,0.5652173913043478,,,,,,
203457,Nerlens Noel,2018-19,276,173,124,0.6268115942028986,0.7167630057803468,20.0,12.0,7.0,0.6,0.5833333333333334,0.9572254335260115
203457,Nerlens Noel,2019-20,269,174,147,0.6468401486988847,0.8448275862068966,17.0,11.0,7.0,0.6470588235294118,0.6363636363636364,1.0003380662609873
203457,Nerlens Noel,2020-21,223,160,113,0.7174887892376681,0.70625,10.0,8.0,4.0,0.8,0.5,1.1150000000000002
203458,Alex Len,2015-16,624,300,166,0.4807692307692308,0.5533333333333333,,,,,,
203458,Alex Len,2016-17,463,266,164,0.5745140388768899,0.6165413533834586,,,,,,
203458,Alex Len,2017-18,378,307,189,0.8121693121693122,0.6156351791530945,,,,,,
203458,Alex Len,2018-19,648,345,214,0.5324074074074074,0.6202898550724638,,,,,,
203458,Alex Len,2019-20,319,186,127,0.5830721003134797,0.6827956989247311,,,,,,
203458,Alex Len,2020-21,278,158,121,0.5683453237410072,0.7658227848101266,14.0,8.0,6.0,0.5714285714285714,0.75,1.0054249547920433
203458,Alex Len,2021-22,176,85,59,0.48295454545454547,0.6941176470588235,,,,,,
203459,Allen Crabbe,2015-16,678,98,67,0.14454277286135694,0.6836734693877551,73.0,9.0,6.0,0.1232876712328767,0.6666666666666666,0.8529493989376571
203459,Allen Crabbe,2016-17,647,110,67,0.17001545595054096,0.6090909090909091,24.0,3.0,1.0,0.125,0.3333333333333333,0.7352272727272727
203459,Allen Crabbe,2017-18,827,84,60,0.10157194679564692,0.7142857142857143,,,,,,
203459,Allen Crabbe,2018-19,373,36,20,0.09651474530831099,0.5555555555555556,,,,,,
203459,Allen Crabbe,2019-20,177,16,12,0.0903954802259887,0.75,,,,,,
203460,Andre Roberson,2015-16,274,156,100,0.5693430656934306,0.6410256410256411,86.0,41.0,28.0,0.47674418604651164,0.6829268292682927,0.8373583780560525
203460,Andre Roberson,2016-17,463,253,164,0.5464362850971922,0.6482213438735178,46.0,24.0,17.0,0.5217391304347826,0.7083333333333334,0.9548032307956693
203460,Andre Roberson,2017-18,162,123,79,0.7592592592592593,0.6422764227642277,,,,,,
203461,Anthony Bennett,2016-17,120,51,32,0.425,0.6274509803921569,,,,,,
203462,Archie Goodwin,2015-16,422,241,131,0.5710900473933649,0.5435684647302904,,,,,,
203462,Archie Goodwin,2016-17,498,307,181,0.6164658634538153,0.5895765472312704,,,,,,
203463,Ben McLemore,2015-16,455,141,88,0.3098901098901099,0.624113475177305,,,,,,
203463,Ben McLemore,2016-17,419,98,63,0.23389021479713604,0.6428571428571429,,,,,,
203463,Ben McLemore,2017-18,381,110,62,0.2887139107611549,0.5636363636363636,,,,,,
203463,Ben McLemore,2019-20,545,82,58,0.15045871559633028,0.7073170731707317,40.0,4.0,1.0,0.1,0.25,0.6646341463414634
203463,Ben McLemore,2020-21,365,40,24,0.1095890410958904,0.6,9.0,1.0,0.0,0.1111111111111111,0.0,1.0138888888888888
203463,Ben McLemore,2021-22,539,57,39,0.10575139146567718,0.6842105263157895,,,,,,
203464,Brandon Paul,2017-18,234,75,49,0.32051282051282054,0.6533333333333333,,,,,,
203468,CJ McCollum,2015-16,1431,288,142,0.20125786163522014,0.4930555555555556,197.0,29.0,17.0,0.14720812182741116,0.5862068965517241,0.7314403553299492
203468,CJ McCollum,2016-17,1441,299,169,0.20749479528105483,0.5652173913043478,80.0,12.0,7.0,0.15,0.5833333333333334,0.7229096989966555
203468,CJ McCollum,2017-18,1505,310,165,0.2059800664451827,0.532258064516129,77.0,20.0,13.0,0.2597402597402597,0.65,1.2609970674486803
203468,CJ McCollum,2018-19,1243,264,145,0.21238938053097345,0.5492424242424242,350.0,67.0,37.0,0.19142857142857142,0.5522388059701493,0.9013095238095238
203468,CJ McCollum,2019-20,1356,268,149,0.1976401179941003,0.5559701492537313,99.0,23.0,14.0,0.23232323232323232,0.6086956521739131,1.1754862053369515
203468,CJ McCollum,2020-21,884,122,69,0.13800904977375567,0.5655737704918032,114.0,15.0,10.0,0.13157894736842105,0.6666666666666666,0.9534081104400344
203468,CJ McCollum,2021-22,1164,173,106,0.1486254295532646,0.6127167630057804,125.0,17.0,9.0,0.136,0.5294117647058824,0.9150520231213873
203468,CJ McCollum,2022-23,1344,213,125,0.15848214285714285,0.5868544600938967,,,,,,
203468,CJ McCollum,2023-24,1055,151,82,0.14312796208530806,0.543046357615894,74.0,13.0,9.0,0.17567567567567569,0.6923076923076923,1.2274028995883302
203468,CJ McCollum,2024-25,1000,187,116,0.187,0.6203208556149733,,,,,,
203469,Cody Zeller,2015-16,437,297,185,0.6796338672768879,0.622895622895623,38.0,26.0,13.0,0.6842105263157895,0.5,1.0067340067340067
203469,Cody Zeller,2016-17,443,302,196,0.6817155756207675,0.6490066225165563,,,,,,
203469,Cody Zeller,2017-18,156,109,62,0.6987179487179487,0.5688073394495413,,,,,,
203469,Cody Zeller,2018-19,345,226,146,0.6550724637681159,0.6460176991150443,,,,,,
203469,Cody Zeller,2019-20,479,317,201,0.6617954070981211,0.6340694006309149,,,,,,
203469,Cody Zeller,2020-21,324,235,153,0.7253086419753086,0.6510638297872341,,,,,,
203471,Dennis Schröder,2015-16,781,307,158,0.39308578745198464,0.5146579804560261,104.0,46.0,27.0,0.4423076923076923,0.5869565217391305,1.125219243297419
203471,Dennis Schröder,2016-17,1214,491,267,0.40444810543657334,0.5437881873727087,110.0,34.0,20.0,0.3090909090909091,0.5882352941176471,0.7642288465099055
203471,Dennis Schröder,2017-18,1146,378,206,0.3298429319371728,0.544973544973545,,,,,,
203471,Dennis Schröder,2018-19,1104,303,156,0.27445652173913043,0.5148514851485149,55.0,11.0,4.0,0.2,0.36363636363636365,0.7287128712871288
203471,Dennis Schröder,2019-20,965,250,157,0.25906735751295334,0.628,109.0,29.0,18.0,0.26605504587155965,0.6206896551724138,1.0269724770642203
203471,Dennis Schröder,2020-21,760,236,132,0.3105263157894737,0.559322033898305,70.0,24.0,15.0,0.34285714285714286,0.625,1.1041162227602905
203471,Dennis Schröder,2021-22,724,170,108,0.23480662983425415,0.6352941176470588,,,,,,
