player,season,star_potential,king_probability,bulldozer_probability,sniper_probability,victim_probability,predicted_archetype,actual_archetype,AGE,current_usage,is_star_predicted,is_star_actual,rank
Neemias Queta,2021-22,0.0399188864976167,0.0250008217990398,0.0149180646985769,0.213528499007225,0.7465526461601257,Victim (Fragile Role),,22.0,0.176,False,,43
Isaiah Hicks,2018-19,0.0398853225633501,0.0245144981890916,0.0153708243742585,0.2256994247436523,0.7344152331352234,Victim (Fragile Role),,24.0,0.153,False,,44
Isaiah Hartenstein,2020-21,0.0398337356746196,0.0249474942684173,0.0148862414062023,0.1904738247394561,0.7696924209594727,Victim (Fragile Role),,23.0,0.187,False,,45
KZ Okpala,2021-22,0.0398337356746196,0.0249474942684173,0.0148862414062023,0.1904738247394561,0.7696924209594727,Victim (Fragile Role),,23.0,0.141,False,,46
Jalen Smith,2020-21,0.0398337356746196,0.0249474942684173,0.0148862414062023,0.1904738247394561,0.7696924209594727,Victim (Fragile Role),,21.0,0.161,False,,47
Trae Young,2019-20,0.0397787108086049,0.0379095375537872,0.0018691732548177,0.1000972911715507,0.8601239919662476,Victim (Fragile Role),,21.0,0.339,False,,48
Tyler Cook,2019-20,0.039771063253283404,0.0238466374576091,0.0159244257956743,0.1832909733057022,0.7769379019737244,Victim (Fragile Role),,22.0,0.15,False,,49
Jared Harper,2019-20,0.039637086912989505,0.024361927062273,0.0152751598507165,0.2305185347795486,0.7298443913459778,Victim (Fragile Role),,22.0,0.222,False,,50
Thanasis Antetokounmpo,2015-16,0.039637086912989505,0.024361927062273,0.0152751598507165,0.2305185347795486,0.7298443913459778,Victim (Fragile Role),,23.0,0.286,False,,51
Trevor Hudgins,2022-23,0.0393097887281327,0.0364642441272735,0.0028455446008592,0.2970254719257355,0.663664698600769,Victim (Fragile Role),,24.0,0.177,False,,52
Chris Chiozza,2019-20,0.0393097887281327,0.0364642441272735,0.0028455446008592,0.2970254719257355,0.663664698600769,Victim (Fragile Role),,24.0,0.175,False,,53
Cassius Winston,2021-22,0.0393097887281327,0.0364642441272735,0.0028455446008592,0.2970254719257355,0.663664698600769,Victim (Fragile Role),,24.0,0.184,False,,54
Jarnell Stokes,2015-16,0.0391780119389294,0.024079767987132,0.0150982439517974,0.2161075174808502,0.7447144985198975,Victim (Fragile Role),,22.0,0.133,False,,55
Thon Maker,2020-21,0.0391780119389294,0.024079767987132,0.0150982439517974,0.2161075174808502,0.7447144985198975,Victim (Fragile Role),,24.0,0.145,False,,56
Jalen Slawson,2023-24,0.0391780119389294,0.024079767987132,0.0150982439517974,0.2161075174808502,0.7447144985198975,Victim (Fragile Role),,24.0,0.088,False,,57
Cui Cui,2024-25,0.0391780119389294,0.024079767987132,0.0150982439517974,0.2161075174808502,0.7447144985198975,Victim (Fragile Role),,22.0,0.296,False,,58
Chris Chiozza,2018-19,0.039058972615748595,0.0362315848469734,0.0028273877687752,0.3063556551933288,0.6545853614807129,Victim (Fragile Role),,23.0,0.108,False,,59
Vince Williams Jr.,2022-23,0.0389534207060932,0.0243961606174707,0.0145572600886225,0.2083641737699508,0.7526824474334717,Victim (Fragile Role),,22.0,0.176,False,,60
Mouhamed Gueye,2023-24,0.0389534207060932,0.0243961606174707,0.0145572600886225,0.2083641737699508,0.7526824474334717,Victim (Fragile Role),,21.0,0.144,False,,61
Buddy Boeheim,2022-23,0.0389534207060932,0.0243961606174707,0.0145572600886225,0.2083641737699508,0.7526824474334717,Victim (Fragile Role),,23.0,0.131,False,,62
Juwan Morgan,2020-21,0.0389534207060932,0.0243961606174707,0.0145572600886225,0.2083641737699508,0.7526824474334717,Victim (Fragile Role),,24.0,0.102,False,,63
Bruno Caboclo,2017-18,0.0389534207060932,0.0243961606174707,0.0145572600886225,0.2083641737699508,0.7526824474334717,Victim (Fragile Role),,22.0,0.152,False,,64
Dereon Seabron,2022-23,0.038870651274919406,0.0360568948090076,0.0028137564659118,0.3048786222934723,0.6562507748603821,Victim (Fragile Role),,23.0,0.156,False,,65
Troy Caupain,2018-19,0.038870651274919406,0.0360568948090076,0.0028137564659118,0.3048786222934723,0.6562507748603821,Victim (Fragile Role),,23.0,0.216,False,,66
Pete Nance,2023-24,0.038870651274919406,0.0360568948090076,0.0028137564659118,0.3048786222934723,0.6562507748603821,Victim (Fragile Role),,24.0,0.138,False,,67
Jalen Pickett,2023-24,0.038870651274919406,0.0360568948090076,0.0028137564659118,0.3048786222934723,0.6562507748603821,Victim (Fragile Role),,24.0,0.164,False,,68
Cliff Alexander,2015-16,0.0387573027983307,0.0238211899995803,0.0149361127987504,0.2137868404388427,0.7474558353424072,Victim (Fragile Role),,20.0,0.134,False,,69
Adam Mokoka,2020-21,0.0387573027983307,0.0238211899995803,0.0149361127987504,0.2137868404388427,0.7474558353424072,Victim (Fragile Role),,22.0,0.171,False,,70
J.P. Macura,2018-19,0.0387573027983307,0.0238211899995803,0.0149361127987504,0.2137868404388427,0.7474558353424072,Victim (Fragile Role),,24.0,0.209,False,,71
Vic Law,2019-20,0.0387573027983307,0.0238211899995803,0.0149361127987504,0.2137868404388427,0.7474558353424072,Victim (Fragile Role),,24.0,0.15,False,,72
Miye Oni,2021-22,0.0387573027983307,0.0238211899995803,0.0149361127987504,0.2137868404388427,0.7474558353424072,Victim (Fragile Role),,24.0,0.095,False,,73
Markelle Fultz,2017-18,0.0387253302615135,0.0367306321859359,0.0019946980755776,0.2758693695068359,0.6854052543640137,Victim (Fragile Role),,20.0,0.218,False,,74
Udoka Azubuike,2021-22,0.0385003499686717,0.0197254586964845,0.0187748912721872,0.0755445510149002,0.8859550952911377,Victim (Fragile Role),,22.0,0.143,False,,75
Ty-Shon Alexander,2020-21,0.038430523127317304,0.0229446273297071,0.0154858957976102,0.2216561585664749,0.739913284778595,Victim (Fragile Role),,22.0,0.143,False,,76
E.J. Liddell,2024-25,0.0383521281182765,0.0237342249602079,0.0146179031580686,0.0908973291516304,0.8707505464553833,Victim (Fragile Role),,24.0,0.13,False,,77
Tony Bradley,2019-20,0.038284489884972406,0.0196148641407489,0.0186696257442235,0.0751210078597068,0.8865945339202881,Victim (Fragile Role),,22.0,0.147,False,,78
Juancho Hernangomez,2017-18,0.0382118169218301,0.0232672281563282,0.0149445887655019,0.2139081507921219,0.7478799819946289,Victim (Fragile Role),,22.0,0.134,False,,79
Dylan Windler,2020-21,0.0382118169218301,0.0232672281563282,0.0149445887655019,0.2139081507921219,0.7478799819946289,Victim (Fragile Role),,24.0,0.14,False,,80
Nick Richards,2021-22,0.0379252424463629,0.0234700515866279,0.014455190859735,0.0898855999112129,0.8721891641616821,Victim (Fragile Role),,24.0,0.147,False,,81
Donovan Mitchell,2019-20,0.0378439038759097,0.036744587123394,0.0010993167525157,0.0962106138467788,0.8659455180168152,Victim (Fragile Role),King (Resilient Star),23.0,0.303,False,True,82
Monte Morris,2017-18,0.0376231605187058,0.0239343903958797,0.0136887701228261,0.2909426987171173,0.6714341044425964,Victim (Fragile Role),,23.0,0.136,False,,83
Tyler Bey,2020-21,0.037532665766775504,0.0224085673689842,0.0151240983977913,0.2164775729179382,0.7459897994995117,Victim (Fragile Role),,23.0,0.143,False,,84
Trae Young,2021-22,0.037432088283821795,0.0358303487300872,0.0016017395537346,0.0965766012668609,0.8659913539886475,Victim (Fragile Role),Victim (Fragile Role),23.0,0.333,False,False,85
Bobi Klintman,2024-25,0.0372476531192659,0.0226129610091447,0.0146346921101212,0.0910017266869545,0.8717506527900696,Victim (Fragile Role),,22.0,0.121,False,,86
Marcus Derrickson,2018-19,0.0372476531192659,0.0226129610091447,0.0146346921101212,0.0910017266869545,0.8717506527900696,Victim (Fragile Role),,23.0,0.233,False,,87
Frank Ntilikina,2020-21,0.037190221715718404,0.03488140553236,0.0023088161833584,0.1956744939088821,0.7671352624893188,Victim (Fragile Role),,22.0,0.134,False,,88
Jakob Poeltl,2017-18,0.037185940891504204,0.0210017040371894,0.0161842368543148,0.1306435763835907,0.8321704864501953,Victim (Fragile Role),,22.0,0.143,False,,89
Joe Wieskamp,2021-22,0.037128943949937696,0.0221675280481576,0.0149614159017801,0.214148998260498,0.7487220764160156,Victim (Fragile Role),,22.0,0.129,False,,90
Anthony Black,2023-24,0.0369530864991247,0.0346589908003807,0.002294095698744,0.1391148120164871,0.8239321112632751,Victim (Fragile Role),,20.0,0.123,False,,91
Jalen Johnson,2021-22,0.0369530864991247,0.0346589908003807,0.002294095698744,0.1391148120164871,0.8239321112632751,Victim (Fragile Role),,20.0,0.183,False,,92
Derrick Walton Jr.,2017-18,0.0369530864991247,0.0346589908003807,0.002294095698744,0.1391148120164871,0.8239321112632751,Victim (Fragile Role),,23.0,0.092,False,,93
Darius Bazley,2023-24,0.0369530864991247,0.0346589908003807,0.002294095698744,0.1391148120164871,0.8239321112632751,Victim (Fragile Role),,24.0,0.118,False,,94
Chet Holmgren,2024-25,0.0369530864991247,0.0346589908003807,0.002294095698744,0.1391148120164871,0.8239321112632751,Victim (Fragile Role),,23.0,0.214,False,,95
Dereck Lively II,2024-25,0.0369281163439154,0.0152181377634406,0.0217099785804748,0.097522884607315,0.8655489683151245,Victim (Fragile Role),,21.0,0.132,False,,96
Ryan Arcidiacono,2017-18,0.036866939626633996,0.0224240645766258,0.0144428750500082,0.216627299785614,0.7465057373046875,Victim (Fragile Role),,24.0,0.081,False,,97
Ja Morant,2021-22,0.0366889085853472,0.0355318859219551,0.0011570226633921,0.1250394582748413,0.8382716774940491,Victim (Fragile Role),Bulldozer (Fragile Star),22.0,0.33,False,True,98
Malik Monk,2019-20,0.036634422140195896,0.0351804755628109,0.001453946577385,0.4687188565731048,0.4946467280387878,Victim (Fragile Role),,22.0,0.22,False,,99
David Duke Jr.,2023-24,0.036581238498911206,0.0334040448069572,0.003177193691954,0.2109612673521042,0.7524574398994446,Victim (Fragile Role),,24.0,0.179,False,,100
Daryl Macon,2019-20,0.036581238498911206,0.0334040448069572,0.003177193691954,0.2109612673521042,0.7524574398994446,Victim (Fragile Role),,24.0,0.167,False,,101
Mac McClung,2021-22,0.036581238498911206,0.0334040448069572,0.003177193691954,0.2109612673521042,0.7524574398994446,Victim (Fragile Role),,23.0,0.164,False,,102
Coty Clarke,2015-16,0.036581238498911206,0.0334040448069572,0.003177193691954,0.2109612673521042,0.7524574398994446,Victim (Fragile Role),,23.0,0.357,False,,103
Sekou Doumbouya,2021-22,0.0365490671247243,0.0333746671676635,0.0031743999570608,0.1508126705884933,0.8126382827758789,Victim (Fragile Role),,21.0,0.286,False,,104
Dariq Whitehead,2024-25,0.0365490671247243,0.0333746671676635,0.0031743999570608,0.1508126705884933,0.8126382827758789,Victim (Fragile Role),,20.0,0.189,False,,105
Vincent Hunter,2017-18,0.0365490671247243,0.0333746671676635,0.0031743999570608,0.1508126705884933,0.8126382827758789,Victim (Fragile Role),,23.0,0.25,False,,106
Josh Minott,2022-23,0.0365490671247243,0.0333746671676635,0.0031743999570608,0.1508126705884933,0.8126382827758789,Victim (Fragile Role),,20.0,0.176,False,,107
Bol Bol,2021-22,0.0363610177300869,0.0332029499113559,0.003158067818731,0.1500367075204849,0.8136022686958313,Victim (Fragile Role),,22.0,0.16,False,,108
Pat Connaughton,2016-17,0.0363610177300869,0.0332029499113559,0.003158067818731,0.1500367075204849,0.8136022686958313,Victim (Fragile Role),,24.0,0.127,False,,109
Rui Hachimura,2021-22,0.0363610177300869,0.0332029499113559,0.003158067818731,0.1500367075204849,0.8136022686958313,Victim (Fragile Role),,24.0,0.205,False,,110
Jabari Bird,2017-18,0.0363610177300869,0.0332029499113559,0.003158067818731,0.1500367075204849,0.8136022686958313,Victim (Fragile Role),,23.0,0.141,False,,111
Keon Johnson,2023-24,0.0361777718644588,0.0330356210470199,0.0031421508174389,0.1970398873090744,0.7667823433876038,Victim (Fragile Role),,22.0,0.212,False,,112
Ja Morant,2019-20,0.0360542997950687,0.0349000170826911,0.0011542827123776,0.1008369699120521,0.8631086945533752,Victim (Fragile Role),,20.0,0.256,False,,113
Drew Eubanks,2018-19,0.0358939385041593,0.0336655974388122,0.0022283410653471,0.1888541579246521,0.7752519249916077,Victim (Fragile Role),,22.0,0.148,False,,114
Sam Hauser,2021-22,0.0358493048697709,0.0336258932948112,0.0022234115749597,0.1348285377025604,0.8293221592903137,Victim (Fragile Role),,24.0,0.136,False,,115
Zeke Nnaji,2022-23,0.0358185470104217,0.0181330237537622,0.0176855232566595,0.1991627514362335,0.7650187611579895,Victim (Fragile Role),,22.0,0.149,False,,116
Bol Bol,2019-20,0.035647108219563906,0.0213739220052957,0.0142731862142682,0.1642850786447525,0.8000678420066833,Victim (Fragile Role),,20.0,0.206,False,,117
Malaki Branham,2024-25,0.0356177272042259,0.0341054871678352,0.0015122400363907,0.090944118797779,0.8734381198883057,Victim (Fragile Role),,22.0,0.233,False,,118
Andrew Wiggins,2016-17,0.035594490822404595,0.0340985395014286,0.001495951320976,0.0800006464123725,0.8844048380851746,Victim (Fragile Role),,22.0,0.286,False,,119
Terquavion Smith,2023-24,0.0355914100073277,0.032500185072422,0.0030912249349057,0.2052530497312545,0.7591555118560791,Victim (Fragile Role),,21.0,0.242,False,,120
Mark Williams,2022-23,0.035544241778552504,0.020358944311738,0.0151852974668145,0.1430990099906921,0.8213567733764648,Victim (Fragile Role),,21.0,0.168,False,,121
Jared Butler,2022-23,0.035499844467267304,0.0332270972430706,0.0022727472241967,0.0811434015631675,0.8833568096160889,Victim (Fragile Role),,22.0,0.208,False,,122
Nate Williams,2022-23,0.035433197626843896,0.0332334600389003,0.0021997375879436,0.1757210493087768,0.7888457775115967,Victim (Fragile Role),,24.0,0.139,False,,123
Donovan Mitchell,2018-19,0.0354154295055195,0.0342310145497322,0.0011844149557873,0.2127974778413772,0.7517870664596558,Victim (Fragile Role),Bulldozer (Fragile Star),22.0,0.309,False,True,124
Elijah Hughes,2020-21,0.035329743288457297,0.0322612449526786,0.0030684983357787,0.2037440240383148,0.7609261870384216,Victim (Fragile Role),,23.0,0.242,False,,125
Bol Bol,2020-21,0.035325036384165204,0.023785239085555,0.0115397972986102,0.2182141989469528,0.7464607357978821,Victim (Fragile Role),,21.0,0.191,False,,126
Orlando Robinson,2022-23,0.0352607648819684,0.0184055548161268,0.0168552100658416,0.2626651227474212,0.7020741701126099,Victim (Fragile Role),,22.0,0.116,False,,127
Nerlens Noel,2016-17,0.0352290915325283,0.0229177400469779,0.0123113514855504,0.1552925854921341,0.8094782829284668,Victim (Fragile Role),,23.0,0.171,False,,128
Isaiah Roby,2021-22,0.0351643059402703,0.0204434376209974,0.0147208683192729,0.2948981821537018,0.6699374914169312,Victim (Fragile Role),,24.0,0.185,False,,129
Melvin Frazier Jr.,2019-20,0.0351594793610274,0.0321057699620723,0.0030537093989551,0.202762097120285,0.7620784044265747,Victim (Fragile Role),,23.0,0.129,False,,130
Derrick White,2017-18,0.0350462384521961,0.0196330603212118,0.0154131781309843,0.0794693380594253,0.8854843974113464,Victim (Fragile Role),,23.0,0.146,False,,131
Bruno Fernando,2021-22,0.0349947940558194,0.0216565374284982,0.0133382566273212,0.0829402059316635,0.882064938545227,Victim (Fragile Role),,23.0,0.197,False,,132
PJ Hall,2024-25,0.0349947940558194,0.0216565374284982,0.0133382566273212,0.0829402059316635,0.882064938545227,Victim (Fragile Role),,23.0,0.176,False,,133
Montrezl Harrell,2015-16,0.0349947940558194,0.0216565374284982,0.0133382566273212,0.0829402059316635,0.882064938545227,Victim (Fragile Role),,22.0,0.141,False,,134
Keldon Johnson,2019-20,0.0349132921546696,0.0184830166399478,0.0164302755147218,0.0579417124390602,0.9071449637413024,Victim (Fragile Role),,20.0,0.164,False,,135
Jamal Murray,2016-17,0.034794004051946,0.0337593257427215,0.0010346783092245,0.2604142129421234,0.704791784286499,Victim (Fragile Role),,20.0,0.212,False,,136
Donovan Mitchell,2017-18,0.034637526376172796,0.0333587788045406,0.0012787475716322,0.1041625663638114,0.8611999154090881,Victim (Fragile Role),Bulldozer (Fragile Star),21.0,0.283,False,True,137
Nassir Little,2023-24,0.0345406960695981,0.0226631965488195,0.0118774995207786,0.1957162171602249,0.7697430849075317,Victim (Fragile Role),,24.0,0.132,False,,138
Henry Ellenson,2018-19,0.034502632683142895,0.032360665500164,0.0021419671829789,0.2043718695640564,0.7611254453659058,Victim (Fragile Role),,22.0,0.186,False,,139
Ivica Zubac,2017-18,0.0344532195013016,0.0323163941502571,0.0021368253510445,0.1295778900384903,0.8359689116477966,Victim (Fragile Role),,21.0,0.172,False,,140
Sandro Mamukelashvili,2021-22,0.0344532195013016,0.0323163941502571,0.0021368253510445,0.1295778900384903,0.8359689116477966,Victim (Fragile Role),,23.0,0.142,False,,141
Derrick White,2018-19,0.034426614874973796,0.0332568660378456,0.0011697488371282,0.5074769854545593,0.4580963850021362,Sniper (Resilient Role),King (Resilient Star),24.0,0.178,False,True,142
Tim Quarterman,2016-17,0.034270840929821,0.0320767760276794,0.0021940649021416,0.0734592676162719,0.8922699093818665,Victim (Fragile Role),,22.0,0.224,False,,143
Jordan Miller,2023-24,0.034270840929821,0.0320767760276794,0.0021940649021416,0.0734592676162719,0.8922699093818665,Victim (Fragile Role),,24.0,0.153,False,,144
Udoka Azubuike,2022-23,0.0341077297925948,0.0311481654644012,0.0029595643281936,0.140606015920639,0.8252862691879272,Victim (Fragile Role),,23.0,0.113,False,,145
Tre Mann,2024-25,0.0340690824668854,0.0325941666960716,0.0014749157708138,0.1598977148532867,0.806033194065094,Victim (Fragile Role),,24.0,0.25,False,,146
Louis King,2022-23,0.034028049558401,0.0180143732577562,0.0160136763006448,0.0549478605389595,0.9110240936279296,Victim (Fragile Role),,24.0,0.205,False,,147
Leonard Miller,2023-24,0.0339835891500114,0.020631356164813,0.0133522329851984,0.0830271169543266,0.882989227771759,Victim (Fragile Role),,20.0,0.157,False,,148
Zylan Cheatham,2019-20,0.0339835891500114,0.020631356164813,0.0133522329851984,0.0830271169543266,0.882989227771759,Victim (Fragile Role),,24.0,0.103,False,,149
Jameel Warney,2017-18,0.0339835891500114,0.020631356164813,0.0133522329851984,0.0830271169543266,0.882989227771759,Victim (Fragile Role),,24.0,0.234,False,,150
Lucas Nogueira,2015-16,0.0339295209851115,0.0309854205697774,0.0029441004153341,0.1398713737726211,0.8261991143226624,Victim (Fragile Role),,23.0,0.12,False,,151
De'Aaron Fox,2020-21,0.0339202306931838,0.0327264405786991,0.0011937901144847,0.2945090532302856,0.6715707182884216,Victim (Fragile Role),,23.0,0.304,False,,152
Jaden Springer,2022-23,0.033912937622517195,0.0317417867481708,0.0021711508743464,0.0775161460041999,0.8885709047317505,Victim (Fragile Role),,20.0,0.188,False,,153
Tony Bradley,2018-19,0.033877683803439,0.0317745134234428,0.0021031703799962,0.1275370419025421,0.8385852575302124,Victim (Fragile Role),,21.0,0.2,False,,154
Colin Castleton,2023-24,0.033877683803439,0.0317745134234428,0.0021031703799962,0.1275370419025421,0.8385852575302124,Victim (Fragile Role),,24.0,0.157,False,,155
Jamaree Bouyea,2022-23,0.033747702836990204,0.0215871073305606,0.0121605955064296,0.182081788778305,0.7841705679893494,Victim (Fragile Role),,24.0,0.12,False,,156
Donovan Mitchell,2020-21,0.0336335779866203,0.0325567945837974,0.0010767834028229,0.0591865591704845,0.9071798920631408,Victim (Fragile Role),King (Resilient Star),24.0,0.327,False,True,157
Trevon Duval,2018-19,0.0334008780773728,0.0312625095248222,0.0021383685525506,0.1354717314243316,0.831127405166626,Victim (Fragile Role),,20.0,0.231,False,,158
Tyrese Maxey,2023-24,0.0333799595246091,0.0323155894875526,0.0010643700370565,0.063501127064228,0.903118908405304,Victim (Fragile Role),King (Resilient Star),23.0,0.273,False,True,159
Luka Dončić,2018-19,0.0333178341388701,0.0321857593953609,0.0011320747435092,0.5064144730567932,0.4602677226066589,Sniper (Resilient Role),,20.0,0.296,False,,160
Tre Jones,2020-21,0.033248227322474,0.0311196316033601,0.0021285957191139,0.1402744948863983,0.8264772891998291,Victim (Fragile Role),,21.0,0.159,False,,161
Daniel Hamilton,2017-18,0.0331524945795535,0.0215256214141845,0.011626873165369,0.2195212692022323,0.7473261952400208,Victim (Fragile Role),,22.0,0.2,False,,162
Jaylen Hoard,2021-22,0.0330692902207374,0.031016306951642,0.0020529832690954,0.1739924103021621,0.7929383516311646,Victim (Fragile Role),,23.0,0.184,False,,163
Peyton Watson,2022-23,0.0330692902207374,0.031016306951642,0.0020529832690954,0.1739924103021621,0.7929383516311646,Victim (Fragile Role),,20.0,0.174,False,,164
Tony Bradley,2021-22,0.033068602439016,0.0309565290808677,0.0021120733581483,0.1661398708820343,0.8007915616035461,Victim (Fragile Role),,24.0,0.128,False,,165
