player,season,star_potential,king_probability,bulldozer_probability,sniper_probability,victim_probability,predicted_archetype,actual_archetype,AGE,current_usage,CREATION_VOLUME_RATIO,LEVERAGE_USG_DELTA,LEVERAGE_TS_DELTA,EFG_ISO_WEIGHTED,is_star_predicted,is_star_actual,rank
De'Anthony Melton,2020-21,0.5700778849422932,0.0409662015736103,0.5291116833686829,0.0086368229240179,0.4212852716445923,Bulldozer (Fragile Star),,23.0,0.189,0.4308681672025723,-0.0179999999999999,0.211,0.4890485074626866,True,,11
Kevin Porter Jr.,2019-20,0.5668981224298477,0.1255374699831009,0.4413606524467468,0.0073141474276781,0.4257877469062805,Bulldozer (Fragile Star),,20.0,0.202,0.553125,0.0339999999999999,0.0989999999999999,0.435050847457627,True,,12
Darius Garland,2020-21,0.5648540407419204,0.0784098654985427,0.4864441752433777,0.008169044740498,0.4269769489765167,Bulldozer (Fragile Star),,21.0,0.245,0.7264731750219877,0.0399999999999999,0.003,0.4741440677966101,True,,13
Davion Mitchell,2022-23,0.564027652144432,0.0879247337579727,0.4761029183864593,0.0187809690833091,0.4171913266181946,Bulldozer (Fragile Star),,24.0,0.14,0.5174129353233832,-0.03,0.1819999999999999,0.485076923076923,True,,14
Kevin Porter Jr.,2020-21,0.5629964172840118,0.1835523545742035,0.3794440627098083,0.016965253278613,0.4200383722782135,Victim (Fragile Role),,21.0,0.247,0.7407087294727744,0.0389999999999999,0.2069999999999999,0.4928774795799299,False,,15
D'Angelo Russell,2019-20,0.5622839629650115,0.1621557772159576,0.4001281857490539,0.0150691885501146,0.4226468205451965,Victim (Fragile Role),,24.0,0.305,0.6905972045743329,0.059,0.0449999999999999,0.4771159153633854,False,,16
Cason Wallace,2024-25,0.5562887080013751,0.0506839044392108,0.5056048035621643,0.0206193532794713,0.4230918884277344,Bulldozer (Fragile Star),,21.0,0.124,0.3875432525951557,-0.031,0.1699999999999999,0.5293035714285714,True,,17
Coby White,2022-23,0.5545605905354023,0.0412294156849384,0.5133311748504639,0.0089003555476665,0.4365390241146087,Bulldozer (Fragile Star),,23.0,0.17,0.3909774436090225,-0.047,0.18,0.4924230769230769,True,,18
Collin Sexton,2022-23,0.5505003407597541,0.0675565972924232,0.4829437434673309,0.0216188207268714,0.4278808832168579,Bulldozer (Fragile Star),,24.0,0.23,0.6693766937669376,-0.017,0.1149999999999999,0.5400728744939273,True,,19
Christian Braun,2022-23,0.5494311302900314,0.0605679303407669,0.4888631999492645,0.0220864415168762,0.4284824728965759,Bulldozer (Fragile Star),,22.0,0.127,0.3155893536121673,-0.0129999999999999,0.097,0.5071325301204819,True,,20
Raul Neto,2015-16,0.545464538037777,0.0967670306563377,0.4486975073814392,0.0186921600252389,0.4358433485031128,Bulldozer (Fragile Star),,24.0,0.172,0.5251256281407035,-0.0169999999999999,0.0349999999999999,0.464688995215311,True,,21
Kyle Anderson,2015-16,0.5411426573991774,0.1210254281759262,0.4201172292232513,0.0310878418385982,0.4277695119380951,Victim (Fragile Role),,22.0,0.143,0.5601659751037343,0.016,0.4169999999999999,0.4959037037037037,False,,22
Jaden Ivey,2023-24,0.539196141064167,0.0628184154629707,0.4763777256011963,0.0154057955369353,0.4453980624675751,Bulldozer (Fragile Star),,22.0,0.244,0.562634989200864,-0.002,0.006,0.4749097888675624,True,,23
Isaiah Roby,2020-21,0.5360561050474643,0.0437532700598239,0.4923028349876404,0.007884033024311,0.456059843301773,Bulldozer (Fragile Star),,23.0,0.171,0.3291139240506328,-0.03,0.0099999999999998,0.4312307692307692,True,,24
Aaron Holiday,2020-21,0.5359620153903961,0.0959256589412689,0.4400363564491272,0.0184834636747837,0.4455544948577881,Victim (Fragile Role),,24.0,0.189,0.5188284518828452,-0.035,0.256,0.4449838709677419,False,,25
D'Angelo Russell,2015-16,0.5351917147636414,0.1407687962055206,0.3944229185581207,0.0145842209458351,0.4502240121364593,Victim (Fragile Role),,20.0,0.238,0.5993975903614458,-0.0129999999999999,0.125,0.448681742043551,False,,26
Trendon Watford,2022-23,0.5333905592560768,0.0497409775853157,0.4836495816707611,0.0190034583210945,0.4476059377193451,Bulldozer (Fragile Star),,22.0,0.158,0.4266304347826087,-0.036,0.275,0.5733566878980891,True,,27
Kyle Anderson,2017-18,0.5325259566307067,0.108892947435379,0.4236330091953277,0.010581306181848,0.4568926692008972,Victim (Fragile Role),,24.0,0.133,0.3932038834951456,-0.001,0.063,0.4627037037037037,False,,28
Tre Jones,2022-23,0.5325158536434174,0.0728001594543457,0.4597156941890716,0.0113827530294656,0.4561014175415039,Bulldozer (Fragile Star),,23.0,0.189,0.7526254375729288,0.039,0.0479999999999999,0.4822527131782946,True,,29
Bradley Beal,2015-16,0.5318463891744614,0.1387737244367599,0.3930726647377014,0.0123210325837135,0.4558326005935669,Victim (Fragile Role),,23.0,0.245,0.5363385464581416,-0.004,0.0439999999999999,0.4800154373927959,False,,30
Cole Anthony,2022-23,0.5294410362839698,0.0443366840481758,0.485104352235794,0.0136246355250477,0.4569343030452728,Bulldozer (Fragile Star),,23.0,0.209,0.6363636363636364,-0.031,0.066,0.5091923076923077,True,,31
Wayne Selden,2017-18,0.5266207680106162,0.1083895787596702,0.418231189250946,0.0174347795546054,0.4559444785118103,Victim (Fragile Role),,23.0,0.212,0.4766187050359711,-0.0089999999999999,0.1449999999999999,0.4728528301886792,False,,32
Jamal Shead,2024-25,0.5248987823724747,0.2125965803861618,0.3123022019863128,0.0142651135101914,0.4608360528945923,Victim (Fragile Role),,22.0,0.179,0.538899430740038,0.04,0.046,0.4393274647887324,False,,33
Terence Davis,2020-21,0.5223980769515036,0.0878291353583335,0.4345689415931701,0.0170551538467407,0.4605467319488525,Victim (Fragile Role),,24.0,0.213,0.3758620689655172,-0.002,0.1749999999999999,0.4882018348623853,False,,34
Jake LaRavia,2023-24,0.5189050883054733,0.127042219042778,0.3918628692626953,0.0229737851768732,0.4581211507320404,Victim (Fragile Role),,22.0,0.201,0.3420245398773006,-0.015,0.019,0.4418789237668161,False,,35
Bones Hyland,2022-23,0.5163072943687438,0.1565206348896026,0.3597866594791412,0.0196698661893606,0.4640228450298309,Victim (Fragile Role),,22.0,0.271,0.6146341463414635,-0.016,0.0749999999999999,0.4342777777777777,False,,36
Cam Thomas,2022-23,0.5110007226467131,0.1630289554595947,0.3479717671871185,0.0128986462950706,0.4761006534099579,Victim (Fragile Role),,21.0,0.268,0.8262987012987013,0.1489999999999999,0.156,0.465467583497053,False,,37
Svi Mykhailiuk,2020-21,0.5068352073431014,0.0662573128938674,0.440577894449234,0.0119390999898314,0.4812257587909698,Victim (Fragile Role),,24.0,0.19,0.3096446700507614,0.002,0.028,0.4340382513661202,False,,38
Jordan Clarkson,2015-16,0.5066830217838287,0.1592040359973907,0.347478985786438,0.0171636212617158,0.4761534035205841,Victim (Fragile Role),,24.0,0.225,0.6253345227475468,0.003,0.0639999999999999,0.4594293865905849,False,,39
Yogi Ferrell,2016-17,0.5057746618986129,0.1916193515062332,0.3141553103923797,0.0161035601049661,0.4781217575073242,Victim (Fragile Role),,24.0,0.192,0.6789772727272727,0.033,0.146,0.452305439330544,False,,40
Shai Gilgeous-Alexander,2020-21,0.5054242759943007,0.097865805029869,0.4075584709644317,0.0121522834524512,0.4824234843254089,Victim (Fragile Role),,22.0,0.283,0.9104788341429564,0.17,0.054,0.5460990853658537,False,,41
Dejounte Murray,2017-18,0.49932003021240234,0.153261125087738,0.3460589051246643,0.0166127644479274,0.4840672314167022,Victim (Fragile Role),,21.0,0.201,0.69,0.0139999999999999,0.118,0.4088743961352656,False,,42
Terance Mann,2020-21,0.49880166351795185,0.1396520286798477,0.3591496348381042,0.0109622655436396,0.4902360141277313,Victim (Fragile Role),,24.0,0.144,0.463157894736842,0.072,0.033,0.4281136363636363,False,,43
Jalen Williams,2023-24,0.4966958165168762,0.1137721538543701,0.3829236626625061,0.0075093708001077,0.4957948625087738,Victim (Fragile Role),Victim (Fragile Role),23.0,0.232,0.6942291128337639,0.034,0.181,0.5307642679900746,False,False,44
Ricky Council IV,2023-24,0.4866833984851837,0.1450183093547821,0.3416650891304016,0.0233266167342662,0.4899899363517761,Victim (Fragile Role),,22.0,0.208,0.4677419354838709,-0.003,0.139,0.444551724137931,False,,45
De'Aaron Fox,2019-20,0.4864814281463623,0.0666963756084442,0.4197850525379181,0.0120885297656059,0.5014300346374512,Victim (Fragile Role),,22.0,0.29,0.8408408408408408,0.03,0.0449999999999999,0.505357142857143,False,,46
Cole Anthony,2020-21,0.48644457757472986,0.2154099196195602,0.2710346579551697,0.0440409816801548,0.469514399766922,Victim (Fragile Role),,21.0,0.235,0.7562141491395793,0.024,0.3289999999999999,0.4463805309734513,False,,47
Jalen Brunson,2019-20,0.4833098724484443,0.1019598022103309,0.3813500702381134,0.0254665147513151,0.4912236630916595,Victim (Fragile Role),,23.0,0.199,0.7021276595744681,0.0209999999999999,0.0499999999999999,0.5096005509641873,False,,48
Paolo Banchero,2024-25,0.481718435883522,0.1506592184305191,0.3310592174530029,0.0331536866724491,0.4851278662681579,Victim (Fragile Role),,22.0,0.33,0.7575554063129618,0.0159999999999999,0.0219999999999999,0.4797003546099291,False,,49
Dennis Schröder,2017-18,0.4774318486452102,0.1417360752820968,0.3356957733631134,0.0095535805448889,0.513014554977417,Victim (Fragile Role),,24.0,0.299,0.7957540263543192,0.075,0.005,0.4819540018399263,False,,50
Deni Avdija,2024-25,0.4768564403057098,0.0459879040718078,0.430868536233902,0.0163760036230087,0.5067675113677979,Victim (Fragile Role),,24.0,0.228,0.4421768707482993,-0.035,0.002,0.5320564102564104,False,,51
Collin Sexton,2020-21,0.47135870903730387,0.0832937583327293,0.3880649507045746,0.0086778663098812,0.5199634432792664,Victim (Fragile Role),,22.0,0.286,0.6678648454349388,0.049,0.088,0.4695199138858988,False,,52
Ja Morant,2023-24,0.470373585820198,0.0656944960355758,0.4046790897846222,0.0268394891172647,0.5027868747711182,Victim (Fragile Role),,24.0,0.296,0.8014796547472257,-0.0259999999999999,0.172,0.5039615384615385,False,,53
Tyus Jones,2017-18,0.4693091884255408,0.111145831644535,0.3581633567810058,0.0173564199358224,0.5133343935012817,Victim (Fragile Role),,22.0,0.124,0.5046439628482972,-0.001,0.261,0.4327914110429448,False,,54
Patrick Williams,2023-24,0.4651632159948349,0.0797944515943527,0.3853687644004822,0.0170922111719846,0.5177446007728577,Victim (Fragile Role),,22.0,0.163,0.3852596314907872,-0.0259999999999999,0.0239999999999999,0.4194173913043478,False,,55
Trendon Watford,2024-25,0.46462744474411,0.0879451930522918,0.3766822516918182,0.023291828110814,0.512080729007721,Victim (Fragile Role),,24.0,0.226,0.62557781201849,-0.021,0.1729999999999999,0.5108620689655172,False,,56
Nick Smith Jr.,2024-25,0.46157273650169367,0.102188229560852,0.3593845069408417,0.0201921369880437,0.5182350873947144,Victim (Fragile Role),,21.0,0.205,0.4879898862199747,-0.0419999999999999,0.0959999999999999,0.4718782383419689,False,,57
Kobi Simmons,2017-18,0.4606989473104476,0.1428729742765426,0.317825973033905,0.0208388529717922,0.5184621810913086,Victim (Fragile Role),,20.0,0.163,0.5558375634517766,-0.047,0.3369999999999999,0.4497260273972602,False,,58
Tyrese Haliburton,2023-24,0.4601269736886024,0.0882820263504982,0.3718449473381042,0.0071838190779089,0.5326892137527466,Victim (Fragile Role),Victim (Fragile Role),24.0,0.239,0.7988064791133845,0.061,0.08,0.5442166488794024,False,False,59
Michael Carter-Williams,2015-16,0.4535669013857841,0.1149353310465812,0.3386315703392029,0.0179100707173347,0.5285230278968811,Victim (Fragile Role),,24.0,0.206,0.652605459057072,-0.0279999999999999,0.019,0.4612775665399239,False,,60
Shai Gilgeous-Alexander,2018-19,0.4490247257053852,0.0378836579620838,0.4111410677433014,0.0141204325482249,0.5368548631668091,Victim (Fragile Role),Sniper (Resilient Role),20.0,0.182,0.7429420505200593,-0.037,0.0399999999999999,0.50356,False,False,61
KJ Simpson,2024-25,0.44722571969032276,0.2483591139316558,0.198866605758667,0.0179752241820096,0.5347990393638611,Victim (Fragile Role),,22.0,0.188,0.6228571428571428,0.039,0.0479999999999999,0.3726009174311927,False,,62
Gary Trent Jr.,2020-21,0.4469480663537978,0.0402975529432296,0.4066505134105682,0.0124381659552454,0.5406137704849243,Victim (Fragile Role),,22.0,0.204,0.4924242424242424,-0.0489999999999999,0.0569999999999999,0.4603098901098901,False,,63
Bennedict Mathurin,2024-25,0.44599446654319763,0.1581820249557495,0.2878124415874481,0.0115944603458046,0.5424110293388367,Victim (Fragile Role),,23.0,0.222,0.5475285171102662,0.043,0.122,0.4483333333333333,False,,64
Dwayne Bacon,2019-20,0.4424015879631042,0.1962344646453857,0.2461671233177185,0.0275810807943344,0.5300173163414001,Victim (Fragile Role),,24.0,0.189,0.6275510204081632,0.0179999999999999,0.1559999999999999,0.3699268292682927,False,,65
Stanley Johnson,2017-18,0.4410626739263534,0.0757617801427841,0.3653008937835693,0.0134942457079887,0.545443058013916,Victim (Fragile Role),,22.0,0.161,0.4381270903010033,-0.041,0.0939999999999999,0.452587786259542,False,,66
Emmanuel Mudiay,2018-19,0.4409889727830886,0.1254471689462661,0.3155418038368225,0.0139546310529112,0.5450564026832581,Victim (Fragile Role),,23.0,0.248,0.7100103199174407,0.069,0.021,0.4524055232558139,False,,67
Jordan Poole,2020-21,0.44073139876127243,0.094154916703701,0.3465764820575714,0.0170265808701515,0.5422420501708984,Victim (Fragile Role),,22.0,0.246,0.3746355685131195,-0.01,0.142,0.4310933852140078,False,,68
Elfrid Payton,2017-18,0.4394717961549758,0.0892429500818252,0.3502288460731506,0.0176625680178403,0.5428656339645386,Victim (Fragile Role),,24.0,0.211,0.7859495060373217,-0.03,0.0369999999999999,0.4966047486033519,False,,69
Josh Jackson,2020-21,0.43764152005314816,0.0433620102703571,0.3942795097827911,0.0125359464436769,0.5498225688934326,Victim (Fragile Role),,24.0,0.254,0.4509803921568627,-0.042,0.008,0.4365760869565217,False,,70
Jalen Williams,2024-25,0.4371571019291877,0.1012825742363929,0.3358745276927948,0.0205571949481964,0.5422857403755188,Victim (Fragile Role),,24.0,0.27,0.6784426820475846,-0.022,0.021,0.4928958554729011,False,,71
Lonnie Walker IV,2021-22,0.43657492473721493,0.039759624749422,0.3968152999877929,0.0141569478437304,0.5492681264877319,Victim (Fragile Role),,23.0,0.232,0.4258793969849246,-0.046,0.047,0.4577109144542773,False,,72
Luguentz Dort,2021-22,0.4352504238486289,0.0979207679629325,0.3373296558856964,0.0111501989886164,0.5535994172096252,Victim (Fragile Role),,23.0,0.228,0.3937219730941704,0.038,0.0599999999999999,0.4598382687927106,False,,73
Jonathan Kuminga,2022-23,0.43200230970978726,0.0478724278509616,0.3841298818588257,0.007779867388308,0.5602177977561951,Victim (Fragile Role),,20.0,0.195,0.3031358885017421,0.003,0.1009999999999999,0.4234137931034483,False,,74
Emmanuel Mudiay,2016-17,0.431174412369728,0.2040662616491317,0.2271081507205963,0.0079992283135652,0.5608263611793518,Victim (Fragile Role),,21.0,0.222,0.5670498084291187,0.0599999999999999,0.135,0.3897837837837837,False,,75
Cade Cunningham,2023-24,0.43066134303808207,0.0421168431639671,0.388544499874115,0.0138697931542992,0.5554688572883606,Victim (Fragile Role),,22.0,0.298,0.7531645569620253,-0.001,0.0189999999999999,0.4765294117647058,False,,76
Patrick McCaw,2019-20,0.4296301752328872,0.1081229299306869,0.3215072453022003,0.0192859079688787,0.5510839223861694,Victim (Fragile Role),,24.0,0.093,0.337950138504155,0.006,0.833,0.3863606557377049,False,,77
Malaki Branham,2023-24,0.4282970651984214,0.0602593347430229,0.3680377304553985,0.0121030500158667,0.5595998764038086,Victim (Fragile Role),,21.0,0.192,0.3627118644067796,0.0229999999999999,0.2039999999999999,0.3986542056074766,False,,78
Allonzo Trier,2018-19,0.42737462371587753,0.0768707916140556,0.3505038321018219,0.0143408589065074,0.55828458070755,Victim (Fragile Role),,23.0,0.207,0.7870967741935484,-0.0089999999999999,0.077,0.4444877049180328,False,,79
Jamal Murray,2020-21,0.4271901622414589,0.0947805717587471,0.3324095904827118,0.0140664866194128,0.5587432980537415,Victim (Fragile Role),,24.0,0.244,0.7088502894954508,0.0449999999999999,0.088,0.5193792298716453,False,,80
De'Aaron Fox,2018-19,0.4268493354320526,0.0828633904457092,0.3439859449863434,0.0086330268532037,0.5645176768302917,Victim (Fragile Role),,21.0,0.238,0.8641444539982803,0.0469999999999999,0.013,0.4751880597014925,False,,81
Brandon Boston,2024-25,0.4233420193195342,0.1495039761066436,0.2738380432128906,0.0174468606710433,0.5592111349105835,Victim (Fragile Role),,23.0,0.199,0.5946745562130177,-0.015,0.0359999999999999,0.4022014925373134,False,,82
Gary Harris,2018-19,0.422708999365568,0.0517704300582408,0.3709385693073272,0.0139175597578287,0.5633734464645386,Victim (Fragile Role),Victim (Fragile Role),24.0,0.195,0.4394160583941606,0.003,0.008,0.4624916943521595,False,False,83
Daishen Nix,2022-23,0.4202848523855209,0.1839978843927383,0.2362869679927826,0.0184193607419729,0.5612958073616028,Victim (Fragile Role),,21.0,0.149,0.4716417910447761,0.051,0.3989999999999999,0.3721962025316456,False,,84
Julius Randle,2016-17,0.41919710114598263,0.0429850406944751,0.3762120604515075,0.0108625069260597,0.5699403882026672,Victim (Fragile Role),,22.0,0.212,0.4619883040935673,-0.001,0.0609999999999999,0.4424936708860759,False,,85
Zion Williamson,2024-25,0.4184199348092078,0.0653745308518409,0.3530454039573669,0.0176105964928865,0.5639694929122925,Victim (Fragile Role),,24.0,0.325,0.7484822202948829,-0.033,0.038,0.5542746234067207,False,,86
Jerian Grant,2015-16,0.4180881977081299,0.2258179932832718,0.1922702044248581,0.0212292205542325,0.5606825947761536,Victim (Fragile Role),,23.0,0.185,0.6786632390745501,0.1029999999999999,0.2219999999999999,0.3906287878787879,False,,87
Jonathan Kuminga,2024-25,0.41755049675703043,0.0885720178484916,0.3289784789085388,0.0177770499140024,0.5646724700927734,Victim (Fragile Role),,22.0,0.271,0.4866595517609391,-0.032,0.014,0.4160526315789473,False,,88
Rodney Hood,2016-17,0.4151477590203285,0.0486449673771858,0.3665027916431427,0.0091360667720437,0.5757161974906921,Victim (Fragile Role),Victim (Fragile Role),24.0,0.227,0.5023474178403756,-0.03,0.0979999999999999,0.4185560747663551,False,False,89
Julius Randle,2018-19,0.4128947779536247,0.0426162704825401,0.3702785074710846,0.0074689667671918,0.5796362161636353,Victim (Fragile Role),,24.0,0.273,0.4603811434302909,0.0109999999999999,0.003,0.5181176470588235,False,,90
Gary Trent Jr.,2019-20,0.4056667480617761,0.0249156448990106,0.3807511031627655,0.0110104503110051,0.5833227634429932,Victim (Fragile Role),Victim (Fragile Role),21.0,0.15,0.3866171003717472,-0.046,0.124,0.4642115384615384,False,False,91
Jayson Tatum,2020-21,0.3986526504158973,0.0856266394257545,0.3130260109901428,0.0074162129312753,0.5939310789108276,Victim (Fragile Role),King (Resilient Star),23.0,0.298,0.7114568599717114,0.0509999999999999,0.025,0.4820337972166998,False,True,92
Markel Brown,2015-16,0.39804643392562866,0.1327286064624786,0.26531782746315,0.0203544590622186,0.5815991163253784,Victim (Fragile Role),,24.0,0.183,0.3242506811989101,-0.0119999999999999,0.235,0.3649327731092437,False,,93
Kris Dunn,2017-18,0.39695866405963887,0.2238320261240005,0.1731266379356384,0.0126069793477654,0.5904343724250793,Victim (Fragile Role),,24.0,0.245,0.8167791706846672,0.0469999999999999,0.0809999999999999,0.4433754427390791,False,,94
T.J. Warren,2017-18,0.3924942016601562,0.0413055419921875,0.3511886596679687,0.0081423483788967,0.5993634462356567,Victim (Fragile Role),,24.0,0.243,0.3403643336529243,-0.03,0.0289999999999999,0.4671633802816901,False,,95
Stanley Johnson,2016-17,0.3877758979797363,0.1305366456508636,0.2572392523288727,0.0334184728562831,0.5788056254386902,Victim (Fragile Role),,21.0,0.144,0.3930635838150289,0.002,0.199,0.3804926470588236,False,,96
Dennis Smith Jr.,2017-18,0.3862489461898803,0.2208336442708969,0.1654153019189834,0.0107034528627991,0.6030476093292236,Victim (Fragile Role),,20.0,0.28,0.7848509266720387,0.0369999999999999,0.011,0.4157659137577001,False,,97
Zion Williamson,2020-21,0.381919365376234,0.0522973053157329,0.3296220600605011,0.0069109052419662,0.611169695854187,Victim (Fragile Role),,20.0,0.287,0.5467032967032966,-0.0259999999999999,0.024,0.5661256281407034,False,,98
Josh Jackson,2018-19,0.3808863162994385,0.0682905912399292,0.3125957250595093,0.0120254689827561,0.6070882081985474,Victim (Fragile Role),,22.0,0.234,0.5730337078651685,-0.003,0.2029999999999999,0.3852745098039216,False,,99
Jayson Tatum,2017-18,0.3794607073068618,0.1090196520090103,0.2704410552978515,0.0102370362728834,0.6103022694587708,Victim (Fragile Role),Sniper (Resilient Role),20.0,0.192,0.4611727416798732,0.0139999999999999,0.091,0.415061855670103,False,False,100
Tyrese Maxey,2024-25,0.3780712783336639,0.1036498844623565,0.2744213938713074,0.0115123922005295,0.6104163527488708,Victim (Fragile Role),,24.0,0.293,0.7831541218637993,0.093,0.0709999999999999,0.4773569794050344,False,,101
Lonnie Walker IV,2019-20,0.37695449590682967,0.07996067404747,0.2969938218593597,0.0155494064092636,0.6074960827827454,Victim (Fragile Role),,21.0,0.183,0.4680306905370844,-0.04,0.046,0.3910983606557377,False,,102
Terry Rozier,2017-18,0.3750075995922088,0.0683041512966156,0.3067034482955932,0.0101941833272576,0.6147981882095337,Victim (Fragile Role),Victim (Fragile Role),24.0,0.199,0.555128205128205,-0.05,0.0719999999999999,0.4635496535796766,False,False,103
Scoot Henderson,2023-24,0.372725985944271,0.0811811611056327,0.2915448248386383,0.0165105555206537,0.6107634902000427,Victim (Fragile Role),,20.0,0.26,0.7400204708290686,-0.004,0.037,0.431253112033195,False,,104
Langston Galloway,2015-16,0.3718987703323364,0.0827544331550598,0.2891443371772766,0.012040227651596,0.6160610318183899,Victim (Fragile Role),,24.0,0.151,0.380952380952381,0.019,0.051,0.4353888888888888,False,,105
Tyler Dorsey,2017-18,0.37064293771982176,0.1064271703362464,0.2642157673835754,0.0239673964679241,0.6053896546363831,Victim (Fragile Role),,22.0,0.193,0.4601113172541743,-0.05,0.012,0.402899193548387,False,,106
Talen Horton-Tucker,2023-24,0.3701948970556259,0.127406507730484,0.2427883893251419,0.0236471388489007,0.6061578989028931,Victim (Fragile Role),,23.0,0.234,0.6753246753246753,-0.042,0.006,0.4213076923076923,False,,107
Shaedon Sharpe,2023-24,0.3696593865752219,0.0917005464434623,0.2779588401317596,0.0176653917878866,0.6126751899719238,Victim (Fragile Role),,21.0,0.22,0.6180124223602484,-0.042,0.161,0.4114020100502513,False,,108
Julius Randle,2017-18,0.36943062767386425,0.0453174374997615,0.3241131901741028,0.0069418139755725,0.6236275434494019,Victim (Fragile Role),,23.0,0.251,0.4525222551928783,-0.0249999999999999,0.002,0.5141573770491804,False,,109
Evan Fournier,2016-17,0.3680570498108864,0.1165902391076088,0.2514668107032776,0.0056039146147668,0.6263390183448792,Victim (Fragile Role),,24.0,0.229,0.411062906724512,0.039,0.0659999999999999,0.4613614775725593,False,,110
Jayson Tatum,2019-20,0.3680504858493805,0.0387125015258789,0.3293379843235016,0.0105723300948739,0.621377170085907,Victim (Fragile Role),Bulldozer (Fragile Star),22.0,0.28,0.689019279128248,0.0019999999999999,0.049,0.5288175182481754,False,True,111
D'Angelo Russell,2018-19,0.3667899221181869,0.0647327750921249,0.302057147026062,0.0079214135184884,0.6252886652946472,Victim (Fragile Role),,23.0,0.311,0.7520927237604637,0.0339999999999999,0.022,0.4816883561643836,False,,112
Brandon Miller,2024-25,0.3637278266251086,0.0617242343723773,0.3020035922527313,0.0171498600393533,0.6191222667694092,Victim (Fragile Role),,22.0,0.27,0.4380222841225626,-0.037,0.0309999999999999,0.3706502384737679,False,,113
Lonzo Ball,2018-19,0.36310582607984543,0.0964131876826286,0.2666926383972168,0.0224612429738044,0.6144329309463501,Victim (Fragile Role),,21.0,0.167,0.4195624195624196,-0.008,0.038,0.4151779141104294,False,,114
Kelly Oubre Jr.,2019-20,0.3535300716757774,0.0290473327040672,0.3244827389717102,0.0080410875380039,0.6384288668632507,Victim (Fragile Role),,24.0,0.219,0.3428011753183153,-0.0249999999999999,0.0869999999999999,0.4349428571428571,False,,115
Jaden Springer,2024-25,0.3517182767391204,0.072254866361618,0.2794634103775024,0.0200758874416351,0.6282058358192444,Victim (Fragile Role),,22.0,0.139,0.3865030674846626,-0.03,0.0889999999999999,0.3896984126984126,False,,116
Tre Jones,2023-24,0.3507996536791324,0.0452361144125461,0.3055635392665863,0.0076940525323152,0.6415062546730042,Victim (Fragile Role),,24.0,0.149,0.5646481178396072,-0.0169999999999999,0.003,0.5307652173913043,False,,117
Giannis Antetokounmpo,2015-16,0.3488348759710788,0.0416168607771396,0.3072180151939392,0.0079466765746474,0.643218457698822,Victim (Fragile Role),,21.0,0.221,0.4768883878241262,-0.043,0.011,0.4908085106382979,False,,118
