PLAYER_ID,SEASON,RS_MEDIAN_SHOT_DISTANCE,PO_MEDIAN_SHOT_DISTANCE,SHOT_DISTANCE_DELTA,RS_SPATIAL_VARIANCE,PO_SPATIAL_VARIANCE,SPATIAL_VARIANCE_DELTA,PO_EFG_BEYOND_RS_MEDIAN,RS_SHOTS,PO_SHOTS
203932,2020-21,12.0,3.0,-9.0,144.77068987700375,122.59144816109561,-22.179241715908134,0.5147058823529411,499,99
1627936,2020-21,16.0,6.5,-9.5,157.6665673580409,158.24377093082313,0.5772035727822242,0.4411764705882353,305,38
2738,2020-21,23.0,23.0,0.0,207.97615732688095,192.45004074257346,-15.526116584307488,0.6,248,11
1628389,2020-21,5.0,9.0,4.0,77.62909096114882,70.06591060975326,-7.563180351395559,0.42857142857142855,800,57
1627732,2020-21,2.0,1.0,-1.0,53.63855784601589,37.389490771562734,-16.24906707445316,0.42857142857142855,583,95
1626171,2020-21,11.0,9.0,-2.0,135.8951679093872,143.8142191326159,7.919051223228706,0.4927536231884058,598,151
202711,2020-21,20.0,23.0,3.0,161.44028690542592,164.12334119480485,2.68305428937893,0.6907894736842105,925,137
203078,2020-21,12.0,11.0,-1.0,135.2121859687044,133.3060251256462,-1.9061608430582169,0.4473684210526316,1382,123
201572,2020-21,11.0,8.0,-3.0,152.80459324971895,143.71154093454425,-9.093052315174702,0.4715909090909091,640,217
1628971,2020-21,2.0,6.0,4.0,95.6672939969034,97.5970077251864,1.929713728283005,0.44,423,79
1629661,2020-21,23.0,23.0,0.0,189.15142494000074,188.49254436909598,-0.6588805709047563,0.5581395348837209,483,110
2546,2020-21,19.0,23.0,4.0,163.97215314697695,182.10171926204345,18.129566115066496,0.5365853658536586,777,60
101108,2020-21,15.0,15.0,0.0,130.63912325992067,121.30217021736497,-9.336953042555692,0.5753968253968254,879,300
203991,2020-21,1.0,0.0,-1.0,31.059161870296062,23.054504661457923,-8.00465720883814,0.3783783783783784,695,136
203081,2020-21,24.0,25.0,1.0,159.985392230186,170.0368772177385,10.051484987552499,0.6838235294117647,1334,134
201568,2020-21,23.0,21.5,-1.5,157.8524144507958,151.79514450717375,-6.05726994362206,0.5886075949367089,475,174
201980,2020-21,23.0,24.5,1.5,202.53200983846503,193.5372373318441,-8.994772506620933,0.48,544,48
202722,2020-21,26.0,25.0,-1.0,182.80055401208705,191.41704294676674,8.616488934679694,0.21428571428571427,478,27
1629001,2020-21,23.0,23.0,0.0,155.50455053989427,196.03429039520788,40.52973985531361,0.34615384615384615,393,31
1629028,2020-21,2.0,2.0,0.0,72.25078505710812,57.45811852020335,-14.792666536904768,0.5,687,234
203471,2020-21,11.0,13.0,2.0,130.75268075141227,139.87344546175166,9.120764710339387,0.39473684210526316,760,70
201565,2020-21,11.0,10.5,-0.5,120.9528066588454,120.21911053635611,-0.7336961224892917,0.5,611,84
1630217,2020-21,23.0,23.0,0.0,163.91758556465263,164.3873083133334,0.46972274868076624,0.6666666666666666,499,19
1626164,2020-21,14.0,16.0,2.0,134.18162777568878,139.87149486407966,5.6898670883908835,0.4603174603174603,1287,474
1628415,2020-21,14.0,9.0,-5.0,135.46568267728546,114.58839382764731,-20.87728884963815,0.5625,1031,97
1628378,2020-21,18.0,21.0,3.0,146.73331049406264,145.26928985763317,-1.464020636429467,0.6370967741935484,1091,235
1628978,2020-21,23.0,26.0,3.0,165.10565019578226,230.73727845033335,65.63162825455109,0.2727272727272727,603,16
1627827,2020-21,23.0,23.0,0.0,180.76735821472212,170.5996310868934,-10.167727127828726,0.65,466,64
1629130,2020-21,25.0,26.0,1.0,181.43772846580487,157.8347330458826,-23.60299541992228,0.6,717,29
1630267,2020-21,24.0,24.0,0.0,178.3089984218645,173.1978033400584,-5.111195081806073,0.5555555555555556,315,74
203507,2020-21,4.0,3.0,-1.0,112.17798077755414,103.7076950732776,-8.470285704276534,0.3805970149253731,1100,439
201609,2020-21,15.0,21.5,6.5,148.33164290574499,163.41991672495107,15.08827381920608,0.515625,555,54
1628960,2020-21,24.0,25.0,1.0,162.33255798778941,162.9911865529526,0.658628565163184,0.5294117647058824,414,33
1627826,2020-21,2.0,2.0,0.0,46.85874058086704,33.139911879763595,-13.718828701103448,0.55,394,57
1629630,2020-21,7.0,9.0,2.0,117.36266134979287,111.64305025409297,-5.719611095699904,0.5223880597014925,957,113
