PLAYER_ID,SEASON,RS_MEDIAN_SHOT_DISTANCE,PO_MEDIAN_SHOT_DISTANCE,SHOT_DISTANCE_DELTA,RS_SPATIAL_VARIANCE,PO_SPATIAL_VARIANCE,SPATIAL_VARIANCE_DELTA,PO_EFG_BEYOND_RS_MEDIAN,RS_SHOTS,PO_SHOTS
203109,2020-21,24.0,25.0,1.0,184.43069160068,178.01788713413222,-6.412804466547783,0.5192307692307693,492,184
1628973,2020-21,11.0,11.0,0.0,137.28916091741502,125.77324053162755,-11.515920385787467,0.6190476190476191,627,44
1628369,2020-21,14.0,14.0,0.0,145.445710306043,135.15943689758916,-10.286273408453837,0.5471698113207547,1318,111
201145,2020-21,15.5,22.0,6.5,163.33286206157555,186.65840924647418,23.325547184898625,0.8421052631578947,530,33
202710,2020-21,5.0,11.0,6.0,112.39067121020915,123.50316090678916,11.112489696580013,0.28888888888888886,736,64
203925,2020-21,24.0,24.0,0.0,164.81990001404606,164.93940058191353,0.11950056786747609,0.5277777777777778,707,123
204060,2020-21,24.0,25.0,1.0,176.93450368468967,177.13120965346812,0.1967059687784456,0.675,562,79
203954,2020-21,11.0,12.0,1.0,115.06947118309442,117.15072224608981,2.081251062995392,0.47,899,197
1628381,2020-21,7.0,9.0,2.0,126.78168101157175,137.84858574034703,11.066904728775285,0.5445544554455446,771,182
202685,2020-21,3.0,4.0,1.0,78.93904002589576,96.03057872790676,17.091538702010993,0.45,743,58
203903,2020-21,23.0,23.0,0.0,156.2633289943413,155.60245695995096,-0.6608720343903371,0.47560975609756095,1075,165
1626196,2020-21,16.5,10.5,-6.0,148.35705922191664,136.19379089095315,-12.16326833096349,0.4230769230769231,618,28
201950,2020-21,10.0,13.0,3.0,140.52456580644562,139.89622977625405,-0.6283360301915764,0.42824074074074076,823,389
203944,2020-21,14.0,15.5,1.5,137.71763003751735,144.1692636998077,6.451633662290334,0.3979591836734694,1321,94
202695,2020-21,13.0,12.0,-1.0,132.26913794407616,128.09917043665962,-4.169967507416544,0.6195652173913043,908,213
1629134,2020-21,19.0,16.0,-3.0,153.26870385794965,137.50554202059908,-15.763161837350566,0.4166666666666667,658,43
203484,2020-21,22.0,23.0,1.0,175.74341657055112,183.10726620197406,7.363849631422937,0.3,506,29
1628989,2020-21,22.0,23.0,1.0,156.49222229890603,158.42255792371782,1.9303356248117893,0.5274725274725275,731,180
203114,2020-21,16.0,17.0,1.0,141.97302771357425,141.60044452530212,-0.3725831882721309,0.4978540772532189,1074,452
203937,2020-21,13.0,7.5,-5.5,147.2723772780907,120.11418541432484,-27.15819186376585,0.39285714285714285,658,42
1628398,2020-21,22.0,20.0,-2.0,163.61120773087953,156.5095956997503,-7.1016120311292354,0.3,757,48
202681,2020-21,13.0,16.0,3.0,133.8043884483449,134.2862012159356,0.48181276759069647,0.5517241379310345,1086,163
1629013,2020-21,24.0,23.0,-1.0,180.51446618865154,168.49896865863715,-12.015497530014386,0.6666666666666666,456,41
101150,2020-21,14.0,15.0,1.0,133.79790781383286,136.1969609676149,2.3990531537820345,0.5,646,110
1629029,2020-21,13.0,15.0,2.0,137.6068801909589,131.58561548280454,-6.021264708154348,0.5776699029126213,1351,196
202694,2020-21,22.0,20.0,-2.0,169.147610722735,157.3784616807682,-11.769149041966813,0.5806451612903226,584,200
1629680,2020-21,23.0,24.0,1.0,177.05114539084207,177.8826871201183,0.831541729276239,0.5,243,52
1628467,2020-21,24.0,23.0,-1.0,183.35235570815354,189.33382608807497,5.981470379921433,0.75,275,30
1629008,2020-21,19.0,23.0,4.0,158.23417294178935,159.91715966296763,1.6829867211782812,0.56875,817,135
1628969,2020-21,16.0,22.0,6.0,163.94233791332306,170.1002313165891,6.15789340326603,0.5297029702970297,669,190
201144,2020-21,22.0,24.0,2.0,152.95821791271769,147.30093485193112,-5.657283060786568,0.7297297297297297,640,68
1626149,2020-21,2.0,2.0,0.0,64.68830301487378,51.30494910043087,-13.383353914442914,0.5,603,14
203457,2020-21,1.0,0.0,-1.0,57.22808162842322,54.49373052624188,-2.7343511021813356,0.3333333333333333,223,10
201587,2020-21,23.0,23.0,0.0,187.73004215864765,186.48497054875722,-1.2450716098904309,0.5581395348837209,412,109
203999,2020-21,7.0,9.5,2.5,111.1518842985056,119.72118172350727,8.569297425001665,0.4765625,1293,228
1626181,2020-21,14.0,10.5,-3.5,159.44057661818474,147.63518574572743,-11.80539087245731,0.5,918,76
200782,2020-21,22.0,22.0,0.0,193.87711480363382,184.72808728467245,-9.149027518961361,0.42857142857142855,177,98
1626192,2020-21,25.0,25.0,0.0,179.29427236644432,186.53579256689596,7.241520200451646,0.6071428571428571,387,119
202331,2020-21,18.0,17.0,-1.0,151.69589428505242,146.6357852359976,-5.06010904905483,0.5115606936416185,953,374
200794,2020-21,8.0,12.5,4.5,137.99259110365762,152.6966594130938,14.704068309436195,0.3448275862068966,401,50
1629628,2020-21,7.0,8.0,1.0,135.57089096782263,150.6814522269692,15.110561259146579,0.4117647058823529,1060,67
203526,2020-21,10.0,13.0,3.0,145.5174102650328,148.52520387255237,3.0077936075195737,0.3888888888888889,447,34
203493,2020-21,24.0,24.0,0.0,181.20769713478305,164.20088253283353,-17.006814601949515,0.4166666666666667,561,39
202704,2020-21,19.0,23.0,4.0,157.90589710110427,169.2924177451589,11.386520644054627,0.5986394557823129,585,252
203496,2020-21,25.0,23.5,-1.5,167.42200635481393,166.36764366048723,-1.0543626943266986,0.42857142857142855,509,36
1626220,2020-21,24.0,24.0,0.0,186.48435086593167,184.92257066906987,-1.561780196861804,0.675,394,85
203497,2020-21,1.0,1.0,0.0,56.631509377487646,53.82843401625181,-2.803075361235834,0.6,579,81
1629060,2020-21,12.0,15.0,3.0,127.60104971157544,144.44852224293734,16.847472531361902,0.7592592592592593,648,47
201566,2020-21,14.0,15.0,1.0,132.77216020786926,129.40778542377024,-3.3643747840990272,0.3522727272727273,1238,84
203552,2020-21,22.0,23.0,1.0,158.86566042255816,159.62199342397219,0.7563330014140206,0.7692307692307693,552,147
1629003,2020-21,12.0,12.0,0.0,133.44176341934462,140.32460386398284,6.882840444638219,0.6086956521739131,667,47
203524,2020-21,23.0,23.0,0.0,192.3728393018732,181.35894027422884,-11.013899027644356,0.0,298,24
1629659,2020-21,3.0,6.5,3.5,127.3999851929406,123.68313593995758,-3.7168492529830246,0.46875,489,24
203501,2020-21,23.0,23.0,0.0,165.6921826631079,172.6576581872147,6.965475524106807,0.6195652173913043,911,101
202699,2020-21,9.0,9.0,0.0,121.83018688836067,114.5101656982924,-7.320021190068275,0.44554455445544555,924,215
1629027,2020-21,12.0,15.0,3.0,129.86334305969328,129.81592943144457,-0.04741362824870521,0.45792079207920794,1112,359
202684,2020-21,3.0,1.0,-2.0,62.130727089759844,26.10406979559027,-36.026657294169574,0.7142857142857143,326,34
1629639,2020-21,18.0,21.5,3.5,153.97802359901326,160.52837719917932,6.550353600166062,0.43478260869565216,699,38
203115,2020-21,15.0,21.0,6.0,146.92438690591734,159.3888000778433,12.464413171925969,0.45652173913043476,608,43
