PLAYER_ID,SEASON,RS_MEDIAN_SHOT_DISTANCE,PO_MEDIAN_SHOT_DISTANCE,SHOT_DISTANCE_DELTA,RS_SPATIAL_VARIANCE,PO_SPATIAL_VARIANCE,SPATIAL_VARIANCE_DELTA,PO_EFG_BEYOND_RS_MEDIAN,RS_SHOTS,PO_SHOTS,RESILIENCE_SCORE
202691,2022-23,23.0,24.0,1.0,170.97849510252257,171.75804110046596,0.7795459979433872,0.5512820512820513,1252,219,0.7858355445251602
1629028,2022-23,6.0,6.0,0.0,77.59039157519058,66.26472979205766,-11.325661783132915,0.41818181818181815,887,111,0.6993187565739297
203076,2022-23,5.0,5.0,0.0,95.3253903885078,90.14323538160957,-5.182155006898228,0.444,962,254,0.7465070699586106
201572,2022-23,12.0,8.0,-4.0,146.37071629567757,122.54082475380719,-23.82989154187038,0.5681818181818182,899,67,0.5642933780215049
2544,2022-23,9.0,8.0,-1.0,133.99216457378054,136.4077603724179,2.415595798637355,0.3958333333333333,1219,295,0.7138397585415092
203952,2022-23,17.0,14.0,-3.0,153.26357188864023,141.74352394633192,-11.52004794230831,0.43506493506493504,529,181,0.6149056863721241
203999,2022-23,5.0,6.0,1.0,99.33627970297786,106.49106802333202,7.154788320354157,0.5432900432900433,1022,414,0.7443872873938924
1629008,2022-23,23.0,22.0,-1.0,164.44221714346278,163.513834555956,-0.9283825875067748,0.546875,817,234,0.7831797044749593
1626157,2022-23,10.0,7.0,-3.0,137.59876354472675,137.64866459731613,0.049901052589376604,0.2903225806451613,428,70,0.6258296259425282
203954,2022-23,10.0,11.0,1.0,110.75938427162333,122.83966479657138,12.080280524948051,0.35625,1328,153,0.6400183168503117
1628386,2022-23,2.0,1.0,-1.0,57.561511501955685,45.69073922354126,-11.870772278414428,0.3333333333333333,626,36,0.6321086996628468
1631099,2022-23,23.0,22.0,-1.0,172.7946528456508,169.97622071332648,-2.818432132324318,0.6,885,58,0.7930894072060541
203944,2022-23,16.0,19.0,3.0,146.52911221078557,155.57666947157972,9.04755726079415,0.41216216216216217,1432,147,0.6205795213001
1627759,2022-23,13.0,11.0,-2.0,137.0049127639146,135.90040390013482,-1.1045088637797846,0.5,1383,365,0.7333729468173213
1630564,2022-23,3.0,3.0,0.0,113.28674825364696,83.5613072150745,-29.725441038572455,0.34615384615384615,234,36,0.5601088922301037
1629622,2022-23,24.0,24.0,0.0,180.6613014005695,183.58007282540038,2.9187714248308794,0.5054347826086957,790,189,0.784661284494493
1628389,2022-23,6.0,7.0,1.0,70.20262140789676,73.25884399341365,3.056222585516892,0.3743016759776536,1114,347,0.7013833348779601
1628369,2022-23,15.0,12.0,-3.0,142.38432520707454,141.07957093684627,-1.3047542702282726,0.4790575916230366,1559,404,0.6937945110278451
201939,2022-23,24.0,23.0,-1.0,162.34152093600332,152.02098062419856,-10.320540311804763,0.5294117647058824,1133,311,0.7198414640115244
1626171,2022-23,12.0,13.0,1.0,144.70067261672637,168.55988296846158,23.859210351735214,0.40476190476190477,803,41,0.5887494997943507
203991,2022-23,1.0,2.0,1.0,35.14529850852674,33.20873464766468,-1.9365638608620657,0.5238095238095238,536,38,0.7679044263586371
1627736,2022-23,24.0,25.0,1.0,169.87899258958436,163.0514884286184,-6.827504160965958,0.2857142857142857,937,34,0.6433206893199186
1627734,2022-23,3.0,4.0,1.0,85.23056871542927,82.4528712922305,-2.7776974231987737,0.3644067796610169,938,99,0.6990965273252142
1628991,2022-23,6.0,6.0,0.0,133.46060601292893,143.34328817993423,9.8826821670053,0.3815789473684211,822,83,0.6933354859453367
201143,2022-23,23.0,24.0,1.0,181.3668576292871,184.6699744937658,3.30311686447871,0.4014084507042254,479,132,0.7107446790948179
1628381,2022-23,9.0,22.5,13.5,140.21996458283115,163.80051771749618,23.580553134665024,0.5,707,60,0.35851668119200986
1630596,2022-23,4.0,4.0,0.0,92.19159777888194,60.880237916702704,-31.311359862179238,0.18181818181818182,947,48,0.4848591135541973
