PLAYER_ID,PLAYER_NAME,SEASON,AGE,RS_USG_PCT,CURRENT_ARCHETYPE,CURRENT_STAR_LEVEL,CURRENT_KING_PROB,CURRENT_BULLDOZER_PROB,CURRENT_SNIPER_PROB,CURRENT_VICTIM_PROB,AT_25_USG_ARCHETYPE,AT_25_USG_STAR_LEVEL,AT_25_USG_KING_PROB,AT_25_USG_BULLDOZER_PROB,AT_25_USG_SNIPER_PROB,AT_25_USG_VICTIM_PROB,AT_30_USG_ARCHETYPE,AT_30_USG_STAR_LEVEL,AT_30_USG_KING_PROB,AT_30_USG_BULLDOZER_PROB,AT_30_USG_SNIPER_PROB,AT_30_USG_VICTIM_PROB,CREATION_VOLUME_RATIO,CREATION_TAX,LEVERAGE_USG_DELTA,LEVERAGE_TS_DELTA,RS_PRESSURE_APPETITE,RS_PRESSURE_RESILIENCE,RIM_PRESSURE_RESILIENCE,RS_RIM_APPETITE,EFG_ISO_WEIGHTED,EFG_PCT_0_DRIBBLE,PERFORMANCE_SCORE,DEPENDENCE_SCORE,RISK_CATEGORY,RANK
1631095,Jabari Smith Jr.,2023-24,21.0,0.174,Sniper (Resilient Role),0.03149944,0.030004442,0.0014950008,0.62483555,0.343665,King (Resilient Star),0.7696573,0.7645536,0.0051037115,0.0028244448,0.22751823,King (Resilient Star),0.96107006,0.58133775,0.3797323,0.0034013547,0.035528634,0.2027027027027027,-0.1627757575757575,-0.0219999999999999,0.003,0.4618916437098255,0.435,,0.228310502283105,0.4242242424242424,0.587,0.03149944171309471,0.5958243367334277,Avoid,311
1630217,Desmond Bane,2022-23,25.0,0.252,King (Resilient Star),0.769225,0.75503063,0.0141943935,0.0023533548,0.22842164,King (Resilient Star),0.76912445,0.7549319,0.014192537,0.0024837386,0.22839178,King (Resilient Star),0.9912851,0.82605565,0.16522942,0.0017174897,0.006997437,0.5457170356111646,-0.1198412698412698,0.0479999999999999,0.006,0.5299938157081013,0.424,0.834199789418268,0.2790202342917998,0.5151587301587301,0.635,0.769225001335144,0.44552437456672295,Franchise Cornerstone (Moderate Dependence),312
1626174,Christian Wood,2015-16,20.0,0.185,Sniper (Resilient Role),0.12215492,0.106922515,0.015232406,0.81235725,0.06548784,King (Resilient Star),0.76889235,0.61538655,0.1535058,0.035753243,0.1953544,Bulldozer (Fragile Star),0.9909274,0.064302154,0.92662525,0.0035320977,0.005540498,0.0242914979757085,0.512,,,0.5852090032154341,0.2,,0.5382882882882883,1.0,0.488,0.12215492129325867,0.7221702227371546,Avoid,313
1629674,Neemias Queta,2021-22,22.0,0.176,Sniper (Resilient Role),0.18025443,0.16563791,0.014616518,0.7569056,0.062839985,King (Resilient Star),0.76889235,0.61538655,0.1535058,0.035753243,0.1953544,Bulldozer (Fragile Star),0.9909274,0.064302154,0.92662525,0.0035320977,0.005540498,0.0751445086705202,0.583,,,0.6837944664031621,0.375,,0.5283018867924528,1.0,0.417,0.18025442957878113,0.6183543146976171,Avoid,314
1628070,Jordan Loyd,2018-19,25.0,0.159,Sniper (Resilient Role),0.01394134,0.012458342,0.0014829977,0.9363726,0.04968607,King (Resilient Star),0.7678157,0.59190863,0.17590706,0.037592035,0.19459227,Bulldozer (Fragile Star),0.9940404,0.042082913,0.9519575,0.0023740113,0.003585525,0.717948717948718,0.3746547619047619,,,0.5,0.5,1.1196428571428572,0.327485380116959,0.7496547619047619,0.375,0.013941340148448944,0.39799999999999996,Depth (Moderate Dependence),315
1629029,Luka Dončić,2019-20,21.0,0.355,King (Resilient Star),0.98752666,0.7390443,0.24848233,0.001916828,0.010556559,King (Resilient Star),0.7677755,0.76129216,0.0064833458,0.00196782,0.23025669,King (Resilient Star),0.9867739,0.84338564,0.14338827,0.0019853376,0.011240766,0.862733976176971,-0.0170427350427351,-0.006,-0.1349999999999999,0.5455875182837641,0.518,0.8795761873350924,0.3019920318725099,0.5249572649572649,0.542,0.0,0.15286055619047925,Depth,316
203484,Kentavious Caldwell-Pope,2016-17,24.0,0.187,Sniper (Resilient Role),0.04975863,0.048305824,0.0014528063,0.80747694,0.1427644,King (Resilient Star),0.7676505,0.76266193,0.0049885493,0.003968977,0.22838049,King (Resilient Star),0.9588535,0.8570742,0.10177925,0.0022492013,0.038897276,0.3733170134638923,-0.1170360655737705,0.081,0.016,0.4622950819672131,0.406,,0.1605603448275862,0.4329639344262295,0.55,0.049758631736040115,0.4904294500070229,Avoid,317
1630559,Austin Reaves,2022-23,25.0,0.154,Victim (Fragile Role),0.0077068843,0.005728456,0.0019784283,0.4251383,0.5671548,King (Resilient Star),0.7673233,0.72598994,0.04133336,0.008419084,0.22425762,Bulldozer (Fragile Star),0.98857135,0.100872636,0.8876987,0.0022481277,0.009180547,0.4865319865319865,0.0090934256055363,-0.0399999999999999,0.1669999999999999,0.37565445026178,0.586,0.6705592555423776,0.2306122448979591,0.6270934256055364,0.618,0.0,0.4626625107973276,Avoid,318
1626166,Cameron Payne,2019-20,25.0,0.182,Sniper (Resilient Role),0.07359406,0.05224786,0.0213462,0.484506,0.4418999,Bulldozer (Fragile Star),0.76644105,0.20615685,0.5602842,0.01920406,0.21435489,Bulldozer (Fragile Star),0.99433607,0.012993811,0.98134226,0.0017282778,0.0039355867,0.5266106442577031,0.0019255319148936,,,0.3525264394829612,0.0,,0.2429667519181585,0.6499255319148937,0.648,0.0,0.40922473247118185,Depth (Moderate Dependence),319
1628367,Josh Jackson,2019-20,23.0,0.214,Victim (Fragile Role),0.16720498,0.16025591,0.0069490694,0.39850748,0.43428752,King (Resilient Star),0.7661833,0.75825477,0.007928542,0.0073289173,0.22648779,King (Resilient Star),0.9423744,0.74801433,0.19436006,0.009678833,0.04794684,0.4195933456561922,-0.2293039647577092,,,0.4831932773109244,0.75,,0.2907563025210084,0.3796960352422907,0.609,0.0,0.4901863975476366,Avoid,320
1630544,Tre Mann,2022-23,22.0,0.2,Sniper (Resilient Role),0.075029425,0.07230679,0.0027226359,0.47515684,0.4498137,King (Resilient Star),0.7659376,0.759975,0.0059625898,0.0026201801,0.23144226,King (Resilient Star),0.95737624,0.85460943,0.102766834,0.0021092694,0.040514447,0.6932006633499171,-0.0554545454545454,0.0119999999999999,-0.278,0.3128342245989304,0.32,,0.1867572156196944,0.4485454545454546,0.504,0.0,0.3737974624018475,Depth (Moderate Dependence),321
1629683,Quinndary Weatherspoon,2020-21,24.0,0.18,Sniper (Resilient Role),0.061932,0.059835274,0.0020967291,0.6458122,0.29225582,King (Resilient Star),0.76584035,0.76090044,0.004939923,0.004350216,0.22980943,King (Resilient Star),0.9561921,0.77620184,0.17999022,0.003114414,0.0406935,0.6111111111111112,-0.1168181818181817,,,0.6,1.0,,,0.4541818181818182,0.571,0.061932001262903214,0.41208333333333336,Depth (Moderate Dependence),322
1628372,Dennis Smith Jr.,2022-23,25.0,0.175,Sniper (Resilient Role),0.059091736,0.05676677,0.0023249653,0.51714337,0.42376488,King (Resilient Star),0.76540226,0.7597203,0.0056819464,0.003990397,0.23060732,King (Resilient Star),0.9716487,0.8405034,0.13114528,0.0022475559,0.026103802,0.6431852986217458,-0.0682619047619048,0.04,0.034,0.5525059665871122,0.439,,0.3783185840707964,0.4117380952380952,0.48,0.05909173563122749,0.3210885589860295,Depth,323
