stress_vector,outcome_metric,pearson_r,pearson_p,spearman_r,spearman_p,n_samples
RS_LATE_CLOCK_PRESSURE_RESILIENCE,PO_DOMINANCE,-0.020091941557266083,0.6321635633329749,-0.03399169639548712,0.4179440710479525,570
RS_LATE_CLOCK_PRESSURE_RESILIENCE,PO_RQ,-0.09810131315595605,0.019147419622216853,-0.10306625394776842,0.013822995754735732,570
RS_LATE_CLOCK_PRESSURE_RESILIENCE,PO_PTS_PER_75,-0.05401270178162221,0.1978696135506519,-0.07172575581238387,0.08710439448103399,570
RS_LATE_CLOCK_PRESSURE_RESILIENCE,PO_TS_PCT,0.1063840095615573,0.011037044144435093,0.11165920958383468,0.007623076015779344,570
RS_LATE_CLOCK_PRESSURE_RESILIENCE,PO_VOL_RATIO,-0.0736345720819149,0.07899841890688246,-0.07205991524781542,0.08563889510389211,570
RS_LATE_CLOCK_PRESSURE_RESILIENCE,PO_EFF_RATIO,-0.0681689017805846,0.10398600205102539,-0.08832404998756327,0.035013663149562335,570
RS_LATE_CLOCK_PRESSURE_RESILIENCE,PO_RESILIENCE_SCORE,-0.09810131315595605,0.019147419622216853,-0.10306625394776842,0.013822995754735732,570
RS_EARLY_CLOCK_PRESSURE_RESILIENCE,PO_DOMINANCE,-0.06624820909511944,0.11476520316237727,-0.08492305312705381,0.04305796845238789,568
RS_EARLY_CLOCK_PRESSURE_RESILIENCE,PO_RQ,-0.008742842133952839,0.8352985126580244,0.004171617286201662,0.9209774680475082,568
RS_EARLY_CLOCK_PRESSURE_RESILIENCE,PO_PTS_PER_75,-0.11304258988804328,0.0070003011129759875,-0.13704244974602278,0.0010589990535871433,568
RS_EARLY_CLOCK_PRESSURE_RESILIENCE,PO_TS_PCT,0.15027839954166677,0.00032552998375671494,0.14539583215462565,0.0005088818243614385,568
RS_EARLY_CLOCK_PRESSURE_RESILIENCE,PO_VOL_RATIO,0.03166059411567502,0.4513984756841179,0.018165892379295348,0.6657231803097823,568
RS_EARLY_CLOCK_PRESSURE_RESILIENCE,PO_EFF_RATIO,-0.03706034763688573,0.37798928226639544,-0.049806375769314404,0.2359606650383334,568
RS_EARLY_CLOCK_PRESSURE_RESILIENCE,PO_RESILIENCE_SCORE,-0.008742842133952839,0.8352985126580244,0.004171617286201662,0.9209774680475082,568
LATE_CLOCK_PRESSURE_APPETITE_DELTA,PO_DOMINANCE,0.036467534336647456,0.38441320687401975,0.027061022767001026,0.518706409854949,571
LATE_CLOCK_PRESSURE_APPETITE_DELTA,PO_RQ,0.14746638234973494,0.00040712203612014507,0.13981199001938238,0.0008080016146318465,571
LATE_CLOCK_PRESSURE_APPETITE_DELTA,PO_PTS_PER_75,0.017657386438320936,0.6737242847300106,0.010499856106422366,0.8023108790495641,571
LATE_CLOCK_PRESSURE_APPETITE_DELTA,PO_TS_PCT,0.033933309721548406,0.4183350011834198,0.059365595230651914,0.15656539629783117,571
LATE_CLOCK_PRESSURE_APPETITE_DELTA,PO_VOL_RATIO,0.16703317234278936,6.0507388678380796e-05,0.14195662389044264,0.0006690703879100481,571
LATE_CLOCK_PRESSURE_APPETITE_DELTA,PO_EFF_RATIO,-0.00804059663045013,0.8479638923159415,-0.017515068579682828,0.6762044462418606,571
LATE_CLOCK_PRESSURE_APPETITE_DELTA,PO_RESILIENCE_SCORE,0.14746638234973494,0.00040712203612014507,0.13981199001938238,0.0008080016146318465,571
EARLY_CLOCK_PRESSURE_APPETITE_DELTA,PO_DOMINANCE,-0.036467534336647484,0.38441320687401975,-0.027061022767001026,0.518706409854949,571
EARLY_CLOCK_PRESSURE_APPETITE_DELTA,PO_RQ,-0.14746638234973494,0.00040712203612014507,-0.13981199001938238,0.0008080016146318465,571
EARLY_CLOCK_PRESSURE_APPETITE_DELTA,PO_PTS_PER_75,-0.017657386438320953,0.6737242847300106,-0.010499856106422366,0.8023108790495641,571
EARLY_CLOCK_PRESSURE_APPETITE_DELTA,PO_TS_PCT,-0.03393330972154847,0.4183350011834198,-0.059365595230651914,0.15656539629783117,571
EARLY_CLOCK_PRESSURE_APPETITE_DELTA,PO_VOL_RATIO,-0.16703317234278936,6.0507388678380796e-05,-0.14195662389044264,0.0006690703879100481,571
EARLY_CLOCK_PRESSURE_APPETITE_DELTA,PO_EFF_RATIO,0.008040596630450097,0.8479638923159415,0.017515068579682828,0.6762044462418606,571
EARLY_CLOCK_PRESSURE_APPETITE_DELTA,PO_RESILIENCE_SCORE,-0.14746638234973494,0.00040712203612014507,-0.13981199001938238,0.0008080016146318465,571
LATE_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_DOMINANCE,0.0628393844190415,0.2601245134475748,0.06429652715781306,0.24921310272254088,323
LATE_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_RQ,0.12501399365136662,0.024647209852551758,0.13550357849725195,0.014805312025206898,323
LATE_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_PTS_PER_75,0.0033574951782758718,0.952069769938017,-0.005695540357002196,0.9187841553990574,323
LATE_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_TS_PCT,0.17912392833237606,0.001225160213831032,0.19106411952017016,0.0005556473307744932,323
LATE_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_VOL_RATIO,-0.0008027449576758494,0.988533865020995,0.03245147537784501,0.5611619935121752,323
LATE_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_EFF_RATIO,0.21452146068945188,0.00010198987626167569,0.1916730587480352,0.0005329990663704648,323
LATE_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_RESILIENCE_SCORE,0.12501399365136662,0.024647209852551758,0.13550357849725195,0.014805312025206898,323
EARLY_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_DOMINANCE,0.0820762313798689,0.10693419453340976,0.05476771330371608,0.28249591932168283,387
EARLY_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_RQ,0.15066869293911073,0.002964508834455736,0.13159536879572706,0.009550539836684302,387
EARLY_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_PTS_PER_75,-0.010903105308272931,0.8307015768202967,-0.026362013557713455,0.6051462832734686,387
EARLY_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_TS_PCT,0.2060393269830202,4.4255158237824396e-05,0.2203790958957089,1.2129301385012292e-05,387
EARLY_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_VOL_RATIO,0.006612480422995531,0.8968327174569023,-0.011380495890491506,0.823408080948252,387
EARLY_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_EFF_RATIO,0.2512733944892337,5.508185984005808e-07,0.24722164596488047,8.464738515482759e-07,387
EARLY_CLOCK_PRESSURE_RESILIENCE_DELTA,PO_RESILIENCE_SCORE,0.15066869293911073,0.002964508834455736,0.13159536879572706,0.009550539836684302,387
FTr_RESILIENCE,PO_DOMINANCE,-0.05164988891354738,0.21742401951519416,-0.039750237853749856,0.3426293246633295,572
FTr_RESILIENCE,PO_RQ,0.1600348868924942,0.00012109095168921973,0.16775023573372028,5.5344115526312384e-05,572
FTr_RESILIENCE,PO_PTS_PER_75,-0.1130528140167755,0.006797665296426933,-0.10133862675093315,0.01532483186806271,572
FTr_RESILIENCE,PO_TS_PCT,0.1555416038637927,0.00018799174784830215,0.1668781375892404,6.0572304871588426e-05,572
FTr_RESILIENCE,PO_VOL_RATIO,0.04030386997983453,0.3359437447661325,0.023182575695799474,0.5800524738436363,572
FTr_RESILIENCE,PO_EFF_RATIO,0.21345750877475625,2.5566134734782377e-07,0.2420782481580253,4.506216403028966e-09,572
FTr_RESILIENCE,PO_RESILIENCE_SCORE,0.1600348868924942,0.00012109095168921973,0.16775023573372028,5.5344115526312384e-05,572
RS_FTr,PO_DOMINANCE,0.27134161539448703,4.1237503075148335e-11,0.3521961355994728,3.7978741761747406e-18,572
RS_FTr,PO_RQ,-0.09124808804536824,0.029100906109867437,-0.06510034220194827,0.11989418585458836,572
RS_FTr,PO_PTS_PER_75,0.25485999131628184,6.232217374376558e-10,0.3554654366610619,1.7713011952626506e-18,572
RS_FTr,PO_TS_PCT,0.07000404351889147,0.09439755360583581,0.0404764616515447,0.333876792265006,572
RS_FTr,PO_VOL_RATIO,-0.013281393212571034,0.7512710295553978,0.009082314789635386,0.8284057664828518,572
RS_FTr,PO_EFF_RATIO,-0.13868652006121468,0.0008818791252832943,-0.11849476077351483,0.004542748244935814,572
RS_FTr,PO_RESILIENCE_SCORE,-0.09124808804536824,0.029100906109867437,-0.06510034220194827,0.11989418585458836,572
QOC_TS_DELTA,PO_DOMINANCE,-0.05398172285139265,0.19733866604737102,-0.053218770272491535,0.20375556565737185,572
QOC_TS_DELTA,PO_RQ,-0.048645762299554904,0.24540604846882083,-0.021021981475305762,0.6158586580014452,572
QOC_TS_DELTA,PO_PTS_PER_75,-0.034389843621267964,0.4116866692823741,-0.02817211533207078,0.5013045331705044,572
QOC_TS_DELTA,PO_TS_PCT,-0.07137899990259369,0.08808648907861816,-0.04198792194501018,0.31612609043794826,572
QOC_TS_DELTA,PO_VOL_RATIO,0.008259667913574551,0.8437385155615978,0.007666012021372783,0.8548404198170664,572
QOC_TS_DELTA,PO_EFF_RATIO,-0.09315705678622516,0.025882803281441963,-0.03514938037819728,0.40142931742223786,572
QOC_TS_DELTA,PO_RESILIENCE_SCORE,-0.048645762299554904,0.24540604846882083,-0.021021981475305762,0.6158586580014452,572
QOC_USG_DELTA,PO_DOMINANCE,0.04717784676466826,0.25995856599802086,0.034497640025446315,0.41022153385480753,572
QOC_USG_DELTA,PO_RQ,0.032033910616621315,0.44447401616691035,0.04085395785841346,0.32938449017617255,572
QOC_USG_DELTA,PO_PTS_PER_75,0.07759567713434405,0.0636596582119167,0.0641260127576648,0.1255487922608436,572
QOC_USG_DELTA,PO_TS_PCT,-0.041191065711849204,0.3254059905984207,-0.0680786659919304,0.10383682777670744,572
QOC_USG_DELTA,PO_VOL_RATIO,0.04821245691171405,0.24964115004277102,0.08233247798663258,0.04905176312445862,572
QOC_USG_DELTA,PO_EFF_RATIO,0.004625673957841699,0.9121011808433652,-0.02259481690260235,0.5896963142638451,572
QOC_USG_DELTA,PO_RESILIENCE_SCORE,0.032033910616621315,0.44447401616691035,0.04085395785841346,0.32938449017617255,572
AVG_OPPONENT_DCS,PO_DOMINANCE,-0.09296804998501064,0.02618711127323225,-0.10127958670454046,0.015384865154793113,572
AVG_OPPONENT_DCS,PO_RQ,0.055928651462860544,0.18163479596694188,0.06251188226413101,0.13536993016881219,572
AVG_OPPONENT_DCS,PO_PTS_PER_75,-0.05264109753274948,0.20871395220446246,-0.05875287184109503,0.16052652864543393,572
AVG_OPPONENT_DCS,PO_TS_PCT,-0.08075657528327669,0.053564094903811615,-0.1050193056134685,0.011965675785498607,572
AVG_OPPONENT_DCS,PO_VOL_RATIO,0.03836877880386884,0.35967860937635987,0.05245508656443821,0.2103289677473012,572
AVG_OPPONENT_DCS,PO_EFF_RATIO,0.10139404271223841,0.015268670864830554,0.07979597996194214,0.05648048506619629,572
AVG_OPPONENT_DCS,PO_RESILIENCE_SCORE,0.055928651462860544,0.18163479596694188,0.06251188226413101,0.13536993016881219,572
MEAN_OPPONENT_DCS,PO_DOMINANCE,-0.09630121209465733,0.021250295304624325,-0.10803340378429656,0.009718071777747183,572
MEAN_OPPONENT_DCS,PO_RQ,0.05431751837591267,0.19456165728656136,0.059498753239810985,0.1552732708842296,572
MEAN_OPPONENT_DCS,PO_PTS_PER_75,-0.05585825345800667,0.1821860117158779,-0.06569891620596087,0.1165202144551216,572
MEAN_OPPONENT_DCS,PO_TS_PCT,-0.08140471259625741,0.051668063725292715,-0.10541487122902826,0.011646631008530159,572
MEAN_OPPONENT_DCS,PO_VOL_RATIO,0.03846941353737826,0.35841896549510516,0.053009056794694524,0.20554563544636612,572
MEAN_OPPONENT_DCS,PO_EFF_RATIO,0.10014825924166587,0.016575780007292058,0.07800036570926921,0.062285531797182034,572
MEAN_OPPONENT_DCS,PO_RESILIENCE_SCORE,0.05431751837591267,0.19456165728656136,0.059498753239810985,0.1552732708842296,572
