PLAYER_NAME,SEASON,USG_PCT
Andrew Nicholson,2016-17,0.172
Ron Baker,2016-17,0.149
Sasha Vujacic,2016-17,0.168
Leandro Barbosa,2016-17,0.201
Jeff Withey,2016-17,0.139
Jonathon Simmons,2016-17,0.176
C.J. Watson,2016-17,0.139
Maurice Ndour,2016-17,0.142
Adreian Payne,2016-17,0.219
J.J. Barea,2016-17,0.254
Isaiah Whitehead,2016-17,0.18
Malik Beasley,2016-17,0.216
David Nwaba,2016-17,0.118
Rodney Stuckey,2016-17,0.218
Chasson Randle,2016-17,0.193
Jerian Grant,2016-17,0.159
Wayne Selden,2016-17,0.159
Okaro White,2016-17,0.106
Sergio Rodriguez,2016-17,0.189
Jose Calderon,2016-17,0.14
Tony Parker,2016-17,0.204
Kyle Singler,2016-17,0.112
Salah Mejri,2016-17,0.105
Miles Plumlee,2016-17,0.128
Shelvin Mack,2016-17,0.191
Metta World Peace,2016-17,0.221
Kyle Anderson,2016-17,0.118
James Michael McAdoo,2016-17,0.145
James Young,2016-17,0.125
Tim Frazier,2016-17,0.161
Damjan Rudez,2016-17,0.134
Edy Tavares,2016-17,0.133
Chris Andersen,2016-17,0.134
Kevon Looney,2016-17,0.126
Andrew Harrison,2016-17,0.162
AJ Hammons,2016-17,0.165
DeAndre' Bembry,2016-17,0.144
Bryn Forbes,2016-17,0.172
Jordan McRae,2016-17,0.208
Malcolm Delaney,2016-17,0.181
Damian Jones,2016-17,0.135
Brandon Jennings,2016-17,0.172
Lance Stephenson,2016-17,0.181
Christian Wood,2016-17,0.15
Alan Anderson,2016-17,0.137
James Jones,2016-17,0.133
Raymond Felton,2016-17,0.163
Ramon Sessions,2016-17,0.192
Chris McCullough,2016-17,0.189
Trey Burke,2016-17,0.2
Quinn Cook,2016-17,0.192
Diamond Stone,2016-17,0.309
Axel Toupane,2016-17,0.084
Aaron Brooks,2016-17,0.186
Chinanu Onuaku,2016-17,0.105
Kris Dunn,2016-17,0.139
Ryan Kelly,2016-17,0.142
Toney Douglas,2016-17,0.158
Darrun Hilliard,2016-17,0.191
Jordan Hill,2016-17,0.171
Deyonta Davis,2016-17,0.113
Rakeem Christmas,2016-17,0.119
Shaun Livingston,2016-17,0.132
Archie Goodwin,2016-17,0.203
Cole Aldrich,2016-17,0.091
Tyus Jones,2016-17,0.132
Udonis Haslem,2016-17,0.13
Sheldon Mac,2016-17,0.138
Nicolas Laprovittola,2016-17,0.179
Stephen Zimmerman,2016-17,0.142
Semaj Christon,2016-17,0.123
Pat Connaughton,2016-17,0.127
Ish Smith,2016-17,0.201
DeAndre Liggins,2016-17,0.113
Jordan Mickey,2016-17,0.148
Spencer Dinwiddie,2016-17,0.14
T.J. McConnell,2016-17,0.142
Joel Bolomboy,2016-17,0.172
Daniel Ochefu,2016-17,0.177
Delon Wright,2016-17,0.163
Manny Harris,2016-17,0.292
Lamar Patterson,2016-17,0.23
Patricio Garino,2016-17,0.1
Gary Neal,2016-17,0.205
Shabazz Napier,2016-17,0.215
Tomas Satoransky,2016-17,0.122
Mike Miller,2016-17,0.102
Brian Roberts,2016-17,0.181
Ronnie Price,2016-17,0.085
Malachi Richardson,2016-17,0.189
Marshall Plumlee,2016-17,0.121
Raul Neto,2016-17,0.14
Pierre Jackson,2016-17,0.222
Bruno Caboclo,2016-17,0.175
Briante Weber,2016-17,0.167
C.J. Wilcox,2016-17,0.143
Kyle Wiltjer,2016-17,0.177
Norris Cole,2016-17,0.215
Georges Niang,2016-17,0.184
Nick Collison,2016-17,0.097
Tim Quarterman,2016-17,0.224
Steve Novak,2016-17,0.149
Dejounte Murray,2016-17,0.23
Treveon Graham,2016-17,0.119
Tyler Ulis,2016-17,0.199
Jerryd Bayless,2016-17,0.279
Brice Johnson,2016-17,0.348
Fred VanVleet,2016-17,0.199
Wade Baldwin IV,2016-17,0.186
Michael Gbinije,2016-17,0.151
Beno Udrih,2016-17,0.195
Joel Anthony,2016-17,0.086
Tyler Ennis,2016-17,0.189
Bobby Brown,2016-17,0.219
Larry Sanders,2016-17,0.226
Marcelo Huertas,2016-17,0.17
Elijah Millsap,2016-17,0.192
Jarrett Jack,2016-17,0.089
Jarnell Stokes,2016-17,0.111
John Jenkins,2016-17,0.188
Anderson Varejao,2016-17,0.12
Alonzo Gee,2016-17,0.103
Kay Felder,2016-17,0.243
Joe Young,2016-17,0.251
Demetrius Jackson,2016-17,0.159
Aaron Harrison,2016-17,0.132
Ben Bentil,2016-17,0.16
RJ Hunter,2016-17,0.038
Greivis Vasquez,2016-17,0.104
Arinze Onuaku,2016-17,0.097
Isaiah Taylor,2016-17,0.064
Marcus Georges-Hunt,2016-17,0.122
Kristaps Porziņģis,2017-18,0.305
Nikola Vučević,2017-18,0.252
Klay Thompson,2017-18,0.232
Anthony Davis,2017-18,0.291
DeMarcus Cousins,2017-18,0.318
Kevin Love,2017-18,0.248
Marc Gasol,2017-18,0.255
Karl-Anthony Towns,2017-18,0.225
Nikola Mirotic,2017-18,0.223
Lauri Markkanen,2017-18,0.215
Robert Covington,2017-18,0.168
Dario Šarić,2017-18,0.204
Nikola Jokić,2017-18,0.238
LaMarcus Aldridge,2017-18,0.288
Joel Embiid,2017-18,0.33
Myles Turner,2017-18,0.199
Derrick Favors,2017-18,0.181
Steven Adams,2017-18,0.16
Serge Ibaka,2017-18,0.189
Dirk Nowitzki,2017-18,0.199
Jusuf Nurkić,2017-18,0.257
Kyle Kuzma,2017-18,0.219
Paul George,2017-18,0.248
T.J. Warren,2017-18,0.243
Aaron Gordon,2017-18,0.238
Allen Crabbe,2017-18,0.183
Hassan Whiteside,2017-18,0.235
Avery Bradley,2017-18,0.229
Clint Capela,2017-18,0.19
Brook Lopez,2017-18,0.23
Zach Randolph,2017-18,0.27
Tim Hardaway Jr.,2017-18,0.229
JaMychal Green,2017-18,0.178
Bobby Portis,2017-18,0.25
Wayne Ellington,2017-18,0.167
Eric Gordon,2017-18,0.238
Ersan Ilyasova,2017-18,0.183
Rudy Gobert,2017-18,0.163
Dewayne Dedmon,2017-18,0.166
Danilo Gallinari,2017-18,0.205
Robin Lopez,2017-18,0.203
Trevor Ariza,2017-18,0.141
Evan Fournier,2017-18,0.226
Markieff Morris,2017-18,0.194
Dwight Howard,2017-18,0.238
DeAndre Jordan,2017-18,0.151
Enes Freedom,2017-18,0.212
JJ Redick,2017-18,0.206
CJ Miles,2017-18,0.214
Justin Holiday,2017-18,0.177
Draymond Green,2017-18,0.168
Gerald Green,2017-18,0.219
Jonas Valančiūnas,2017-18,0.222
Tobias Harris,2017-18,0.227
Jaylen Brown,2017-18,0.208
DeMarre Carroll,2017-18,0.194
Al-Farouq Aminu,2017-18,0.145
John Collins,2017-18,0.174
Pau Gasol,2017-18,0.201
Domantas Sabonis,2017-18,0.214
Bradley Beal,2017-18,0.268
Reggie Bullock Jr.,2017-18,0.153
Gary Harris,2017-18,0.204
Thaddeus Young,2017-18,0.171
Tyler Johnson,2017-18,0.18
Wesley Matthews,2017-18,0.173
Kentavious Caldwell-Pope,2017-18,0.165
Jae Crowder,2017-18,0.169
Ryan Anderson,2017-18,0.141
Josh Richardson,2017-18,0.176
Bojan Bogdanovic,2017-18,0.185
Marreese Speights,2017-18,0.265
Marvin Williams,2017-18,0.145
Luke Kornet,2017-18,0.189
Marco Belinelli,2017-18,0.197
Harrison Barnes,2017-18,0.247
Anthony Tolliver,2017-18,0.144
Kyle Korver,2017-18,0.154
Devin Booker,2017-18,0.301
Khris Middleton,2017-18,0.239
Marcin Gortat,2017-18,0.153
Larry Nance Jr.,2017-18,0.155
Mike Muscala,2017-18,0.149
Kelly Olynyk,2017-18,0.213
Taurean Prince,2017-18,0.216
Aaron Jackson,2017-18,0.149
Kelly Oubre Jr.,2017-18,0.188
Giannis Antetokounmpo,2017-18,0.307
Andrew Wiggins,2017-18,0.228
E'Twaun Moore,2017-18,0.158
Willie Cauley-Stein,2017-18,0.215
John Henson,2017-18,0.149
Troy Daniels,2017-18,0.168
Taj Gibson,2017-18,0.144
Nicolas Batum,2017-18,0.178
Marcus Morris Sr.,2017-18,0.222
Aron Baynes,2017-18,0.166
Joe Harris,2017-18,0.161
Mirza Teletovic,2017-18,0.183
Rodney Hood,2017-18,0.24
Dragan Bender,2017-18,0.125
Marquese Chriss,2017-18,0.176
Danny Green,2017-18,0.163
Victor Oladipo,2017-18,0.295
Frank Kaminsky,2017-18,0.202
Joe Ingles,2017-18,0.156
Dion Waiters,2017-18,0.25
Quincy Acy,2017-18,0.143
Jerryd Bayless,2017-18,0.146
Jarrett Allen,2017-18,0.162
Lonzo Ball,2017-18,0.169
Jamil Wilson,2017-18,0.145
Damion Lee,2017-18,0.182
Patrick Beverley,2017-18,0.198
Dante Cunningham,2017-18,0.114
Dwight Powell,2017-18,0.151
Jabari Parker,2017-18,0.228
Doug McDermott,2017-18,0.144
Mike Scott,2017-18,0.194
Jimmy Butler III,2017-18,0.245
Mario Hezonja,2017-18,0.197
P.J. Tucker,2017-18,0.103
Jamal Murray,2017-18,0.223
Kyrie Irving,2017-18,0.298
Will Barton,2017-18,0.201
Omari Johnson,2017-18,0.139
Eric Bledsoe,2017-18,0.254
Wilson Chandler,2017-18,0.142
Jarell Martin,2017-18,0.168
Aaron Harrison,2017-18,0.147
Trey Lyles,2017-18,0.205
Darius Miller,2017-18,0.124
Dorian Finney-Smith,2017-18,0.144
Tony Snell,2017-18,0.105
Alex Len,2017-18,0.164
Andre Ingram,2017-18,0.136
JR Smith,2017-18,0.136
Marcus Smart,2017-18,0.187
Skal Labissiere,2017-18,0.204
Buddy Hield,2017-18,0.236
Jakob Poeltl,2017-18,0.143
Courtney Lee,2017-18,0.165
Tyson Chandler,2017-18,0.105
D'Angelo Russell,2017-18,0.295
Malcolm Brogdon,2017-18,0.189
Thon Maker,2017-18,0.147
Deyonta Davis,2017-18,0.144
Jeff Green,2017-18,0.19
Patty Mills,2017-18,0.172
Lou Williams,2017-18,0.285
Justin Jackson,2017-18,0.139
Tyler Zeller,2017-18,0.157
Timothe Luwawu-Cabarrot,2017-18,0.168
Josh Jackson,2017-18,0.253
Bogdan Bogdanović,2017-18,0.192
Pascal Siakam,2017-18,0.154
Donovan Mitchell,2017-18,0.283
Terrence Ross,2017-18,0.166
Julius Randle,2017-18,0.251
Gorgui Dieng,2017-18,0.159
Denzel Valentine,2017-18,0.17
Brandon Ingram,2017-18,0.218
Ben McLemore,2017-18,0.182
Goran Dragic,2017-18,0.25
Myke Henry,2017-18,0.148
Rondae Hollis-Jefferson,2017-18,0.217
Justin Anderson,2017-18,0.188
Maxi Kleber,2017-18,0.135
Jordan Clarkson,2017-18,0.253
Nemanja Bjelica,2017-18,0.139
Langston Galloway,2017-18,0.188
Garrett Temple,2017-18,0.16
Andrew White III,2017-18,0.16
Dillon Brooks,2017-18,0.184
Davis Bertans,2017-18,0.168
Thabo Sefolosha,2017-18,0.162
Milos Teodosic,2017-18,0.178
David West,2017-18,0.223
Josh Hart,2017-18,0.133
Terry Rozier,2017-18,0.199
Richaun Holmes,2017-18,0.159
Jeremy Lamb,2017-18,0.22
Tyler Cavanaugh,2017-18,0.139
Luc Mbah a Moute,2017-18,0.128
Rodney Purvis,2017-18,0.187
Maurice Harkless,2017-18,0.123
Kent Bazemore,2017-18,0.221
Bismack Biyombo,2017-18,0.146
Jayson Tatum,2017-18,0.192
Kosta Koufos,2017-18,0.15
Cody Zeller,2017-18,0.152
Stanley Johnson,2017-18,0.161
Alec Peters,2017-18,0.151
James Ennis III,2017-18,0.134
James Johnson,2017-18,0.185
Troy Williams,2017-18,0.192
Johnathan Motley,2017-18,0.24
OG Anunoby,2017-18,0.121
Jon Leuer,2017-18,0.151
Andre Roberson,2017-18,0.085
Bam Adebayo,2017-18,0.157
Daniel Theis,2017-18,0.15
Jonas Jerebko,2017-18,0.151
Austin Rivers,2017-18,0.206
Kemba Walker,2017-18,0.267
Alex Abrines,2017-18,0.126
Kyle O'Quinn,2017-18,0.168
Rudy Gay,2017-18,0.237
Channing Frye,2017-18,0.151
Jonathon Simmons,2017-18,0.215
Kenneth Faried,2017-18,0.173
Nick Young,2017-18,0.169
Al Jefferson,2017-18,0.218
Travis Wear,2017-18,0.152
Wesley Johnson,2017-18,0.126
Tristan Thompson,2017-18,0.121
Yogi Ferrell,2017-18,0.166
Boban Marjanovic,2017-18,0.276
Nene,2017-18,0.183
Justise Winslow,2017-18,0.158
Luke Babbitt,2017-18,0.147
Emeka Okafor,2017-18,0.133
Jerami Grant,2017-18,0.161
Tyreke Evans,2017-18,0.277
Michael Beasley,2017-18,0.261
Jameel Warney,2017-18,0.234
Ivan Rabb,2017-18,0.167
Jonathan Isaac,2017-18,0.149
Devin Robinson,2017-18,0.083
Chinanu Onuaku,2017-18,0.182
Mason Plumlee,2017-18,0.161
Luke Kennard,2017-18,0.169
Pat Connaughton,2017-18,0.128
Vince Carter,2017-18,0.144
Zach Collins,2017-18,0.153
George Hill,2017-18,0.161
Greg Monroe,2017-18,0.218
Wayne Selden,2017-18,0.212
Jason Smith,2017-18,0.204
Tyler Dorsey,2017-18,0.193
Bryn Forbes,2017-18,0.159
Kawhi Leonard,2017-18,0.304
Danuel House Jr.,2017-18,0.16
Chandler Parsons,2017-18,0.18
Montrezl Harrell,2017-18,0.227
Ricky Rubio,2017-18,0.222
Isaiah Thomas,2017-18,0.276
Caris LeVert,2017-18,0.216
Dennis Schröder,2017-18,0.299
Nerlens Noel,2017-18,0.131
Darren Collison,2017-18,0.17
Isaiah Hicks,2017-18,0.175
Joe Johnson,2017-18,0.157
Dennis Smith Jr.,2017-18,0.28
Spencer Dinwiddie,2017-18,0.201
Tyrone Wallace,2017-18,0.159
Rodney McGruder,2017-18,0.114
Russell Westbrook,2017-18,0.326
Jamel Artis,2017-18,0.142
Fred VanVleet,2017-18,0.188
Devin Harris,2017-18,0.194
Zaza Pachulia,2017-18,0.165
Timofey Mozgov,2017-18,0.161
Noah Vonleh,2017-18,0.142
Jamal Crawford,2017-18,0.231
Cristiano Felicio,2017-18,0.133
Jordan Mickey,2017-18,0.168
Torrey Craig,2017-18,0.116
Kyle Anderson,2017-18,0.133
Jonathan Gibson,2017-18,0.28
Lance Thomas,2017-18,0.106
Patrick Patterson,2017-18,0.112
Corey Brewer,2017-18,0.136
Jodie Meeks,2017-18,0.179
Paul Zipser,2017-18,0.156
Juancho Hernangomez,2017-18,0.134
JaVale McGee,2017-18,0.183
Ian Clark,2017-18,0.168
Johnny O'Bryant III,2017-18,0.219
Mario Chalmers,2017-18,0.186
Brandan Wright,2017-18,0.14
Amir Johnson,2017-18,0.125
Jack Cooley,2017-18,0.185
Josh Huestis,2017-18,0.095
Andre Iguodala,2017-18,0.112
Trevor Booker,2017-18,0.159
Terrance Ferguson,2017-18,0.104
Norman Powell,2017-18,0.185
Ian Mahinmi,2017-18,0.15
Miles Plumlee,2017-18,0.127
Manu Ginobili,2017-18,0.205
Dwyane Wade,2017-18,0.251
Okaro White,2017-18,0.101
Bruno Caboclo,2017-18,0.152
James Michael McAdoo,2017-18,0.22
Jordan Bell,2017-18,0.134
Willy Hernangomez,2017-18,0.203
Trey Burke,2017-18,0.249
John Wall,2017-18,0.281
D.J. Augustin,2017-18,0.182
MarShon Brooks,2017-18,0.271
Lance Stephenson,2017-18,0.208
Zach LaVine,2017-18,0.29
Sean Kilpatrick,2017-18,0.242
Cory Joseph,2017-18,0.143
Cheick Diallo,2017-18,0.168
Glenn Robinson III,2017-18,0.119
Nigel Hayes-Davis,2017-18,0.131
Jason Terry,2017-18,0.097
Alan Williams,2017-18,0.184
James Webb III,2017-18,0.099
Tomas Satoransky,2017-18,0.134
Quinn Cook,2017-18,0.176
Reggie Jackson,2017-18,0.265
Ed Davis,2017-18,0.12
Solomon Hill,2017-18,0.113
C.J. Williams,2017-18,0.134
Evan Turner,2017-18,0.153
JaKarr Sampson,2017-18,0.124
Delon Wright,2017-18,0.169
Tony Allen,2017-18,0.181
Patrick McCaw,2017-18,0.125
Ben Simmons,2017-18,0.219
Omri Casspi,2017-18,0.157
Darrell Arthur,2017-18,0.188
Antonio Blakeney,2017-18,0.227
Henry Ellenson,2017-18,0.233
Michael Kidd-Gilchrist,2017-18,0.159
Shabazz Napier,2017-18,0.192
Khem Birch,2017-18,0.131
Jared Dudley,2017-18,0.102
Malik Monk,2017-18,0.241
Cameron Payne,2017-18,0.183
Willie Reed,2017-18,0.159
Sam Dekker,2017-18,0.148
James Young,2017-18,0.131
Ivica Zubac,2017-18,0.172
J.J. Barea,2017-18,0.243
Frank Ntilikina,2017-18,0.166
Semi Ojeleye,2017-18,0.088
Joffrey Lauvergne,2017-18,0.192
Elfrid Payton,2017-18,0.211
Treveon Graham,2017-18,0.112
Rajon Rondo,2017-18,0.164
Davon Reed,2017-18,0.158
Emmanuel Mudiay,2017-18,0.231
Damyean Dotson,2017-18,0.169
Meyers Leonard,2017-18,0.155
Kris Dunn,2017-18,0.245
David Nwaba,2017-18,0.153
Dejounte Murray,2017-18,0.201
Gian Clavell,2017-18,0.147
Raymond Felton,2017-18,0.21
Sterling Brown,2017-18,0.135
Matthew Dellavedova,2017-18,0.134
Andrew Harrison,2017-18,0.195
Gary Payton II,2017-18,0.162
Jaylen Morris,2017-18,0.154
Georgios Papagiannis,2017-18,0.17
Derrick Rose,2017-18,0.245
Josh Gray,2017-18,0.243
Jahlil Okafor,2017-18,0.216
Malcolm Delaney,2017-18,0.166
Kobi Simmons,2017-18,0.163
De'Aaron Fox,2017-18,0.227
Salah Mejri,2017-18,0.126
DeAndre' Bembry,2017-18,0.179
Iman Shumpert,2017-18,0.125
Milton Doyle,2017-18,0.173
Jalen Jones,2017-18,0.193
Jameer Nelson,2017-18,0.137
Shabazz Muhammad,2017-18,0.225
Malcolm Miller,2017-18,0.114
Cedi Osman,2017-18,0.151
Royce O'Neale,2017-18,0.14
Abdel Nader,2017-18,0.162
Tarik Black,2017-18,0.147
Kevon Looney,2017-18,0.121
Arron Afflalo,2017-18,0.127
Alec Burks,2017-18,0.221
Tyus Jones,2017-18,0.124
RJ Hunter,2017-18,0.214
Danté Exum,2017-18,0.223
Brandon Jennings,2017-18,0.191
Derrick Jones Jr.,2017-18,0.124
Nik Stauskas,2017-18,0.159
Michael Carter-Williams,2017-18,0.166
Ante Zizic,2017-18,0.171
Malik Beasley,2017-18,0.151
Wes Iwundu,2017-18,0.114
Lucas Nogueira,2017-18,0.114
Derrick Williams,2017-18,0.167
Zhou Qi,2017-18,0.163
Xavier Silas,2017-18,0.136
Shaquille Harrison,2017-18,0.173
T.J. Leaf,2017-18,0.136
Guerschon Yabusele,2017-18,0.146
Ekpe Udoh,2017-18,0.089
Caleb Swanigan,2017-18,0.189
Isaiah Canaan,2017-18,0.193
Marcus Paige,2017-18,0.224
Brice Johnson,2017-18,0.193
Jabari Bird,2017-18,0.141
Jerian Grant,2017-18,0.172
Jose Calderon,2017-18,0.118
Chris McCullough,2017-18,0.219
Jeff Teague,2017-18,0.201
Sindarius Thornwell,2017-18,0.118
John Holland,2017-18,0.178
Josh Smith,2017-18,0.118
Matt Williams Jr.,2017-18,0.28
Jeff Withey,2017-18,0.2
Shelvin Mack,2017-18,0.175
Shane Larkin,2017-18,0.153
Furkan Korkmaz,2017-18,0.159
Mangok Mathiang,2017-18,0.137
Isaiah Taylor,2017-18,0.195
Rashad Vaughn,2017-18,0.137
Jawun Evans,2017-18,0.17
Jordan Crawford,2017-18,0.23
Adreian Payne,2017-18,0.155
Damian Jones,2017-18,0.143
Brandon Paul,2017-18,0.131
Ryan Arcidiacono,2017-18,0.081
Malachi Richardson,2017-18,0.149
Ish Smith,2017-18,0.203
Thomas Bryant,2017-18,0.161
Tony Parker,2017-18,0.201
Quincy Pondexter,2017-18,0.151
Ron Baker,2017-18,0.102
Tony Bradley,2017-18,0.158
Eric Moreland,2017-18,0.097
Joe Young,2017-18,0.169
T.J. McConnell,2017-18,0.134
Raul Neto,2017-18,0.173
Shaun Livingston,2017-18,0.165
Tyler Ulis,2017-18,0.184
Alex Caruso,2017-18,0.128
Kyle Collinsworth,2017-18,0.124
Jarrett Jack,2017-18,0.164
Anthony Brown,2017-18,0.1
Naz Mitrou-Long,2017-18,0.5
Jeremy Lin,2017-18,0.254
Jeremy Evans,2017-18,0.143
Vincent Hunter,2017-18,0.25
Matt Costello,2017-18,0.071
DeAndre Liggins,2017-18,0.079
Chris Boucher,2017-18,0.333
Xavier Rathan-Mayes,2017-18,0.207
Kendrick Perkins,2017-18,0.118
Dwight Buycks,2017-18,0.266
Ramon Sessions,2017-18,0.187
Omer Asik,2017-18,0.09
Udonis Haslem,2017-18,0.113
Nick Collison,2017-18,0.181
Mike James,2017-18,0.237
Damien Wilkins,2017-18,0.125
Andrew Bogut,2017-18,0.085
Markelle Fultz,2017-18,0.218
Joakim Noah,2017-18,0.162
Jake Layman,2017-18,0.139
Ike Anigbogu,2017-18,0.179
Alex Poythress,2017-18,0.112
Lorenzo Brown,2017-18,0.123
Tim Frazier,2017-18,0.125
Frank Mason III,2017-18,0.226
Tyler Ennis,2017-18,0.169
Derrick Walton Jr.,2017-18,0.092
Jacob Wiley,2017-18,0.063
Markel Brown,2017-18,0.132
Dwayne Bacon,2017-18,0.13
Isaiah Whitehead,2017-18,0.274
Larry Drew II,2017-18,0.17
Joel Bolomboy,2017-18,0.115
Marquis Teague,2017-18,0.121
Antonius Cleveland,2017-18,0.107
Bobby Brown,2017-18,0.252
Alfonzo McKinnie,2017-18,0.158
Dakari Johnson,2017-18,0.139
Cole Aldrich,2017-18,0.151
Josh Magette,2017-18,0.119
Kadeem Allen,2017-18,0.132
Richard Jefferson,2017-18,0.089
Derrick White,2017-18,0.146
Wade Baldwin IV,2017-18,0.159
Kay Felder,2017-18,0.28
Georges Niang,2017-18,0.19
Julyan Stone,2017-18,0.051
D.J. Wilson,2017-18,0.127
Aaron Brooks,2017-18,0.192
Daniel Hamilton,2017-18,0.2
Xavier Munford,2017-18,0.184
Nicolas Brussino,2017-18,0.083
Josh McRoberts,2017-18,0.071
Charles Cooke,2017-18,0.163
Vander Blue,2017-18,0.085
Marcus Georges-Hunt,2017-18,0.111
Kyle Singler,2017-18,0.219
Darrun Hilliard,2017-18,0.119
Reggie Hearn,2017-18,0.105
David Stockton,2017-18,0.25
Monte Morris,2017-18,0.136
Jacob Pullen,2017-18,0.188
Jarell Eddie,2017-18,0.091
Briante Weber,2017-18,0.111
Demetrius Jackson,2017-18,0.156
Marshall Plumlee,2017-18,0.111
Walt Lemon Jr.,2017-18,0.256
London Perrantes,2017-18,0.101
Nikola Vučević,2018-19,0.276
Klay Thompson,2018-19,0.254
Anthony Davis,2018-19,0.288
Serge Ibaka,2018-19,0.227
Karl-Anthony Towns,2018-19,0.28
John Collins,2018-19,0.23
Deandre Ayton,2018-19,0.21
Joel Embiid,2018-19,0.327
Clint Capela,2018-19,0.18
Lauri Markkanen,2018-19,0.245
Kyle Kuzma,2018-19,0.233
Nikola Mirotic,2018-19,0.206
Andre Drummond,2018-19,0.226
Myles Turner,2018-19,0.199
Kevin Love,2018-19,0.259
Rudy Gobert,2018-19,0.175
Eric Gordon,2018-19,0.215
Marc Gasol,2018-19,0.21
Robert Covington,2018-19,0.154
LaMarcus Aldridge,2018-19,0.268
Bobby Portis,2018-19,0.241
RJ Hunter,2018-19,0.226
Steven Adams,2018-19,0.16
Brook Lopez,2018-19,0.165
Terrence Ross,2018-19,0.23
Hassan Whiteside,2018-19,0.215
Derrick Favors,2018-19,0.188
Alex Len,2018-19,0.214
Jae Crowder,2018-19,0.183
Buddy Hield,2018-19,0.243
Jerami Grant,2018-19,0.15
Dewayne Dedmon,2018-19,0.166
Reggie Bullock Jr.,2018-19,0.154
JJ Redick,2018-19,0.209
Marvin Williams,2018-19,0.147
JaVale McGee,2018-19,0.197
Jusuf Nurkić,2018-19,0.241
DeMarcus Cousins,2018-19,0.281
Dario Šarić,2018-19,0.172
Danilo Gallinari,2018-19,0.237
Carmelo Anthony,2018-19,0.199
Bradley Beal,2018-19,0.278
Allen Crabbe,2018-19,0.159
Jonas Valančiūnas,2018-19,0.274
Trevor Ariza,2018-19,0.164
Josh Richardson,2018-19,0.203
Aaron Gordon,2018-19,0.213
Harrison Barnes,2018-19,0.202
Dirk Nowitzki,2018-19,0.217
Wendell Carter Jr.,2018-19,0.192
Marcus Morris Sr.,2018-19,0.203
Jeff Green,2018-19,0.174
Tim Hardaway Jr.,2018-19,0.246
Jonathan Isaac,2018-19,0.16
T.J. Warren,2018-19,0.221
Justin Holiday,2018-19,0.153
Jarrett Allen,2018-19,0.158
Enes Freedom,2018-19,0.219
Markieff Morris,2018-19,0.191
Thomas Bryant,2018-19,0.17
Julius Randle,2018-19,0.273
Bojan Bogdanovic,2018-19,0.219
Tobias Harris,2018-19,0.225
P.J. Tucker,2018-19,0.094
Kentavious Caldwell-Pope,2018-19,0.175
Domantas Sabonis,2018-19,0.226
JaMychal Green,2018-19,0.185
Marvin Bagley III,2018-19,0.237
JaKarr Sampson,2018-19,0.234
Danny Green,2018-19,0.139
Jaren Jackson Jr.,2018-19,0.231
Mike Muscala,2018-19,0.138
Joe Harris,2018-19,0.167
Wayne Ellington,2018-19,0.167
Kevin Knox II,2018-19,0.219
DeAndre Jordan,2018-19,0.148
Tyler Johnson,2018-19,0.18
Andrew Wiggins,2018-19,0.24
Dwight Powell,2018-19,0.167
Kyrie Irving,2018-19,0.286
Thaddeus Young,2018-19,0.179
Kenneth Faried,2018-19,0.194
Dwight Howard,2018-19,0.193
Willie Cauley-Stein,2018-19,0.173
Evan Fournier,2018-19,0.217
Wesley Matthews,2018-19,0.175
Kelly Oubre Jr.,2018-19,0.223
DeMarre Carroll,2018-19,0.181
Dion Waiters,2018-19,0.213
Jaylen Brown,2018-19,0.215
Malik Beasley,2018-19,0.181
Luke Kornet,2018-19,0.178
Gerald Green,2018-19,0.19
Nemanja Bjelica,2018-19,0.162
Omari Spellman,2018-19,0.146
Langston Galloway,2018-19,0.153
Pascal Siakam,2018-19,0.205
Kelly Olynyk,2018-19,0.175
Darius Miller,2018-19,0.131
Larry Nance Jr.,2018-19,0.152
Ivica Zubac,2018-19,0.199
Marco Belinelli,2018-19,0.187
Terrance Ferguson,2018-19,0.104
Damyean Dotson,2018-19,0.169
Dorian Finney-Smith,2018-19,0.135
Al-Farouq Aminu,2018-19,0.134
Landry Shamet,2018-19,0.145
Montrezl Harrell,2018-19,0.227
Cedi Osman,2018-19,0.182
Ersan Ilyasova,2018-19,0.151
Lonzo Ball,2018-19,0.167
Avery Bradley,2018-19,0.16
Devin Booker,2018-19,0.32
Jimmy Butler III,2018-19,0.218
Davis Bertans,2018-19,0.135
Giannis Antetokounmpo,2018-19,0.314
Kyle Korver,2018-19,0.174
Taurean Prince,2018-19,0.19
Kawhi Leonard,2018-19,0.3
Mikal Bridges,2018-19,0.119
Reggie Jackson,2018-19,0.237
Bogdan Bogdanović,2018-19,0.22
Trey Lyles,2018-19,0.229
Rodions Kurucs,2018-19,0.175
Bruno Caboclo,2018-19,0.15
Justise Winslow,2018-19,0.206
Khris Middleton,2018-19,0.246
Maxi Kleber,2018-19,0.132
Pat Connaughton,2018-19,0.13
Joe Ingles,2018-19,0.17
Isaac Humphries,2018-19,0.142
E'Twaun Moore,2018-19,0.17
Josh Hart,2018-19,0.13
Draymond Green,2018-19,0.128
Jamal Murray,2018-19,0.241
Aron Baynes,2018-19,0.147
Jeremy Lamb,2018-19,0.22
John Henson,2018-19,0.173
Jordan Clarkson,2018-19,0.266
Tony Bradley,2018-19,0.2
Cody Zeller,2018-19,0.159
Alex Abrines,2018-19,0.12
Frank Kaminsky,2018-19,0.216
Jayson Tatum,2018-19,0.218
