PLAYER_NAME,SEASON,USG_PCT
D.J. Wilson,2018-19,0.141
Nicolas Batum,2018-19,0.129
Jabari Parker,2018-19,0.236
Vince Carter,2018-19,0.164
Iman Shumpert,2018-19,0.143
Russell Westbrook,2018-19,0.301
Tristan Thompson,2018-19,0.175
Mo Bamba,2018-19,0.174
Danuel House Jr.,2018-19,0.137
Marcus Smart,2018-19,0.144
Taj Gibson,2018-19,0.167
Jonas Jerebko,2018-19,0.144
Mitchell Robinson,2018-19,0.119
D'Angelo Russell,2018-19,0.311
Gary Harris,2018-19,0.195
Malcolm Brogdon,2018-19,0.202
Kevin Huerter,2018-19,0.153
Kenrich Williams,2018-19,0.119
Maurice Harkless,2018-19,0.135
Willy Hernangomez,2018-19,0.206
Bam Adebayo,2018-19,0.157
Jake Layman,2018-19,0.156
Mike Scott,2018-19,0.139
Donovan Mitchell,2018-19,0.309
Bryn Forbes,2018-19,0.171
Goran Dragic,2018-19,0.224
Treveon Graham,2018-19,0.123
Doug McDermott,2018-19,0.152
Garrett Temple,2018-19,0.131
Brandon Ingram,2018-19,0.227
Victor Oladipo,2018-19,0.278
Eric Bledsoe,2018-19,0.225
Boban Marjanovic,2018-19,0.222
Dennis Schröder,2018-19,0.238
Chandler Parsons,2018-19,0.192
Torrey Craig,2018-19,0.121
Patty Mills,2018-19,0.175
Kent Bazemore,2018-19,0.215
Ante Zizic,2018-19,0.178
James Ennis III,2018-19,0.125
John Wall,2018-19,0.286
Derrick Jones Jr.,2018-19,0.151
Rodney McGruder,2018-19,0.147
Wilson Chandler,2018-19,0.115
Anthony Tolliver,2018-19,0.121
Daniel Theis,2018-19,0.15
Justin Jackson,2018-19,0.141
Luke Kennard,2018-19,0.179
Thon Maker,2018-19,0.148
Malik Monk,2018-19,0.236
Juancho Hernangomez,2018-19,0.119
J.P. Macura,2018-19,0.209
Miles Bridges,2018-19,0.147
OG Anunoby,2018-19,0.148
Will Barton,2018-19,0.195
CJ Miles,2018-19,0.173
Cheick Diallo,2018-19,0.155
Meyers Leonard,2018-19,0.149
Dragan Bender,2018-19,0.13
Kemba Walker,2018-19,0.308
Donte DiVincenzo,2018-19,0.145
Gorgui Dieng,2018-19,0.194
Zach Collins,2018-19,0.166
Marcin Gortat,2018-19,0.148
Josh Okogie,2018-19,0.148
Zach LaVine,2018-19,0.298
Rudy Gay,2018-19,0.216
Fred VanVleet,2018-19,0.177
Frank Jackson,2018-19,0.178
Marquese Chriss,2018-19,0.196
Luol Deng,2018-19,0.155
Tony Snell,2018-19,0.127
Stanley Johnson,2018-19,0.186
Jakob Poeltl,2018-19,0.125
Jonah Bolden,2018-19,0.131
Furkan Korkmaz,2018-19,0.174
Jared Dudley,2018-19,0.104
Kevon Looney,2018-19,0.122
Harry Giles III,2018-19,0.227
Patrick Beverley,2018-19,0.12
Josh Jackson,2018-19,0.234
Troy Daniels,2018-19,0.171
Richaun Holmes,2018-19,0.174
Mason Plumlee,2018-19,0.159
Rondae Hollis-Jefferson,2018-19,0.21
Terry Rozier,2018-19,0.181
Ricky Rubio,2018-19,0.221
James Johnson,2018-19,0.177
Zhaire Smith,2018-19,0.166
Bonzie Colson,2018-19,0.174
Patrick Patterson,2018-19,0.118
Jaron Blossomgame,2018-19,0.12
Christian Wood,2018-19,0.247
Troy Williams,2018-19,0.144
Cam Reynolds,2018-19,0.141
Nerlens Noel,2018-19,0.137
Ben Simmons,2018-19,0.215
Ian Clark,2018-19,0.185
Tomas Satoransky,2018-19,0.139
Solomon Hill,2018-19,0.104
Andre Iguodala,2018-19,0.101
DeAndre' Bembry,2018-19,0.168
Elfrid Payton,2018-19,0.177
Mario Hezonja,2018-19,0.208
Tyler Zeller,2018-19,0.191
Joakim Noah,2018-19,0.191
Jemerrio Jones,2018-19,0.108
Dairis Bertans,2018-19,0.12
Noah Vonleh,2018-19,0.144
Alfonzo McKinnie,2018-19,0.131
Emmanuel Mudiay,2018-19,0.248
Keita Bates-Diop,2018-19,0.14
Damian Jones,2018-19,0.113
Kyle Anderson,2018-19,0.127
Norman Powell,2018-19,0.182
Sterling Brown,2018-19,0.149
Alex Poythress,2018-19,0.14
Monte Morris,2018-19,0.168
Johnathan Williams,2018-19,0.158
George Hill,2018-19,0.147
Jason Smith,2018-19,0.169
Sam Dekker,2018-19,0.157
Timothe Luwawu-Cabarrot,2018-19,0.156
Robin Lopez,2018-19,0.183
Ivan Rabb,2018-19,0.166
Dillon Brooks,2018-19,0.207
Lance Thomas,2018-19,0.127
Ray Spalding,2018-19,0.164
JR Smith,2018-19,0.176
Jodie Meeks,2018-19,0.169
Caris LeVert,2018-19,0.235
Collin Sexton,2018-19,0.247
Austin Rivers,2018-19,0.142
Devin Harris,2018-19,0.18
Salah Mejri,2018-19,0.153
Isaiah Thomas,2018-19,0.274
Dwyane Wade,2018-19,0.269
Ed Davis,2018-19,0.125
Gary Clark,2018-19,0.106
Luka Dončić,2018-19,0.296
Rodney Hood,2018-19,0.178
Ian Mahinmi,2018-19,0.128
Shake Milton,2018-19,0.147
Deyonta Davis,2018-19,0.099
Lance Stephenson,2018-19,0.197
Spencer Dinwiddie,2018-19,0.242
Moritz Wagner,2018-19,0.21
Henry Ellenson,2018-19,0.186
Dennis Smith Jr.,2018-19,0.242
Seth Curry,2018-19,0.164
Kosta Koufos,2018-19,0.15
Duncan Robinson,2018-19,0.134
Udonis Haslem,2018-19,0.196
Kyle O'Quinn,2018-19,0.196
Royce O'Neale,2018-19,0.108
Bismack Biyombo,2018-19,0.128
Channing Frye,2018-19,0.174
Amir Johnson,2018-19,0.169
Gary Payton II,2018-19,0.214
Ryan Broekhoff,2018-19,0.14
PJ Dozier,2018-19,0.173
Tyler Dorsey,2018-19,0.182
Justin Patton,2018-19,0.14
Wayne Selden,2018-19,0.178
Darren Collison,2018-19,0.176
Tyreke Evans,2018-19,0.255
Lou Williams,2018-19,0.308
Ryan Arcidiacono,2018-19,0.117
Michael Kidd-Gilchrist,2018-19,0.153
Damion Lee,2018-19,0.164
Delon Wright,2018-19,0.172
Corey Brewer,2018-19,0.13
Ben McLemore,2018-19,0.185
Frank Ntilikina,2018-19,0.163
Alan Williams,2018-19,0.222
Khem Birch,2018-19,0.136
Alec Burks,2018-19,0.185
Andrew Bogut,2018-19,0.148
D.J. Augustin,2018-19,0.169
Derrick Rose,2018-19,0.261
Grayson Allen,2018-19,0.238
Jahlil Okafor,2018-19,0.198
Glenn Robinson III,2018-19,0.146
David Nwaba,2018-19,0.141
Jerryd Bayless,2018-19,0.172
Omri Casspi,2018-19,0.17
Svi Mykhailiuk,2018-19,0.157
Cristiano Felicio,2018-19,0.138
Greg Monroe,2018-19,0.211
Chris Boucher,2018-19,0.214
Malcolm Miller,2018-19,0.18
Isaiah Canaan,2018-19,0.147
Dante Cunningham,2018-19,0.086
John Jenkins,2018-19,0.16
Wesley Johnson,2018-19,0.115
Jalen Jones,2018-19,0.162
Brandon Knight,2018-19,0.178
Nik Stauskas,2018-19,0.171
Trae Young,2018-19,0.277
Quinn Cook,2018-19,0.2
Pau Gasol,2018-19,0.151
Derrick White,2018-19,0.178
Emanuel Terry,2018-19,0.183
Marcus Derrickson,2018-19,0.233
Alex Caruso,2018-19,0.184
Luc Mbah a Moute,2018-19,0.141
Tahjere McCall,2018-19,0.136
DJ Stephens,2018-19,0.13
De'Anthony Melton,2018-19,0.147
Rajon Rondo,2018-19,0.172
Bruce Brown,2018-19,0.113
Cory Joseph,2018-19,0.134
Vincent Edwards,2018-19,0.111
Dusty Hannahs,2018-19,0.222
Jon Leuer,2018-19,0.157
Matthew Dellavedova,2018-19,0.173
Shabazz Napier,2018-19,0.234
Chandler Hutchison,2018-19,0.121
Semi Ojeleye,2018-19,0.137
Chasson Randle,2018-19,0.16
Nene,2018-19,0.114
Zaza Pachulia,2018-19,0.147
Trey Burke,2018-19,0.242
Thabo Sefolosha,2018-19,0.129
Jarell Martin,2018-19,0.153
Elie Okobo,2018-19,0.168
Brandon Sampson,2018-19,0.154
Jeremy Lin,2018-19,0.213
Justin Anderson,2018-19,0.166
Georges Niang,2018-19,0.17
Abdel Nader,2018-19,0.148
Jevon Carter,2018-19,0.172
Quincy Acy,2018-19,0.088
Courtney Lee,2018-19,0.15
Miles Plumlee,2018-19,0.166
Wes Iwundu,2018-19,0.125
Theo Pinson,2018-19,0.191
Jalen Brunson,2018-19,0.186
Shai Gilgeous-Alexander,2018-19,0.182
Ryan Anderson,2018-19,0.12
Jonathon Simmons,2018-19,0.182
Jerome Robinson,2018-19,0.159
Cameron Payne,2018-19,0.169
Tim Frazier,2018-19,0.132
Danté Exum,2018-19,0.207
Tyson Chandler,2018-19,0.084
T.J. Leaf,2018-19,0.158
Troy Brown Jr.,2018-19,0.158
Devonte' Graham,2018-19,0.166
Kris Dunn,2018-19,0.198
De'Aaron Fox,2018-19,0.238
Markelle Fultz,2018-19,0.189
Caleb Swanigan,2018-19,0.17
Julian Washburn,2018-19,0.096
Johnathan Motley,2018-19,0.266
James Nunnally,2018-19,0.153
Shaquille Harrison,2018-19,0.16
Nick Young,2018-19,0.126
Terrence Jones,2018-19,0.333
Khyri Thomas,2018-19,0.158
Billy Garrett,2018-19,0.215
Jordan Bell,2018-19,0.133
Shelvin Mack,2018-19,0.179
Edmond Sumner,2018-19,0.157
Dwayne Bacon,2018-19,0.167
Antonio Blakeney,2018-19,0.24
Jaylen Adams,2018-19,0.131
Yuta Watanabe,2018-19,0.148
MarShon Brooks,2018-19,0.233
Jamal Crawford,2018-19,0.198
Raymond Felton,2018-19,0.165
Ish Smith,2018-19,0.193
J.J. Barea,2018-19,0.263
Robert Williams III,2018-19,0.101
Devin Robinson,2018-19,0.176
BJ Johnson,2018-19,0.178
Rawle Alkins,2018-19,0.173
Jerian Grant,2018-19,0.13
Aaron Holiday,2018-19,0.206
Hamidou Diallo,2018-19,0.16
Kadeem Allen,2018-19,0.195
Daniel Hamilton,2018-19,0.153
Yogi Ferrell,2018-19,0.16
Walt Lemon Jr.,2018-19,0.253
Evan Turner,2018-19,0.158
Milos Teodosic,2018-19,0.171
Jimmer Fredette,2018-19,0.242
Skal Labissiere,2018-19,0.154
Isaiah Hartenstein,2018-19,0.112
Allonzo Trier,2018-19,0.207
Michael Carter-Williams,2018-19,0.176
Raul Neto,2018-19,0.184
Jaylen Morris,2018-19,0.15
Tyus Jones,2018-19,0.139
Mitchell Creek,2018-19,0.169
Haywood Highsmith,2018-19,0.115
Guerschon Yabusele,2018-19,0.168
Michael Beasley,2018-19,0.288
Dzanan Musa,2018-19,0.25
Jeff Teague,2018-19,0.186
Thomas Welsh,2018-19,0.153
Deonte Burton,2018-19,0.159
Ekpe Udoh,2018-19,0.128
Shaun Livingston,2018-19,0.118
Anfernee Simons,2018-19,0.24
Deng Adel,2018-19,0.097
Tony Parker,2018-19,0.247
Zhou Qi,2018-19,0.333
Jordan Sibert,2018-19,0.083
Donatas Motiejunas,2018-19,0.323
Demetrius Jackson,2018-19,0.182
Patrick McCaw,2018-19,0.093
Isaiah Hicks,2018-19,0.153
Zach Lofton,2018-19,0.25
Andre Ingram,2018-19,0.184
C.J. Williams,2018-19,0.138
Chimezie Metu,2018-19,0.223
T.J. McConnell,2018-19,0.148
Malachi Richardson,2018-19,0.142
Isaiah Briscoe,2018-19,0.139
Jose Calderon,2018-19,0.104
Jordan McRae,2018-19,0.191
Andrew Harrison,2018-19,0.171
Eric Moreland,2018-19,0.117
Gary Trent Jr.,2018-19,0.213
Tyrone Wallace,2018-19,0.174
Jared Terrell,2018-19,0.197
Frank Mason III,2018-19,0.213
Lonnie Walker IV,2018-19,0.196
Brad Wanamaker,2018-19,0.162
Lorenzo Brown,2018-19,0.167
Tyler Cavanaugh,2018-19,0.118
Ron Baker,2018-19,0.075
Jarred Vanderbilt,2018-19,0.179
Melvin Frazier Jr.,2018-19,0.205
Amile Jefferson,2018-19,0.125
Okaro White,2018-19,0.105
Ike Anigbogu,2018-19,0.267
Donte Grantham,2018-19,0.333
Davon Reed,2018-19,0.104
Tyler Lydon,2018-19,0.097
Jacob Evans,2018-19,0.134
Isaac Bonga,2018-19,0.151
Quincy Pondexter,2018-19,0.129
Troy Caupain,2018-19,0.216
Daryl Macon,2018-19,0.167
Angel Delgado,2018-19,0.15
Kostas Antetokounmpo,2018-19,0.24
Yante Maten,2018-19,0.133
Drew Eubanks,2018-19,0.148
DeVaughn Akoon-Purcell,2018-19,0.228
Sindarius Thornwell,2018-19,0.105
Alize Johnson,2018-19,0.116
Trevon Duval,2018-19,0.231
Jordan Loyd,2018-19,0.159
Chris Chiozza,2018-19,0.108
Naz Mitrou-Long,2018-19,0.139
Scott Machado,2018-19,0.13
Brandon Goodwin,2018-19,0.22
Wade Baldwin IV,2018-19,0.227
Jawun Evans,2018-19,0.142
Deandre Ayton,2019-20,0.231
Nikola Vučević,2019-20,0.258
Kristaps Porziņģis,2019-20,0.263
John Collins,2019-20,0.224
Karl-Anthony Towns,2019-20,0.278
Anthony Davis,2019-20,0.284
Serge Ibaka,2019-20,0.236
LaMarcus Aldridge,2019-20,0.236
Davis Bertans,2019-20,0.183
Joel Embiid,2019-20,0.315
Nikola Jokić,2019-20,0.266
Lauri Markkanen,2019-20,0.209
Clint Capela,2019-20,0.156
Jaren Jackson Jr.,2019-20,0.238
Kevin Love,2019-20,0.225
Jusuf Nurkić,2019-20,0.232
Robert Covington,2019-20,0.169
Aron Baynes,2019-20,0.205
Duncan Robinson,2019-20,0.157
Mychal Mulder,2019-20,0.165
Hassan Whiteside,2019-20,0.192
Danilo Gallinari,2019-20,0.242
Domantas Sabonis,2019-20,0.229
Al Horford,2019-20,0.173
Marvin Bagley III,2019-20,0.248
Andre Drummond,2019-20,0.253
Rudy Gobert,2019-20,0.162
Terrence Ross,2019-20,0.216
Thomas Bryant,2019-20,0.185
Myles Turner,2019-20,0.18
Brook Lopez,2019-20,0.181
Jonas Valančiūnas,2019-20,0.211
Kelly Oubre Jr.,2019-20,0.219
Zion Williamson,2019-20,0.291
Brandon Ingram,2019-20,0.275
Eric Gordon,2019-20,0.215
Bradley Beal,2019-20,0.338
Pascal Siakam,2019-20,0.278
Ben McLemore,2019-20,0.157
Buddy Hield,2019-20,0.263
Maxi Kleber,2019-20,0.134
Bogdan Bogdanović,2019-20,0.221
Jaylen Brown,2019-20,0.245
P.J. Washington,2019-20,0.184
Taurean Prince,2019-20,0.2
Larry Nance Jr.,2019-20,0.15
Bojan Bogdanovic,2019-20,0.252
Julius Randle,2019-20,0.271
Danuel House Jr.,2019-20,0.135
Jabari Parker,2019-20,0.233
Dario Šarić,2019-20,0.174
Richaun Holmes,2019-20,0.156
Tim Hardaway Jr.,2019-20,0.204
T.J. Warren,2019-20,0.229
Dorian Finney-Smith,2019-20,0.128
Brandon Clarke,2019-20,0.18
Aaron Gordon,2019-20,0.205
Joe Harris,2019-20,0.179
Andrew Wiggins,2019-20,0.269
Giannis Antetokounmpo,2019-20,0.363
Nemanja Bjelica,2019-20,0.167
Daniel Theis,2019-20,0.144
Jonathan Isaac,2019-20,0.181
Cameron Johnson,2019-20,0.151
Miles Bridges,2019-20,0.196
Jae Crowder,2019-20,0.152
Carmelo Anthony,2019-20,0.214
Damion Lee,2019-20,0.184
Kyle Kuzma,2019-20,0.221
Bam Adebayo,2019-20,0.212
Derrick Favors,2019-20,0.135
Rui Hachimura,2019-20,0.189
Jarrett Allen,2019-20,0.148
Glenn Robinson III,2019-20,0.16
Langston Galloway,2019-20,0.149
Montrezl Harrell,2019-20,0.245
Wendell Carter Jr.,2019-20,0.162
Frank Kaminsky,2019-20,0.204
Lonzo Ball,2019-20,0.181
De'Andre Hunter,2019-20,0.173
JJ Redick,2019-20,0.197
Doug McDermott,2019-20,0.186
Naz Reid,2019-20,0.234
Josh Hart,2019-20,0.15
Bobby Portis,2019-20,0.207
Christian Wood,2019-20,0.223
Jerami Grant,2019-20,0.177
Dragan Bender,2019-20,0.18
Mitchell Robinson,2019-20,0.129
Kendrick Nunn,2019-20,0.236
Zach LaVine,2019-20,0.312
Cedi Osman,2019-20,0.162
Norman Powell,2019-20,0.21
Landry Shamet,2019-20,0.132
Cody Zeller,2019-20,0.201
Marcus Morris Sr.,2019-20,0.216
Dillon Brooks,2019-20,0.247
Garrett Temple,2019-20,0.162
P.J. Tucker,2019-20,0.087
Bryn Forbes,2019-20,0.185
Markieff Morris,2019-20,0.202
D'Angelo Russell,2019-20,0.305
Danny Green,2019-20,0.135
Tristan Thompson,2019-20,0.181
Marc Gasol,2019-20,0.133
Jeff Green,2019-20,0.188
JaMychal Green,2019-20,0.132
Dewayne Dedmon,2019-20,0.179
Dennis Schröder,2019-20,0.262
Omari Spellman,2019-20,0.177
Thaddeus Young,2019-20,0.192
Otto Porter Jr.,2019-20,0.201
Marcus Smart,2019-20,0.183
Evan Fournier,2019-20,0.237
Avery Bradley,2019-20,0.153
Luke Kennard,2019-20,0.193
Zach Collins,2019-20,0.126
Reggie Bullock Jr.,2019-20,0.153
Kevin Huerter,2019-20,0.169
Derrick Jones Jr.,2019-20,0.135
Steven Adams,2019-20,0.168
Harrison Barnes,2019-20,0.172
Svi Mykhailiuk,2019-20,0.165
Terry Rozier,2019-20,0.232
Luke Kornet,2019-20,0.163
Justin Holiday,2019-20,0.13
Josh Richardson,2019-20,0.2
Ivica Zubac,2019-20,0.163
Furkan Korkmaz,2019-20,0.177
Kelly Olynyk,2019-20,0.165
Malik Beasley,2019-20,0.208
Bismack Biyombo,2019-20,0.168
OG Anunoby,2019-20,0.142
DeAndre Jordan,2019-20,0.136
Kentavious Caldwell-Pope,2019-20,0.142
Fred VanVleet,2019-20,0.218
Marquese Chriss,2019-20,0.184
Devin Booker,2019-20,0.294
Tony Snell,2019-20,0.11
CJ McCollum,2019-20,0.257
Coby White,2019-20,0.235
Moritz Wagner,2019-20,0.179
Dwight Powell,2019-20,0.126
Draymond Green,2019-20,0.156
Collin Sexton,2019-20,0.264
Alex Len,2019-20,0.176
Mikal Bridges,2019-20,0.125
Jordan Clarkson,2019-20,0.254
Justise Winslow,2019-20,0.19
Patty Mills,2019-20,0.193
Eric Paschall,2019-20,0.207
Cam Reddish,2019-20,0.185
Michael Porter Jr.,2019-20,0.211
Wesley Matthews,2019-20,0.123
Mike Scott,2019-20,0.132
Chris Boucher,2019-20,0.185
RJ Barrett,2019-20,0.234
Mo Bamba,2019-20,0.163
Trevor Ariza,2019-20,0.117
Gorgui Dieng,2019-20,0.175
Enes Freedom,2019-20,0.186
Donte DiVincenzo,2019-20,0.168
Will Barton,2019-20,0.197
Goran Dragic,2019-20,0.248
Nicolo Melli,2019-20,0.158
Juancho Hernangomez,2019-20,0.149
Rudy Gay,2019-20,0.211
Jake Layman,2019-20,0.165
Seth Curry,2019-20,0.176
Ian Mahinmi,2019-20,0.154
Russell Westbrook,2019-20,0.33
Tyler Herro,2019-20,0.213
Timothe Luwawu-Cabarrot,2019-20,0.162
Jordan Poole,2019-20,0.2
Jayson Tatum,2019-20,0.28
Kent Bazemore,2019-20,0.171
Ersan Ilyasova,2019-20,0.158
Devonte' Graham,2019-20,0.243
Mike Muscala,2019-20,0.16
Sekou Doumbouya,2019-20,0.164
Tyler Johnson,2019-20,0.177
James Ennis III,2019-20,0.151
Kyle Korver,2019-20,0.145
Patrick Beverley,2019-20,0.131
Trey Lyles,2019-20,0.136
Donovan Mitchell,2019-20,0.303
Torrey Craig,2019-20,0.123
Ben Simmons,2019-20,0.206
Willie Cauley-Stein,2019-20,0.144
Wilson Chandler,2019-20,0.128
Luguentz Dort,2019-20,0.139
Jaxson Hayes,2019-20,0.146
Patrick Patterson,2019-20,0.143
Boban Marjanovic,2019-20,0.258
Skal Labissiere,2019-20,0.139
Nerlens Noel,2019-20,0.148
Terence Davis,2019-20,0.181
Jamal Murray,2019-20,0.248
Jarrett Culver,2019-20,0.187
Jrue Holiday,2019-20,0.241
Dwight Howard,2019-20,0.146
Meyers Leonard,2019-20,0.121
Gary Harris,2019-20,0.15
Tomas Satoransky,2019-20,0.165
Royce O'Neale,2019-20,0.095
CJ Miles,2019-20,0.169
Harry Giles III,2019-20,0.206
Cameron Payne,2019-20,0.182
Keita Bates-Diop,2019-20,0.156
Kevin Knox II,2019-20,0.172
Gary Trent Jr.,2019-20,0.15
Grayson Allen,2019-20,0.171
Bruce Brown,2019-20,0.159
Isaiah Thomas,2019-20,0.236
Damian Lillard,2019-20,0.294
John Henson,2019-20,0.16
Terrance Ferguson,2019-20,0.092
Pat Connaughton,2019-20,0.118
Jeremy Lamb,2019-20,0.195
Josh Okogie,2019-20,0.148
JaVale McGee,2019-20,0.145
Marvin Williams,2019-20,0.12
Chandler Parsons,2019-20,0.15
Anžejs Pasečņiks,2019-20,0.151
Troy Brown Jr.,2019-20,0.174
Allen Crabbe,2019-20,0.122
Ryan Broekhoff,2019-20,0.155
Al-Farouq Aminu,2019-20,0.127
Josh Jackson,2019-20,0.214
Justin Jackson,2019-20,0.15
James Johnson,2019-20,0.186
Jakob Poeltl,2019-20,0.125
Georges Niang,2019-20,0.163
Darius Garland,2019-20,0.201
Reggie Jackson,2019-20,0.229
E'Twaun Moore,2019-20,0.196
Shake Milton,2019-20,0.186
Solomon Hill,2019-20,0.135
Vince Carter,2019-20,0.163
Malik Monk,2019-20,0.22
Wayne Ellington,2019-20,0.146
Dion Waiters,2019-20,0.243
Luka Samanic,2019-20,0.179
Devontae Cacok,2019-20,0.222
Kelan Martin,2019-20,0.171
Andre Roberson,2019-20,0.145
Kenrich Williams,2019-20,0.087
Rodney Hood,2019-20,0.137
Marco Belinelli,2019-20,0.166
Anthony Tolliver,2019-20,0.108
Rondae Hollis-Jefferson,2019-20,0.164
Mason Plumlee,2019-20,0.173
Ricky Rubio,2019-20,0.199
Spencer Dinwiddie,2019-20,0.287
Caris LeVert,2019-20,0.284
Matisse Thybulle,2019-20,0.108
Willy Hernangomez,2019-20,0.222
Kevin Porter Jr.,2019-20,0.202
Alec Burks,2019-20,0.23
Juan Toscano-Anderson,2019-20,0.125
De'Anthony Melton,2019-20,0.185
Treveon Graham,2019-20,0.13
Damian Jones,2019-20,0.113
Austin Rivers,2019-20,0.153
Justin Anderson,2019-20,0.162
Joe Ingles,2019-20,0.148
Tony Bradley,2019-20,0.147
Gary Clark,2019-20,0.105
Jalen McDaniels,2019-20,0.131
Damyean Dotson,2019-20,0.158
Hamidou Diallo,2019-20,0.173
Taj Gibson,2019-20,0.145
Andre Iguodala,2019-20,0.121
Robin Lopez,2019-20,0.161
Darius Bazley,2019-20,0.146
Robert Williams III,2019-20,0.135
Maurice Harkless,2019-20,0.105
Iman Shumpert,2019-20,0.134
Lou Williams,2019-20,0.271
Brandon Knight,2019-20,0.207
Victor Oladipo,2019-20,0.259
Gary Payton II,2019-20,0.129
Caleb Martin,2019-20,0.152
Daniel Gafford,2019-20,0.131
Denzel Valentine,2019-20,0.229
Bol Bol,2019-20,0.206
D.J. Wilson,2019-20,0.175
Thon Maker,2019-20,0.16
Gabe Vincent,2019-20,0.196
George Hill,2019-20,0.152
Rodions Kurucs,2019-20,0.142
Sindarius Thornwell,2019-20,0.176
Ryan Anderson,2019-20,0.242
Abdel Nader,2019-20,0.164
Derrick White,2019-20,0.183
Jordan McRae,2019-20,0.239
Anfernee Simons,2019-20,0.18
Kevon Looney,2019-20,0.147
Isaiah Hartenstein,2019-20,0.144
Lance Thomas,2019-20,0.13
Troy Daniels,2019-20,0.155
Eric Bledsoe,2019-20,0.233
DeAndre' Bembry,2019-20,0.137
Luka Dončić,2019-20,0.355
Goga Bitadze,2019-20,0.17
Patrick McCaw,2019-20,0.093
DaQuan Jeffries,2019-20,0.129
Nic Claxton,2019-20,0.144
Michael Carter-Williams,2019-20,0.175
Chandler Hutchison,2019-20,0.183
Kris Dunn,2019-20,0.145
Kyle Anderson,2019-20,0.134
Sterling Brown,2019-20,0.162
Nicolas Batum,2019-20,0.093
Jevon Carter,2019-20,0.127
Alfonzo McKinnie,2019-20,0.147
Aaron Holiday,2019-20,0.182
Bruno Fernando,2019-20,0.147
Ja Morant,2019-20,0.256
Udonis Haslem,2019-20,0.147
Admiral Schofield,2019-20,0.118
Garrison Mathews,2019-20,0.137
Monte Morris,2019-20,0.168
Cody Martin,2019-20,0.131
Frank Jackson,2019-20,0.203
Matt Thomas,2019-20,0.152
Dejounte Murray,2019-20,0.207
Ryan Arcidiacono,2019-20,0.121
Semi Ojeleye,2019-20,0.094
Shabazz Napier,2019-20,0.197
JaKarr Sampson,2019-20,0.126
Nickeil Alexander-Walker,2019-20,0.233
Khem Birch,2019-20,0.101
Grant Williams,2019-20,0.112
Markelle Fultz,2019-20,0.21
De'Aaron Fox,2019-20,0.29
Alex Caruso,2019-20,0.136
Frank Ntilikina,2019-20,0.152
Lonnie Walker IV,2019-20,0.183
Trae Young,2019-20,0.339
Kyle O'Quinn,2019-20,0.148
Isaac Bonga,2019-20,0.106
Wes Iwundu,2019-20,0.134
Rodney McGruder,2019-20,0.101
Cory Joseph,2019-20,0.127
Malcolm Brogdon,2019-20,0.249
Jamal Crawford,2019-20,0.235
Eric Mika,2019-20,0.089
Bruno Caboclo,2019-20,0.17
Zach Norvell Jr.,2019-20,0.147
DeMar DeRozan,2019-20,0.262
Jerome Robinson,2019-20,0.155
Brandon Goodwin,2019-20,0.22
Drew Eubanks,2019-20,0.15
Dzanan Musa,2019-20,0.193
Cheick Diallo,2019-20,0.169
Keldon Johnson,2019-20,0.164
Trey Burke,2019-20,0.196
Jahlil Okafor,2019-20,0.195
Mfiondu Kabengele,2019-20,0.242
Donta Hall,2019-20,0.109
Nassir Little,2019-20,0.131
Shai Gilgeous-Alexander,2019-20,0.235
Ish Smith,2019-20,0.186
Edmond Sumner,2019-20,0.167
Ante Zizic,2019-20,0.168
David Nwaba,2019-20,0.139
Delon Wright,2019-20,0.14
Elfrid Payton,2019-20,0.19
Cristiano Felicio,2019-20,0.088
Michael Frazier II,2019-20,0.115
Ky Bowman,2019-20,0.168
Chris Clemons,2019-20,0.235
D.J. Augustin,2019-20,0.184
Courtney Lee,2019-20,0.116
Adam Mokoka,2019-20,0.11
Jaylen Nowell,2019-20,0.165
Jarrod Uthoff,2019-20,0.141
Norvel Pelle,2019-20,0.131
T.J. Leaf,2019-20,0.18
Miye Oni,2019-20,0.146
Kevin Hervey,2019-20,0.189
Rajon Rondo,2019-20,0.184
Johnathan Williams,2019-20,0.1
Talen Horton-Tucker,2019-20,0.18
Jarrell Brantley,2019-20,0.155
Chris Chiozza,2019-20,0.175
Alen Smailagic,2019-20,0.175
Mario Hezonja,2019-20,0.135
Thabo Sefolosha,2019-20,0.1
Deonte Burton,2019-20,0.173
Jordan McLaughlin,2019-20,0.151
John Konchar,2019-20,0.097
Tyus Jones,2019-20,0.165
Jalen Brunson,2019-20,0.199
Chimezie Metu,2019-20,0.218
Max Strus,2019-20,0.158
Zylan Cheatham,2019-20,0.103
Josh Reaves,2019-20,0.161
Khyri Thomas,2019-20,0.149
Tyler Zeller,2019-20,0.267
Dwayne Bacon,2019-20,0.189
Marko Guduric,2019-20,0.168
Jacob Evans,2019-20,0.167
Ty Jerome,2019-20,0.17
Frank Mason III,2019-20,0.228
Tacko Fall,2019-20,0.25
Jonah Bolden,2019-20,0.13
Allonzo Trier,2019-20,0.208
Quinn Cook,2019-20,0.201
Louis King,2019-20,0.163
Justin Patton,2019-20,0.194
Matthew Dellavedova,2019-20,0.128
DeMarre Carroll,2019-20,0.148
Oshae Brissett,2019-20,0.145
Derrick Rose,2019-20,0.303
Chris Silva,2019-20,0.155
Shaquille Harrison,2019-20,0.176
Tariq Owens,2019-20,0.171
Kyle Guy,2019-20,0.2
Dewan Hernandez,2019-20,0.257
