player_id,player_name,season,age,minutes,usg_pct,ts_pct,shot_quality_generation_delta,creation_volume_ratio,helio_potential_score,friction_coeff_iso,avg_opponent_dcs,avg_speed_offense,time_of_poss,weighted_touch_production,skill_index,subsidy_index,physicality_score,fragility_score,inefficient_volume_score,leverage_usg_delta,leverage_ts_delta,clutch_usg_absolute,relative_usage_drop,abdication_interaction,pct_uast_fgm,pct_pts_2pt_mr,pull_up_fga,pull_up_fg3a,pull_up_fg3m,contested_shot_rate,projected_playoff_pps,projected_playoff_output,helio_above_replacement_value,team_abbreviation,teammate_ts_pct
203083,Andre Drummond,2015-16,22.0,32.9,0.239,0.499,0.124588073221972,0.1516483516483516,0.0145570482286359,1.2593079281646955,54.7712843915385,4.11,1.2,4.9,0.49,0.51,1.0,0.0311374866562856,0.0309296703296703,-0.003,0.05,0.236,-0.0125523012552301,-0.00015,0.469,0.024,0.5,0.0,0.0,0.8868940754039497,0.4628791428571429,0.1106281151428571,-0.0,,
2738,Andre Iguodala,2015-16,32.0,26.6,0.117,0.565,0.1510143697033888,0.2249388753056234,0.0060436188483596,0.8391738823124263,53.78802137415682,4.59,2.0,0.4,0.3666666666666667,0.6333333333333333,0.6024885583524027,0.0725135580201033,0.0232665036674816,0.0039999999999999,0.1050000000000001,0.121,0.0341880341880341,0.0004199999999999,0.273,0.118,1.4,0.5,0.1,0.4210526315789473,0.3913182140110426,0.0457842310392919,-0.0,GSW,0.6245136376330406
203460,Andre Roberson,2015-16,24.0,22.2,0.092,0.566,0.1166510955914175,0.0223642172523961,0.0032551466800772,1.0,54.78157754837271,4.83,0.4,0.4,0.0866666666666666,0.9133333333333332,0.323076923076923,0.4739221554367094,0.0131725239616613,-0.033,0.2330000000000001,0.059,-0.3586956521739131,-0.007689,0.228,0.0,0.1,0.0,0.0,0.4777777777777778,0.3080856230031948,0.0283438773162939,-0.0,,
101106,Andrew Bogut,2015-16,31.0,20.7,0.115,0.623,0.198652294696316,0.0395136778115501,0.0077471211335789,1.0,54.047056337757056,4.2,1.0,0.4,0.3222222222222222,0.6777777777777778,0.305,0.0694853356689311,0.0269878419452887,-0.007,0.023,0.108,-0.0608695652173913,-0.000161,0.24,0.016,0.2,0.0,0.0,0.7191011235955056,0.3994075650118204,0.0459318699763593,-0.0,,
203094,Andrew Nicholson,2015-16,26.0,14.7,0.205,0.567,0.0970167007200984,0.2214111922141119,0.009004866795982,1.0,,4.31,0.7,2.4,0.24,0.76,0.2322580645161289,0.5,0.0158905109489051,0.005,-0.2449999999999999,0.21,0.024390243902439,-0.001225,0.466,0.094,0.4,0.1,0.0,0.5357142857142857,0.3317678832116788,0.0680124160583941,-0.0,,
203952,Andrew Wiggins,2015-16,21.0,35.1,0.267,0.543,0.0989219865000824,0.481981981981982,0.0136477079729732,1.0,54.190284191045485,4.34,2.1,4.6,0.4599999999999999,0.54,0.872758887171561,0.1546735289307891,0.0445855855855856,0.0389999999999999,-0.028,0.306,0.146067415730337,-0.001092,0.46,0.185,5.4,0.6,0.1,0.6736272235112142,0.3718725225225225,0.0992899635135135,-0.0,,
203076,Anthony Davis,2015-16,23.0,35.5,0.29,0.559,0.1065809984775175,0.1190681622088006,0.0166447310212011,1.0,54.20570708760864,4.31,2.1,7.4,0.74,0.26,0.3838170149931849,0.3647384392203755,0.0244857635893011,-0.0329999999999999,0.1399999999999999,0.257,-0.1137931034482757,-0.0046199999999999,0.259,0.258,3.4,0.1,0.0,0.5818661971830986,0.4832973856773079,0.1401562418464193,-0.0,,
201167,Arron Afflalo,2015-16,30.0,33.4,0.178,0.531,0.0798048012707815,0.3736842105263158,0.005993203492385,1.0,54.79514343764041,4.55,2.2,3.3,0.3299999999999999,0.67,0.323816274768239,0.6755612862687657,0.0382315789473684,0.061,-0.052,0.239,0.3426966292134831,-0.003172,0.401,0.288,4.1,0.5,0.2,0.6082603254067585,0.333676,0.059394328,-0.0,,
203085,Austin Rivers,2015-16,23.0,21.8,0.188,0.523,0.1014787001236879,0.6053459119496856,0.0082720217840721,1.0141217031886876,53.47140668672203,4.51,2.7,0.3,0.3,0.7,0.6002063827645221,0.5,0.0930959119496855,-0.076,-0.063,0.112,-0.4042553191489361,0.004788,0.527,0.118,2.4,0.9,0.2,0.5017361111111112,0.1748596954926624,0.0328736227526205,-0.0,,
203463,Ben McLemore,2015-16,23.0,21.2,0.172,0.531,0.0726760368395971,0.1934826883910387,0.005184225772465,1.0,53.76277919269318,5.07,0.8,0.4,0.1688888888888889,0.8311111111111111,0.5785468263080202,0.9697977510100336,0.0332729124236252,-0.0339999999999999,-0.07,0.138,-0.197674418604651,0.0023799999999999,0.231,0.109,1.1,0.3,0.1,0.3853006681514476,0.3002449422946368,0.0516421300746775,-0.0,,
2757,Beno Udrih,2015-16,33.0,16.1,0.167,0.496,0.144536857153384,1.0,0.0098640056828866,1.0,,5.08,3.2,0.0,0.5688888888888889,0.4311111111111111,0.2070707070707069,0.5,0.0,-0.103,-0.496,0.064,-0.6167664670658682,0.051088,0.547,0.361,2.3,0.2,0.0,0.4898989898989899,0.3923472785829308,0.0655219955233494,-0.0,,
202687,Bismack Biyombo,2015-16,23.0,22.0,0.114,0.586,0.1169993142646866,0.0276816608996539,0.0045034007244625,1.0,54.70969456172075,4.28,0.7,0.8,0.08,0.92,0.5,0.4357918930719918,0.0163875432525951,-0.057,0.016,0.057,-0.5,-0.000912,0.263,0.066,0.2,0.0,0.0,0.8016997167138811,0.3187065051903115,0.0363325415916955,-0.0,,
201933,Blake Griffin,2015-16,27.0,33.4,0.289,0.544,0.093646931020887,0.3094879518072289,0.0145492401853517,0.4432973805855161,,4.08,3.3,6.0,0.6,0.4,0.3399668325041459,0.2464440016102566,0.0005896084337349,-0.007,0.0369999999999999,0.282,-0.0242214532871972,-0.0002589999999999,0.359,0.32,3.3,0.2,0.1,0.4222560975609756,0.2853385542168675,0.0824628421686747,-0.0,,
202711,Bojan Bogdanovic,2015-16,27.0,26.8,0.19,0.55,0.0941914333868813,0.3057851239669421,0.0078008478501325,1.0,55.14429043320843,4.46,1.2,1.3,0.1622222222222222,0.8377777777777777,0.5004511278195488,0.5,0.0796528925619834,-0.062,-0.017,0.128,-0.3263157894736842,0.001054,0.284,0.099,1.7,0.6,0.2,0.4806408544726301,0.3041228191000918,0.0577833356290174,-0.0,BKN,0.533
203078,Bradley Beal,2015-16,23.0,31.1,0.245,0.547,0.1114390389573227,0.5363385464581416,0.0135140799732613,1.0,55.14115057190818,4.73,2.6,0.8999999999999999,0.3399999999999999,0.66,0.5051279616762332,0.2612419365372451,0.0418261269549218,-0.004,0.0439999999999999,0.241,-0.0163265306122449,-0.0001759999999999,0.462,0.169,5.5,1.6,0.6,0.4230287859824781,0.3458364949402023,0.0847299412603495,-0.0,WAS,0.5457226828250576
101138,Brandon Bass,2015-16,31.0,20.3,0.136,0.619,0.0511027777745086,0.10625,0.0025630251638128,1.0,54.46022090146827,4.46,0.8,2.4,0.24,0.76,0.475,0.1177925497322031,0.05960625,-0.006,0.021,0.13,-0.0441176470588235,-0.000126,0.236,0.106,0.3,0.0,0.0,0.7665615141955836,0.310864125,0.042277521,-0.0,,
201943,Brandon Jennings,2015-16,26.0,18.1,0.192,0.491,0.052547809840171,0.6746323529411765,0.004420856954412,1.0,,4.89,4.1,0.1,0.6622222222222222,0.3377777777777778,0.1725239616613418,1.0,0.1393658088235293,-0.007,-0.182,0.185,-0.0364583333333333,0.001274,0.589,0.139,3.3,1.8,0.5,0.3519736842105263,0.3678781944444445,0.0706326133333333,-0.0,,
202688,Brandon Knight,2015-16,24.0,36.0,0.258,0.522,0.0809534650924778,0.6883720930232559,0.0106087692141347,1.0,53.36650487073218,4.73,6.0,0.4,0.6666666666666666,0.3333333333333333,0.4788229180200077,1.0,0.083415503875969,0.018,-0.122,0.276,0.0697674418604651,-0.002196,0.633,0.169,8.4,3.7,1.2,0.435754189944134,0.3913204134366924,0.1009606666666666,-0.0,,
201572,Brook Lopez,2015-16,28.0,33.7,0.272,0.562,0.0757397426096523,0.1747146619841966,0.0107442766172603,1.0,55.26082868750896,4.12,1.7,9.6,0.96,0.04,0.7798649934903668,0.7475034653565767,0.0092212467076382,-0.034,0.0,0.238,-0.1250000000000001,-0.0,0.408,0.192,1.9,0.0,0.0,0.6447709593777009,0.5084031782265145,0.1382856644776119,-0.0,,
203468,CJ McCollum,2015-16,24.0,34.7,0.266,0.544,0.1414896469543369,0.6917188587334726,0.0194109646140984,0.9014564969580302,53.89247990578305,5.03,5.3,0.3,0.5888888888888889,0.4111111111111111,0.388967358841924,0.2588716191890825,0.0762338204592902,-0.005,0.014,0.261,-0.018796992481203,-7.000000000000013e-05,0.638,0.247,8.3,2.2,0.9,0.4941466420209489,0.3979399228937456,0.1058520194897363,-0.0,POR,0.5518032187271398
101139,CJ Miles,2015-16,29.0,22.9,0.221,0.547,0.0913642781328423,0.1693430656934306,0.0094921553591097,0.3242034656232532,53.736477011436584,4.33,1.0,0.5,0.1533333333333333,0.8466666666666667,0.4069591817225886,0.5,0.0210277372262773,-0.0829999999999999,-0.122,0.138,-0.3755656108597284,0.010126,0.278,0.096,2.3,1.0,0.3,0.4634873323397913,0.150669109489051,0.0332978731970802,-0.0,,
2546,Carmelo Anthony,2015-16,32.0,35.1,0.291,0.53,0.0665460626974273,0.4596375617792421,0.010446284472342,1.0,55.18741843727163,4.06,3.6,7.4,0.74,0.26,0.6010593843799659,0.3442085958742853,0.0235947281713344,0.063,-0.015,0.354,0.2164948453608247,-0.000945,0.64,0.342,7.7,1.7,0.5,0.612088752869166,0.417082586490939,0.1213710326688632,-0.0,,
202718,Chandler Parsons,2015-16,27.0,29.5,0.204,0.589,0.1548970152843599,0.2954856361149111,0.0142721138201007,1.0,53.785068265773354,4.66,2.1,0.8999999999999999,0.3511111111111111,0.6488888888888888,0.5693096171239072,0.5,0.0308563611491107,-0.061,0.068,0.143,-0.2990196078431372,-0.004148,0.394,0.093,2.1,0.9,0.3,0.5084485407066052,0.3952970360237118,0.0806405953488372,-0.0,,
2547,Chris Bosh,2015-16,32.0,33.5,0.247,0.571,0.0947242373055752,0.0972495088408644,0.0116280408024276,1.0,54.96560132875024,4.06,2.1,4.6,0.4599999999999999,0.54,0.3218558647664433,0.5,0.0070314341846758,0.002,-0.1369999999999999,0.249,0.0080971659919028,-0.000274,0.31,0.255,2.5,0.1,0.0,0.4302477183833116,0.3985570530451867,0.0984435921021611,-0.0,,
203187,Chris Johnson,2015-16,26.0,12.2,0.131,0.482,-0.0662320516207973,0.1709844559585492,-0.0031403290127398,1.0,,4.69,0.5,0.0,0.1822222222222222,0.8177777777777777,0.268041237113402,1.0,0.0777979274611398,-0.076,-0.482,0.0549999999999999,-0.5801526717557253,0.036632,0.333,0.107,0.6,0.2,0.0,0.4432989690721649,0.2229683362118595,0.0292088520437536,-0.0,,
101108,Chris Paul,2015-16,31.0,32.7,0.265,0.575,0.1519010763461328,0.8569182389937107,0.0207219042260283,0.8675382840488527,53.69584145888307,4.27,8.5,1.1,1.0,0.0,0.4906024468831369,0.0592555816323025,0.1333207547169812,0.0199999999999999,0.033,0.285,0.0754716981132074,0.0006599999999999,0.833,0.29,9.9,3.0,1.0,0.4016806722689076,0.3720156936038922,0.0985841588050314,-0.0,LAC,0.5793991548244117
203469,Cody Zeller,2015-16,23.0,24.3,0.152,0.592,0.1015348102181883,0.0594965675057208,0.0060170045973382,1.0,54.74145364409064,4.95,0.6,2.6,0.26,0.74,0.5,0.5,0.0352219679633867,-0.065,0.188,0.087,-0.4276315789473685,-0.01222,0.212,0.06,0.2,0.0,0.0,0.7305263157894737,0.3081089244851258,0.0468325565217391,-0.0,,
202709,Cory Joseph,2015-16,24.0,25.6,0.166,0.512,0.0783369251364501,1.0,0.0052982037143598,1.139681861880882,54.88087878732513,4.74,5.2,0.2,0.5777777777777778,0.4222222222222221,0.710361784334387,1.0,0.0,-0.066,0.046,0.1,-0.3975903614457831,-0.003036,0.72,0.183,2.1,0.2,0.0,0.5755894590846047,0.3901653198653199,0.0647674430976431,-0.0,TOR,0.5731021525642297
201584,Courtney Lee,2015-16,30.0,29.6,0.146,0.551,0.1020539634123684,0.2985611510791367,0.0056932356413792,0.5919050600179646,54.19093045129708,4.38,1.5,0.5,0.1955555555555555,0.8044444444444445,0.4334898278560251,0.5,0.038025179856115,-0.0349999999999999,-0.13,0.111,-0.2397260273972602,0.00455,0.283,0.258,2.4,0.1,0.0,0.3927536231884058,0.3012778497202238,0.0439865660591526,-0.0,,
1626156,D'Angelo Russell,2015-16,20.0,28.2,0.238,0.507,0.0908140277287867,0.5993975903614458,0.0105443150420692,1.0,54.49668425339183,4.69,5.1,0.7,0.5666666666666667,0.4333333333333333,0.4471129707112968,0.3090300401719397,0.0601305220883534,-0.0129999999999999,0.125,0.225,-0.0546218487394957,-0.0016249999999999,0.589,0.161,5.4,1.7,0.6,0.4937238493723849,0.3829477576974565,0.0911415663319946,-0.0,,
201571,D.J. Augustin,2015-16,28.0,19.0,0.18,0.575,0.1664807803285745,1.0,0.0127137263804168,1.0,,4.44,3.9,0.0,0.5711111111111111,0.4288888888888889,0.28,0.3690265598850362,0.0,-0.0399999999999999,0.241,0.14,-0.2222222222222221,-0.0096399999999999,0.608,0.077,2.2,1.4,0.5,0.4657142857142857,0.4101411820330969,0.0738254127659574,-0.0,,
203081,Damian Lillard,2015-16,25.0,35.7,0.304,0.56,0.1187199437296041,0.7369994022713687,0.0198991285453255,0.8766436873914699,54.13881624740355,4.65,8.7,0.4,0.9666666666666666,0.0333333333333334,0.6693881767902526,0.1535432573055584,0.0997997609085475,0.0579999999999999,-0.005,0.362,0.1907894736842105,-0.00029,0.697,0.131,8.9,4.7,1.7,0.5160349854227405,0.4469458598326359,0.1358715413891213,-7.2488662426778384e-06,POR,0.5402724550898204
201568,Danilo Gallinari,2015-16,27.0,34.7,0.226,0.582,0.0716754207851576,0.3690851735015773,0.0077007479686338,1.0,54.57186469355106,4.29,2.7,2.5,0.3,0.7,0.9314285714285714,0.6966722948041029,0.0828738170347003,-0.015,-0.1049999999999999,0.211,-0.0663716814159292,0.001575,0.411,0.143,3.6,1.1,0.3,0.4857142857142857,0.3211820189274448,0.0725871362776025,-0.0,,
201980,Danny Green,2015-16,29.0,26.1,0.143,0.492,0.0608113500596939,0.0909090909090909,0.0032884307558388,0.0,53.29526394716629,4.88,1.3,0.2,0.2044444444444444,0.7955555555555556,0.1407220506640556,0.8816258321397363,0.0112727272727272,-0.0159999999999999,-0.0299999999999999,0.127,-0.1118881118881118,0.0004799999999999,0.147,0.094,1.2,0.5,0.1,0.3178913738019169,0.4440020202020202,0.0634922888888888,-0.0,SAS,0.581486086839629
201967,Dante Cunningham,2015-16,29.0,24.6,0.11,0.54,0.0689899589786869,0.0395061728395061,0.0025169518905774,1.0,54.60849770810489,4.93,0.7,0.4,0.1244444444444444,0.8755555555555555,0.2743651979088872,1.0,0.0216493827160493,0.0079999999999999,-0.115,0.118,0.0727272727272726,-0.0009199999999999,0.102,0.14,0.5,0.0,0.0,0.3737864077669903,0.2959260137174211,0.0325518615089163,-0.0,,
201589,Darrell Arthur,2015-16,28.0,21.7,0.165,0.514,0.0365570699872809,0.0505902192242833,0.0024501760844354,1.0,54.352184658602376,4.35,0.8,1.2999999999999998,0.2266666666666666,0.7733333333333333,0.1800233713117148,1.0,0.026256323777403,-0.0289999999999999,-0.147,0.136,-0.1757575757575757,0.004263,0.172,0.38,0.7,0.0,0.0,0.3578732106339468,0.3022161214165261,0.0498656600337268,-0.0,,
201954,Darren Collison,2015-16,28.0,30.0,0.19,0.591,0.1448405476354382,0.6078914919852034,0.0119955608913293,1.0,53.95741489460755,4.48,4.5,0.7,0.5,0.5,0.6738733431516934,0.1871549135904178,0.111003699136868,0.008,0.013,0.198,0.0421052631578947,0.000104,0.557,0.203,3.9,1.0,0.3,0.453125,0.4064972256473489,0.0772344728729963,-0.0,,
2561,David West,2015-16,35.0,18.0,0.175,0.573,0.0868777877153089,0.080188679245283,0.0063601275653223,1.0,,4.03,0.8,2.5,0.3333333333333333,0.6666666666666667,0.1383928571428571,0.5,0.0470707547169811,-0.132,-0.573,0.0429999999999999,-0.7542857142857143,0.075636,0.213,0.383,0.4,0.0,0.0,0.4632206759443339,0.2900471698113207,0.0507582547169811,-0.0,,
201599,DeAndre Jordan,2015-16,27.0,33.7,0.155,0.628,0.2461504096534554,0.0168350168350168,0.0150209745444696,1.0,53.62493578437718,4.05,1.2,1.6,0.16,0.84,0.5,0.0065107233901856,0.012087542087542,0.004,0.033,0.159,0.0258064516129032,0.000132,0.218,0.002,0.0,0.0,0.0,0.8021978021978022,0.3871900336700338,0.0600144552188552,-0.0,,
201942,DeMar DeRozan,2015-16,26.0,35.9,0.291,0.55,0.0905145659727954,0.7515723270440251,0.0142088181736851,0.901094245550476,54.799224601021336,4.48,4.1,1.5,0.4622222222222222,0.5377777777777778,0.8425488965203156,0.1491856332894595,0.0375487421383647,0.062,-0.032,0.353,0.2130584192439862,-0.001984,0.704,0.231,7.3,0.6,0.1,0.6884965831435079,0.2951662509862265,0.0858933790369919,-0.0,TOR,0.5721385305074399
202326,DeMarcus Cousins,2015-16,25.0,34.6,0.351,0.538,0.0684631421343965,0.2222222222222222,0.0142369677748616,1.0,54.64209847083738,3.86,2.6,6.4,0.64,0.36,0.9970731707317072,0.5736493929496496,0.0195299760191846,0.03,-0.077,0.381,0.0854700854700855,-0.00231,0.398,0.108,2.1,0.2,0.1,0.6258555133079848,0.4153054196642686,0.1457722023021583,-0.0012606906034532,,
201960,DeMarre Carroll,2015-16,29.0,30.2,0.176,0.49,0.0911875916401802,0.1997264021887825,0.0067329400480705,1.4636393926118798,,4.09,1.6,0.7,0.1777777777777777,0.8222222222222222,0.2555555555555555,0.5,0.047422708618331,-0.0929999999999999,-0.0289999999999999,0.083,-0.5284090909090908,0.0026969999999999,0.276,0.049,1.7,0.4,0.2,0.5034965034965035,0.304332113835397,0.0535624520350298,-0.0,,
203471,Dennis Schröder,2015-16,22.0,20.3,0.286,0.51,0.0844879846834394,0.7070063694267517,0.0129224244142681,1.1245906378372124,54.64883131545641,4.87,4.6,0.1,0.8177777777777777,0.1822222222222222,0.674718440513209,0.3559721951132737,0.0638547770700637,-0.0219999999999999,-0.025,0.264,-0.0769230769230768,0.0005499999999999,0.653,0.168,3.4,1.3,0.3,0.497737556561086,0.4313318571393708,0.12336091114186,-0.0,ATL,0.5600850154051615
202324,Derrick Favors,2015-16,24.0,32.0,0.234,0.551,0.0753044548855273,0.1243184296619411,0.0085240199053466,1.0,54.552629008020126,4.26,1.9,6.9,0.6900000000000001,0.3099999999999999,0.3877862595419847,0.8820898709301968,0.0103184296619411,-0.043,0.0289999999999999,0.191,-0.1837606837606838,-0.0012469999999999,0.354,0.193,1.2,0.1,0.0,0.6078914919852034,0.4425109269356597,0.1035475569029443,-0.0,UTA,0.5583450875593117
201565,Derrick Rose,2015-16,27.0,31.8,0.266,0.479,0.0675949158943511,0.7848101265822784,0.0092733464869105,1.0,55.01256484993675,4.65,6.0,0.4,0.6666666666666666,0.3333333333333333,0.5482392337606221,0.560403111828412,0.0089890295358649,0.0359999999999999,-0.0489999999999999,0.302,0.1353383458646615,-0.0017639999999999,0.709,0.274,6.5,0.7,0.1,0.6164122137404581,0.3716758087201124,0.0988657651195499,-0.0,,
202682,Derrick Williams,2015-16,25.0,17.9,0.23,0.55,0.0756969935225818,0.2837573385518591,0.0083496906383787,1.0,,4.36,1.3,1.9,0.2133333333333333,0.7866666666666666,0.4,1.0,0.0268140900195694,-0.053,0.0649999999999999,0.177,-0.2304347826086957,-0.0034449999999999,0.358,0.131,1.5,0.3,0.1,0.5185840707964602,0.3076927853881278,0.0707693406392694,-0.0,,
1626164,Devin Booker,2015-16,19.0,27.7,0.228,0.535,0.0942077966927504,0.4735576923076923,0.0102562622531331,1.0,54.77219759470763,4.51,2.5,1.0,0.36,0.64,0.5966490621016207,0.4522943771651978,0.0714074519230768,-0.038,-0.024,0.19,-0.1666666666666666,0.000912,0.455,0.197,3.9,1.3,0.3,0.5594002306805075,0.3438029326923076,0.0783870686538461,-0.0,,
2734,Devin Harris,2015-16,33.0,20.0,0.168,0.559,0.121232600202305,0.3771929824561403,0.0083480173425753,1.4144872101362658,53.04044642783491,4.44,1.4,0.4,0.3311111111111111,0.6688888888888889,0.8054397934722478,0.5,0.0341754385964912,-0.065,0.0559999999999999,0.103,-0.386904761904762,-0.0036399999999999,0.389,0.09,1.1,0.3,0.1,0.4438902743142144,0.3625643079922027,0.06091080374269,-0.0,,
203473,Dewayne Dedmon,2015-16,26.0,12.2,0.151,0.606,0.0910915001693084,0.0290456431535269,0.0053449454277333,1.0,,4.5,0.4,1.0,0.1,0.9,0.2,0.5,0.0164398340248962,-0.09,0.394,0.061,-0.5960264900662252,-0.03546,0.222,0.071,0.1,0.0,0.0,0.7288135593220338,0.3022580912863071,0.0456409717842323,-0.0,,
203079,Dion Waiters,2015-16,24.0,27.6,0.173,0.492,0.0624989146800465,0.5500747384155455,0.0044971940810245,1.095021680749508,53.75705785018269,4.2,1.7,0.3,0.2288888888888888,0.7711111111111111,0.5781838558042522,1.0,0.0962212257100149,-0.0889999999999999,-0.129,0.084,-0.514450867052023,0.0114809999999999,0.521,0.184,3.0,0.7,0.2,0.4785202863961814,0.2955856807272109,0.0511363227658074,-0.0,,
1717,Dirk Nowitzki,2015-16,38.0,31.5,0.249,0.555,0.0756946952205014,0.091491308325709,0.0094051226900729,0.9380863039399624,54.17823855062026,3.91,1.5,5.9,0.5900000000000001,0.4099999999999999,0.1904676258992805,0.4160540374423977,0.0,0.03,0.002,0.279,0.1204819277108434,6.000000000000011e-05,0.279,0.382,3.9,0.1,0.0,0.5238493723849372,0.4133898170173833,0.1029340644373284,-0.0,,
202388,Donald Sloan,2015-16,28.0,21.6,0.163,0.536,0.1014403218184438,0.610655737704918,0.006675626422305,1.0,55.35430725900664,4.84,4.5,0.3,0.6511111111111111,0.3488888888888889,0.7578947368421052,0.5,0.0616967213114754,-0.022,-0.292,0.141,-0.1349693251533743,0.006424,0.552,0.113,1.4,0.4,0.1,0.58,0.4113770400728597,0.0670544575318761,-0.0,,
203926,Doug McDermott,2015-16,24.0,23.0,0.166,0.561,0.1194508067839324,0.099437148217636,0.0080788811544944,1.0,54.75054156416319,4.89,0.6,0.7,0.1088888888888889,0.8911111111111111,0.2124223602484471,0.5,0.0155365853658536,-0.075,-0.01,0.091,-0.4518072289156627,0.00075,0.158,0.154,1.7,0.2,0.1,0.4658385093167702,0.31629027100271,0.0525041849864498,-0.0,,
