player_name,season,passes,performance_score,inefficient_volume_score,model_inefficient_score,combined_inefficiency,negative_tax_magnitude,negative_sq_magnitude,negative_leverage_magnitude,creation_vol,usg_pct,features
Jordan Poole,2021-22,True,0.99352384,0.015742180094786715,0.015742180094786715,0.1091913214990137,0.0471913214990138,0.0,0.0619999999999999,0.4805687203791469,0.3,"{'USG_PCT': np.float64(0.252), 'CREATION_VOLUME_RATIO': np.float64(0.4805687203791469), 'CREATION_TAX': np.float64(-0.0471913214990138), 'SHOT_QUALITY_GENERATION_DELTA': np.float64(0.0761640567996631), 'LEVERAGE_TS_DELTA': np.float64(-0.0619999999999999), 'EFG_ISO_WEIGHTED': np.float64(0.5368086785009861)}"
Talen Horton-Tucker,2020-21,True,0.47412968,0.006002334353794657,0.006002334353794657,0.0333190804945336,0.0,0.0333190804945336,0.0,0.7205882352941178,0.25,"{'USG_PCT': np.float64(0.21), 'CREATION_VOLUME_RATIO': np.float64(0.7205882352941178), 'CREATION_TAX': np.float64(0.0805357142857143), 'SHOT_QUALITY_GENERATION_DELTA': np.float64(-0.0333190804945336), 'LEVERAGE_TS_DELTA': np.float64(0.2249999999999999), 'EFG_ISO_WEIGHTED': np.float64(0.5295357142857143)}"
Christian Wood,2020-21,False,0.64414823,0.00930456048738032,0.00930456048738032,0.1894884792626726,0.1304884792626727,0.0,0.0589999999999999,0.1888598781549173,0.26,"{'USG_PCT': np.float64(0.255), 'CREATION_VOLUME_RATIO': np.float64(0.1888598781549173), 'CREATION_TAX': np.float64(-0.1304884792626727), 'SHOT_QUALITY_GENERATION_DELTA': np.float64(0.0175749121983669), 'LEVERAGE_TS_DELTA': np.float64(-0.0589999999999999), 'EFG_ISO_WEIGHTED': np.float64(0.4935115207373272)}"
D'Angelo Russell,2018-19,False,0.97432685,0.04036920270888762,0.04036920270888762,0.1731478452466374,0.1013116438356163,0.0718362014110211,0.0,0.7520927237604637,0.31,"{'USG_PCT': np.float64(0.311), 'CREATION_VOLUME_RATIO': np.float64(0.7520927237604637), 'CREATION_TAX': np.float64(-0.1013116438356163), 'SHOT_QUALITY_GENERATION_DELTA': np.float64(-0.0718362014110211), 'LEVERAGE_TS_DELTA': np.float64(0.022), 'EFG_ISO_WEIGHTED': np.float64(0.4816883561643836)}"
Julius Randle,2020-21,False,0.81749964,0.037790735112342655,0.037790735112342655,0.2349203797977248,0.136180616740088,0.0367397630576369,0.0619999999999999,0.5362204724409448,0.3,"{'USG_PCT': np.float64(0.285), 'CREATION_VOLUME_RATIO': np.float64(0.5362204724409448), 'CREATION_TAX': np.float64(-0.136180616740088), 'SHOT_QUALITY_GENERATION_DELTA': np.float64(-0.0367397630576369), 'LEVERAGE_TS_DELTA': np.float64(-0.0619999999999999), 'EFG_ISO_WEIGHTED': np.float64(0.4548193832599119)}"
