PLAYER_ID,SEASON,RS_MEDIAN_SHOT_DISTANCE,PO_MEDIAN_SHOT_DISTANCE,SHOT_DISTANCE_DELTA,RS_SPATIAL_VARIANCE,PO_SPATIAL_VARIANCE,SPATIAL_VARIANCE_DELTA,PO_EFG_BEYOND_RS_MEDIAN,RS_SHOTS,PO_SHOTS,RESILIENCE_SCORE
203932,2018-19,12.0,10.5,-1.5,141.14169724201884,142.55616129146293,1.414464049444092,0.6,1046,62,0.7865132157033354
201143,2018-19,12.0,18.0,6.0,131.25821020621646,145.80218441716622,14.543974210949756,0.5333333333333333,723,110,0.5460694880676348
202329,2018-19,18.0,13.0,-5.0,157.44116051682585,159.18291835204258,1.741757835216731,0.4326923076923077,593,109,0.6126263760656228
203083,2018-19,2.0,2.0,0.0,73.52264482816967,51.803103145059964,-21.71954168310971,0.3,1052,54,0.5896827499013417
2738,2018-19,20.0,18.0,-2.0,167.41672758160274,167.43555887143347,0.018831289830728792,0.525,302,166,0.7498870122610155
203085,2018-19,23.0,23.0,0.0,165.54332322492746,166.74915612445503,1.2058328995275645,0.6206896551724138,572,62,0.8410408646718002
1627732,2018-19,2.0,1.0,-1.0,53.011756615895635,33.92765917318072,-19.084097442714913,0.5,960,116,0.6554954153437105
201933,2018-19,8.0,3.0,-5.0,142.6251875546971,124.41616963183263,-18.209017922864476,0.6,1341,39,0.580745892462813
202711,2018-19,12.0,13.0,1.0,149.1690418259845,143.6934870770649,-5.475554748919592,0.390625,1051,63,0.6933966715064824
201572,2018-19,25.0,23.0,-2.0,162.06421562223863,159.46573527623767,-2.5984803460009687,0.5,786,134,0.7244091179239942
1627854,2018-19,23.0,23.0,0.0,152.67113133360974,153.6115990953267,0.9404677617169739,0.6666666666666666,791,56,0.8610238600963647
203468,2018-19,16.0,15.0,-1.0,137.2798270242985,130.39866441937878,-6.881162604919723,0.577922077922078,1243,350,0.7598818555393128
101108,2018-19,19.0,16.0,-3.0,149.9774767963715,146.30564479486668,-3.6718320015048107,0.3984375,720,148,0.6473440079909711
203991,2018-19,1.0,1.0,0.0,27.403179058755573,25.648484861098108,-1.7546941976574644,0.3055555555555556,732,82,0.7116940570362774
202709,2018-19,16.0,15.0,-1.0,150.1373910748918,152.16833141937425,2.0309403444824454,0.6363636363636364,548,24,0.81235981247856
1626156,2018-19,17.0,13.0,-4.0,136.1329999671981,124.16292959597764,-11.970070371220444,0.4878048780487805,1517,103,0.6033015289921895
201571,2018-19,17.0,22.0,5.0,153.79574091647365,148.95160451571132,-4.8441364007623235,0.7391304347826086,677,41,0.7165873555084696
203081,2018-19,18.0,20.5,2.5,147.06101713139785,155.32558548338602,8.264568351988174,0.5386740331491713,1533,330,0.6908822031477394
201568,2018-19,18.0,18.0,0.0,142.14055257446316,151.43456189267542,9.294009318212261,0.41346153846153844,884,111,0.7096205594753418
201980,2018-19,23.0,23.0,0.0,188.64421828052537,197.105175660885,8.460957380359645,0.4928571428571429,630,155,0.7463771128606993
201954,2018-19,17.0,16.0,-1.0,148.43224951545838,135.26804664977035,-13.164202865688026,0.3888888888888889,659,45,0.6465703383614274
202722,2018-19,25.0,24.0,-1.0,177.93287073422374,162.7768557317187,-15.156015002505029,0.0,453,15,0.47906390998496984
201942,2018-19,11.0,10.0,-1.0,105.46927290175235,98.40256865413889,-7.066704247613458,0.37254901960784315,1313,119,0.6766193823574566
201960,2018-19,22.0,23.0,1.0,163.6102753301486,163.68889627977705,0.07862094962845845,0.4375,575,38,0.7445282743022292
203471,2018-19,14.0,16.0,2.0,138.16582900584862,137.0710646623742,-1.0947643434744236,0.5,1104,55,0.7334314139391533
202324,2018-19,2.0,1.0,-1.0,98.01990615644011,66.44615316059516,-31.573752995844956,0.3333333333333333,619,36,0.5138908153582636
1628401,2018-19,11.0,5.0,-6.0,129.87375001807123,125.99400100119168,-3.8797490168795576,0.5645161290322581,618,75,0.6225279575116258
1627734,2018-19,3.0,13.0,10.0,79.74779214199339,116.27515353698425,36.52736139499086,0.325,700,29,0.21083583163005482
1628378,2018-19,11.0,10.0,-1.0,134.34428774005974,143.14678624798884,8.802498507929101,0.4090909090909091,1530,112,0.680821372588789
203110,2018-19,10.0,5.0,-5.0,139.99643485828375,135.97689201208274,-4.019542846201006,0.3475609756097561,422,229,0.5649071331666964
202683,2018-19,1.0,2.0,1.0,71.68634723274947,71.36965518117772,-0.3166920515717493,0.43506493506493504,683,146,0.7421258217165436
202339,2018-19,9.0,13.0,4.0,138.92040304565415,144.70256377271681,5.78216072706266,0.35096153846153844,971,185,0.5856916510222394
201569,2018-19,24.0,25.0,1.0,165.9493888805162,164.13372964766776,-1.8156592328484464,0.5316455696202531,938,150,0.7717642724510105
203095,2018-19,18.0,22.0,4.0,143.64038328278005,149.35290944639243,5.712526163612381,0.3902439024390244,1069,69,0.6018224039939355
202323,2018-19,9.0,7.5,-1.5,110.14578178648102,76.0909479974442,-34.05483378903682,0.375,443,46,0.5006709972657791
1627832,2018-19,22.0,24.0,2.0,156.9494440965814,164.3558681812806,7.406424084699211,0.5585106382978723,600,166,0.7189657108109537
202066,2018-19,22.0,23.0,1.0,171.14662843001648,171.79654986481697,0.6499214348004898,0.25,493,11,0.666100471391197
203914,2018-19,13.0,7.5,-5.5,146.93555199768272,144.40138537549873,-2.5341666221839887,0.4782608695652174,637,158,0.611099348092983
201588,2018-19,16.0,10.5,-5.5,151.84341895331724,156.92923524997124,5.085816296654002,0.6153846153846154,376,118,0.6506389483739221
101123,2018-19,24.0,23.5,-0.5,186.59910418888842,176.79369949035848,-9.80540469852994,0.4411764705882353,578,40,0.7026381600441145
203507,2018-19,2.0,2.0,0.0,103.78556007271705,111.94206916702859,8.156509094311545,0.3384615384615385,1247,261,0.6864455608187461
202330,2018-19,16.0,13.5,-2.5,145.65484916514978,136.77368985307388,-8.881159312075908,0.5,635,70,0.6717130441275445
202697,2018-19,23.0,25.0,2.0,177.26901582164143,182.3340172489869,5.065001427345464,0.4411764705882353,446,26,0.6860805796712214
202397,2018-19,13.0,14.0,1.0,132.70678657548575,108.86047551542862,-23.846311060057133,0.21428571428571427,489,38,0.5126364193539429
200755,2018-19,24.0,24.0,0.0,158.89305813442695,172.251687509838,13.358629375411056,0.5689655172413793,1027,124,0.7474344306440854
203210,2018-19,12.5,22.0,9.5,145.5355641685542,170.78682807026846,25.251263901714253,0.7692307692307693,476,43,0.4711847242820222
203109,2018-19,23.0,23.5,0.5,178.45864025975766,174.1115140468071,-4.34712621295057,0.45652173913043476,797,46,0.7415259383744706
1627750,2018-19,15.0,14.0,-1.0,134.82738167860947,134.60967149371967,-0.2177101848897962,0.4636363636363636,1173,252,0.7541482843452066
203516,2018-19,22.0,20.5,-1.5,169.96534158119607,169.1836924050118,-0.7816491761842599,0.43548387096774194,294,64,0.7245036533299912
201935,2018-19,23.0,23.5,0.5,148.40619497402045,142.5850187957179,-5.821176178302551,0.5340909090909091,1909,264,0.7637093065665483
201162,2018-19,24.0,25.0,1.0,155.0549154084026,85.22110280697125,-69.83381260143135,0.3333333333333333,239,11,0.4033333333333333
1628386,2018-19,1.0,1.0,0.0,71.79735095201349,24.008126144448298,-47.78922480756519,0.2222222222222222,584,32,0.40215354004349774
1627759,2018-19,10.0,13.0,3.0,143.31350334661164,160.7588202532834,17.445316906671763,0.56,792,87,0.6293280985599694
1628369,2018-19,14.0,13.0,-1.0,143.03062753987945,138.1124315839952,-4.918195955884244,0.5,1036,112,0.7404908242646946
203924,2018-19,5.0,20.0,15.0,141.83913816183184,164.0355769728644,22.19643881103255,0.6904761904761905,823,40,0.4430118433242809
202710,2018-19,10.0,11.0,1.0,126.61551736727786,139.4126840931007,12.797166725822834,0.4065934065934066,904,175,0.6558543622824257
203925,2018-19,22.0,21.0,-1.0,149.57746822440325,137.54406522341787,-12.033403000985373,0.2857142857142857,748,43,0.612085296279802
204060,2018-19,23.0,24.0,1.0,170.7277856329216,193.21906766183326,22.491282028911655,0.5,802,37,0.6350523078265301
203954,2018-19,7.0,7.0,0.0,117.16867277613035,118.73933709077606,1.570664314645711,0.3717948717948718,1199,159,0.7392939628300744
1628371,2018-19,17.0,22.0,5.0,158.31964405693833,176.43541347531433,18.115769418376004,0.2608695652173913,648,40,0.44565320957670046
202695,2018-19,13.0,13.0,0.0,133.18311612572643,133.80583175238735,0.62271562666092,0.551063829787234,1129,496,0.816689238154928
201142,2018-19,15.0,16.0,1.0,133.90215830360398,143.3018991828936,9.399740879289624,0.6038461538461538,1383,243,0.7551400162627238
203114,2018-19,16.0,20.0,4.0,145.90002202496566,161.23188470884463,15.331862683878967,0.6106194690265486,1148,201,0.6322566115073457
202691,2018-19,19.0,20.0,1.0,158.89498947852007,168.69373895058047,9.798749472060393,0.6195652173913043,1402,360,0.7590335901241594
200768,2018-19,24.0,23.0,-1.0,159.0471082059954,155.3360263795999,-3.711081826395514,0.5301724137931034,739,277,0.7598024745588683
202681,2018-19,14.0,15.0,1.0,142.25933499906074,141.76771513393538,-0.49161986512535805,0.43956043956043955,1241,179,0.7428744566334238
200746,2018-19,9.0,11.0,2.0,100.98479766646588,115.048898455451,14.064100788985115,0.35714285714285715,1319,121,0.5984725381232322
1629013,2018-19,24.0,25.0,1.0,173.74132637321296,177.40729552755474,3.6659691543417807,0.4375,562,38,0.7230041850739494
204038,2018-19,23.0,23.5,0.5,183.899470169706,197.7828622658207,13.883392096114704,0.6176470588235294,587,34,0.7487584709527235
101150,2018-19,13.0,11.0,-2.0,129.59867379790515,121.35029555287137,-8.248378245033777,0.44680851063829785,1138,104,0.6692331347851165
1628379,2018-19,22.0,15.0,-7.0,159.08508559865163,137.07132656446595,-22.013759034185682,0.9,533,47,0.6179174457948859
1627763,2018-19,3.0,16.5,13.5,132.01745590191948,152.2872415187954,20.269785616875936,0.5208333333333334,748,78,0.38671461963207776
1627736,2018-19,22.0,21.0,-1.0,157.76526014845967,154.3601248812098,-3.405135267249875,0.5769230769230769,783,93,0.7803384191657315
