PLAYER_ID,PLAYER_NAME,SEASON,AGE,USG_PCT,predicted_archetype_at_target,star_level_potential_at_target,king_prob_at_target,bulldozer_prob_at_target,base_signal_strength,data_completeness,quality_filter_passed,confidence,star_potential_percentile,CREATION_VOLUME_RATIO,LEVERAGE_USG_DELTA,EFG_ISO_WEIGHTED
1629626,Bol Bol,2020-21,21.0,0.191,Victim (Fragile Role),0.56321204,0.25306362,0.31014842,0.4563106796116504,0.16666666666666666,False,Low,49.65635738831615,0.4563106796116504,,0.631
1629599,Amir Coffey,2019-20,23.0,0.174,Victim (Fragile Role),0.56321204,0.25306362,0.31014842,0.4564102564102564,0.16666666666666666,False,Low,49.65635738831615,0.4564102564102564,,0.5639213483146068
202699,Tobias Harris,2016-17,24.0,0.214,Victim (Fragile Role),0.5623847,0.17122188,0.39116287,0.29431083991385515,0.5,False,Low,49.140893470790374,0.314070351758794,-0.0739999999999999,0.53644
1627748,Thon Maker,2020-21,24.0,0.145,Victim (Fragile Role),0.56151664,0.25009158,0.31142503,0.2516556291390729,0.16666666666666666,False,Low,47.766323024054984,0.2516556291390729,,1.0
1630234,Ty-Shon Alexander,2020-21,22.0,0.143,Victim (Fragile Role),0.56151664,0.25009158,0.31142503,0.2985074626865672,0.16666666666666666,False,Low,47.766323024054984,0.2985074626865672,,0.833
1631111,Wendell Moore Jr.,2022-23,21.0,0.139,Victim (Fragile Role),0.56151664,0.25009158,0.31142503,0.2950819672131147,0.16666666666666666,False,Low,47.766323024054984,0.2950819672131147,,0.5928888888888889
1630182,Josh Green,2020-21,20.0,0.112,Victim (Fragile Role),0.56151664,0.25009158,0.31142503,0.2516556291390729,0.16666666666666666,False,Low,47.766323024054984,0.2516556291390729,,0.6
203950,Jarnell Stokes,2015-16,22.0,0.133,Victim (Fragile Role),0.56151664,0.25009158,0.31142503,0.2456140350877192,0.16666666666666666,False,Low,47.766323024054984,0.2456140350877192,,1.0
1631159,Leonard Miller,2024-25,21.0,0.239,Victim (Fragile Role),0.56151664,0.25009158,0.31142503,0.2705882352941177,0.16666666666666666,False,Low,47.766323024054984,0.2705882352941177,,0.667
1629015,Zhaire Smith,2018-19,20.0,0.166,Victim (Fragile Role),0.56151664,0.25009158,0.31142503,0.2805755395683453,0.16666666666666666,False,Low,47.766323024054984,0.2805755395683453,,0.643
1641732,Colby Jones,2023-24,22.0,0.178,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.3795180722891565,0.16666666666666666,False,Low,44.15807560137457,0.3795180722891565,,0.5784920634920636
1626214,Bryce Dejean-Jones,2015-16,23.0,0.14,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.3773087071240106,0.16666666666666666,False,Low,44.15807560137457,0.3773087071240106,,0.6
1626148,Anthony Brown,2016-17,24.0,0.152,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.3655913978494624,0.16666666666666666,False,Low,44.15807560137457,0.3655913978494624,,0.5674411764705882
1630306,Rob Edwards,2021-22,25.0,0.227,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.3333333333333333,0.16666666666666666,False,Low,44.15807560137457,0.3333333333333333,,1.5
1628439,Isaiah Hicks,2018-19,24.0,0.153,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.4011976047904192,0.16666666666666666,False,Low,44.15807560137457,0.4011976047904192,,1.0
1630787,Cameron McGriff,2021-22,24.0,0.122,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.3633879781420765,0.16666666666666666,False,Low,44.15807560137457,0.3633879781420765,,0.75
1629669,Jaylen Nowell,2019-20,20.0,0.165,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.3663003663003663,0.16666666666666666,False,Low,44.15807560137457,0.3663003663003663,,0.7009700000000001
202706,Jordan Hamilton,2015-16,25.0,0.203,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.3993710691823899,0.16666666666666666,False,Low,44.15807560137457,0.3993710691823899,,0.5712007874015747
1629035,Carsen Edwards,2020-21,23.0,0.187,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.3433962264150944,0.16666666666666666,False,Low,44.15807560137457,0.3433962264150944,,0.696054945054945
1629607,Jared Harper,2019-20,22.0,0.222,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.33,0.16666666666666666,False,Low,44.15807560137457,0.33,,1.0
1630206,Jay Scrubb,2021-22,21.0,0.188,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.4271844660194174,0.16666666666666666,False,Low,44.15807560137457,0.4271844660194174,,0.6658181818181819
1627782,Wayne Selden,2016-17,22.0,0.159,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.3223140495867769,0.16666666666666666,False,Low,44.15807560137457,0.3223140495867769,,0.7267692307692308
1631245,Quenton Jackson,2022-23,24.0,0.164,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.4366197183098592,0.16666666666666666,False,Low,44.15807560137457,0.4366197183098592,,0.5716129032258065
1629648,Jordan Bone,2020-21,23.0,0.121,Victim (Fragile Role),0.5614591,0.25006598,0.31139314,0.4,0.16666666666666666,False,Low,44.15807560137457,0.4,,0.719
1629636,Darius Garland,2020-21,21.0,0.245,King (Resilient Star),0.5613036,0.48479927,0.07650433,0.605526133936424,0.5,False,Low,41.580756013745706,0.7264731750219877,0.0399999999999999,0.4741440677966101
1629726,Garrison Mathews,2021-22,25.0,0.137,King (Resilient Star),0.5609541,0.46692488,0.09402922,0.5983878968253966,0.5,False,Low,41.23711340206185,0.0329861111111111,0.0389999999999999,0.2031052631578947
1627812,Yogi Ferrell,2016-17,24.0,0.192,King (Resilient Star),0.56081927,0.47435856,0.08646074,0.7380275974025973,0.5,False,Low,40.893470790378004,0.6789772727272727,0.033,0.452305439330544
1626144,Emmanuel Mudiay,2018-19,23.0,0.248,King (Resilient Star),0.55985105,0.47177258,0.08807845,0.6344679713990858,0.5,False,Low,40.549828178694156,0.7100103199174407,0.069,0.4524055232558139
1628379,Luke Kennard,2018-19,23.0,0.179,King (Resilient Star),0.5586965,0.4439277,0.114768796,0.7071860495100565,0.5,False,Low,40.20618556701031,0.3646209386281588,-0.1389999999999999,0.4684356435643564
1626224,Cedi Osman,2019-20,25.0,0.162,Victim (Fragile Role),0.5580907,0.23205468,0.32603598,0.35464285714285715,0.5,False,Low,39.86254295532646,0.3,-0.0259999999999999,0.5291173708920188
1630233,Nathan Knight,2022-23,25.0,0.177,Victim (Fragile Role),0.5564844,0.21987583,0.33660856,0.2272727272727272,0.16666666666666666,False,Low,39.51890034364261,0.2272727272727272,,0.8834285714285715
1641724,Jett Howard,2024-25,21.0,0.181,Victim (Fragile Role),0.55562085,0.2542348,0.30138606,0.2192982456140351,0.16666666666666666,False,Low,39.175257731958766,0.2192982456140351,,0.5555333333333333
1629103,Kelan Martin,2019-20,24.0,0.171,Victim (Fragile Role),0.55486155,0.25388736,0.30097422,0.2307692307692307,0.16666666666666666,False,Low,38.48797250859107,0.2307692307692307,,0.5548666666666666
1627846,Abdel Nader,2018-19,25.0,0.148,Victim (Fragile Role),0.55486155,0.25388736,0.30097422,0.28515625,0.16666666666666666,False,Low,38.48797250859107,0.28515625,,0.555972602739726
1630186,Jahmi'us Ramsey,2023-24,23.0,0.18,Victim (Fragile Role),0.55486155,0.25388736,0.30097422,0.2639175257731959,0.16666666666666666,False,Low,38.48797250859107,0.2639175257731959,,0.5554687500000001
1627854,Bryn Forbes,2016-17,23.0,0.172,Victim (Fragile Role),0.55480385,0.25386098,0.3009429,0.3058252427184466,0.16666666666666666,False,Low,37.2852233676976,0.3058252427184466,,0.5438888888888889
1641842,Ronald Holland II,2024-25,19.0,0.177,Victim (Fragile Role),0.55480385,0.25386098,0.3009429,0.396694214876033,0.16666666666666666,False,Low,37.2852233676976,0.396694214876033,,0.5429722222222223
1631207,Dalen Terry,2023-24,21.0,0.127,Victim (Fragile Role),0.55480385,0.25386098,0.3009429,0.3846153846153846,0.16666666666666666,False,Low,37.2852233676976,0.3846153846153846,,0.5404823529411764
1641716,Jarace Walker,2023-24,20.0,0.155,Victim (Fragile Role),0.55480385,0.25386098,0.3009429,0.3247863247863248,0.16666666666666666,False,Low,37.2852233676976,0.3247863247863248,,0.5605263157894737
203915,Spencer Dinwiddie,2017-18,25.0,0.201,King (Resilient Star),0.5545667,0.5068068,0.04775991,0.5402501289324393,0.5,False,Low,36.42611683848797,0.6787003610108303,0.0879999999999999,0.4261648936170212
1630189,Tyler Bey,2020-21,23.0,0.143,Victim (Fragile Role),0.5544214,0.25492105,0.2995004,0.2179487179487179,0.16666666666666666,False,Low,35.738831615120276,0.2179487179487179,,0.8330000000000001
1629686,Deividas Sirvydis,2020-21,21.0,0.15,Victim (Fragile Role),0.5544214,0.25492105,0.2995004,0.2187499999999999,0.16666666666666666,False,Low,35.738831615120276,0.2187499999999999,,0.6428571428571429
1631213,Tyrese Martin,2022-23,24.0,0.164,Victim (Fragile Role),0.5544214,0.25492105,0.2995004,0.2159090909090909,0.16666666666666666,False,Low,35.738831615120276,0.2159090909090909,,0.667
1641809,Drew Peterson,2024-25,25.0,0.121,Victim (Fragile Role),0.5536617,0.2545717,0.29909,0.2352941176470588,0.16666666666666666,False,Low,34.707903780068726,0.2352941176470588,,0.56225
1641771,Jalen Slawson,2023-24,24.0,0.088,Victim (Fragile Role),0.5536617,0.2545717,0.29909,0.2424242424242424,0.16666666666666666,False,Low,34.707903780068726,0.2424242424242424,,1.0
1641788,Alex Fudge,2023-24,21.0,0.176,Victim (Fragile Role),0.5536617,0.2545717,0.29909,0.2304147465437788,0.16666666666666666,False,Low,34.707903780068726,0.2304147465437788,,0.667
1629659,Talen Horton-Tucker,2024-25,24.0,0.208,Victim (Fragile Role),0.55319107,0.27180886,0.28138217,0.5731132075471698,0.16666666666666666,False,Low,34.02061855670103,0.5731132075471698,,0.5284156378600823
1628978,Donte DiVincenzo,2019-20,23.0,0.168,Victim (Fragile Role),0.55306554,0.31740516,0.23566034,0.3377826896230805,0.5,False,Low,33.67697594501718,0.3517915309446254,-0.09,0.51775
1626154,RJ Hunter,2018-19,25.0,0.226,Victim (Fragile Role),0.55282974,0.2107949,0.34203488,0.3,0.16666666666666666,False,Low,33.161512027491405,0.3,,0.8329999999999999
1631367,Jacob Gilyard,2023-24,25.0,0.112,Victim (Fragile Role),0.55282974,0.2107949,0.34203488,0.2810457516339869,0.16666666666666666,False,Low,33.161512027491405,0.2810457516339869,,0.6325
1629618,Jalen Pickett,2024-25,25.0,0.13,Victim (Fragile Role),0.552529,0.23479477,0.31773418,0.3931888544891641,0.16666666666666666,False,Low,32.64604810996563,0.3931888544891641,,0.6052204724409448
1631103,Malaki Branham,2023-24,21.0,0.192,Victim (Fragile Role),0.55242765,0.4168122,0.13561545,0.6818613801452782,0.5,False,Low,32.302405498281786,0.3627118644067796,0.0229999999999999,0.3986542056074766
1626145,Tyus Jones,2017-18,22.0,0.124,Victim (Fragile Role),0.5524113,0.37728617,0.17512517,0.7807657010172491,0.5,False,Low,31.958762886597935,0.5046439628482972,-0.001,0.4327914110429448
1630217,Desmond Bane,2021-22,24.0,0.226,Victim (Fragile Role),0.5494679,0.28320596,0.266262,0.4244163970713433,0.5,False,Low,31.615120274914087,0.3873659117997616,-0.034,0.5286123076923077
1631109,Mark Williams,2022-23,21.0,0.168,Victim (Fragile Role),0.5492535,0.23735984,0.3118937,0.571022803487592,0.5,False,Low,31.27147766323024,0.0328638497652582,0.002,0.667
1630700,Dyson Daniels,2024-25,22.0,0.178,Victim (Fragile Role),0.54892576,0.20913881,0.33978692,0.518648339932988,0.5,False,Low,30.927835051546392,0.4712153518123668,-0.0419999999999999,0.5300407239819005
1629672,Eric Paschall,2020-21,24.0,0.234,Victim (Fragile Role),0.5486186,0.28750256,0.26111606,0.5964204174820611,0.5,False,Low,30.584192439862544,0.3949771689497717,-0.132,0.5442832369942197
1629168,BJ Johnson,2018-19,23.0,0.178,Victim (Fragile Role),0.5463414,0.23851681,0.30782464,0.3317757009345795,0.16666666666666666,False,Low,30.240549828178693,0.3317757009345795,,0.5985915492957746
203933,T.J. Warren,2016-17,23.0,0.188,Victim (Fragile Role),0.5455415,0.20725593,0.33828562,0.35035334346504554,0.5,False,Low,29.896907216494846,0.3164893617021276,-0.041,0.5562773109243698
1629632,Coby White,2024-25,25.0,0.237,Victim (Fragile Role),0.5454694,0.3234938,0.22197562,0.570468768311262,0.5,False,Low,29.553264604810998,0.6013125512715339,0.026,0.5222646657571623
1628401,Derrick White,2017-18,23.0,0.146,Victim (Fragile Role),0.54536706,0.22472243,0.32064465,0.5629629629629629,0.16666666666666666,False,Low,29.20962199312715,0.5629629629629629,,0.6162631578947368
1630187,Daniel Oturu,2020-21,21.0,0.174,Victim (Fragile Role),0.5444055,0.23911305,0.3052925,0.2368421052631578,0.16666666666666666,False,Low,28.865979381443296,0.2368421052631578,,0.625
1629012,Collin Sexton,2022-23,24.0,0.23,Victim (Fragile Role),0.54357314,0.2774299,0.26614323,0.6745988192024776,0.5,False,Low,28.52233676975945,0.6693766937669376,-0.017,0.5400728744939273
1630245,Ayo Dosunmu,2022-23,23.0,0.145,Victim (Fragile Role),0.543008,0.21794797,0.32506004,0.42378737541528255,0.5,False,Low,28.1786941580756,0.4186046511627907,-0.0319999999999999,0.561
1630551,Justin Champagnie,2024-25,24.0,0.15,Victim (Fragile Role),0.54106283,0.24825457,0.29280826,0.5936424588422727,0.5,False,Low,27.835051546391753,0.1486988847583643,-0.003,0.5313
203943,Noah Vonleh,2018-19,23.0,0.144,Victim (Fragile Role),0.5408366,0.20443004,0.3364065,0.3605201863354037,0.5,False,Low,27.491408934707906,0.3869565217391305,-0.0189999999999999,0.5458146067415731
1631121,Bryce McGowens,2023-24,21.0,0.147,Victim (Fragile Role),0.53953683,0.24209443,0.29744244,0.3333333333333333,0.16666666666666666,False,Low,27.147766323024054,0.3333333333333333,,0.5511616161616162
1642349,Ajay Mitchell,2024-25,23.0,0.159,Victim (Fragile Role),0.5392168,0.23211549,0.3071013,0.5200945626477541,0.16666666666666666,False,Low,26.804123711340207,0.5200945626477541,,0.5442318181818181
