player_name,season,cii,tii,cii_archetype,tii_archetype,archetype_2d,career_leverage_mean,career_positive_seasons,career_negative_seasons,career_pattern,has_creation_tools,reasoning,cii_components,tii_components,confidence
Nikola Jokić,2024-25,82.74,71.64,Franchise Engine,High Scaling,Franchise Engine,0.04439999999999998,7,3,Steps Up,False,CII 82.7 >= 74: Already elite creator,"{'self_created': np.float64(96.75), 'pressure_appetite': np.float64(85.17), 'difficulty_embrace': np.float64(83.59), 'defensive_survival': np.float64(57.31), 'force_multiplication': np.float64(71.09)}","{'scaling_efficiency': np.float64(76.00544593233616), 'pressure_appetite': np.float64(81.63508771929824), 'creation_tools': np.float64(53.458229924404506), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(48.34)}",High
Jalen Brunson,2024-25,82.63,86.69,Franchise Engine,Elite Scaling,Franchise Engine,0.03971428571428569,5,2,Steps Up,True,CII 82.6 >= 74: Already elite creator,"{'self_created': np.float64(88.81), 'pressure_appetite': np.float64(90.0), 'difficulty_embrace': np.float64(71.01), 'defensive_survival': np.float64(87.33), 'force_multiplication': np.float64(61.87)}","{'scaling_efficiency': np.float64(85.63186795345973), 'pressure_appetite': np.float64(96.5), 'creation_tools': np.float64(87.38333333333333), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(64.99000000000001)}",High
Shai Gilgeous-Alexander,2024-25,81.2,82.58,Franchise Engine,Elite Scaling,Franchise Engine,0.03299999999999996,5,2,Steps Up,True,CII 81.2 >= 74: Already elite creator,"{'self_created': np.float64(94.53), 'pressure_appetite': np.float64(76.07), 'difficulty_embrace': np.float64(76.63), 'defensive_survival': np.float64(77.55), 'force_multiplication': np.float64(68.67)}","{'scaling_efficiency': np.float64(80.53059529987398), 'pressure_appetite': np.float64(78.8238095238095), 'creation_tools': np.float64(89.91666666666667), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(78.33)}",High
Trae Young,2024-25,80.06,81.88,Franchise Engine,Elite Scaling,Franchise Engine,0.08685714285714277,7,0,Steps Up,True,CII 80.1 >= 74: Already elite creator,"{'self_created': np.float64(81.37), 'pressure_appetite': np.float64(88.33), 'difficulty_embrace': np.float64(77.6), 'defensive_survival': np.float64(79.22), 'force_multiplication': np.float64(61.64)}","{'scaling_efficiency': np.float64(81.24744322980764), 'pressure_appetite': np.float64(88.86842105263159), 'creation_tools': np.float64(78.38333333333333), 'opportunity_response': np.float64(78.5), 'age_trajectory': np.float64(78.33)}",High
Anthony Edwards,2024-25,78.71,81.78,Strong Creator,Elite Scaling,Franchise Engine,0.01419999999999998,3,2,Steps Up,True,CII 78.7 >= 74: Already elite creator,"{'self_created': np.float64(80.61), 'pressure_appetite': np.float64(88.0), 'difficulty_embrace': np.float64(75.1), 'defensive_survival': np.float64(75.51), 'force_multiplication': np.float64(61.83)}","{'scaling_efficiency': np.float64(72.31342405504276), 'pressure_appetite': np.float64(84.37687296416938), 'creation_tools': np.float64(82.98333333333333), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(95.0)}",High
James Harden,2024-25,77.55,72.42,Strong Creator,High Scaling,Franchise Engine,0.05309999999999998,9,1,Steps Up,True,CII 77.5 >= 74: Already elite creator,"{'self_created': np.float64(85.85), 'pressure_appetite': np.float64(81.98), 'difficulty_embrace': np.float64(72.71), 'defensive_survival': np.float64(70.6), 'force_multiplication': np.float64(61.71)}","{'scaling_efficiency': np.float64(79.58043036467545), 'pressure_appetite': np.float64(78.72517482517482), 'creation_tools': np.float64(75.45), 'opportunity_response': np.float64(78.5), 'age_trajectory': np.int64(20)}",High
Tyrese Maxey,2024-25,77.39,80.49,Strong Creator,Elite Scaling,Franchise Engine,0.022000000000000026,2,2,Steps Up,True,CII 77.4 >= 74: Already elite creator,"{'self_created': np.float64(76.73), 'pressure_appetite': np.float64(87.67), 'difficulty_embrace': np.float64(69.64), 'defensive_survival': np.float64(83.02), 'force_multiplication': np.float64(60.68)}","{'scaling_efficiency': np.float64(72.579940548277), 'pressure_appetite': np.float64(90.6481228668942), 'creation_tools': np.float64(76.38333333333333), 'opportunity_response': np.float64(78.5), 'age_trajectory': np.float64(90.0)}",High
Donovan Mitchell,2024-25,74.52,74.41,Strong Creator,High Scaling,Franchise Engine,0.09262499999999999,8,0,Steps Up,True,CII 74.5 >= 74: Already elite creator,"{'self_created': np.float64(75.06), 'pressure_appetite': np.float64(86.17), 'difficulty_embrace': np.float64(66.61), 'defensive_survival': np.float64(76.19), 'force_multiplication': np.float64(57.1)}","{'scaling_efficiency': np.float64(66.01770486975937), 'pressure_appetite': np.float64(84.2020134228188), 'creation_tools': np.float64(78.7), 'opportunity_response': np.float64(75.41428571428571), 'age_trajectory': np.float64(64.99000000000001)}",High
Tyrese Haliburton,2024-25,71.68,88.15,Strong Creator,Elite Scaling,Franchise Engine,0.02400000000000002,3,2,Steps Up,True,CII 71.7 near threshold with elite TII 88.2: Franchise Engine,"{'self_created': np.float64(76.75), 'pressure_appetite': np.float64(74.17), 'difficulty_embrace': np.float64(68.29), 'defensive_survival': np.float64(81.39), 'force_multiplication': np.float64(42.47)}","{'scaling_efficiency': np.float64(88.96600059648077), 'pressure_appetite': np.float64(88.5), 'creation_tools': np.float64(85.16666666666667), 'opportunity_response': np.float64(92.0), 'age_trajectory': np.float64(85.0)}",High
