player,season,usage_level,current_usage,predicted_archetype,actual_archetype,king_probability,is_king_predicted,is_king_actual,is_false_positive,is_false_negative,is_true_positive,is_true_negative
Isaiah Thomas,2016-17,0.2,0.332,Victim (Fragile Role),Bulldozer (Fragile Star),0.012191546149551868,False,False,False,False,False,True
Isaiah Thomas,2016-17,0.25,0.332,Victim (Fragile Role),Bulldozer (Fragile Star),0.06133364886045456,False,False,False,False,False,True
Isaiah Thomas,2016-17,0.3,0.332,Victim (Fragile Role),Bulldozer (Fragile Star),0.09604512155056,False,False,False,False,False,True
Isaiah Thomas,2016-17,0.35,0.332,Victim (Fragile Role),Bulldozer (Fragile Star),0.10073307901620865,False,False,False,False,False,True
Kent Bazemore,2016-17,0.15,0.202,Victim (Fragile Role),Sniper (Resilient Role),0.0017221756279468536,False,False,False,False,False,True
Kent Bazemore,2016-17,0.2,0.202,Victim (Fragile Role),Sniper (Resilient Role),0.004458015318959951,False,False,False,False,False,True
Kent Bazemore,2016-17,0.25,0.202,Victim (Fragile Role),Sniper (Resilient Role),0.02182907797396183,False,False,False,False,False,True
Kent Bazemore,2016-17,0.3,0.202,Victim (Fragile Role),Sniper (Resilient Role),0.04647386819124222,False,False,False,False,False,True
Kent Bazemore,2016-17,0.35,0.202,Victim (Fragile Role),Sniper (Resilient Role),0.05435209348797798,False,False,False,False,False,True
DeMar DeRozan,2015-16,0.15,0.291,Victim (Fragile Role),Victim (Fragile Role),0.007124682888388634,False,False,False,False,False,True
DeMar DeRozan,2015-16,0.2,0.291,Sniper (Resilient Role),Victim (Fragile Role),0.0227454025298357,False,False,False,False,False,True
DeMar DeRozan,2015-16,0.25,0.291,Victim (Fragile Role),Victim (Fragile Role),0.11136677861213684,False,False,False,False,False,True
DeMar DeRozan,2015-16,0.3,0.291,Victim (Fragile Role),Victim (Fragile Role),0.1516898274421692,False,False,False,False,False,True
DeMar DeRozan,2015-16,0.35,0.291,Victim (Fragile Role),Victim (Fragile Role),0.19380630552768707,False,False,False,False,False,True
Karl-Anthony Towns,2023-24,0.15,0.268,Victim (Fragile Role),Bulldozer (Fragile Star),0.0028984136879444122,False,False,False,False,False,True
Karl-Anthony Towns,2023-24,0.2,0.268,Victim (Fragile Role),Bulldozer (Fragile Star),0.010007668286561966,False,False,False,False,False,True
Karl-Anthony Towns,2023-24,0.25,0.268,Victim (Fragile Role),Bulldozer (Fragile Star),0.0320819653570652,False,False,False,False,False,True
Karl-Anthony Towns,2023-24,0.3,0.268,Bulldozer (Fragile Star),Bulldozer (Fragile Star),0.027483226731419563,False,False,False,False,False,True
Karl-Anthony Towns,2023-24,0.35,0.268,Victim (Fragile Role),Bulldozer (Fragile Star),0.04062485694885254,False,False,False,False,False,True
James Harden,2019-20,0.15,0.356,Sniper (Resilient Role),Bulldozer (Fragile Star),0.0022701644338667393,False,False,False,False,False,True
James Harden,2019-20,0.2,0.356,Sniper (Resilient Role),Bulldozer (Fragile Star),0.007079745177179575,False,False,False,False,False,True
James Harden,2019-20,0.25,0.356,Victim (Fragile Role),Bulldozer (Fragile Star),0.05104205384850502,False,False,False,False,False,True
James Harden,2019-20,0.3,0.356,Victim (Fragile Role),Bulldozer (Fragile Star),0.06330530345439911,False,False,False,False,False,True
James Harden,2019-20,0.35,0.356,Victim (Fragile Role),Bulldozer (Fragile Star),0.07297573983669281,False,False,False,False,False,True
Maurice Harkless,2018-19,0.15,0.135,Sniper (Resilient Role),Sniper (Resilient Role),0.0011389019200578332,False,False,False,False,False,True
Maurice Harkless,2018-19,0.2,0.135,Victim (Fragile Role),Sniper (Resilient Role),0.004735738039016724,False,False,False,False,False,True
Maurice Harkless,2018-19,0.25,0.135,Victim (Fragile Role),Sniper (Resilient Role),0.029926598072052002,False,False,False,False,False,True
Maurice Harkless,2018-19,0.3,0.135,Bulldozer (Fragile Star),Sniper (Resilient Role),0.03484884276986122,False,False,False,False,False,True
Maurice Harkless,2018-19,0.35,0.135,Bulldozer (Fragile Star),Sniper (Resilient Role),0.04290041700005531,False,False,False,False,False,True
Jrue Holiday,2020-21,0.15,0.217,Victim (Fragile Role),King (Resilient Star),0.0035205280873924494,False,True,False,True,False,False
Jrue Holiday,2020-21,0.2,0.217,Victim (Fragile Role),King (Resilient Star),0.014684452675282955,False,True,False,True,False,False
Jrue Holiday,2020-21,0.25,0.217,Victim (Fragile Role),King (Resilient Star),0.08040669560432434,False,True,False,True,False,False
Jrue Holiday,2020-21,0.3,0.217,Bulldozer (Fragile Star),King (Resilient Star),0.08283542096614838,False,True,False,True,False,False
Jrue Holiday,2020-21,0.35,0.217,Victim (Fragile Role),King (Resilient Star),0.098978191614151,False,True,False,True,False,False
Giannis Antetokounmpo,2020-21,0.15,0.32,Victim (Fragile Role),King (Resilient Star),0.0011962191201746464,False,True,False,True,False,False
Giannis Antetokounmpo,2020-21,0.2,0.32,Victim (Fragile Role),King (Resilient Star),0.004495387896895409,False,True,False,True,False,False
Giannis Antetokounmpo,2020-21,0.25,0.32,Victim (Fragile Role),King (Resilient Star),0.027914851903915405,False,True,False,True,False,False
Giannis Antetokounmpo,2020-21,0.3,0.32,Bulldozer (Fragile Star),King (Resilient Star),0.04696138575673103,False,True,False,True,False,False
Giannis Antetokounmpo,2020-21,0.35,0.32,Victim (Fragile Role),King (Resilient Star),0.06016634777188301,False,True,False,True,False,False
Darius Garland,2023-24,0.15,0.249,Victim (Fragile Role),Victim (Fragile Role),0.005595446098595858,False,False,False,False,False,True
Darius Garland,2023-24,0.2,0.249,Victim (Fragile Role),Victim (Fragile Role),0.006196146830916405,False,False,False,False,False,True
Darius Garland,2023-24,0.25,0.249,Victim (Fragile Role),Victim (Fragile Role),0.016055956482887268,False,False,False,False,False,True
Darius Garland,2023-24,0.3,0.249,Victim (Fragile Role),Victim (Fragile Role),0.03154762089252472,False,False,False,False,False,True
Darius Garland,2023-24,0.35,0.249,Victim (Fragile Role),Victim (Fragile Role),0.030562030151486397,False,False,False,False,False,True
Jaylen Brown,2021-22,0.15,0.298,Victim (Fragile Role),Bulldozer (Fragile Star),0.0012745350832119584,False,False,False,False,False,True
Jaylen Brown,2021-22,0.2,0.298,Victim (Fragile Role),Bulldozer (Fragile Star),0.004510179162025452,False,False,False,False,False,True
Jaylen Brown,2021-22,0.25,0.298,Victim (Fragile Role),Bulldozer (Fragile Star),0.018264487385749817,False,False,False,False,False,True
Jaylen Brown,2021-22,0.3,0.298,Victim (Fragile Role),Bulldozer (Fragile Star),0.028646226972341537,False,False,False,False,False,True
Jaylen Brown,2021-22,0.35,0.298,Victim (Fragile Role),Bulldozer (Fragile Star),0.03622693568468094,False,False,False,False,False,True
LeBron James,2022-23,0.15,0.322,Victim (Fragile Role),Bulldozer (Fragile Star),0.002791890176013112,False,False,False,False,False,True
LeBron James,2022-23,0.2,0.322,Victim (Fragile Role),Bulldozer (Fragile Star),0.007675006985664368,False,False,False,False,False,True
LeBron James,2022-23,0.25,0.322,Victim (Fragile Role),Bulldozer (Fragile Star),0.03251079469919205,False,False,False,False,False,True
LeBron James,2022-23,0.3,0.322,Bulldozer (Fragile Star),Bulldozer (Fragile Star),0.051168981939554214,False,False,False,False,False,True
LeBron James,2022-23,0.35,0.322,Bulldozer (Fragile Star),Bulldozer (Fragile Star),0.06480211764574051,False,False,False,False,False,True
James Harden,2021-22,0.15,0.266,Sniper (Resilient Role),Victim (Fragile Role),0.00199348502792418,False,False,False,False,False,True
James Harden,2021-22,0.2,0.266,Sniper (Resilient Role),Victim (Fragile Role),0.00341334892436862,False,False,False,False,False,True
James Harden,2021-22,0.25,0.266,Victim (Fragile Role),Victim (Fragile Role),0.014919583685696125,False,False,False,False,False,True
James Harden,2021-22,0.3,0.266,Victim (Fragile Role),Victim (Fragile Role),0.03252134472131729,False,False,False,False,False,True
James Harden,2021-22,0.35,0.266,Victim (Fragile Role),Victim (Fragile Role),0.04226483032107353,False,False,False,False,False,True
Bismack Biyombo,2015-16,0.15,0.114,Victim (Fragile Role),Sniper (Resilient Role),0.0007102411473169923,False,False,False,False,False,True
Bismack Biyombo,2015-16,0.2,0.114,Victim (Fragile Role),Sniper (Resilient Role),0.0035510030575096607,False,False,False,False,False,True
Bismack Biyombo,2015-16,0.25,0.114,Victim (Fragile Role),Sniper (Resilient Role),0.025749342516064644,False,False,False,False,False,True
Bismack Biyombo,2015-16,0.3,0.114,Bulldozer (Fragile Star),Sniper (Resilient Role),0.024359021335840225,False,False,False,False,False,True
Bismack Biyombo,2015-16,0.35,0.114,Victim (Fragile Role),Sniper (Resilient Role),0.03341687470674515,False,False,False,False,False,True
JR Smith,2015-16,0.15,0.177,Victim (Fragile Role),Victim (Fragile Role),0.0014335350133478642,False,False,False,False,False,True
JR Smith,2015-16,0.2,0.177,Victim (Fragile Role),Victim (Fragile Role),0.0034848058130592108,False,False,False,False,False,True
JR Smith,2015-16,0.25,0.177,Victim (Fragile Role),Victim (Fragile Role),0.011041482910513878,False,False,False,False,False,True
JR Smith,2015-16,0.3,0.177,Victim (Fragile Role),Victim (Fragile Role),0.030466245487332344,False,False,False,False,False,True
JR Smith,2015-16,0.35,0.177,Victim (Fragile Role),Victim (Fragile Role),0.03746148571372032,False,False,False,False,False,True
Joe Ingles,2019-20,0.15,0.148,Victim (Fragile Role),Victim (Fragile Role),0.0011874980991706252,False,False,False,False,False,True
Joe Ingles,2019-20,0.2,0.148,Victim (Fragile Role),Victim (Fragile Role),0.004566206596791744,False,False,False,False,False,True
Joe Ingles,2019-20,0.25,0.148,Victim (Fragile Role),Victim (Fragile Role),0.02099187672138214,False,False,False,False,False,True
Joe Ingles,2019-20,0.3,0.148,Victim (Fragile Role),Victim (Fragile Role),0.037595417350530624,False,False,False,False,False,True
Joe Ingles,2019-20,0.35,0.148,Victim (Fragile Role),Victim (Fragile Role),0.04763101786375046,False,False,False,False,False,True
Kevin Love,2017-18,0.15,0.248,Victim (Fragile Role),Victim (Fragile Role),0.0009078257717192173,False,False,False,False,False,True
Kevin Love,2017-18,0.2,0.248,Victim (Fragile Role),Victim (Fragile Role),0.0015565295470878482,False,False,False,False,False,True
Kevin Love,2017-18,0.25,0.248,Victim (Fragile Role),Victim (Fragile Role),0.007065911777317524,False,False,False,False,False,True
Kevin Love,2017-18,0.3,0.248,Victim (Fragile Role),Victim (Fragile Role),0.018889470025897026,False,False,False,False,False,True
Kevin Love,2017-18,0.35,0.248,Victim (Fragile Role),Victim (Fragile Role),0.02652130089700222,False,False,False,False,False,True
Eric Gordon,2017-18,0.15,0.238,Victim (Fragile Role),Victim (Fragile Role),0.0007987222052179277,False,False,False,False,False,True
Eric Gordon,2017-18,0.2,0.238,Victim (Fragile Role),Victim (Fragile Role),0.002256189240142703,False,False,False,False,False,True
Eric Gordon,2017-18,0.25,0.238,Victim (Fragile Role),Victim (Fragile Role),0.02669314667582512,False,False,False,False,False,True
Eric Gordon,2017-18,0.3,0.238,Bulldozer (Fragile Star),Victim (Fragile Role),0.03451165929436684,False,False,False,False,False,True
Eric Gordon,2017-18,0.35,0.238,Bulldozer (Fragile Star),Victim (Fragile Role),0.04704644903540611,False,False,False,False,False,True
JJ Redick,2015-16,0.15,0.22,Victim (Fragile Role),Victim (Fragile Role),0.0009984401986002922,False,False,False,False,False,True
JJ Redick,2015-16,0.2,0.22,Victim (Fragile Role),Victim (Fragile Role),0.0020894871558994055,False,False,False,False,False,True
JJ Redick,2015-16,0.25,0.22,Victim (Fragile Role),Victim (Fragile Role),0.008502197451889515,False,False,False,False,False,True
JJ Redick,2015-16,0.3,0.22,Victim (Fragile Role),Victim (Fragile Role),0.025108033791184425,False,False,False,False,False,True
JJ Redick,2015-16,0.35,0.22,Victim (Fragile Role),Victim (Fragile Role),0.035868581384420395,False,False,False,False,False,True
