player,season,star_potential,king_probability,bulldozer_probability,sniper_probability,victim_probability,predicted_archetype,actual_archetype,AGE,current_usage,is_star_predicted,is_star_actual,rank
Noah Vonleh,2018-19,0.8135720323771238,0.0180497001856565,0.7955223321914673,0.0045204288326203,0.1819075495004654,Bulldozer (Fragile Star),,23.0,0.144,True,,1
Ayo Dosunmu,2021-22,0.749810516834259,0.0327928066253662,0.7170177102088928,0.0063590249046683,0.2438304871320724,Bulldozer (Fragile Star),,22.0,0.138,True,,2
Lauri Markkanen,2020-21,0.7389454953372477,0.0316766016185283,0.7072688937187195,0.0040620458312332,0.2569924592971802,Bulldozer (Fragile Star),,24.0,0.197,True,,3
Brandin Podziemski,2023-24,0.7156367190182209,0.0520789511501789,0.663557767868042,0.0085911424830555,0.2757720947265625,Bulldozer (Fragile Star),,21.0,0.149,True,,4
Derrick Jones Jr.,2020-21,0.7131811324506997,0.0240768734365701,0.6891042590141296,0.0057222913019359,0.2810965776443481,Bulldozer (Fragile Star),,24.0,0.122,True,,5
Shake Milton,2019-20,0.7130490206182002,0.036141600459814,0.6769074201583862,0.01001638174057,0.2769345343112945,Bulldozer (Fragile Star),,23.0,0.186,True,,6
Caris LeVert,2016-17,0.7046076413244008,0.0288088079541921,0.6757988333702087,0.0054664686322212,0.2899259030818939,Bulldozer (Fragile Star),,22.0,0.161,True,,7
Isaiah Livers,2021-22,0.7008282952010632,0.0545134954154491,0.646314799785614,0.0089642787352204,0.2902074754238128,Bulldozer (Fragile Star),,23.0,0.125,True,,8
Jalen Brunson,2020-21,0.7002664878964424,0.0889912918210029,0.6112751960754395,0.0065587596036493,0.2931748032569885,Bulldozer (Fragile Star),,24.0,0.196,True,,9
Mario Hezonja,2015-16,0.699958812445402,0.059202741831541,0.6407560706138611,0.0100622391328215,0.2899789214134216,Bulldozer (Fragile Star),,21.0,0.166,True,,10
Bobby Portis,2017-18,0.6978805921971798,0.0366588495671749,0.6612217426300049,0.0066087557934224,0.2955106496810913,Bulldozer (Fragile Star),,23.0,0.25,True,,11
Ivan Rabb,2018-19,0.6804050356149672,0.0292281657457351,0.6511768698692322,0.0091207828372716,0.3104742169380188,Bulldozer (Fragile Star),,22.0,0.166,True,,12
Vít Krejčí,2023-24,0.6789847202599048,0.0604207701981067,0.6185639500617981,0.0099356826394796,0.3110796213150024,Bulldozer (Fragile Star),,24.0,0.098,True,,13
Jordan Poole,2021-22,0.6779265068471432,0.0327130816876888,0.6452134251594543,0.0107416827231645,0.3113318085670471,Bulldozer (Fragile Star),King (Resilient Star),23.0,0.252,True,True,14
Nikola Jokić,2015-16,0.6703048571944236,0.0308138951659202,0.6394909620285034,0.0064352876506745,0.3232598304748535,Bulldozer (Fragile Star),,21.0,0.194,True,,15
Hamidou Diallo,2021-22,0.6692197918891907,0.0346930623054504,0.6345267295837402,0.0061801462434232,0.3246001303195953,Bulldozer (Fragile Star),,23.0,0.213,True,,16
Cason Wallace,2023-24,0.6618039794266224,0.0436318702995777,0.6181721091270447,0.0043501136824488,0.3338458836078644,Bulldozer (Fragile Star),,20.0,0.127,True,,17
Austin Reaves,2021-22,0.6583292111754417,0.0834129080176353,0.5749163031578064,0.0074033769778907,0.3342674076557159,Bulldozer (Fragile Star),,24.0,0.121,True,,18
Naz Reid,2022-23,0.6497810184955596,0.0558191239833831,0.5939618945121765,0.0101538086310029,0.3400651216506958,Bulldozer (Fragile Star),,23.0,0.242,True,,19
OG Anunoby,2018-19,0.648484269157052,0.0302531514316797,0.6182311177253723,0.0062733739614486,0.3452423810958862,Bulldozer (Fragile Star),,21.0,0.148,True,,20
Donte DiVincenzo,2019-20,0.6478669457137585,0.0418758802115917,0.6059910655021667,0.0097941672429442,0.3423389196395874,Bulldozer (Fragile Star),,23.0,0.168,True,,21
