player,season,star_potential,king_probability,bulldozer_probability,sniper_probability,victim_probability,predicted_archetype,actual_archetype,AGE,current_usage,is_star_predicted,is_star_actual,rank
Oso Ighodaro,2024-25,0.1752155795693397,0.0681065022945404,0.1071090772747993,0.0107120620086789,0.8140723705291748,Victim (Fragile Role),,22.0,0.103,False,,28
Daniss Jenkins,2024-25,0.1748348101973533,0.0824379920959472,0.0923968181014061,0.010746456682682,0.8144187331199646,Victim (Fragile Role),,23.0,0.231,False,,29
Kevon Looney,2015-16,0.1739871613681315,0.0619006194174289,0.1120865419507026,0.0076347053982317,0.8183780908584595,Victim (Fragile Role),,20.0,0.14,False,,30
Shai Gilgeous-Alexander,2020-21,0.17178178578615177,0.0667879804968833,0.1049938052892685,0.0089270174503326,0.8192912340164185,Victim (Fragile Role),,22.0,0.283,False,,31
Willy Hernangomez,2016-17,0.17089123651385302,0.0450190715491771,0.1258721649646759,0.0136392964050173,0.8154694437980652,Victim (Fragile Role),,23.0,0.199,False,,32
Drew Eubanks,2019-20,0.1698874495923518,0.0623846165835857,0.1075028330087661,0.0073224860243499,0.8227900862693787,Victim (Fragile Role),,23.0,0.15,False,,33
Moussa Diabaté,2024-25,0.1690732762217521,0.0479929000139236,0.1210803762078285,0.0145402727648615,0.8163864016532898,Victim (Fragile Role),,23.0,0.13,False,,34
Talen Horton-Tucker,2020-21,0.16773471981287,0.0657759681344032,0.1019587516784668,0.0080274939537048,0.8242377638816833,Victim (Fragile Role),,20.0,0.21,False,,35
Jarnell Stokes,2015-16,0.1672487482428549,0.074002481997013,0.0932462662458419,0.0108452541753649,0.8219060301780701,Victim (Fragile Role),,22.0,0.133,False,,36
Wayne Selden,2016-17,0.1672487482428549,0.074002481997013,0.0932462662458419,0.0108452541753649,0.8219060301780701,Victim (Fragile Role),,22.0,0.159,False,,37
Ty-Shon Alexander,2020-21,0.1672487482428549,0.074002481997013,0.0932462662458419,0.0108452541753649,0.8219060301780701,Victim (Fragile Role),,22.0,0.143,False,,38
Thon Maker,2020-21,0.1672487482428549,0.074002481997013,0.0932462662458419,0.0108452541753649,0.8219060301780701,Victim (Fragile Role),,24.0,0.145,False,,39
Thanasis Antetokounmpo,2015-16,0.1672487482428549,0.074002481997013,0.0932462662458419,0.0108452541753649,0.8219060301780701,Victim (Fragile Role),,23.0,0.286,False,,40
Cameron McGriff,2021-22,0.1672487482428549,0.074002481997013,0.0932462662458419,0.0108452541753649,0.8219060301780701,Victim (Fragile Role),,24.0,0.122,False,,41
Jared Harper,2019-20,0.1672487482428549,0.074002481997013,0.0932462662458419,0.0108452541753649,0.8219060301780701,Victim (Fragile Role),,22.0,0.222,False,,42
Isaiah Hicks,2018-19,0.1672487482428549,0.074002481997013,0.0932462662458419,0.0108452541753649,0.8219060301780701,Victim (Fragile Role),,24.0,0.153,False,,43
Jalen Slawson,2023-24,0.1672487482428549,0.074002481997013,0.0932462662458419,0.0108452541753649,0.8219060301780701,Victim (Fragile Role),,24.0,0.088,False,,44
Shaedon Sharpe,2024-25,0.1666187942028045,0.0932805016636848,0.0733382925391197,0.0155976498499512,0.8177835941314697,Victim (Fragile Role),,22.0,0.25,False,,45
Dwayne Bacon,2018-19,0.166039116680622,0.0403430834412574,0.1256960332393646,0.0126677388325333,0.8212931752204895,Victim (Fragile Role),,23.0,0.167,False,,46
Anfernee Simons,2018-19,0.1656821072101592,0.0774349123239517,0.0882471948862075,0.010865656659007,0.8234521746635437,Victim (Fragile Role),,20.0,0.24,False,,47
Mark Williams,2022-23,0.16442400962114329,0.0482252687215805,0.1161987408995628,0.0148119274526834,0.8207640051841736,Victim (Fragile Role),,21.0,0.168,False,,48
Adama Sanogo,2023-24,0.16418565809726698,0.0746590942144393,0.0895265638828277,0.0093082273378968,0.8265060782432556,Victim (Fragile Role),,22.0,0.21,False,,49
KZ Okpala,2021-22,0.16418565809726698,0.0746590942144393,0.0895265638828277,0.0093082273378968,0.8265060782432556,Victim (Fragile Role),,23.0,0.141,False,,50
Juancho Hernangomez,2017-18,0.16400453448295588,0.074576735496521,0.0894277989864349,0.0104011371731758,0.8255943059921265,Victim (Fragile Role),,22.0,0.134,False,,51
Christian Wood,2016-17,0.16400453448295588,0.074576735496521,0.0894277989864349,0.0104011371731758,0.8255943059921265,Victim (Fragile Role),,21.0,0.15,False,,52
Alex Poythress,2016-17,0.16400453448295588,0.074576735496521,0.0894277989864349,0.0104011371731758,0.8255943059921265,Victim (Fragile Role),,23.0,0.162,False,,53
Mouhamed Gueye,2023-24,0.16400453448295588,0.074576735496521,0.0894277989864349,0.0104011371731758,0.8255943059921265,Victim (Fragile Role),,21.0,0.144,False,,54
Dylan Windler,2020-21,0.16400453448295588,0.074576735496521,0.0894277989864349,0.0104011371731758,0.8255943059921265,Victim (Fragile Role),,24.0,0.14,False,,55
Sean McDermott,2020-21,0.16400453448295588,0.074576735496521,0.0894277989864349,0.0104011371731758,0.8255943059921265,Victim (Fragile Role),,24.0,0.101,False,,56
Neemias Queta,2021-22,0.16400453448295588,0.074576735496521,0.0894277989864349,0.0104011371731758,0.8255943059921265,Victim (Fragile Role),,22.0,0.176,False,,57
Derrick White,2017-18,0.16329853981733322,0.0634949579834938,0.0998035818338394,0.0071963402442634,0.8295051455497742,Victim (Fragile Role),,23.0,0.146,False,,58
Adam Mokoka,2019-20,0.1631022542715072,0.0721677765250206,0.0909344777464866,0.00945461448282,0.8274431824684143,Victim (Fragile Role),,21.0,0.11,False,,59
Austin Reaves,2021-22,0.16302563995122898,0.0656249448657035,0.0974006950855255,0.0058245924301445,0.8311498165130615,Victim (Fragile Role),,24.0,0.121,False,,60
Cui Cui,2024-25,0.1629194915294646,0.0720869079232215,0.0908325836062431,0.0105645218864083,0.8265159726142883,Victim (Fragile Role),,22.0,0.296,False,,61
Vic Law,2019-20,0.1629194915294646,0.0720869079232215,0.0908325836062431,0.0105645218864083,0.8265159726142883,Victim (Fragile Role),,24.0,0.15,False,,62
Tyler Bey,2020-21,0.1629194915294646,0.0720869079232215,0.0908325836062431,0.0105645218864083,0.8265159726142883,Victim (Fragile Role),,23.0,0.143,False,,63
Ryan Arcidiacono,2017-18,0.1629194915294646,0.0720869079232215,0.0908325836062431,0.0105645218864083,0.8265159726142883,Victim (Fragile Role),,24.0,0.081,False,,64
Adam Mokoka,2020-21,0.1629194915294646,0.0720869079232215,0.0908325836062431,0.0105645218864083,0.8265159726142883,Victim (Fragile Role),,22.0,0.171,False,,65
Jay Scrubb,2021-22,0.1628506034612655,0.0691118687391281,0.0937387347221374,0.0109025323763489,0.8262467980384827,Victim (Fragile Role),,21.0,0.188,False,,66
Jaylen Nowell,2019-20,0.1628506034612655,0.0691118687391281,0.0937387347221374,0.0109025323763489,0.8262467980384827,Victim (Fragile Role),,20.0,0.165,False,,67
Jordan Bone,2020-21,0.1628506034612655,0.0691118687391281,0.0937387347221374,0.0109025323763489,0.8262467980384827,Victim (Fragile Role),,23.0,0.121,False,,68
Leonard Miller,2024-25,0.1628506034612655,0.0691118687391281,0.0937387347221374,0.0109025323763489,0.8262467980384827,Victim (Fragile Role),,21.0,0.239,False,,69
Carsen Edwards,2020-21,0.1628506034612655,0.0691118687391281,0.0937387347221374,0.0109025323763489,0.8262467980384827,Victim (Fragile Role),,23.0,0.187,False,,70
Marcus Georges-Hunt,2017-18,0.1623035892844199,0.0777484774589538,0.0845551118254661,0.0109096560627222,0.8267867565155029,Victim (Fragile Role),,24.0,0.111,False,,71
Dalen Terry,2022-23,0.1623035892844199,0.0777484774589538,0.0845551118254661,0.0109096560627222,0.8267867565155029,Victim (Fragile Role),,20.0,0.173,False,,72
Jazian Gortman,2024-25,0.1623035892844199,0.0777484774589538,0.0845551118254661,0.0109096560627222,0.8267867565155029,Victim (Fragile Role),,22.0,0.195,False,,73
Ryan Rollins,2023-24,0.1614253371953963,0.0865496546030044,0.0748756825923919,0.0098777459934353,0.8286969065666199,Victim (Fragile Role),,21.0,0.214,False,,74
J.P. Macura,2018-19,0.16098012775182707,0.0712288096547126,0.0897513180971145,0.010438765399158,0.8285810947418213,Victim (Fragile Role),,24.0,0.209,False,,75
Joe Wieskamp,2021-22,0.16098012775182707,0.0712288096547126,0.0897513180971145,0.010438765399158,0.8285810947418213,Victim (Fragile Role),,22.0,0.129,False,,76
Henry Ellenson,2020-21,0.16098012775182707,0.0712288096547126,0.0897513180971145,0.010438765399158,0.8285810947418213,Victim (Fragile Role),,24.0,0.167,False,,77
Cliff Alexander,2015-16,0.16098012775182707,0.0712288096547126,0.0897513180971145,0.010438765399158,0.8285810947418213,Victim (Fragile Role),,20.0,0.134,False,,78
Miye Oni,2021-22,0.16098012775182707,0.0712288096547126,0.0897513180971145,0.010438765399158,0.8285810947418213,Victim (Fragile Role),,24.0,0.095,False,,79
Alex Poythress,2017-18,0.16098012775182707,0.0712288096547126,0.0897513180971145,0.010438765399158,0.8285810947418213,Victim (Fragile Role),,24.0,0.112,False,,80
Derrick Jones Jr.,2017-18,0.16098012775182707,0.0712288096547126,0.0897513180971145,0.010438765399158,0.8285810947418213,Victim (Fragile Role),,21.0,0.124,False,,81
Jalen Smith,2020-21,0.1598007977008819,0.0726652070879936,0.0871355906128883,0.0090596377849578,0.8311395049095154,Victim (Fragile Role),,21.0,0.161,False,,82
Isaiah Hartenstein,2020-21,0.1598007977008819,0.0726652070879936,0.0871355906128883,0.0090596377849578,0.8311395049095154,Victim (Fragile Role),,23.0,0.187,False,,83
Zeke Nnaji,2023-24,0.1598007977008819,0.0726652070879936,0.0871355906128883,0.0090596377849578,0.8311395049095154,Victim (Fragile Role),,23.0,0.15,False,,84
Bol Bol,2020-21,0.1597462892532347,0.0749330520629882,0.0848132371902465,0.010942961089313,0.8293107151985168,Victim (Fragile Role),,21.0,0.191,False,,85
James Young,2016-17,0.15973197668790812,0.0697283744812011,0.090003602206707,0.0093578267842531,0.8309101462364197,Victim (Fragile Role),,21.0,0.125,False,,86
Christian Wood,2015-16,0.1596292331814765,0.0725871920585632,0.0870420411229133,0.0101236524060368,0.830247163772583,Victim (Fragile Role),,20.0,0.185,False,,87
Bruno Caboclo,2017-18,0.1596292331814765,0.0725871920585632,0.0870420411229133,0.0101236524060368,0.830247163772583,Victim (Fragile Role),,22.0,0.152,False,,88
Vince Williams Jr.,2022-23,0.1596292331814765,0.0725871920585632,0.0870420411229133,0.0101236524060368,0.830247163772583,Victim (Fragile Role),,22.0,0.176,False,,89
Buddy Boeheim,2022-23,0.1596292331814765,0.0725871920585632,0.0870420411229133,0.0101236524060368,0.830247163772583,Victim (Fragile Role),,23.0,0.131,False,,90
Chris McCullough,2015-16,0.1596292331814765,0.0725871920585632,0.0870420411229133,0.0101236524060368,0.830247163772583,Victim (Fragile Role),,21.0,0.158,False,,91
Juwan Morgan,2020-21,0.1596292331814765,0.0725871920585632,0.0870420411229133,0.0101236524060368,0.830247163772583,Victim (Fragile Role),,24.0,0.102,False,,92
Isaiah Hicks,2017-18,0.15955482423305511,0.0696510374546051,0.08990378677845,0.0104564977809786,0.8299886584281921,Victim (Fragile Role),,23.0,0.175,False,,93
Luka Garza,2021-22,0.15955482423305511,0.0696510374546051,0.08990378677845,0.0104564977809786,0.8299886584281921,Victim (Fragile Role),,23.0,0.195,False,,94
Dragan Bender,2018-19,0.1591922789812087,0.0413162112236022,0.1178760677576065,0.0180107001215219,0.8227970004081726,Victim (Fragile Role),,21.0,0.13,False,,95
Kevin Knox II,2023-24,0.1587923765182495,0.0673896074295044,0.0914027690887451,0.0095033040270209,0.831704318523407,Victim (Fragile Role),,24.0,0.157,False,,96
Tosan Evbuomwan,2023-24,0.1587923765182495,0.0673896074295044,0.0914027690887451,0.0095033040270209,0.831704318523407,Victim (Fragile Role),,23.0,0.108,False,,97
Tyrese Martin,2022-23,0.1586135402321815,0.0673137083649635,0.091299831867218,0.0106188664212822,0.8307676315307617,Victim (Fragile Role),,24.0,0.164,False,,98
Alex Fudge,2023-24,0.1586135402321815,0.0673137083649635,0.091299831867218,0.0106188664212822,0.8307676315307617,Victim (Fragile Role),,21.0,0.176,False,,99
KZ Okpala,2020-21,0.1586135402321815,0.0673137083649635,0.091299831867218,0.0106188664212822,0.8307676315307617,Victim (Fragile Role),,22.0,0.115,False,,100
Kevin Hervey,2019-20,0.1586135402321815,0.0673137083649635,0.091299831867218,0.0106188664212822,0.8307676315307617,Victim (Fragile Role),,23.0,0.189,False,,101
Zhaire Smith,2018-19,0.158481404185295,0.0694725736975669,0.0890088304877281,0.0109594352543354,0.8305591940879822,Victim (Fragile Role),,20.0,0.166,False,,102
Cameron Payne,2018-19,0.15838435292243952,0.0625415220856666,0.0958428308367729,0.0161713380366563,0.8254442811012268,Victim (Fragile Role),,24.0,0.169,False,,103
Jalen Brunson,2020-21,0.1579175442457199,0.0786152184009552,0.0793023258447647,0.0061576915904879,0.8359248042106628,Victim (Fragile Role),,24.0,0.196,False,,104
Derrick White,2018-19,0.1574713587760924,0.0665356367826461,0.0909357219934463,0.0092094847932457,0.8333191275596619,Victim (Fragile Role),King (Resilient Star),24.0,0.178,False,True,105
Cheick Diallo,2019-20,0.15744944289326662,0.0578172393143177,0.0996322035789489,0.0067863860167562,0.8357642292976379,Victim (Fragile Role),,23.0,0.169,False,,106
Luka Samanic,2022-23,0.1568903997540473,0.0665824264287948,0.0903079733252525,0.0093894721940159,0.8337200880050659,Victim (Fragile Role),,23.0,0.193,False,,107
RJ Hunter,2015-16,0.1568903997540473,0.0665824264287948,0.0903079733252525,0.0093894721940159,0.8337200880050659,Victim (Fragile Role),,22.0,0.15,False,,108
Tristan Vukcevic,2023-24,0.1567158177495002,0.066508337855339,0.0902074798941612,0.0104918200522661,0.832792341709137,Victim (Fragile Role),,21.0,0.233,False,,109
Xavier Tillman,2021-22,0.1567158177495002,0.066508337855339,0.0902074798941612,0.0104918200522661,0.832792341709137,Victim (Fragile Role),,23.0,0.164,False,,110
Mamadi Diakite,2020-21,0.1567158177495002,0.066508337855339,0.0902074798941612,0.0104918200522661,0.832792341709137,Victim (Fragile Role),,24.0,0.142,False,,111
Nickeil Alexander-Walker,2022-23,0.1566656492650508,0.0614061243832111,0.0952595248818397,0.015198765322566,0.82813560962677,Victim (Fragile Role),,24.0,0.177,False,,112
Emmanuel Mudiay,2019-20,0.1565499268472194,0.1073109060525894,0.04923902079463,0.0129206245765089,0.8305294513702393,Victim (Fragile Role),,24.0,0.218,False,,113
Chris Silva,2020-21,0.1559146307408808,0.0554708279669284,0.1004438027739524,0.0068416642025113,0.8372436761856079,Victim (Fragile Role),,24.0,0.151,False,,114
Anžejs Pasečņiks,2019-20,0.1554439440369605,0.0678565055131912,0.0875874385237693,0.0091066164895892,0.8354493975639343,Victim (Fragile Role),,24.0,0.151,False,,115
Daniel Oturu,2020-21,0.15522535890340788,0.0698378458619117,0.0853875130414962,0.0098485527560114,0.8349260687828064,Victim (Fragile Role),,21.0,0.174,False,,116
Johnathan Motley,2018-19,0.15522535890340788,0.0698378458619117,0.0853875130414962,0.0098485527560114,0.8349260687828064,Victim (Fragile Role),,24.0,0.266,False,,117
Adem Bona,2024-25,0.1550882309675216,0.0551768243312835,0.0999114066362381,0.0068054040893912,0.8381063342094421,Victim (Fragile Role),,22.0,0.135,False,,118
John Konchar,2019-20,0.1550882309675216,0.0551768243312835,0.0999114066362381,0.0068054040893912,0.8381063342094421,Victim (Fragile Role),,24.0,0.097,False,,119
Lindy Waters III,2021-22,0.15451195836067189,0.0677325129508972,0.0867794454097747,0.0095516601577401,0.8359363675117493,Victim (Fragile Role),,24.0,0.166,False,,120
Deividas Sirvydis,2020-21,0.1543370559811591,0.0676558464765548,0.0866812095046043,0.0106728384271264,0.8349901437759399,Victim (Fragile Role),,21.0,0.15,False,,121
T.J. McConnell,2015-16,0.15369167178869242,0.0650854408740997,0.0886062309145927,0.0203499495983123,0.8259584307670593,Victim (Fragile Role),,24.0,0.167,False,,122
Marshall Plumlee,2016-17,0.1535954251885413,0.066444844007492,0.0871505811810493,0.0087048597633838,0.8376996517181396,Victim (Fragile Role),,24.0,0.121,False,,123
Dennis Smith Jr.,2021-22,0.1535566197708249,0.1424606442451477,0.0110959755256772,0.0639986097812652,0.7824447154998779,Victim (Fragile Role),,24.0,0.173,False,,124
Kyle Filipowski,2024-25,0.1527321375906466,0.0395660735666751,0.1131660640239715,0.0171066895127296,0.8301611542701721,Victim (Fragile Role),,21.0,0.184,False,,125
Omari Spellman,2019-20,0.152211494743824,0.0703524500131607,0.0818590447306633,0.0094415806233882,0.8383468985557556,Victim (Fragile Role),,22.0,0.177,False,,126
Orlando Robinson,2022-23,0.1520780473947524,0.044173926115036,0.1079041212797164,0.0124331209808588,0.8354888558387756,Victim (Fragile Role),,22.0,0.116,False,,127
D.J. Wilson,2019-20,0.1520411744713783,0.0702737271785736,0.0817674472928047,0.0105499802157282,0.8374088406562805,Victim (Fragile Role),,24.0,0.175,False,,128
Tyler Cook,2019-20,0.1517944857478141,0.068716175854206,0.0830783098936081,0.0090024247765541,0.8392031192779541,Victim (Fragile Role),,22.0,0.15,False,,129
Briante Weber,2015-16,0.1517715463414787,0.1427610963582992,0.0090104499831795,0.0641335844993591,0.7840949296951294,Victim (Fragile Role),,23.0,0.117,False,,130
Reggie Perry,2021-22,0.1515893340110778,0.0666023343801498,0.084986999630928,0.0087254922837018,0.8396852016448975,Victim (Fragile Role),,22.0,0.222,False,,131
Moussa Diabaté,2022-23,0.1515893340110778,0.0666023343801498,0.084986999630928,0.0087254922837018,0.8396852016448975,Victim (Fragile Role),,21.0,0.125,False,,132
Trent Forrest,2021-22,0.1515810787677764,0.0867987051606178,0.0647823736071586,0.0126332202926278,0.8357856869697571,Victim (Fragile Role),,24.0,0.124,False,,133
Caris LeVert,2016-17,0.15115879848599428,0.0379800535738468,0.1131787449121475,0.0072067114524543,0.8416345119476318,Victim (Fragile Role),,22.0,0.161,False,,134
Nassir Little,2023-24,0.15114539861679072,0.0680022090673446,0.0831431895494461,0.0095896935090422,0.8392649292945862,Victim (Fragile Role),,24.0,0.132,False,,135
Allonzo Trier,2019-20,0.1509591564536094,0.0718390941619873,0.0791200622916221,0.0090112900361418,0.8400295376777649,Victim (Fragile Role),,24.0,0.208,False,,136
Xavier Rathan-Mayes,2017-18,0.1507964665070175,0.1398999392986297,0.0108965272083878,0.0808231234550476,0.7683804035186768,Victim (Fragile Role),,24.0,0.207,False,,137
Archie Goodwin,2016-17,0.1505151465535163,0.0695195868611335,0.0809955596923828,0.0094834240153431,0.8400014638900757,Victim (Fragile Role),,22.0,0.203,False,,138
Jahlil Okafor,2019-20,0.1503835935145616,0.0266431141644716,0.12374047935009,0.0082355290651321,0.8413808941841125,Victim (Fragile Role),,24.0,0.195,False,,139
Noah Vonleh,2018-19,0.15022655948996538,0.0317900441586971,0.1184365153312683,0.0079616094008088,0.8418118357658386,Victim (Fragile Role),,23.0,0.144,False,,140
Keshad Johnson,2024-25,0.1499278284609316,0.0519484467804431,0.0979793816804885,0.0066191270016133,0.843453049659729,Victim (Fragile Role),,24.0,0.145,False,,141
Ayo Dosunmu,2021-22,0.1497117280960083,0.0398537740111351,0.1098579540848732,0.0077282558195292,0.8425600528717041,Victim (Fragile Role),,22.0,0.138,False,,142
Pascal Siakam,2016-17,0.1491510868072509,0.0671049505472183,0.0820461362600326,0.0105859376490116,0.8402629494667053,Victim (Fragile Role),,23.0,0.129,False,,143
DaQuan Jeffries,2020-21,0.1491510868072509,0.0671049505472183,0.0820461362600326,0.0105859376490116,0.8402629494667053,Victim (Fragile Role),,23.0,0.114,False,,144
Patrick Williams,2021-22,0.14899057522416098,0.058276992291212,0.090713582932949,0.0074254884384572,0.8435839414596558,Victim (Fragile Role),,20.0,0.139,False,,145
RaiQuan Gray,2023-24,0.14763632416725148,0.0641507357358932,0.0834855884313583,0.0090465573593974,0.8433171510696411,Victim (Fragile Role),,24.0,0.2,False,,146
Tyrell Terry,2020-21,0.1468153595924377,0.0703916996717453,0.0764236599206924,0.0098773539066314,0.8433073163032532,Victim (Fragile Role),,20.0,0.135,False,,147
Trayce Jackson-Davis,2023-24,0.1466695331037044,0.0268599279224872,0.1198096051812172,0.0150096006691455,0.8383208513259888,Victim (Fragile Role),,24.0,0.157,False,,148
Josh Okogie,2019-20,0.1451530456542968,0.0459828227758407,0.0991702228784561,0.0083465874195098,0.8465003967285156,Victim (Fragile Role),,21.0,0.148,False,,149
Jalen Williams,2023-24,0.1446356251835822,0.0651875212788581,0.0794481039047241,0.0047301235608756,0.8506342768669128,Victim (Fragile Role),Victim (Fragile Role),23.0,0.232,False,False,150
Jordan Poole,2021-22,0.1444092392921447,0.0337143018841743,0.1106949374079704,0.0110704451799392,0.8445203304290771,Victim (Fragile Role),King (Resilient Star),23.0,0.252,False,True,151
Wade Baldwin IV,2018-19,0.1440993854776024,0.1352186053991317,0.0088807800784707,0.063210628926754,0.7926900386810303,Victim (Fragile Role),,23.0,0.227,False,,152
Jared Butler,2021-22,0.14385107159614552,0.0938707143068313,0.0499803572893142,0.0131151564419269,0.8430337905883789,Victim (Fragile Role),,21.0,0.221,False,,153
Luka Garza,2022-23,0.14371783658862108,0.0624480731785297,0.0812697634100914,0.0088064465671777,0.8474757075309753,Victim (Fragile Role),,24.0,0.245,False,,154
Noah Vonleh,2019-20,0.1436765640974044,0.0644487589597702,0.0792278051376342,0.0090885842218995,0.847234845161438,Victim (Fragile Role),,24.0,0.135,False,,155
Goga Bitadze,2023-24,0.1432628780603408,0.0338422358036041,0.1094206422567367,0.0122821424156427,0.8444550037384033,Victim (Fragile Role),,24.0,0.129,False,,156
Kevin Porter Jr.,2020-21,0.14282354712486262,0.0928632542490959,0.0499602928757667,0.0105576049536466,0.8466188907623291,Victim (Fragile Role),,21.0,0.247,False,,157
Nathan Knight,2021-22,0.1427699998021125,0.0625172033905983,0.0802527964115142,0.0088161956518888,0.84841388463974,Victim (Fragile Role),,24.0,0.203,False,,158
Daniel Gafford,2020-21,0.1423015929758548,0.0273394472897052,0.1149621456861496,0.0083115138113498,0.8493869304656982,Victim (Fragile Role),,22.0,0.161,False,,159
Keon Ellis,2022-23,0.1421331837773322,0.0654477551579475,0.0766854286193847,0.0080722011625766,0.8497946262359619,Victim (Fragile Role),,23.0,0.124,False,,160
Tre Jones,2021-22,0.1417972296476364,0.0645579770207405,0.0772392526268959,0.0177976917475461,0.8404051065444946,Victim (Fragile Role),,22.0,0.151,False,,161
Mitchell Robinson,2018-19,0.1417706161737441,0.0328226536512374,0.1089479625225067,0.0038479368668049,0.8543813824653625,Victim (Fragile Role),,21.0,0.119,False,,162
Scotty Pippen Jr.,2022-23,0.1415405413135885,0.1328174620866775,0.008723079226911,0.0798456668853759,0.7786137461662292,Victim (Fragile Role),,22.0,0.231,False,,163
Tyus Jones,2015-16,0.1413298025727271,0.1308573633432388,0.0104724392294883,0.0811804831027984,0.7774897217750549,Victim (Fragile Role),,20.0,0.151,False,,164
Kennedy Chandler,2022-23,0.1413298025727271,0.1308573633432388,0.0104724392294883,0.0811804831027984,0.7774897217750549,Victim (Fragile Role),,20.0,0.15,False,,165
