PLAYER_ID,SEASON,RS_MEDIAN_SHOT_DISTANCE,PO_MEDIAN_SHOT_DISTANCE,SHOT_DISTANCE_DELTA,RS_SPATIAL_VARIANCE,PO_SPATIAL_VARIANCE,SPATIAL_VARIANCE_DELTA,PO_EFG_BEYOND_RS_MEDIAN,RS_SHOTS,PO_SHOTS,RESILIENCE_SCORE
201143,2015-16,15.0,11.0,-4.0,133.23516047786222,125.43397469982166,-7.801185778040562,0.4270833333333333,1048,116,0.60402621866509
202329,2015-16,21.0,22.0,1.0,166.8896899891836,173.34494419341846,6.455254204234848,0.6323529411764706,719,128,0.784209651245179
203459,2015-16,20.0,19.0,-1.0,165.89441073179185,174.52965940513502,8.63524867334317,0.6470588235294118,678,73,0.7770120373717058
101161,2015-16,2.0,1.0,-1.0,90.20094563672063,65.75995143034407,-24.44099420637656,0.5555555555555556,426,33,0.6455762569839629
203083,2015-16,1.0,1.5,0.5,62.54363941943112,124.00399556241624,61.46035614298511,0.4074074074074074,1060,54,0.44796296296296295
2738,2015-16,18.0,15.0,-3.0,167.44886052342528,163.71044771579577,-3.7384128076295156,0.5661764705882353,368,164,0.714040111389517
203460,2015-16,2.0,4.0,2.0,149.69877524066183,150.0980163116222,0.39924107096035755,0.375,274,86,0.6876045535742378
101106,2015-16,1.0,1.0,0.0,45.04930957214493,56.879313661688506,11.830004089543579,0.47058823529411764,279,77,0.7172552695803855
203085,2015-16,13.0,8.0,-5.0,146.74554164113619,132.38346863699252,-14.362073004143667,0.3157894736842105,516,61,0.4901433514488222
202340,2015-16,19.0,19.5,0.5,159.45163065082613,159.66764961423254,0.21601896340641247,0.1875,1019,16,0.6587038862195616
202687,2015-16,1.0,1.0,0.0,62.01302922101822,63.1861989474395,1.1731697264212784,0.36666666666666664,288,69,0.739627648308139
203468,2015-16,16.0,16.0,0.0,147.27587400960314,145.86130982237026,-1.4145641872328838,0.4742268041237113,1431,197,0.7812033365260872
101139,2015-16,24.0,23.0,-1.0,166.0780667047444,180.4905990073007,14.412532302556286,0.25,634,38,0.5835248061846623
101108,2015-16,17.0,17.0,0.0,137.47573907017397,135.0890250341777,-2.3867140359962775,0.4032258064516129,1114,76,0.7469700383646675
203469,2015-16,1.0,1.0,0.0,81.03188305747898,64.15461852615235,-16.87726453132663,0.6,437,38,0.7387364128120402
201147,2015-16,11.0,7.0,-4.0,170.7134931044851,152.8810311536709,-17.832461950814206,0.20833333333333334,552,27,0.4563385616284481
202709,2015-16,8.0,11.5,3.5,129.20463271244915,133.41035891069708,4.20572619824793,0.4117647058823529,585,148,0.6344715251634536
201584,2015-16,18.0,14.0,-4.0,158.1736673930544,123.91529364852428,-34.258373744530104,0.5833333333333334,639,51,0.5077830908661527
203081,2015-16,18.0,18.0,0.0,149.54655588869096,148.17779473323773,-1.3687611554532282,0.5677966101694916,1474,242,0.8189060771350771
201980,2015-16,23.0,24.0,1.0,182.86164943171576,190.88208326487444,8.020433833158677,0.7727272727272727,561,65,0.830968306091957
201599,2015-16,0.0,0.5,0.5,25.448698165773322,21.735919887855356,-3.712778277917966,0.42105263157894735,508,38,0.731144382964071
201942,2015-16,12.0,15.0,3.0,124.42266191533298,127.11217461959102,2.6895127042580356,0.35564853556485354,1377,398,0.6361223380003932
203471,2015-16,15.0,12.5,-2.5,135.0164977340292,134.31753060984337,-0.6989671241858275,0.48,781,104,0.7128061972548849
101114,2015-16,17.0,17.5,0.5,145.1151777395089,142.0292016370122,-3.0859761024967156,0.6111111111111112,775,18,0.8109285878294641
2734,2015-16,18.0,9.5,-8.5,172.4510725078886,165.9596890537115,-6.491383454177111,0.5,374,30,0.5060516992749373
203079,2015-16,17.0,18.0,1.0,155.18853685536453,162.75048667025274,7.561949814888209,0.5642857142857143,706,132,0.7503425868249565
1717,2015-16,17.0,14.0,-3.0,145.78058155154952,123.00154214945076,-22.77903940209876,0.42857142857142855,1112,83,0.5447543350159789
203110,2015-16,3.0,7.0,4.0,128.59708629399796,140.9883850886582,12.39129879466023,0.49019607843137253,819,276,0.6017306386045876
2730,2015-16,1.0,1.5,0.5,53.521287663567925,52.27360422413553,-1.247683439432393,0.25,600,48,0.6775138993634056
2548,2015-16,8.0,12.0,4.0,111.36657521396515,117.64270032243961,6.27612510847446,0.46710526315789475,1183,254,0.6291853546123112
202334,2015-16,1.0,2.0,1.0,31.232391958908924,99.20439273772881,67.97200077881989,0.3333333333333333,337,40,0.4033333333333333
202683,2015-16,2.0,2.0,0.0,80.56777968376015,102.60070047278153,22.032920789021375,0.3793103448275862,719,118,0.6195266131969062
202323,2015-16,12.0,12.0,0.0,120.15048545944953,128.21184543919634,8.061359979746811,0.3048780487804878,753,85,0.6735830596337142
1626163,2015-16,8.0,6.0,-2.0,139.8989870564675,136.29609888051937,-3.6028881759481237,0.425,525,46,0.6883826709443113
201588,2015-16,18.0,19.0,1.0,162.86704062581958,174.42212142128864,11.555080795469053,0.7413793103448276,739,57,0.7972212393651168
101123,2015-16,19.0,17.0,-2.0,170.87248456935944,152.33741751621693,-18.535067053142512,0.4,587,49,0.5887895976811449
201609,2015-16,11.0,12.0,1.0,130.67110588937058,132.81910992104207,2.1480040316714906,0.46153846153846156,875,206,0.7417273604253557
203084,2015-16,16.0,15.0,-1.0,155.88086722472602,154.37853576771735,-1.5023314570086654,0.4791666666666667,633,213,0.7526526779246147
202355,2015-16,2.0,2.0,0.0,68.08735710114777,51.16351268079648,-16.923844420351294,0.46153846153846156,682,69,0.6830723180932768
101133,2015-16,1.0,2.0,1.0,61.65459156068217,33.97264391039481,-27.681947650287363,0.3181818181818182,448,42,0.5311810413710031
202697,2015-16,20.0,22.0,2.0,176.50959884262724,179.648149523224,3.138550680596751,0.5857142857142857,305,60,0.7554544102021338
202738,2015-16,11.0,13.0,2.0,137.16237209886523,141.5144248169691,4.352052718103863,0.4083333333333333,1382,119,0.6772210170247102
200826,2015-16,12.0,10.0,-2.0,141.11129884202154,131.7900378708362,-9.321260971185353,0.375,711,34,0.6340724341728878
200755,2015-16,22.0,18.0,-4.0,162.2981598504218,151.54121986361986,-10.756939986801939,0.532258064516129,880,79,0.62836158588564
2747,2015-16,23.0,24.0,1.0,181.76859381215016,198.51006048046565,16.741466668315496,0.588,850,188,0.704751199990107
203109,2015-16,19.5,23.0,3.5,159.59934567474875,166.98253987422817,7.383194199479419,0.3333333333333333,813,72,0.5840341681364568
2037,2015-16,18.0,14.0,-4.0,148.37023761569796,119.94760897063645,-28.422628645061508,0.27586206896551724,939,103,0.4198090557158378
201935,2015-16,16.0,17.0,1.0,140.70066320865945,146.76227703192657,6.061613823267123,0.46078431372549017,1617,100,0.7179440425505934
203096,2015-16,10.0,8.0,-2.0,121.7779836135149,114.42293990008065,-7.355043713434256,0.42105263157894735,806,42,0.6642907903509734
201145,2015-16,8.0,5.0,-3.0,138.32472558525518,125.96738516617651,-12.357340419078668,0.4,824,46,0.595855957485528
201952,2015-16,8.0,8.0,0.0,125.26143033093588,126.4217181755029,1.1602878445670228,0.3305084745762712,988,121,0.7252416627631063
