PLAYER_ID,PLAYER_NAME,SEASON,AGE,RS_USG_PCT,TARGET_USAGE,PREDICTED_ARCHETYPE_AT_TARGET,STAR_LEVEL_POTENTIAL,KING_PROB,BULLDOZER_PROB,SNIPER_PROB,VICTIM_PROB,CONFIDENCE_FLAGS,CREATION_VOLUME_RATIO,LEVERAGE_USG_DELTA,LEVERAGE_TS_DELTA,RS_PRESSURE_APPETITE,RS_LATE_CLOCK_PRESSURE_RESILIENCE,RANK
1628389,Bam Adebayo,2020-21,23.0,0.233,25.0,Victim (Fragile Role),0.5800741,0.35046336,0.22961073,0.00446081,0.4154651,None,0.2391826923076923,-0.011,0.043,0.6172938350680545,0.6581891891891891,1
1627732,Ben Simmons,2020-21,24.0,0.2,25.0,Bulldozer (Fragile Star),0.5527198,0.105897754,0.44682202,0.007917326,0.4393629,None,0.6339031339031338,-0.044,0.133,0.7601990049751244,0.4363880597014926,2
